pos,title,artist,last_pos,peak_pos,streak
1,Wannabe,Spice Girls,2,1,5
2,Un-Break My Heart,Toni Braxton,1,1,18
3,Can't Nobody Hold Me Down,Puff Daddy (Featuring Mase),5,3,5
4,"I Believe I Can Fly (From ""Space Jam"")",R. Kelly,4,2,11
5,Don't Let Go (Love),En Vogue,3,2,16
6,Foolish Games/You Were Meant For Me,Jewel,8,6,13
7,"I Believe In You And Me (From ""The Preacher's Wife"")",Whitney Houston,6,4,9
8,Nobody, Keith Sweat Featuring Athena Cage,7,3,21
9,In My Bed,Dru Hill,12,9,7
10,Discotheque,U2,-1,10,1
11,Every Time I Close My Eyes,Babyface,9,9,4
12,On & On,Erykah Badu,13,12,5
13,No Diggity,BLACKstreet (Featuring Dr. Dre),10,1,20
14,Cold Rock A Party,MC Lyte,11,11,13
15,Ooh Aah... Just A Little Bit,Gina G,14,12,13
16,I'm Still In Love With You,New Edition,15,7,16
17,"Don't Cry For Me Argentina (From ""Evita"")",Madonna,-1,17,1
18,Mouth,Merril Bainbridge,16,4,25
19,Where Do You Go,No Mercy,19,5,34
20,If It Makes You Happy,Sheryl Crow,17,10,23
21,Get It Together,702,37,21,2
22,When You're Gone/Free To Decide,The Cranberries,22,22,14
23,When You Love A Woman,Journey,20,12,18
24,Barely Breathing,Duncan Sheik,24,24,13
25,I Like It,The Blackout Allstars,25,25,12
26,It's All Coming Back To Me Now,Celine Dion,18,2,28
27,Da' Dip,Freak Nasty,39,27,8
28,I Love You Always Forever,Donna Lewis,21,2,36
29,No Time,Lil' Kim Featuring Puff Daddy,23,18,16
30,Things'll Never Change/Rapper's Ball,E-40 Featuring Bo-Rock,38,30,4
31,Please Don't Go,No Mercy,44,31,3
32,"Watch Me Do My Thing (From ""All That"")",Immature Featuring Smooth And Ed From Good Burger,32,32,4
33,Change The World,Eric Clapton,27,5,32
34,"Last Night (From ""The Nutty Professor"")",Az Yet,26,9,27
35,Pony,Ginuwine,31,6,25
36,What They Do,The Roots,36,36,7
37,Hard To Say I'm Sorry,Az Yet Featuring Peter Cetera,-1,37,1
38,"I Finally Found Someone (From ""The Mirror Has Two Faces"")",Barbra Streisand & Bryan Adams,28,8,14
39,This Is Your Night,Amber,29,24,37
40,You're Makin' Me High/Let It Flow,Toni Braxton,30,1,38
41,Firestarter,The Prodigy,46,41,6
42,Twisted,Keith Sweat,33,2,36
43,It's Your Body, Johnny Gill Featuring Roger Troutman,43,43,11
44,Whateva Man,Redman,51,44,4
45,"You Must Love Me (From ""Evita"")",Madonna,40,18,15
46,Counting Blue Cars,Dishwalla,35,15,47
47,Barrel Of A Gun,Depeche Mode,-1,47,1
48,What's On Tonight,Montell Jordan,56,48,2
49,Naked Eye,Luscious Jackson,49,49,10
50,Luchini aka (This Is It),Camp Lo,50,50,8
51,"Fly Like An Eagle (From ""Space Jam"")",Seal,34,10,10
52,Thirty-Three,The Smashing Pumpkins,45,39,13
53,Just Another Day,John Mellencamp,-1,53,1
54,Let Me Clear My Throat,DJ Kool,61,54,4
55,"Nothin' But The Cavi Hit (From ""Rhyme & Reason"")",Mack 10 & Tha Dogg Pound,47,38,11
56,Desperately Wanting,Better Than Ezra,48,48,10
57,Say... If You Feel Alright,Crystal Waters,-1,57,1
58,"Space Jam (From ""Space Jam"")",Quad City DJ's,53,37,10
59,I'm Not Giving You Up,Gloria Estefan,52,40,12
60,Tears,The Isley Brothers,55,55,7
61,If We Fall In Love Tonight,Rod Stewart,54,54,15
62,This Is For The Lover In You,"Babyface Featuring LL Cool J, Howard Hewett, Jody Watley & Jeffrey Daniels",58,6,18
63,The Theme (It's Party Time),Tracey Lee,88,63,2
64,Never Leave Me Alone,Nate Dogg Featuring Snoop Doggy Dogg,62,33,16
65,Get Up,Lost Boyz,60,60,8
66,Come See Me,112,59,33,16
67,"It's Alright, It's Ok",Leah Andreone,67,67,5
68,Without Love,Donna Lewis,57,41,11
69,It's All About U,SWV,65,61,6
70,Don't Stop Movin',Livin' Joy,73,70,5
71,I Always Feel Like (Somebody's Watching Me),Tru Featuring Ice Cream Man (Master P),71,71,3
72,We Danced Anyway,Deana Carter,72,72,3
73,I'm Not Feeling You,Yvette Michele,-1,73,1
74,Colour Of Love,Amber,74,74,6
75,"Ain't Nobody (From ""Beavis And Butt-Head Do America"")",LL Cool J,66,46,9
76,Knocks Me Off My Feet,Donell Jones,70,49,17
77,ATLiens,OutKast,68,35,13
78,Between You And Me,dc Talk,64,29,15
79,It's In Your Eyes,Phil Collins,79,79,2
