pos,title,artist,last_pos,peak_pos,streak
1,Un-Break My Heart,Toni Braxton,1,1,12
2,"I Believe I Can Fly (From ""Space Jam"")",R. Kelly,2,2,5
3,Don't Let Go (Love),En Vogue,3,3,10
4,Nobody,Keith Sweat Featuring Athena Cage,5,3,15
5,"I Believe In You And Me (From ""The Preacher's Wife"")",Whitney Houston,6,5,3
6,No Diggity,BLACKstreet (Featuring Dr. Dre),4,1,14
7,I'm Still In Love With You,New Edition,8,7,10
8,Mouth,Merril Bainbridge,7,4,19
9,"Last Night (From ""The Nutty Professor"")",Az Yet,14,9,21
10,It's All Coming Back To Me Now,Celine Dion,11,2,22
11,Macarena (Bayside Boys Mix),Los Del Rio,10,1,56
12,"Fly Like An Eagle (From ""Space Jam"")",Seal,13,12,4
13,Pony,Ginuwine,12,6,19
14,When You Love A Woman,Journey,15,12,12
15,If It Makes You Happy,Sheryl Crow,16,11,17
16,"I Finally Found Someone (From ""The Mirror Has Two Faces"")",Barbra Streisand & Bryan Adams,9,8,8
17,Where Do You Go,No Mercy,17,5,28
18,No Time,Lil' Kim Featuring Puff Daddy,19,18,10
19,What Kind Of Man Would I Be,Mint Condition,18,17,19
20,I Love You Always Forever,Donna Lewis,20,2,30
21,This Is For The Lover In You,"Babyface Featuring LL Cool J, Howard Hewett, Jody Watley & Jeffrey Daniels",21,6,12
22,Street Dreams,Nas,23,22,10
23,"You Must Love Me (From ""Evita"")",Madonna,24,18,9
24,Cold Rock A Party,MC Lyte,26,24,7
25,Foolish Games/You Were Meant For Me,Jewel,28,25,7
26,Twisted,Keith Sweat,25,2,30
27,Falling,Montell Jordan,22,18,15
28,"Tell Me (From ""Eddie"")",Dru Hill,27,18,20
29,You're Makin' Me High/Let It Flow,Toni Braxton,32,1,32
30,Ooh Aah... Just A Little Bit,Gina G,31,30,7
31,Change The World,Eric Clapton,29,5,26
32,This Is Your Night,Amber,30,25,31
33,Come See Me,112,33,33,10
34,Steelo,702,35,32,18
35,ATLiens,OutKast,36,35,7
36,Never Leave Me Alone,Nate Dogg Featuring Snoop Doggy Dogg,38,33,10
37,"Space Jam (From ""Space Jam"")",Quad City DJ's,41,37,4
38,When You're Gone/Free To Decide,The Cranberries,42,38,8
39,"Nothin' But The Cavi Hit (From ""Rhyme & Reason"")",Mack 10 & Tha Dogg Pound,46,39,5
40,You Learn/You Oughta Know,Alanis Morissette,40,6,25
41,Bow Down,Westside Connection,44,21,16
42,Counting Blue Cars,Dishwalla,37,15,41
43,Key West Intermezzo (I Saw You First),John Mellencamp,39,14,20
44,Between You And Me,dc Talk,34,29,9
45,Thirty-Three,The Smashing Pumpkins,47,45,7
46,Let's Make A Night To Remember,Bryan Adams,43,24,20
47,Loungin,LL Cool J,48,3,28
48,My Boo,Ghost Town DJ's,45,31,28
49,Knocks Me Off My Feet,Donell Jones,49,49,11
50,"Ain't Nobody (From ""Beavis And Butt-Head Do America"")",LL Cool J,61,50,3
51,If Your Girl Only Knew,Aaliyah,51,11,20
52,Without Love,Donna Lewis,52,52,5
53,I Like It,The Blackout Allstars,53,53,6
54,I'm Not Giving You Up,Gloria Estefan,54,54,6
55,It's Your Body,Johnny Gill Featuring Roger Troutman,56,55,5
56,When Boy Meets Girl,Total,59,50,12
57,"How Could You (From ""Bulletproof"")",K-Ci & JoJo,60,53,9
58,Barely Breathing,Duncan Sheik,62,58,7
59,Desperately Wanting,Better Than Ezra,63,59,4
60,Hero Of The Day,Metallica,66,60,10
61,If We Fall In Love Tonight,Rod Stewart,55,55,9
62,Sittin' On Top Of The World,Da Brat,65,30,14
63,"Bohemian Rhapsody (From ""High School High"")",The Braids,67,42,13
64,Naked Eye,Luscious Jackson,69,64,4
65,In My Bed,Dru Hill,-1,65,1
66,Little Bitty,Alan Jackson,58,58,9
67,Let's Ride,Richie Rich,74,67,7
68,The Moment,Kenny G,68,63,9
69,I Fell In Love,Rockell,64,64,10
70,Sugar Honey Ice Tea,Goodfellaz,70,70,5
71,Bittersweet Me,R.E.M.,73,46,9
72,Hit Me Off,New Edition,71,3,20
73,"What's Love Got To Do With It (From ""Supercop"")",Warren G Featuring Adina Howard,87,32,17
74,Get Up,Lost Boyz,92,74,2
75,God Bless The Child,Shania Twain,75,75,3
76,Nowhere To Go,Melissa Etheridge,77,40,14
77,At Night I Pray,Wild Orchid,81,63,16
78,Da' Dip,Freak Nasty,84,78,2
79,Friends,John Michael Montgomery,79,79,3
80,Macarena Christmas,Los Del Rio,57,57,4
81,Tonight Is The Night,Le Click,76,75,19
82,One And One,Robert Miles Featuring Maria Nayler,85,54,15
83,You Don't Have To Love Me,Monifah,96,83,2
84,I Luv U Baby,The Original,83,66,13
85,What They Do,The Roots,-1,85,1
86,Floatin' On Your Love,The Isley Brothers Featuring Angela Winbush,93,47,16
87,Luchini aka (This Is It),Camp Lo,90,87,2
88,Leavin',The Tony Rich Project,88,88,6
89,I Can Make It Better,Luther Vandross,80,80,4
90,Lady,Mista,95,90,2
91,"That Thing You Do! (From ""That Thing You Do!"")",The Wonders,86,41,14
92,Every Light In The House,Trace Adkins,78,78,8
93,All I Want,Susanna Hoffs,82,82,7
94,Dance Into The Light,Phil Collins,89,45,12
95,Music Makes Me High,Lost Boyz,91,51,15
96,Tears,The Isley Brothers,-1,96,1
97,The Sound Of My Tears,Deborah Cox,98,97,2
98,You Can Make History (Young Again),Elton John,97,70,12
99,Let's Get The Mood Right,Johnny Gill,94,53,17
100,Birmingham,Amanda Marshall,99,43,16
