pos,title,artist,last_pos,peak_pos,streak
1,It Wasn't Me,"Shaggy Featuring Ricardo ""RikRok"" Ducent",2,1,14
2,Independent Women Part I,Destiny's Child,1,1,20
3,Ms. Jackson,OutKast,7,3,13
4,Don't Tell Me,Madonna,16,4,9
5,Love Don't Cost A Thing,Jennifer Lopez,4,4,9
6,Again,Lenny Kravitz,6,6,12
7,He Loves U Not,Dream,3,2,19
8,If You're Gone,matchbox twenty,5,5,16
9,Stutter,Joe Featuring Mystikal,13,9,5
10,The Way You Love Me,Faith Hill,10,6,40
11,Case Of The Ex (Whatcha Gonna Do),Mya,8,2,25
12,With Arms Wide Open,Creed,9,1,39
13,Put It On Me,Ja Rule Featuring Lil' Mo & Vita,17,13,7
14,Stronger,Britney Spears,11,11,10
15,I Just Wanna Love U (Give It 2 Me),JAY-Z,15,11,15
16,Kryptonite,3 Doors Down,14,3,44
17,Danger (Been So Long),Mystikal Featuring Nivea,19,17,8
18,Crazy For This Girl,Evan And Jaron,18,18,14
19,Angel,Shaggy Featuring Rayvon,24,19,6
20,This I Promise You,'N Sync,12,5,19
21,Beautiful Day,U2,21,21,18
22,I Hope You Dance,Lee Ann Womack,28,22,22
23,Crazy,K-Ci & JoJo,23,23,9
24,Liquid Dreams,O-Town,27,10,7
25,I Wish,R. Kelly,20,14,19
26,Promise,Jagged Edge,33,26,7
27,Butterfly,Crazy Town,45,27,5
28,E.I.,Nelly,22,15,18
29,No More (Baby I'ma Do Right),3LW,32,29,14
30,Hemorrhage (In My Hands),Fuel,30,30,15
31,South Side,Moby Featuring Gwen Stefani,36,31,10
32,What's Your Fantasy,Ludacris Featuring Shawnna,34,21,19
33,Dance With Me,Debelah Morgan,25,8,28
34,Nobody Wants To Be Lonely,Ricky Martin Duet With Christina Aguilera,66,34,2
35,My Everything,98 Degrees,40,35,9
36,Gotta Tell You,Samantha Mumba,29,4,22
37,Jaded,Aerosmith,58,37,2
38,My First Love,Avant Featuring KeKe Wyatt,38,26,14
39,Most Girls,P!nk,26,4,26
40,My Next Thirty Years,Tim McGraw,39,27,16
41,You Make Me Sick,P!nk,49,41,5
42,Tell Her,Lonestar,43,42,12
43,Without You,Dixie Chicks,37,31,18
44,Thank You,Dido,57,44,4
45,One Woman Man,Dave Hollister,50,45,9
46,There Is No Arizona,Jamie O'Neal,48,46,7
47,Ashes By Now,Lee Ann Womack,47,47,9
48,Just Friends (Sunny),Musiq,41,31,17
49,It's Over Now,112,56,49,9
50,You Shouldn't Kiss Me Like This,Toby Keith,54,50,6
51,Burn,Jo Dee Messina,51,51,10
52,Shape Of My Heart,Backstreet Boys,31,9,17
53,Born To Fly,Sara Evans,42,34,16
54,But For The Grace Of God,Keith Urban,55,54,7
55,Bow Wow (That's My Name),Lil Bow Wow,35,29,11
56,Southern Hospitality,Ludacris,68,56,3
57,Could It Be,Jaheim,73,57,8
58,Still On Your Side,BBMak,61,54,6
59,Babylon,David Gray,59,59,10
60,Emotional,Carl Thomas,52,47,11
61,Stranger In My House,Tamia,63,61,4
62,So In Love With Two,Mikaila,46,25,11
63,Wild Horses,Garth Brooks,65,63,7
64,Project Chick,Cash Money Millionaires,62,47,8
65,This Everyday Love,Rascal Flatts,67,65,7
66,One More Day,Diamond Rio,74,66,3
67,Who I Am,Jessica Andrews,79,67,2
68,Is That Your Chick,Memphis Bleek Featuring Jay-Z & Missy Elliott,71,68,8
69,Outside,Aaron Lewis Of Staind With Fred Durst,82,69,2
70,I Lost It,Kenny Chesney,60,34,16
71,I Did It,Dave Matthews Band,76,71,2
72,We Danced,Brad Paisley,64,29,17
73,After Party,Koffee Brown,84,73,4
74,Just Another Day In Paradise,Phil Vassar,70,35,19
75,Free,Mya,-1,75,1
76,Loser,3 Doors Down,72,55,16
77,Snoop Dogg,Snoop Dogg,-1,77,1
78,Breathless,The Corrs,81,78,2
79,A Good Day To Run,Darryl Worley,83,76,3
80,If My Heart Had Wings,Faith Hill,-1,80,1
81,X,Xzibit,78,76,6
82,Mamacita,Public Announcement,69,39,7
83,Cha-Cha Slide,Mr. C The Slide Man,87,83,5
84,By Your Side,Sade,75,75,3
85,911,Wyclef Jean Featuring Mary J. Blige,80,38,18
86,Rollin',Limp Bizkit,86,65,13
87,Lady (Hear Me Tonight),Modjo,89,87,5
88,Oh No,Mos Def & Pharoahe Monch Featuring Nate Dogg,91,83,7
89,www.memory,Alan Jackson,77,45,14
90,Soul Sista,Bilal,97,90,2
91,Meanwhile Back At The Ranch,The Clark Family Experience,85,80,12
92,You Should've Told Me,Kelly Price,93,64,20
93,Stan,Eminem Featuring Dido,88,51,14
94,Oklahoma,Billy Gilman,94,63,13
95,Pour Me,Trick Pony,-1,95,1
96,How Many Licks?,Lil' Kim Featuring Sisqo,96,75,9
97,You All Dat,Baha Men With Imani Coppola,-1,97,1
98,Georgia,Carolyn Dawn Johnson,98,98,2
99,Change The Game,"Jay-Z, Beanie Sigel And Memphis Bleek",-1,99,1
100,She Bangs,Ricky Martin,92,12,18
