pos,title,artist,last_pos,peak_pos,streak
1,The Boy Is Mine,Brandy & Monica,1,1,11
2,You're Still The One,Shania Twain,2,2,26
3,My Way,Usher,3,3,8
4,Adia,Sarah McLachlan,4,4,11
5,Make It Hot,"Nicole Featuring Missy ""Misdemeanor"" Elliott & Mocha",5,5,7
6,Too Close,Next,7,1,26
7,Come With Me,Puff Daddy Featuring Jimmy Page,6,4,7
8,Never Ever,All Saints,8,8,3
9,Crush,Jennifer Paige,13,9,6
10,When The Lights Go Out,Five,10,10,10
11,Cruel Summer,Ace Of Base,15,11,4
12,Say It,Voices Of Theory,11,10,19
13,Friend Of Mine,Kelly Price,12,12,4
14,Lookin' At Me,Mase Featuring Puff Daddy,22,14,3
15,Ghetto Supastar (That Is What You Are),Pras Michel Feat. Ol' Dirty Bastard & Introducing Mya,16,15,7
16,Ray Of Light,Madonna,9,5,5
17,All My Life,K-Ci & JoJo,14,1,20
18,Nobody Does It Better,Nate Dogg Featuring Warren G,20,18,5
19,Truly Madly Deeply,Savage Garden,19,1,36
20,Daydreamin',Tatyana Ali,-1,20,1
21,Everybody [Backstreet's Back],Backstreet Boys,17,4,17
22,My All,Mariah Carey,18,1,14
23,Sex And Candy,Marcy Playground,23,8,18
24,Stop,Spice Girls,21,16,8
25,This Kiss,Faith Hill,28,25,21
26,Cleopatra's Theme,Cleopatra ,26,26,6
27,To The Moon And Back,Savage Garden,30,27,25
28,Still Not A Player,Big Punisher Featuring Joe,29,26,9
29,Looking Through Your Eyes,LeAnn Rimes,24,18,17
30,They Don't Know,Jon B,25,7,28
31,Woof Woof,69 Boyz,31,31,4
32,Gettin' Jiggy Wit It,Will Smith,34,1,24
33,I Got The Hook Up!,Master P Featuring Sons Of Funk,27,16,18
34,How's It Going To Be,Third Eye Blind,32,9,36
35,I Get Lonely,Janet Featuring BLACKstreet,35,3,12
36,Intergalactic,Beastie Boys,44,36,2
37,How Do I Live,LeAnn Rimes,38,2,60
38,I Don't Want To Wait,Paula Cole,37,11,41
39,Whatcha Gone Do?,Link,33,23,10
40,Together Again,Janet,41,1,34
41,So Into You,Tamia,49,41,4
42,Horse & Carriage,Cam'Ron Featuring Mase,51,42,4
43,I Want You Back,'N Sync,40,13,23
44,Ooh La La,Rod Stewart,39,39,6
45,Heaven's What I Feel,Gloria Estefan,45,27,12
46,I Still Love You,Next,-1,46,1
47,Shorty (You Keep Playin' With My Mind),Imajin Featuring Keith Murray,43,25,11
48,Remember When,Color Me Badd,48,48,3
49,There's Your Trouble,Dixie Chicks,36,36,13
50,Turn It Up [Remix]/Fire It Up,Busta Rhymes,42,10,14
51,Landslide,Fleetwood Mac,52,51,4
52,Destiny,Myron,47,47,4
53,Hey Now Now,Swirl 360,55,53,3
54,Money Ain't A Thang,JD Featuring Jay-Z,67,54,6
55,Ava Adore,The Smashing Pumpkins,57,42,6
56,The Arms Of The One Who Loves You,Xscape,53,7,15
57,Black Ice (Sky High),Goodie Mob Featuring Outkast,50,50,7
58,What I Didn't Know,Athenaeum,65,58,2
59,Ninety Nine [Flash The Message],John Forte,64,59,11
60,You Won't Forget Me,La Bouche,66,48,10
61,Cheated (To All The Girls),Wyclef Jean Featuring Queen Pen & The Product,-1,61,1
62,2 Way Street,Missjones,62,62,6
63,How Do I Say I'm Sorry,Tami Davis,71,63,6
64,Raise The Roof,Luke Featuring No Good But So Good,54,26,20
65,If You Ever Have Forever In Mind,Vince Gill,60,60,6
66,It's Alright,Memphis Bleek (& Jay-Z),-1,66,1
67,What U See Is What U Get,Xzibit,69,67,2
68,Ding-A-Ling,Hi-Town DJs,61,56,15
69,26 Cents,The Wilkinsons,84,69,2
70,You Only Have To Say You Love Me,Hannah Jones,78,70,9
71,Can't We Try,Rockell [Duet With Collage],59,59,6
72,Spark,Tori Amos,68,49,7
73,"The Cup Of Life (The Official Song Of The World Cup, France '98)",Ricky Martin,70,60,7
74,Stepping Stone,Lari White,75,74,5
75,Movin' On,Mya Featuring Silkk The Shocker,-1,75,1
76,Cheers 2 U,Playa,58,38,20
77,Bitter Sweet Symphony,The Verve,74,12,20
78,There You Are,Sam Salter,83,57,8
79,Here We Go Again,Aretha Franklin,76,76,4
80,Wishlist,Pearl Jam,77,47,12
81,Freak Out,Nutta Butta Featuring Teddy Riley And Anonymous,63,63,8
82,Touch It,Monifah,-1,82,1
83,Recover Your Soul,Elton John,86,55,17
84,One Heart At A Time,Various Artists,82,56,11
85,Push It,Garbage,73,52,14
86,Love For Free,Rell Featuring Jay-Z ,88,86,2
87,Do Your Thing,7 Mile,79,50,16
88,Now That I Found You,Terri Clark,81,72,12
89,Delicious,Pure Sugar,-1,89,1
90,I Honestly Love You (David Foster Vers.),Olivia Newton-John,80,67,11
91,The Rockafeller Skank,Fatboy Slim,-1,91,1
92,Not About Romance,Inner Circle,93,92,2
93,Love The Way,EOL ,95,79,5
94,I Just Want To Dance With You,George Strait,94,61,16
95,Cover You In Kisses,John Michael Montgomery,91,91,2
96,"Money, Power & Respect",The Lox [Featuring DMX & Lil' Kim],85,17,19
97,A Man Holdin' On (To A Woman Lettin' Go),Ty Herndon,96,81,10
98,Boom Bye Yae,Reiss Featuring Special Guest Michie Mee,90,90,2
99,What The World Needs Now Is Love,Dionne Warwick And The Hip-Hop Nation United,87,87,2
100,Do You,Heather B.,89,89,2
