pos,title,artist,last_pos,peak_pos,streak
1,What's Love Got To Do With It,Tina Turner,1,1,17
2,Missing You,John Waite,2,2,12
3,She Bop,Cyndi Lauper,6,3,8
4,Ghostbusters,Ray Parker Jr.,4,1,13
5,Stuck On You,Lionel Richie,3,3,12
6,Let's Go Crazy,Prince And The Revolution,8,6,6
7,If This Is It,Huey Lewis & The News,9,7,8
8,The Warrior,Scandal Featuring Patty Smyth,11,8,11
9,Sunglasses At Night,Corey Hart,7,7,16
10,Drive,The Cars,14,10,6
11,When Doves Cry,Prince,5,1,15
12,Lights Out,Peter Wolf,13,12,9
13,The Glamorous Life,Sheila E.,16,13,13
14,If Ever You're In My Arms Again,Peabo Bryson,10,10,18
15,Rock Me Tonite,Billy Squier,17,15,10
16,Round and Round,Ratt,12,12,13
17,Cover Me,Bruce Springsteen,22,17,5
18,Cruel Summer,Bananarama,21,18,8
19,All Of You,Julio Iglesias & Diana Ross,19,19,10
20,Dynamite,Jermaine Jackson,20,20,8
21,When You Close Your Eyes,Night Ranger,23,21,9
22,I Can Dream About You, Dan Hartman,15,6,19
23,We're Not Gonna Take It,Twisted Sister,26,23,7
24,Hard Habit To Break,Chicago,28,24,6
25,Torture,The Jacksons,30,25,4
26,I Just Called To Say I Love You,Stevie Wonder,33,26,4
27,Lucky Star,Madonna,40,27,3
28,Leave A Tender Moment Alone,Billy Joel,27,27,10
29,Right By Your Side,Eurythmics,31,29,8
30,State of Shock,The Jacksons,18,3,11
31,The Lucky One,Laura Branigan,34,31,6
32,Sad Songs (say So Much),Elton John,25,5,14
33,There Goes My Baby,Donna Summer,37,33,5
34,Go Insane,Lindsey Buckingham,35,34,7
35,Sexy Girl,Glenn Frey,24,20,11
36,Caribbean Queen (No More Love On The Run),Billy Ocean,50,36,5
37,I'm So Excited,The Pointer Sisters,41,30,22
38,Only When You Leave,Spandau Ballet,39,38,7
39,Are We Ourselves?,The Fixx,42,39,4
40,Bop 'til You Drop,Rick Springfield,45,40,4
41,Some Guys Have All The Luck,Rod Stewart,46,41,3
42,Dancing In The Dark,Bruce Springsteen,29,2,16
43,On The Dark Side,John Cafferty & The Beaver Brown Band,56,43,13
44,Flesh For Fantasy,Billy Idol,52,44,3
45,What The Big Girls Do,Van Stephenson,47,45,6
46,(what) In The Name Of Love,Naked Eyes,48,46,5
47,17,Rick James,36,36,9
48,Swept Away,Diana Ross,62,48,2
49,Strut,Sheena Easton,59,49,3
50,You Take Me Up,Thompson Twins,63,50,3
51,Shine Shine,Barry Gibb,64,51,2
52,The Last Time I Made Love,Joyce Kennedy & Jeffrey Osborne,54,52,4
53,Panama,Van Halen,32,13,12
54,Who Wears These Shoes?,Elton John,-1,54,1
55,Two Sides Of Love,Sammy Hagar,38,38,9
56,"The More You Live, The More You Love",A Flock Of Seagulls,58,56,5
57,High On Emotion,Chris de Burgh,44,44,11
58,Infatuation,Rod Stewart,43,6,16
59,Breakin'...there's No Stopping Us,Ollie And Jerry,55,9,15
60,Alibis,Sergio Mendes,57,29,16
61,Desert Moon,Dennis DeYoung,-1,61,1
62,Turn Around,Neil Diamond,65,62,4
63,Stranger,Stephen Stills,69,63,5
64,Satisfy Me,Billy Satellite,70,64,4
65,Just The Way You Like It,The S.O.S. Band,67,65,5
66,Straight From The Heart (Into Your Life),Coyote Sisters,68,66,7
67,A Girl In Trouble (Is A Temporary Thing),Romeo Void,80,67,2
68,She's Mine,Steve Perry,53,21,11
69,"My, Oh My",Slade,49,37,10
70,"Mama, Weer All Crazee Now",Quiet Riot,51,51,10
71,The Only Flame In Town,Elvis Costello & The Atrractions,60,56,7
72,Legs,ZZ Top,61,8,17
73,I Feel For You,Chaka Khan,-1,73,1
74,On The Wings Of A Nightingale,The Everly Brothers,85,74,2
75,Jump (for My Love),The Pointer Sisters,71,3,20
76,Self Control,Laura Branigan,72,4,22
77,In The Name Of Love,Ralph MacDonald With Bill Withers,89,77,2
78,Hold Me,Teddy Pendergrass And Whitney Houston,73,46,14
79,Strung Out,Steve Perry,-1,79,1
80,Wake Me Up Before You Go-Go,Wham!,-1,80,1
81,Eyes Without A Face,Billy Idol,74,4,19
82,Layin' It On The Line,Jefferson Starship,-1,82,1
83,Almost Paradise...Love Theme From Footloose,Mike Reno And Ann Wilson,77,7,18
84,Can't Wait All Night,Juice Newton,66,66,5
85,New Girl Now,Honeymoon Suite,-1,85,1
86,Anywhere With You,Rubber Rodeo,87,86,3
87,Pretty Mess,Vanity,-1,87,1
88,Borderline,Madonna,86,10,27
89,Body Rock,Maria Vidal,-1,89,1
90,Turn To You,Go-Go's,79,32,13
91,Dance Hall Days,Wang Chung,78,16,21
92,Romancing The Stone,Eddy Grant,82,26,17
93,Jam On It,Newcleus,84,56,15
94,Doctor! Doctor!,Thompson Twins,81,11,16
95,10-9-8,Face To Face,83,38,15
96,I'm Free (Heaven Helps The Man),Kenny Loggins,75,22,13
97,Here She Comes,Bonnie Tyler,76,76,5
98,Rain,Dragon,88,88,4
99,The Reflex,Duran Duran,90,1,21
100,Magic,The Cars,93,12,17
