pos,title,artist,last_pos,peak_pos,streak
1,Groovin',The Young Rascals,4,1,5
2,The Happening,The Supremes,1,1,7
3,Sweet Soul Music,Arthur Conley,2,2,11
4,Somethin' Stupid,Nancy Sinatra & Frank Sinatra,3,1,10
5,Respect,Aretha Franklin,14,5,4
6,I Got Rhythm,The Happenings,9,6,7
7,Release Me (And Let Me Love Again),Engelbert Humperdinck,13,7,7
8,Close Your Eyes,Peaches & Herb,8,8,9
9,Don't You Care,The Buckinghams,6,6,11
10,You Got What It Takes,The Dave Clark Five,7,7,8
11,"Girl, You'll Be A Woman Soon",Neil Diamond,11,11,7
12,On A Carousel,The Hollies,12,12,10
13,Creeque Alley,The Mamas & The Papas,22,13,4
14,Him Or Me - What's It Gonna Be?,Paul Revere & The Raiders,21,14,4
15,When I Was Young,Eric Burdon & The Animals,15,15,7
16,Friday On My Mind,The Easybeats,18,16,10
17,I Think We're Alone Now,Tommy James And The Shondells,10,4,15
18,Here Comes My Baby,The Tremeloes,19,18,7
19,Mirage,Tommy James And The Shondells,24,19,4
20,"A Little Bit Me, A Little Bit You",The Monkees,5,2,9
21,All I Need,The Temptations,28,21,4
22,Somebody To Love,Jefferson Airplane,31,22,8
23,Sunshine Girl,The Parade,25,23,6
24,I'm A Man,The Spencer Davis Group,17,10,9
25,Yellow Balloon,The Yellow Balloon,26,25,8
26,I Was Kaiser Bill's Batman,Whistling Jack Smith,34,26,4
27,Too Many Fish In The Sea & Three Little Fishes,Mitch Ryder And The Detroit Wheels,40,27,4
28,Shake A Tail Feather,James & Bobby Purify,30,28,6
29,Dead End Street Monologue/Dead End Street,Lou Rawls,29,29,9
30,Casino Royale,Herb Alpert & The Tijuana Brass,37,30,7
31,Happy Jack,The Who,41,31,6
32,Six O'Clock,The Lovin' Spoonful,48,32,4
33,Happy Together,The Turtles,16,1,15
34,My Girl Josephine,Jerry Jaye,35,34,6
35,Making Memories,Frankie Laine,36,35,7
36,Jimmy Mack,Martha & The Vandellas,20,10,13
37,Portrait Of My Love,The Tokens,44,37,6
38,Hip Hug-Her,Booker T. & The MG's,42,38,9
39,When You're Young And In Love,The Marvelettes,49,39,5
40,Get Me To The World On Time,The Electric Prunes,27,27,8
41,Western Union,The Five Americans,38,5,12
42,This Is My Song,Petula Clark,23,3,12
43,Melancholy Music Man,The Righteous Brothers,47,43,5
44,Come On Down To My Boat,Every Mothers' Son,72,44,3
45,Buy For Me The Rain,The Nitty Gritty Dirt Band,45,45,7
46,Do It Again A Little Bit Slower,Jon & Robin And The In Crowd,68,46,3
47,Alfie,Dionne Warwick,61,47,7
48,"Another Day, Another Heartache",The 5th Dimension,60,48,4
49,Can't Seem To Make You Mine,The Seeds,57,49,4
50,My Babe,Ronnie Dove,51,50,5
51,Little Games,The Yardbirds,53,51,5
52,Nothing Takes The Place Of You,Toussaint McCall,52,52,9
53,A Beautiful Story,Sonny & Cher,58,53,4
54,Tramp,Otis & Carla,64,54,3
55,Lay Some Happiness On Me,Dean Martin,55,55,4
56,The Oogum Boogum Song,Brenton Wood,56,56,6
57,I Could Be So Good To You,Don And The Goodtimes,62,57,5
58,She'd Rather Be With Me,The Turtles,88,58,2
59,Let Yourself Go,James Brown And The Famous Flames,75,59,3
60,Misty Blue,Eddy Arnold,70,60,3
61,"Time, Time",Ed Ames,76,61,3
62,Ain't No Mountain High Enough,Marvin Gaye & Tammi Terrell,79,62,2
63,The Whole World Is A Stage,The Fantastic Four,66,63,9
64,Love Me Forever,Roger Williams,74,64,3
65,Girls In Love,Gary Lewis And The Playboys,80,65,2
66,Let's Live For Today,The Grass Roots,87,66,2
67,Together,The Intruders,82,67,4
68,Live,The Merry-Go-Round,63,63,4
69,Just Look What You've Done,Brenda Holloway,69,69,5
70,Out Of Left Field,Percy Sledge,59,59,7
71,It's All Over Now,Casinos,65,65,4
72,I'll Make Him Love Me,Barbara Lewis,73,72,5
73,Little Bit O' Soul,The Music Explosion,90,73,2
74,Can't Take My Eyes Off You,Frankie Valli,-1,74,1
75,Jump Back,King Curtis,78,75,2
76,One Hurt Deserves Another,The Raelets/Ray Charles Orchestra,77,76,6
77,Funny Familiar Forgotten Feelings,Tom Jones,-1,77,1
78,Shake,Otis Redding ,-1,78,1
79,Here We Go Again,Ray Charles,-1,79,1
80,Am I Grooving You,Freddie Scott,89,80,2
81,Funky Broadway Part I,Dyke And The Blazers,86,81,6
82,I've Lost You,Jackie Wilson,85,82,3
83,"Eight Men, Four Women",O.V. Wright,84,83,2
84,Ding Dong! The Witch Is Dead,The Fifth Estate,-1,84,1
85,We Had A Good Thing Goin',The Cyrkle,100,85,2
86,Long Legged Girl (With The Short Dress On),Elvis Presley With The Jordanaires,-1,86,1
87,7 Rooms Of Gloom,Four Tops,-1,87,1
88,Sound Of Love,The Five Americans,-1,88,1
89,Come To The Sunshine,Harpers Bizarre,-1,89,1
90,Leopard-Skin Pill-Box Hat,Bob Dylan,-1,90,1
91,Hey Love,Stevie Wonder,91,91,5
92,Beat The Clock,The McCoys,99,92,2
93,Stop! And Think It Over,Perry Como,-1,93,1
94,Stay Together Young Lovers,Brenda & The Tabulations,-1,94,1
95,She Shot A Hole In My Soul,Clifford Curry,95,95,3
96,Make Me Yours,Bettye Swann,96,96,2
97,Red Roses For Mom,Bobby Vinton,-1,97,1
98,Sunday Will Never Be The Same,Spanky And Our Gang,-1,98,1
99,Baby Please Come Back Home,J.J. Barnes,-1,99,1
100,Soul Finger,Bar-Kays,-1,100,1
