pos,title,artist,last_pos,peak_pos,streak
1,We Are Young,fun. Featuring Janelle Monae,1,1,15
2,Boyfriend,Justin Bieber,-1,2,1
3,Somebody That I Used To Know,Gotye Featuring Kimbra,4,3,13
4,Glad You Came,The Wanted,3,3,12
5,Stronger (What Doesn't Kill You),Kelly Clarkson,2,1,15
6,Starships,Nicki Minaj,5,5,7
7,Wild Ones,Flo Rida Featuring Sia,7,7,13
8,Part Of Me,Katy Perry,8,1,7
9,What Makes You Beautiful,One Direction,11,9,7
10,Call Me Maybe,Carly Rae Jepsen,18,10,6
11,Take Care,Drake Featuring Rihanna,9,7,20
12,Set Fire To The Rain,Adele,6,1,31
13,Turn Me On,David Guetta Featuring Nicki Minaj,10,4,18
14,Feel So Close,Calvin Harris,15,14,8
15,Drive By,Train,13,13,12
16,"Young, Wild & Free",Snoop Dogg & Wiz Khalifa Featuring Bruno Mars,12,7,25
17,The Motto,Drake Featuring Lil Wayne,17,15,20
18,We Found Love,Rihanna Featuring Calvin Harris,14,1,28
19,Ass Back Home,Gym Class Heroes Featuring Neon Hitch,16,12,16
20,Rack City,Tyga,22,7,19
21,Good Feeling,Flo Rida,20,3,27
22,International Love,Pitbull Featuring Chris Brown ,21,13,22
23,So Good,B.o.B,27,11,6
24,Domino,Jessie J,23,6,25
25,Sexy And I Know It,LMFAO,24,1,31
26,Eyes Open,Taylor Swift,19,19,2
27,Turn Up The Music,Chris Brown,25,10,7
28,It Will Rain,Bruno Mars,26,3,27
29,Climax,Usher,40,29,6
30,Birthday Cake,Rihanna Featuring Chris Brown,34,30,6
31,Good Girl,Carrie Underwood,32,18,6
32,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,29,1,54
33,Brokenhearted,Karmin,52,33,4
34,A Woman Like You,Lee Brice,33,33,15
35,Rumour Has It,Adele,44,35,16
36,Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,31,1,41
37,Ni**as in Paris,Jay Z Kanye West,28,5,34
38,Springsteen,Eric Church,46,38,5
39,Drunk On You,Luke Bryan,60,39,5
40,A Thousand Years,Christina Perri,36,31,24
41,Talk That Talk,Rihanna Featuring Jay-Z,37,31,14
42,Alone With You,Jake Owen,41,41,17
43,Not Over You,Gavin DeGraw,30,18,34
44,Over You,Miranda Lambert,49,40,11
45,Drink On It,Blake Shelton,47,45,10
46,Paradise,Coldplay,38,15,29
47,Safe & Sound,Taylor Swift Featuring The Civil Wars,35,30,12
48,Someone Like You,Adele,39,1,39
49,Rolling In The Deep,Adele,43,1,65
50,Fly Over States,Jason Aldean,56,50,6
51,Dancin' Away With My Heart,Lady Antebellum,53,50,12
52,Drank In My Cup,Kirko Bangz,57,52,8
53,I Won't Give Up,Jason Mraz,55,8,13
54,Strip,Chris Brown Featuring Kevin K-MAC McCall,51,37,16
55,Tonight Is The Night,Outasight,45,38,19
56,Somethin' 'Bout A Truck,Kip Moore,58,56,8
57,UP!,LoveRance Featuring IamSu & Skipper or 50 Cent,59,57,5
58,Love On Top,Beyonce,54,20,20
59,Banjo,Rascal Flatts,63,59,7
60,Ayy Ladies,Travis Porter Featuring Tyga,62,56,5
61,Faded,Tyga Featuring Lil Wayne,64,52,11
62,Lights,Ellie Goulding,66,62,15
63,Can't Get Enough,J. Cole Featuring Trey Songz,61,52,18
64,I Dont Really Care,Waka Flocka Flame Featuring Trey Songz,-1,64,1
65,Heart Attack,Trey Songz,-1,65,1
66,Better Than I Used To Be,Tim McGraw,67,63,11
67,Levels,Avicii,69,60,20
68,Some Nights,fun.,70,62,6
69,Magic,Future Featuring T.I.,71,69,5
70,Everybody Talks,Neon Trees,65,65,3
71,Where I Come From,Montgomery Gentry,72,71,13
72,No Hurry,Zac Brown Band,79,72,4
73,Even If It Breaks Your Heart,Eli Young Band,82,73,3
74,You Don't Know Her Like I Do,Brantley Gilbert,78,74,10
75,Midnight City,M83.,75,74,4
76,Leave You Alone,Young Jeezy Featuring Ne-Yo,88,76,3
77,Bangarang,Skrillex Featuring Sirah,76,72,7
78,She Doesn't Mind,Sean Paul,-1,78,1
79,Back In Time,Pitbull,-1,79,1
80,Sex Ain't Better Than Love,Trey Songz,91,80,4
81,4 AM,Melanie Fiona,81,81,7
82,Princess Of China,Coldplay Featuring Rihanna,77,20,11
83,Scary Monsters And Nice Sprites,Skrillex,86,69,9
84,Do It Like You,Diggy Featuring Jeremih,80,80,8
85,Love's Gonna Make It Alright,George Strait,74,61,11
86,Mirror,Lil Wayne Featuring Bruno Mars,90,16,15
87,Give Me All Your Luvin',Madonna Featuring Nicki Minaj & M.I.A.,-1,10,6
88,Crew Love,Drake Featuring The Weeknd,100,88,2
89,You Gonna Fly,Keith Urban,84,54,16
90,Sorry For Party Rocking,LMFAO,87,49,10
91,Time Is Love,Josh Turner,-1,91,1
92,This Ole Boy,Craig Morgan,92,92,2
93,We Run The Night,Havana Brown Featuring Pitbull,99,93,2
94,HYFR (Hell Ya F*****g Right),Drake Featuring Lil Wayne,96,92,4
95,Ai Se Eu Te Pego,Michel Telo,-1,95,1
96,I Do,Young Jeezy Featuring Jay-Z & Andre 3000,98,61,15
97,Mr. Wrong,Mary J. Blige Featuring Drake,95,87,9
98,Got My Country On,Chris Cagle,-1,98,1
99,Naked,Dev & Enrique Iglesias,-1,99,1
100,Too Close,Alex Clare,68,68,2
