pos,title,artist,last_pos,peak_pos,streak
1,Money Maker,Ludacris Featuring Pharrell,1,1,11
2,Smack That,Akon Featuring Eminem,4,2,5
3,Lips Of An Angel,Hinder,3,3,15
4,SexyBack,Justin Timberlake,2,1,16
5,My Love,Justin Timberlake Featuring T.I.,8,5,7
6,How To Save A Life,The Fray,5,3,28
7,Too Little Too Late,JoJo,7,3,10
8,Chasing Cars,Snow Patrol,6,5,23
9,Come To Me,Diddy Featuring Nicole Scherzinger,18,9,8
10,Far Away,Nickelback,10,8,14
11,Chain Hang Low,Jibbs,9,7,12
12,Say Goodbye,Chris Brown,14,12,11
13,Show Stopper,Danity Kane,12,8,10
14,Call Me When You're Sober,Evanescence,13,10,10
15,White & Nerdy,"""Weird Al"" Yankovic",11,9,4
16,Maneater,Nelly Furtado,16,16,6
17,London Bridge,Fergie,15,1,14
18,Buttons,The Pussycat Dolls Featuring Snoop Dogg,19,3,24
19,Fergalicious,Fergie,35,19,5
20,Get Up,Ciara Featuring Chamillionaire,20,7,13
21,Shortie Like Mine,Bow Wow Featuring Chris Brown & Johnta Austin,44,21,3
22,Crazy,Gnarls Barkley,23,2,25
23,Waiting On The World To Change,John Mayer,26,20,15
24,Before He Cheats,Carrie Underwood,28,24,8
25,Ring The Alarm,Beyonce,21,11,7
26,Pullin' Me Back,Chingy Featuring Tyrese,17,9,19
27,Over My Head (Cable Car),The Fray,25,8,37
28,When You Were Young,The Killers,24,14,11
29,I Know You See It,Yung Joc Featuring Brandy 'Ms. B.' Hambrick,22,17,17
30,Sexy Love,Ne-Yo,27,7,20
31,Walk It Out,Unk,43,31,7
32,Stuntin' Like My Daddy,Birdman & Lil Wayne,51,32,8
33,I Write Sins Not Tragedies,Panic! At The Disco,29,7,34
34,What Hurts The Most,Rascal Flatts,31,6,38
35,My Little Girl,Tim McGraw,53,35,6
36,I Loved Her First,Heartland,34,34,11
37,Gallery,Mario Vazquez,38,37,14
38,Hurt,Christina Aguilera,59,38,4
39,Promiscuous,Nelly Furtado Featuring Timbaland,30,1,25
40,It Ends Tonight,The All-American Rejects,58,40,4
41,I Wanna Love You,Akon Featuring Snoop Dogg,56,41,4
42,U And Dat,E-40 Featuring T-Pain & Kandi Girl,33,13,24
43,My Wish,Rascal Flatts,41,41,7
44,(When You Gonna) Give It Up To Me,Sean Paul Featuring Keyshia Cole,32,3,22
45,Money In The Bank,Lil Scrappy Featuring Young Buck,55,45,6
46,Move Along,The All-American Rejects,42,15,39
47,Want To,Sugarland,49,41,5
48,Every Mile A Memory,Dierks Bentley,60,48,11
49,Hate Me,Blue October,37,31,28
50,You Save Me,Kenny Chesney,48,48,8
51,S.E.X.,Lyfe Jennings,40,37,14
52,That Girl,Frankie J Featuring Mannie Fresh & Chamillionaire,61,43,11
53,Ain't No Other Man,Christina Aguilera,39,6,20
54,We Fly High,Jim Jones,63,54,3
55,Would You Go With Me,Josh Turner,46,43,17
56,Welcome To The Black Parade,My Chemical Romance,64,56,6
57,Once In A Lifetime,Keith Urban,52,52,8
58,Show Me What You Got,JAY-Z,72,58,3
59,Chicken Noodle Soup.,Webstar & Young B Featuring The Voice Of Harlem,57,45,7
60,Boston,Augustana,54,54,3
61,Tim McGraw,Taylor Swift,65,61,7
62,Tell Me,Diddy Featuring Christina Aguilera,-1,62,1
63,Push It,Rick Ross,69,61,8
64,Give It Away,George Strait,50,35,12
65,Everytime Tha Beat Drop,Monica Featuring Dem Franchize Boyz,62,48,12
66,Love Me Or Hate Me (F**k You!!!!),Lady Sovereign,81,66,2
67,Take Me As I Am,Mary J. Blige,68,67,5
68,Need A Boss,Shareefa Featuring Ludacris,66,66,13
69,Suddenly I See,KT Tunstall,76,60,15
70,Tell Me Baby,Red Hot Chili Peppers,67,50,10
71,The Riddle,Five For Fighting,70,40,14
72,Right Where You Want Me,Jesse McCartney,71,33,7
73,I Call It Love,Lionel Richie,75,62,14
74,Through Glass,Stone Sour,79,71,12
75,Walk Away (Remember Me),Paula DeAnda Featuring The DEY,90,75,3
76,Put Your Records On,Corinne Bailey Rae,73,64,17
77,She's Everything,Brad Paisley,86,77,3
78,The Pick Of Destiny, Tenacious D,-1,78,1
79,Here It Goes Again,OK Go,80,38,8
80,It's Okay (One Blood),The Game Featuring Junior Reid,78,76,10
81,Unappreciated,Cherish,92,81,4
82,The Kill (Bury Me),Thirty Seconds To Mars,87,65,14
83,Streetcorner Symphony,Rob Thomas,93,76,4
84,Come Back To Me,Vanessa Hudgens,82,79,6
85,Call On Me,Janet & Nelly,74,25,18
86,Rockstar,Nickelback,85,85,4
87,Irreplaceable,Beyonce,-1,87,1
88,Brand New Girlfriend,Steve Holy,84,40,19
89,Mountains,Lonestar,99,89,4
90,Like Red On A Rose,Alan Jackson,89,80,5
91,The Diary Of Jane,Breaking Benjamin,91,50,13
92,Nothing Left To Lose,Mat Kearney,96,92,4
93,Some People Change,Montgomery Gentry,97,93,2
94,Remember The Name,Fort Minor Featuring Styles Of Beyond,88,66,6
95,Amarillo Sky,Jason Aldean,100,95,2
96,Love You,Jack Ingram,98,96,2
97,Long Way 2 Go,Cassie,-1,97,1
98,Canadian Idiot,"""Weird Al"" Yankovic",94,82,3
99,Tu Amor,RBD,-1,99,1
100,Face Down,The Red Jumpsuit Apparatus,-1,76,13
