pos,title,artist,last_pos,peak_pos,streak
1,Have You Ever Really Loved A Woman?,Bryan Adams,1,1,9
2,This Is How We Do It,Montell Jordan,2,1,16
3,Total Eclipse Of The Heart,Nicki French,4,3,11
4,Water Runs Dry,Boyz II Men,5,3,7
5,Don't Take It Personal (Just One Of Dem Days),Monica,7,5,7
6,I'll Be There For You/You're All I Need To Get By,Method Man Featuring Mary J. Blige,3,3,6
7,Freak Like Me,Adina Howard,6,2,18
8,I Believe,Blessid Union Of Souls,9,8,17
9,I Know,Dionne Farris,8,4,20
10,Let Her Cry,Hootie & The Blowfish,11,10,14
11,Red Light Special,TLC,10,2,15
12,"Keep Their Heads Ringin' (From ""Friday"")",Dr. Dre,12,10,13
13,"Can't You See (From ""New Jersey Drive"")",Total Featuring The Notorious B.I.G.,14,13,10
14,Dear Mama/Old School,2Pac,13,9,14
15,Run Away,Real McCoy,15,3,14
16,"Shy Guy (From ""Bad Boys"")",Diana King,21,16,11
17,Hold On,Jamie Walters,16,16,20
18,Run-Around,Blues Traveler,24,18,12
19,Every Little Thing I Do,Soul For Real ,19,19,6
20,In The House Of Stone And Light,Martin Page,17,14,26
21,Believe,Elton John,18,13,14
22,Someone To Love,Jon B. Featuring Babyface,29,22,7
23,"No More ""I Love You's""",Annie Lennox,23,23,14
24,"Ask Of You (From ""Higher Learning"")",Raphael Saadiq,20,19,12
25,Candy Rain,Soul For Real,22,2,23
26,Hold My Hand,Hootie & The Blowfish,26,10,36
27,Take A Bow,Madonna,28,1,26
28,Give It 2 You,Da Brat,27,26,9
29,Dream About You/Funky Melody,Stevie B,34,29,18
30,Can't Stop Lovin' You,Van Halen,32,30,12
31,Strong Enough,Sheryl Crow,25,5,24
32,Cotton Eye Joe,Rednex,30,25,14
33,December,Collective Soul,38,33,5
34,This Ain't A Love Song,Bon Jovi,-1,34,1
35,You Gotta Be,Des'ree,35,5,41
36,Big Poppa/Warning,The Notorious B.I.G.,31,6,22
37,I Like,Kut Klose,44,37,9
38,Another Night,Real McCoy,40,3,42
39,Waterfalls,TLC,-1,39,1
40,Baby,Brandy,33,4,19
41,Wonderful,Adam Ant,39,39,11
42,Creep,TLC,37,1,31
43,Like The Way I Do/If I Wanted To,Melissa Etheridge,42,16,17
44,If You Love Me,Brownstone,36,8,27
45,I Live My Life For You,Firehouse,41,26,16
46,Come And Get Your Love,Real McCoy,-1,46,1
47,Strange Currencies,R.E.M.,47,47,7
48,"Crazy Love (From ""Jason's Lyric"")",Brian McKnight,53,48,9
49,Boombastic/In The Summertime,Shaggy,61,49,4
50,Close To You,Fun Factory,46,46,13
51,"Freedom (From ""Panther"")",Various Artists,45,45,8
52,Best Friend,Brandy,64,52,2
53,When You Say Nothing At All,Alison Krauss + Union Station,57,53,5
54,This Lil' Game We Play,Subway (Featuring 702),43,15,19
55,Leave Virginia Alone,Rod Stewart,59,55,2
56,I'd Rather Be Alone,IV Xample,48,44,14
57,Emotions,H-Town,51,51,8
58,Sick Of Myself,Matthew Sweet,58,58,3
59,Grapevyne,Brownstone,49,49,7
60,Baby Baby,Corona,60,60,5
61,Feel Me Flow,Naughty By Nature,-1,61,1
62,I Got 5 On It,Luniz,-1,62,1
63,Thank You,Boyz II Men,56,21,16
64,Connection,Elastica,55,53,12
65,I'm Goin' Down,Mary J. Blige,54,22,10
66,Until The End Of Time,Foreigner,52,42,13
67,The Way That You Love,Vanessa Williams,67,67,6
68,Move It Like This,K7,66,54,18
69,I'll Be Around,Rappin' 4-Tay Featuring The Spinners,50,39,12
70,So In Love With You,U.N.V.,80,70,2
71,Think Of You,Usher,62,58,17
72,I Kissed A Girl,Jill Sobule,72,72,3
73,I Saw You Dancing,Yaki-Da,82,73,2
74,Any Man Of Mine/Whose Bed Have Your Boots Been Under?,Shania Twain,84,74,3
75,Joy,BLACKstreet,65,43,11
76,It's Good To Be King,Tom Petty,68,68,7
77,Everlasting Love,Gloria Estefan,63,27,20
78,Froggy Style,Nuttin' Nyce,78,78,3
79,I Wish,Skee-Lo,71,65,7
80,Freak Me Baby,"Dis `N' Dat Feat. 95 South,69 Boyz & K-Nock",81,80,6
81,Mr. Personality,Gillette,70,42,15
82,I Wanna Love Like That,Tony Thompson,85,82,3
83,Craziest,Naughty By Nature,69,51,9
84,Here & Now,Letters To Cleo,75,56,12
85,Never Find Someone Like You,Keith Martin,77,53,15
86,Lick It,Roula,79,72,12
87,Fat Boy,Max-A-Million,88,69,19
88,The I.N.C. Ride,Masta Ace Incorporated,73,73,7
89,Tell Me When,The Human League,74,31,12
90,Somebody's Crying,Chris Isaak,-1,90,1
91,Crimson And Clover,SF Spanish Fly,-1,91,1
92,Feel So High,Des'ree,83,67,11
93,Lifestyles Of The Rich And Shameless,Lost Boyz,93,91,5
94,Rodeo,95 South,89,77,18
95,Secret Garden,Bruce Springsteen,76,63,7
96,As I Lay Me Down,Sophie B. Hawkins,96,96,2
97,Brooklyn Zoo,Ol' Dirty Bastard,87,54,16
98,"You Got It (From ""Boys On The Side"")",Bonnie Raitt,92,33,17
99,I Like It (I Wanna Be Where You Are),Grand Puba,91,91,2
100,Shimmy Shimmy Ya,Ol' Dirty Bastard,86,80,4
