pos,title,artist,last_pos,peak_pos,streak
1,I'd Do Anything For Love (But I Won't Do That),Meat Loaf,2,1,8
2,All That She Wants,Ace Of Base,3,2,8
3,Just Kickin' It,Xscape,4,2,8
4,Again,Janet Jackson,9,4,3
5,Dreamlover,Mariah Carey ,1,1,14
6,Hey Mr. D.J.,Zhane,6,6,11
7,Gangsta Lean,DRS,30,7,4
8,The River Of Dreams,Billy Joel,5,3,15
9,Whoomp! (There It Is),Tag Team,7,2,24
10,Anniversary,Tony Toni Tone,10,10,7
11,What Is Love,Haddaway,11,11,11
12,Shoop,Salt-N-Pepa,18,12,5
13,Right Here (Human Nature)/Downtown,SWV,8,2,17
14,Another Sad Love Song,Toni Braxton,13,7,19
15,Breathe Again,Toni Braxton,19,15,4
16,"Two Steps Behind (From ""Last Action Hero"")",Def Leppard,14,12,9
17,If,Janet Jackson,12,4,16
18,Can We Talk,Tevin Campbell,24,18,4
19,Cryin',Aerosmith,15,12,15
20,Sweat (A La La La La Long),Inner Circle,16,16,14
21,Hero,Mariah Carey,45,21,3
22,I Get Around,2Pac,17,11,19
23,No Rain,Blind Melon,20,20,12
24,Reason To Believe,Rod Stewart,21,19,13
25,Baby I'm Yours,Shai,22,10,23
26,Hey Jealousy,Gin Blossoms,29,25,16
27,Boom! Shake The Room,Jazzy Jeff & The Fresh Prince,25,13,14
28,Come Baby Come,K7,34,28,10
29,Everybody Hurts,R.E.M.,31,29,9
30,"Soul To Squeeze (From ""Coneheads"")",Red Hot Chili Peppers,23,22,11
31,Please Forgive Me,Bryan Adams,46,31,3
32,"Can't Help Falling In Love (From ""Sliver"")",UB40,28,1,26
33,Lately,Jodeci,27,4,22
34,Come Inside,Intro,33,33,10
35,Runaway Train,Soul Asylum,26,5,22
36,Better Than You,Lisa Keith,37,36,12
37,Hopelessly,Rick Astley,35,28,10
38,Let Me Ride,Dr. Dre,38,34,7
39,Wild World,Mr. Big,44,39,5
40,Will You Be There,Michael Jackson,32,7,17
41,Sex Me (Parts I & II),R. Kelly,66,41,2
42,(I Know I Got) Skillz,Shaquille O'Neal,54,42,3
43,Rain,Madonna,40,14,16
44,Something In Your Eyes,Bell Biv DeVoe,43,38,12
45,"I Don't Wanna Fight (From ""What's Love Got To Do With It"")",Tina Turner,41,9,24
46,Insane In The Brain,Cypress Hill,36,19,18
47,One Last Cry,Brian McKnight,39,13,22
48,Very Special,"Big Daddy Kane Feat. Spinderella, L. Williams & K. Anderson",42,31,18
49,"Never Should've Let You Go (From ""Sister Act 2"")",Hi-Five,63,49,4
50,Human Wheels,John Mellencamp,52,50,8
51,Both Sides Of The Story,Phil Collins,80,51,2
52,Ruffneck,MC Lyte,50,35,17
53,Send Me A Lover,Taylor Dayne,57,53,6
54,Ooh Child,Dino,48,27,18
55,Said I Loved You...But I Lied,Michael Bolton,-1,55,1
56,Runaway Love,En Vogue Featuring FMOB,60,51,4
57,Nothing 'Bout Me,Sting,59,57,6
58,"When I Fall In Love (From ""Sleepless In Seattle"")",Celine Dion And Clive Griffin,51,23,17
59,"Indo Smoke (From ""Poetic Justice"")",Mista Grimm,56,56,7
60,Break It Down Again,Tears For Fears,47,25,17
61,Keep Ya Head Up,2Pac,83,61,2
62,Check Yo Self,Ice Cube Featuring Das EFX,53,20,15
63,Dreams,Gabrielle,65,63,5
64,Love For Love,Robin S.,62,53,12
65,Linger,The Cranberries,77,65,3
66,Never Keeping Secrets,Babyface,95,66,3
67,All About Soul,Billy Joel,-1,67,1
68,Slow And Easy,Zapp & Roger,87,68,2
69,As Long As I Can Dream,Expose,75,69,4
70,Time And Chance,Color Me Badd,84,70,2
71,Fields Of Gray,Bruce Hornsby,71,71,5
72,Jessie,Joshua Kadison,72,72,5
73,Pink Cashmere,Prince,55,50,8
74,Alright,Kris Kross Featuring Supercat,61,19,15
75,Oh Carolina,Shaggy,64,59,13
76,Too Much Information,Duran Duran,58,45,10
77,I'm Free,Jon Secada,68,27,20
78,Method Man,Wu-Tang Clan,89,78,5
79,Award Tour,A Tribe Called Quest,-1,79,1
80,What's It To You,Clay Walker,73,73,5
81,Mr. Vain,Culture Beat,-1,81,1
82,Paying The Price Of Love,Bee Gees,82,82,3
83,Foreplay,RAab,74,74,4
84,Jimmy Olsen's Blues,Spin Doctors,78,78,5
85,I'm In Luv,Joe,67,64,11
86,"Easy Come, Easy Go",George Strait,81,71,5
87,Higher Ground,UB40,76,76,5
88,Mega Medley,Zapp & Roger,69,54,14
89,Chattahoochee,Alan Jackson,70,46,18
90,Yolanda,Reality,92,90,2
91,Chief Rocka,Lords Of The Underground,79,55,18
92,Because The Night,"10,000 Maniacs",-1,92,1
93,I'm A Player,Too $hort,85,85,3
94,Creep,Radiohead,86,34,20
95,"I Can See Clearly Now (From ""Cool Runnings"")",Jimmy Cliff,-1,95,1
96,Push The Feeling On,Nightcrawlers,91,80,6
97,Looking For Mr. Do Right,Jade,-1,97,1
98,Stay Real,Erick Sermon,98,92,6
99,Run To You,Whitney Houston,90,31,20
100,The Grand Tour,Aaron Neville,94,90,5
