pos,title,artist,last_pos,peak_pos,streak
1,Happy,Pharrell Williams,1,1,14
2,All Of Me,John Legend,2,2,26
3,Dark Horse,Katy Perry Featuring Juicy J,3,1,29
4,Talk Dirty,Jason Derulo Featuring 2 Chainz,4,3,16
5,Let It Go,Idina Menzel,5,5,19
6,Pompeii,Bastille,6,5,34
7,Team,Lorde,7,6,28
8,Counting Stars, OneRepublic,9,2,42
9,The Man,Aloe Blacc,8,8,15
10,Turn Down For What,DJ Snake & Lil Jon,10,10,15
11,Best Day Of My Life,American Authors,12,11,21
12,Loyal,Chris Brown Featuring Lil Wayne & French Montana Or Too $hort Or Tyga,14,12,12
13,Timber,Pitbull Featuring Ke$ha,13,1,26
14,Not A Bad Thing,Justin Timberlake,20,14,6
15,Show Me,Kid Ink Featuring Chris Brown,15,13,22
16,Hey Brother,Avicii,16,16,18
17,Drunk In Love,Beyonce Featuring Jay Z,11,2,16
18,Story Of My Life,One Direction,17,6,23
19,Say Something,A Great Big World & Christina Aguilera,21,4,22
20,#SELFIE,The Chainsmokers,18,16,6
21,Let Her Go,Passenger,19,5,36
22,This Is How We Roll,Florida Georgia Line Featuring Luke Bryan,26,22,9
23,Animals,Martin Garrix,24,23,29
24,Bottoms Up,Brantley Gilbert,28,24,16
25,Wake Me Up!,Avicii,22,4,41
26,Play It Again,Luke Bryan,40,26,4
27,Burn,Ellie Goulding,23,13,31
28,Na Na,Trey Songz,30,28,11
29,Demons,Imagine Dragons,27,6,50
30,The Monster,Eminem Featuring Rihanna,25,1,23
31,Royals,Lorde,29,1,40
32,Human,Christina Perri,49,32,9
33,La La La,Naughty Boy Featuring Sam Smith,31,31,7
34,Ain't It Fun,Paramore,41,34,6
35,Partition,Beyonce,38,23,13
36,Drink To That All Night,Jerrod Niemann,34,34,14
37,Neon Lights,Demi Lovato,39,36,15
38,Give Me Back My Hometown,Eric Church,43,38,13
39,Radioactive,Imagine Dragons,37,3,84
40,Doin' What She Likes,Blake Shelton,36,35,12
41,My Hitta,YG Featuring Jeezy & Rich Homie Quan,33,19,27
42,19 You + Me,Dan + Shay,54,42,14
43,Paranoid,Ty Dolla $ign Featuring B.o.B,35,29,16
44,Cop Car,Keith Urban ,42,41,10
45,Can't Remember To Forget You,Shakira Featuring Rihanna,32,15,12
46,The Worst,Jhene Aiko,44,44,9
47,Classic,MKTO,65,47,8
48,Get Me Some Of That,Thomas Rhett,48,48,13
49,Roar,Katy Perry,46,1,35
50,Rewind,Rascal Flatts,55,50,12
51,Mmm Yeah,Austin Mahone Featuring Pitbull,62,51,7
52,Do You Want To Build A Snowman?," Kristen Bell, Agatha Lee Monn & Katie Lopez",51,51,15
53,Stoner,Young Thug,50,47,8
54,Goodnight Kiss,Randy Houser,52,52,13
55,Trophies,Young Money Featuring Drake,60,55,5
56,Fancy,Iggy Azalea Featuring Charli XCX,70,56,5
57,Wild Wild Love,Pitbull Featuring G.R.L.,82,57,6
58,Automatic,Miranda Lambert,63,58,7
59,Who Do You Love?,YG Featuring Drake,59,54,4
60,She Looks So Perfect,5 Seconds Of Summer,-1,60,1
61,Let It Go,Demi Lovato,57,38,19
62,Beat Of The Music,Brett Eldredge,64,62,9
63,For The First Time In Forever,Kristen Bell & Idina Menzel,61,57,15
64,Sleeping With A Friend,Neon Trees,56,56,6
65,Me And My Broken Heart,Rixton,87,65,2
66,Magic,Coldplay,67,24,5
67,I Hold On,Dierks Bentley,53,40,16
68,Stay With Me,Sam Smith,-1,68,1
69,Move That Doh,"Future Featuring Pharrell, Pusha T & Casino",75,69,4
70,Man Of The Year,ScHoolboy Q,68,62,8
71,When She Says Baby,Jason Aldean,69,38,19
72,Summer,Calvin Harris,84,69,3
73,Headlights,Eminem Featuring Nate Ruess,73,73,4
74,Lettin' The Night Roll,Justin Moore,80,74,7
75,Red Lights,Tiesto,86,75,4
76,John Doe,B.o.B Featuring Priscilla,89,76,2
77,Do I Wanna Know?,Arctic Monkeys,71,70,18
78,The Walker,Fitz And The Tantrums,83,78,6
79,Empire,Shakira,58,58,2
80,Take Me Home,Cash Cash Featuring Bebe Rexha,66,57,12
81,Up Down (Do This All Day),T-Pain Featuring B.o.B,72,62,20
82,Invisible,Hunter Hayes,96,44,7
83,Part II (On The Run),Jay Z Featuring Beyonce,79,77,8
84,Beachin',Jake Owen,94,84,2
85,Lookin' For That Girl,Tim McGraw,92,85,3
86,On Top Of The World,Imagine Dragons,91,79,10
87,Whiskey In My Water,Tyler Farr,98,87,2
88,Helluva Life,Frankie Ballard,78,51,18
89,Adore You,Miley Cyrus,81,21,17
90,Latch,Disclosure Featuring Sam Smith,-1,90,3
91,Ride,SoMo,97,76,13
92,Love Is An Open Door,Kristen Bell & Santino Fontana,90,49,4
93,Oceans (Where Feet May Fail),Hillsong UNITED,95,83,11
94,Beating Heart,Ellie Goulding,88,88,3
95,Or Nah,Ty Dolla $ign Featuring Wiz Khalifa & DJ Mustard,-1,91,3
96,Slow Me Down,Sara Evans,100,89,3
97,Young Girls,Bruno Mars,74,32,14
98,Come With Me Now,KONGOS,-1,98,1
99,Odio,Romeo Santos Featuring Drake,99,45,10
100,Everything I Shouldn't Be Thinking About,Thompson Square,85,69,12
