pos,title,artist,last_pos,peak_pos,streak
1,When Doves Cry,Prince,3,1,6
2,Dancing In The Dark,Bruce Springsteen,2,2,7
3,Jump (for My Love),The Pointer Sisters,5,3,11
4,Self Control,Laura Branigan,4,4,13
5,The Reflex,Duran Duran,1,1,12
6,Eyes Without A Face,Billy Idol,8,6,10
7,Time After Time,Cyndi Lauper,7,1,13
8,Almost Paradise...Love Theme From Footloose,Mike Reno And Ann Wilson,10,8,9
9,The Heart Of Rock & Roll,Huey Lewis & The News,6,6,12
10,Legs,ZZ Top,13,10,8
11,Let's Hear It For The Boy,Deniece Williams,9,1,14
12,Magic,The Cars,15,12,8
13,Doctor! Doctor!,Thompson Twins,17,13,7
14,Infatuation,Rod Stewart,18,14,7
15,Borderline,Madonna,12,10,18
16,Dance Hall Days,Wang Chung,19,16,12
17,Sad Songs (say So Much),Elton John,20,17,5
18,"Oh, Sherrie",Steve Perry,11,3,14
19,Ghostbusters,Ray Parker Jr.,29,19,4
20,Breakin'...there's No Stopping Us,Ollie And Jerry,25,20,6
21,State of Shock,The Jacksons,30,21,2
22,Modern Day Delilah,Van Stephenson,22,22,12
23,Stay The Night,Chicago,16,16,10
24,I Can Dream About You,Dan Hartman,28,24,10
25,No Way Out,Jefferson Starship,26,25,9
26,Don't Walk Away,Rick Springfield,27,26,7
27,What's Love Got To Do With It,Tina Turner,31,27,8
28,I'm Free (Heaven Helps The Man),Kenny Loggins,32,28,4
29,Sister Christian,Night Ranger,23,5,18
30,Sunglasses At Night,Corey Hart,33,30,7
31,Panama,Van Halen,39,31,3
32,If Ever You're In My Arms Again,Peabo Bryson,37,32,9
33,Stuck On You,Lionel Richie,49,33,3
34,Romancing The Stone,Eddy Grant,36,34,8
35,It's A Miracle,Culture Club,14,13,9
36,She's Mine,Steve Perry,53,36,2
37,Alibis,Sergio Mendes,41,37,7
38,Farewell My Summer Love,Michael Jackson,38,38,7
39,Prime Time,The Alan Parsons Project,34,34,8
40,Boys Do Fall In Love,Robin Gibb,44,40,6
41,Who's That Girl,Eurythmics,21,21,10
42,The First Day Of Summer,Tony Carey,47,42,5
43,Round and Round,Ratt,56,43,4
44,A Little Love,Juice Newton,46,44,6
45,Sexy Girl,Glenn Frey,63,45,2
46,Turn To You,Go-Go's,52,46,4
47,10-9-8,Face To Face,51,47,6
48,You Can't Get What You Want,Joe Jackson,24,15,12
49,Obscene Phone Caller,Rockwell,35,35,10
50,She Don't Know Me,Bon Jovi,50,50,7
51,Rock Me Tonite,Billy Squier,-1,51,1
52,Love Of The Common People,Paul Young,45,45,8
53,Against All Odds (Take A Look At Me Now),Phil Collins,48,1,20
54,Strangers In A Strange World,Jenny Burton & Patrick Jude,54,54,5
55,Hold Me,Teddy Pendergrass And Whitney Houston,60,55,5
56,The Glamorous Life,Sheila E.,71,56,4
57,It Can Happen,Yes,68,57,3
58,So You Ran,Orion The Hunter,58,58,6
59,Taking It All Too Hard,Genesis,65,59,4
60,Missing You,John Waite,74,60,3
61,Bringin' On The Heartbreak,Def Leppard,61,61,5
62,Hello,Lionel Richie,40,1,20
63,The Moment Of Truth,Survivor,66,63,4
64,The Warrior,Scandal Featuring Patty Smyth,77,64,2
65,"Run, Runaway",Slade,43,20,14
66,What Is Love,Howard Jones,55,33,12
67,I'll Wait,Van Halen,57,13,13
68,Jam On It,Newcleus,69,68,6
69,To All The Girls I've Loved Before,Julio Iglesias And Willie Nelson,62,5,19
70,Dancing In The Sheets,Shalamar,59,17,17
71,"Young Thing, Wild Dreams (Rock Me)",Red Rider,73,71,4
72,Leave A Tender Moment Alone,Billy Joel,-1,72,1
73,Breakdance,Irene Cara,42,8,16
74,The Longest Time,Billy Joel,67,14,16
75,Somebody Else's Guy,Jocelyn Brown,75,75,4
76,A Chance For Heaven,Christopher Cross,78,76,4
77,High On Emotion,Chris de Burgh,87,77,2
78,Black Stations/White Stations,M + M,82,78,2
79,Now It's My Turn,Berlin,84,79,2
80,"My, Oh My",Slade,-1,80,1
81,I Lost On Jeopardy,"""Weird Al"" Yankovic",83,81,2
82,Simple,Johnny Mathis,85,82,3
83,Thin Line Between Love And Hate, Pretenders,88,83,2
84,Feels So Real (Won't Let Go),Patrice Rushen,89,84,2
85,All Of You,Julio Iglesias & Diana Ross,-1,85,1
86,Still Loving You,Scorpions,-1,86,1
87,South Central Rain (I'm Sorry),R.E.M.,90,87,3
88,"Mama, Weer All Crazee Now",Quiet Riot,-1,88,1
89,Such A Shame,Talk Talk,91,89,2
90,I Didn't Mean To Turn You On,Cherelle,-1,90,1
91,99 1/2,Carol Lynn Townes,-1,91,1
92,Freakshow On The Dance Floor,Bar-Kays,86,73,7
93,The Lebanon,The Human League,64,64,5
94,Don't Do Me,Randy Bell,-1,94,1
95,When We Make Love,Alabama,92,72,8
96,The Ghost In You,Psychedelic Furs,81,59,9
97,Rock You Like A Hurricane,Scorpions,79,25,16
98,My Ever Changing Moods,The Style Council,76,29,14
99,Whisper To A Scream (Birds Fly),Icicle Works,72,37,12
100,Break-A-Way,Tracey Ullman,70,70,4
