pos,title,artist,last_pos,peak_pos,streak
1,Don't Stop 'til You Get Enough,Michael Jackson,2,1,12
2,Rise,Herb Alpert,3,2,12
3,Sad Eyes,Robert John,1,1,22
4,Sail On,Commodores,5,4,10
5,My Sharona,The Knack,4,1,17
6,I'll Never Love This Way Again,Dionne Warwick,7,6,17
7,Pop Muzik,M,8,7,10
8,Dim All The Lights,Donna Summer,10,8,8
9,Lonesome Loser,Little River Band,6,6,13
10,After The Love Has Gone,"Earth, Wind & Fire",9,2,15
11,Heaven Must Have Sent You,Bonnie Pointer,13,11,18
12,Cruel To Be Kind,Nick Lowe,12,12,12
13,Don't Bring Me Down,Electric Light Orchestra,11,4,11
14,You Decorated My Life,Kenny Rogers,25,14,6
15,Heartache Tonight,Eagles,52,15,2
16,Born To Be Alive,Patrick Hernandez,16,16,17
17,Spooky,Atlanta Rhythm Section,20,17,10
18,Dirty White Boy,Foreigner,24,18,6
19,The Boss,Diana Ross,19,19,14
20,"Lovin', Touchin', Squeezin'",Journey,21,20,13
21,Get It Right Next Time,Gerry Rafferty ,23,21,10
22,Good Girls Don't,The Knack,27,22,7
23,Where Were You When I Was Falling In Love,Lobo,28,23,12
24,Come To Me,France Joli,32,24,7
25,Dependin' On You,The Doobie Brothers,26,25,10
26,Hold On,Ian Gomm,34,26,7
27,I Know A Heartache When I See One,Jennifer Warnes,33,27,16
28,Please Don't Go,KC And The Sunshine Band,37,28,8
29,Arrow Through Me,Wings,30,29,8
30,Rolene,Moon Martin,31,30,9
31,Midnight Wind,John Stewart,36,31,8
32,This Night Won't Last Forever,Michael Johnson,35,32,11
33,Gotta Serve Somebody,Bob Dylan,39,33,6
34,"Bad Case Of Loving You (Doctor, Doctor)",Robert Palmer,14,14,13
35,Driver's Seat,Sniff 'n' the Tears,15,15,13
36,Found A Cure,Ashford & Simpson,41,36,9
37,"So Good, So Right",Brenda Russell,42,37,9
38,Still,Commodores,47,38,3
39,Good Friend,Mary Macgregor,40,39,10
40,TUSK,Fleetwood Mac,64,40,2
41,Broken Hearted Me,Anne Murray,51,41,4
42,Babe,Styx,72,42,2
43,You're Only Lonely,J.D. Souther,53,43,6
44,I've Never Been In Love,Suzi Quatro,44,44,6
45,If You Remember Me,Chris Thompson & Night,48,45,8
46,Street Life,The Crusaders,49,46,8
47,Fins,Jimmy Buffett,54,47,6
48,Rainbow Connection,Kermit (Jim Henson),55,48,5
49,Sure Know Something,KISS,50,49,7
50,Please Don't Leave,Lauren Wood,58,50,4
51,Lead Me On,Maxine Nightingale,29,5,21
52,Reason To Be,Kansas,57,52,6
53,Let Me Know (I Have A Right),Gloria Gaynor,62,53,4
54,Victim Of Love,Elton John,63,54,3
55,Different Worlds,Maureen McGovern,18,18,15
56,Dreaming,Blondie,69,56,3
57,Ships,Barry Manilow,-1,57,1
58,Do You Think I'm Disco?,Steve Dahl And Teenage Radiation,68,58,4
59,Hell On Wheels,Cher,61,59,5
60,Half The Way,Crystal Gayle,70,60,3
61,5:15,The Who,71,61,3
62,The Devil Went Down To Georgia,The Charlie Daniels Band,17,3,17
63,What Cha Gonna Do With My Lovin',Stephanie Mills,22,22,13
64,Angeleyes,ABBA,65,64,4
65,Damned If I Do,The Alan Parsons Project,75,65,3
66,Good Times,Chic,38,1,18
67,Starry Eyes,The Records,77,67,3
68,Better Love Next Time,Dr. Hook,-1,68,1
69,Dream Police,Cheap Trick,79,69,2
70,Take The Long Way Home,Supertramp,-1,70,1
71,I'm So Anxious,Southside Johnny & The Asbury Jukes,73,71,4
72,My Forbidden Lover,Chic,82,72,2
73,I Need A Lover,John Cougar,-1,73,1
74,I Want You Tonight,Pablo Cruise,-1,74,1
75,Who Listens To The Radio,The Sports,-1,75,1
76,If You Want It,Niteflyte,86,76,5
77,Sweet Summer Lovin',Dolly Parton,78,77,3
78,All Things Are Possible,Dan Peek,83,78,5
79,Cruisin',Smokey Robinson,89,79,2
80,Hold On To The Night,Hotel,80,80,4
81,Plain Jane,Sammy Hagar,81,81,5
82,Highway To Hell,AC/DC,-1,82,1
83,Ladies Night,Kool & The Gang,93,83,2
84,It's All I Can Do,The Cars,-1,84,1
85,Pretty Girls,Melissa Manchester,-1,85,1
86,"Hey Hey, My My (Into The Black)",Neil Young & Crazy Horse,-1,86,1
87,Love Pains,Yvonne Elliman,-1,87,1
88,Slip Away,Ian Lloyd,-1,88,1
89,Fooled By A Feeling,Barbara Mandrell,90,89,2
90,You Stepped Into My Life,Wayne Newton,91,90,5
91,Touch Me When We're Dancing,Bama,92,91,2
92,Get It Up, Ronnie Milsap,94,92,2
93,Remember (Walking In The Sand),Louise Goffin,43,43,9
94,Another Night,Wilson Bros.,95,94,2
95,Get A Move On,Eddie Money,46,46,8
96,I Do Love You,GQ,45,20,16
97,Killer Cut,Charlie,60,60,6
98,Boom Boom (Out Go The Lights),Pat Travers,56,56,7
99,When You're #1,Gene Chandler,99,99,2
100,One Fine Day,Rita Coolidge,66,66,7
