pos,title,artist,last_pos,peak_pos,streak
1,Blank Space,Taylor Swift,13,1,3
2,All About That Bass,Meghan Trainor,2,1,19
3,Shake It Off,Taylor Swift,1,1,13
4,Animals,Maroon 5,3,3,13
5,Habits (Stay High),Tove Lo,4,3,25
6,Take Me To Church,Hozier,8,6,14
7,Hot Boy,Bobby Shmurda,6,6,16
8,Bang Bang,"Jessie J, Ariana Grande & Nicki Minaj",5,3,16
9,I'm Not The Only One,Sam Smith,11,9,11
10,Jealous,Nick Jonas,23,10,10
11,Don't,Ed Sheeran,12,9,23
12,Tuesday,I LOVE MAKONNEN Featuring Drake,26,12,8
13,Love Me Harder,Ariana Grande & The Weeknd,7,7,6
14,I Don't F**k With You,Big Sean Featuring E-40,15,14,8
15,Don't Tell 'Em,Jeremih Featuring YG,10,6,21
16,Black Widow,Iggy Azalea Featuring Rita Ora,9,3,20
17,No Type,Rae Sremmurd,21,17,8
18,Trumpets,Jason Derulo,14,14,25
19,Waves,Mr. Probz,22,19,13
20,Stay With Me,Sam Smith,16,2,32
21,Blame,Calvin Harris Featuring John Newman,20,19,10
22,Lifestyle,Rich Gang Featuring Young Thug & Rich Homie Quan,17,16,18
23,Rather Be,Clean Bandit Featuring Jess Glynne,18,10,23
24,Cool Kids,Echosmith,24,13,19
25,Chandelier,Sia,19,8,28
26,The Heart Wants What It Wants,Selena Gomez,25,25,2
27,Only,"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown",43,27,3
28,Rude,MAGIC!,27,1,30
29,Centuries,Fall Out Boy,30,22,10
30,New Flame,Chris Brown Featuring Usher & Rick Ross,29,27,18
31,Break Free,Ariana Grande Featuring Zedd,31,4,20
32,Riptide,Vance Joy,46,32,21
33,Steal My Girl,One Direction,32,13,7
34,Anaconda,Nicki Minaj,33,2,15
35,Something In The Water,Carrie Underwood,28,24,7
36,All Of Me,John Legend,34,1,58
37,Happy,Pharrell Williams,45,1,46
38,Lips Are Movin,Meghan Trainor,50,38,4
39,Hold You Down,"DJ Khaled Featuring Chris Brown, August Alsina, Future & Jeremih",42,39,11
40,Am I Wrong,Nico & Vinz,36,4,31
41,L.A.LOVE (la la),Fergie,63,41,6
42,Maps,Maroon 5,39,6,22
43,"Touchin, Lovin",Trey Songz Featuring Nicki Minaj,51,43,11
44,Bailando,Enrique Iglesias Featuring Descemer Bueno & Gente de Zona,41,12,29
45,Fancy,Iggy Azalea Featuring Charli XCX,44,1,37
46,Try Me,DeJ Loaf,53,46,4
47,Boom Clap,Charli XCX,37,8,24
48,Leave The Night On,Sam Hunt,38,30,21
49,Beg For It,Iggy Azalea Featuring M0,60,49,4
50,Stolen Dance,Milky Chance,57,50,17
51,About The Money,T.I. Featuring Young Thug,55,42,15
52,Somewhere In My Car,Keith Urban,49,49,12
53,0 To 100 / The Catch Up,Drake,52,35,17
54,Shotgun Rider,Tim McGraw,54,54,7
55,Day Drinking,Little Big Town,40,40,17
56,Girl In A Country Song,Maddie & Tae,58,56,15
57,Neon Light,Blake Shelton,47,43,13
58,No Flex Zone,Rae Sremmurd,61,36,16
59,i,Kendrick Lamar,48,39,8
60,Sunshine & Whiskey,Frankie Ballard,62,57,19
61,Heroes (We Could Be),Alesso Featuring Tove Lo,64,61,7
62,Thinking Out Loud,Ed Sheeran,68,62,6
63,Burnin' It Down,Jason Aldean,35,12,17
64,Fireball,Pitbull Featuring John Ryan,56,23,15
65,Uptown Funk!,Mark Ronson Featuring Bruno Mars,-1,65,1
66,Try,Colbie Caillat,70,55,13
67,Dirt,Florida Georgia Line,59,11,19
68,Perfect Storm,Brad Paisley,65,65,6
69,No Love,August Alsina,71,69,9
70,Talladega,Eric Church,69,69,4
71,Dangerous,David Guetta Featuring Sam Martin,79,71,4
72,Amnesia,5 Seconds Of Summer,67,16,20
73,Look At You,Big & Rich,76,73,11
74,In Your Arms,Nico & Vinz,72,72,5
75,Sun Daze,Florida Georgia Line,78,75,4
76,Baby Don't Lie,Gwen Stefani,74,46,4
77,Close Your Eyes,Parmalee,81,77,8
78,Body Language,Kid Ink Featuring Usher & Tinashe,80,78,6
79,This Is How We Do,Katy Perry,73,24,16
80,Drinking Class,Lee Brice,83,80,5
81,Roller Coaster,Luke Bryan,66,43,18
82,Yellow Flicker Beat,Lorde,-1,74,2
83,Til It's Gone,Kenny Chesney,90,83,3
84,Feelin' It,Scotty McCreery,84,84,8
85,God Made Girls,RaeLynn,85,85,4
86,Often,The Weeknd,86,86,5
87,18,One Direction,-1,87,1
88,Where Do Broken Hearts Go,One Direction,-1,88,1
89,Outside,Calvin Harris Featuring Ellie Goulding,99,68,3
90,Handsome And Wealthy,Migos,88,79,8
91,You And Your Friends,Wiz Khalifa Featuring Snoop Dogg & Ty Dolla $ign,87,82,9
92,Bobby Bitch,Bobby Shmurda,94,92,3
93,Superheroes,The Script,82,73,9
94,Ghost,Ella Henderson,75,75,3
95,Mean To Me,Brett Eldredge,95,95,2
96,Made Me,Snootie Wild Featuring K Camp,93,93,3
97,Homegrown Honey,Darius Rucker,97,97,2
98,Shut Up And Dance,WALK THE MOON,98,98,2
99,Make Me Wanna,Thomas Rhett,-1,99,1
100,She Knows,Ne-Yo Featuring Juicy J,-1,100,1
