pos,title,artist,last_pos,peak_pos,streak
1,Peppermint Twist - Part I,Joey Dee & the Starliters,1,1,11
2,Can't Help Falling In Love,Elvis Presley With The Jordanaires,4,2,9
3,The Twist,Chubby Checker,2,1,30
4,Norman,Sue Thompson,5,4,9
5,I Know (You Don't Love Me No More),Barbara George,3,3,12
6,The Wanderer,Dion,8,6,9
7,Duke Of Earl,Gene Chandler,20,7,4
8,Baby It's You,The Shirelles ,9,8,7
9,Break It To Me Gently,Brenda Lee,17,9,4
10,The Lion Sleeps Tonight,The Tokens,6,1,12
11,Dear Lady Twist,Gary U.S. Bonds,15,11,8
12,A Little Bitty Tear,Burl Ives,14,12,7
13,Town Without Pity,Gene Pitney,13,13,14
14,When I Fall In Love,The Lettermen,7,7,11
15,Run To Him,Bobby Vee,12,2,12
16,Walk On By,Leroy Van Dyke,10,5,14
17,Irresistible You,Bobby Darin,23,17,8
18,Cotton Fields,The Highwaymen,18,16,10
19,"Happy Birthday, Sweet Sixteen",Neil Sedaka,11,6,12
20,Crying In The Rain,The Everly Brothers,42,20,4
21,Unchain My Heart,Ray Charles and his Orchestra,16,9,10
22,Shadrack,Brook Benton,33,22,4
23,Let There Be Drums,Sandy Nelson,21,7,14
24,If You Gotta Make A Fool Of Somebody,James Ray,22,22,11
25,Letter Full Of Tears,Gladys Knight And The Pips,27,25,8
26,Twist-Her,Bill Black's Combo,26,26,7
27,Do-Re-Mi,Lee Dorsey,30,27,7
28,She's Everything (I Wanted You To Be),Ral Donner,41,28,6
29,Moon River,Henry Mancini And His Orchestra,31,11,17
30,When The Boy In Your Arms (Is The Boy In Your Heart),Connie Francis,19,10,11
31,Dear Ivan,Jimmy Dean,24,24,5
32,Turn On Your Love Light,Bobby Bland,28,28,9
33,Smoky Places,"The Corsairs Featuring Jay ""Bird"" Uzzell",39,33,6
34,I'm Blue (The Gong-Gong Song),The Ikettes,50,34,4
35,Multiplication,Bobby Darin,36,35,7
36,Funny How Time Slips Away,Jimmy Elledge,25,22,12
37,Tuff,Ace Cannon,35,35,6
38,Small Sad Sam,Phil McLean,29,21,9
39,Pocketful Of Miracles,Frank Sinatra,34,34,7
40,The Greatest Hurt,Jackie Wilson,44,40,4
41,The Cajun Queen,Jimmy Dean,69,41,2
42,Go On Home,Patti Page,47,42,6
43,Let Me In,The Sensations,56,43,5
44,Poor Fool,Ike & Tina Turner,38,38,10
45,Goodbye Cruel World,James Darren,37,3,16
46,Chip Chip,Gene McDaniels,63,46,3
47,To A Sleeping Beauty,Jimmy Dean,61,47,3
48,Surfer's Stomp,The Marketts,55,48,4
49,Rock-A-Hula Baby,Elvis Presley With The Jordanaires,43,23,9
50,Please Mr. Postman,The Marvelettes,32,1,22
51,Maria,Roger Williams,48,48,8
52,Hey! Baby,Bruce Channel,74,52,2
53,Percolator (Twist),Billy Joe & The Checkmates,65,53,4
54,Let's Twist Again,Chubby Checker,52,8,23
55,There's No Other (Like My Baby),The Crystals,40,20,11
56,Chattanooga Choo Choo,Floyd Cramer,75,56,3
57,Flying Circle,Frank Slay And His Orchestra,45,45,8
58,My Boomerang Won't Come Back,Charlie Drake,70,58,4
59,I'll See You In My Dreams,Pat Boone,83,59,2
60,Happy Jose (Ching-Ching),Jack Ross,66,60,4
61,Afrikaan Beat,Bert Kaempfert And His Orchestra,73,61,3
62,What's So Good About Good-by,The Miracles,72,62,4
63,Lost Someone,James Brown And The Famous Flames,68,63,7
64,I Could Have Loved You So Well,Ray Peterson,57,57,7
65,I Don't Know Why,Linda Scott,49,12,14
66,Her Royal Majesty,James Darren,-1,66,1
67,Moon River,Jerry Butler,58,11,17
68,Dreamy Eyes,Johnny Tillotson,51,35,18
69,It Will Stand,The Showmen,64,61,12
70,Twistin' The Night Away,Sam Cooke,-1,70,1
71,She's Got You,Patsy Cline,96,71,2
72,Where Have All The Flowers Gone,The Kingston Trio,82,72,3
73,Twistin' Postman,The Marvelettes,97,73,2
74,What's The Reason,Bobby Edwards,71,71,4
75,There'll Be No Next Time,Jackie Wilson,80,75,3
76,Lizzie Borden,The Chad Mitchell Trio,87,76,2
77,Tears From An Angel,Troy Shondell,78,77,6
78,Cry To Me,Solomon Burke,85,78,2
79,Midnight In Moscow,Kenny Ball and his Jazzmen,-1,79,1
80,That's My Pa,Sheb Wooley,86,80,5
81,A Little Too Much,Clarence Henry,77,77,4
82,Bandit Of My Dreams,Eddie Hodges,100,82,2
83,Twistin' All Night Long,Danny & The Juniors with Freddy Cannon,79,68,5
84,He Knows I Love Him Too Much,The Paris Sisters,99,84,2
85,Oliver Twist,Rod McKuen,-1,85,2
86,Love Is The Sweetest Thing,Saverio Saridis,88,86,2
87,A Little Bitty Tear,Wanda Jackson,84,84,3
88,Nite Owl,Dukays,94,88,3
89,Blue Water Line,The Brothers Four,91,89,3
90,Midnight,Johnny Gibson,-1,90,1
91,My Melancholy Baby,The Marcels,-1,91,1
92,Teen Queen Of The Week,Freddy Cannon,-1,92,1
93,(Do The New) Continental,The Dovells,90,90,2
94,Jamie,Eddie Holland,89,89,3
95,Ecstasy,Ben E. King,-1,95,1
96,Let Me Call You Sweetheart,Timi Yuro,-1,96,1
97,"I Surrender, Dear",Aretha Franklin,-1,97,1
98,Let's Go,Floyd Cramer,-1,98,1
99,Tequila Twist,The Champs,-1,99,1
100,Sugar Babe,Buster Brown,-1,100,1
