pos,title,artist,last_pos,peak_pos,streak
1,Joy To The World,Three Dog Night,1,1,10
2,Never Can Say Goodbye,Jackson 5,2,2,7
3,Put Your Hand In The Hand,Ocean,3,2,10
4,If,Bread,5,4,8
5,Me And You And A Dog Named Boo,Lobo,10,5,7
6,Brown Sugar,The Rolling Stones,13,6,3
7,Bridge Over Troubled Water/Brand New Me,Aretha Franklin,8,7,5
8,Stay Awhile,The Bells,7,7,11
9,I Am...I Said/Done Too Soon,Neil Diamond,4,4,8
10,Chick-A-Boom (Don't Ya Jes' Love It),Daddy Dewdrop,9,9,11
11,Love Her Madly,The Doors,12,11,6
12,Want Ads,The Honey Cone,18,12,6
13,It Don't Come Easy,Ringo Starr,24,13,3
14,Sweet And Innocent,Donny Osmond of The Osmonds,16,14,8
15,Power To The People,John Lennon/Plastic Ono Band Yoko Ono/Plastic Ono Band,11,11,7
16,What's Going On,Marvin Gaye,6,2,13
17,Here Comes The Sun,Richie Havens,25,17,9
18,I Don't Blame You At All,Smokey Robinson & The Miracles,21,18,9
19,Timothy,The Buoys,17,17,14
20,Another Day/Oh Woman Oh Why,Paul McCartney,14,5,11
21,We Can Work It Out,Stevie Wonder,19,13,10
22,I Love You For All Seasons,The Fuzz,22,22,17
23,Just My Imagination (Running Away With Me),The Temptations,15,1,15
24,Superstar,Murray Head With The Trinidad Singers,27,24,25
25,I Don't Know How To Love Him,Helen Reddy,28,25,13
26,Toast And Marmalade For Tea,Tin Tin,33,26,7
27,Right On The Tip Of My Tongue,Brenda & The Tabulations,30,27,7
28,One Toke Over The Line,Brewer And Shipley,20,10,14
29,(For God's Sake) Give More Power To The People,The Chi-lites,38,29,6
30,Treat Her Like A Lady,Cornelius Brothers & Sister Rose,45,30,6
31,Reach Out I'll Be There,Diana Ross,43,31,3
32,Don't Knock My Love - Pt. 1,Wilson Pickett,41,32,4
33,I'll Meet You Halfway,The Partridge Family Starring Shirley Jones Featuring David Cassidy,69,33,2
34,Woodstock,Matthews' Southern Comfort,36,34,11
35,Cool Aid,Paul Humphrey & His Cool Aid Chemists,44,35,10
36,Me And My Arrow,Nilsson,39,36,9
37,Booty Butt,The Ray Charles Orchestra,47,37,9
38,Baby Let Me Kiss You,King Floyd,35,29,10
39,The Drum,Bobby Sherman,50,39,3
40,Battle Hymn Of Lt. Calley,C Company Featuring Terry Nelson ,37,37,4
41,Eighteen,Alice Cooper,32,21,13
42,I Don't Know How To Love Him,Yvonne Elliman,48,42,4
43,Don't Change On Me,Ray Charles,40,36,10
44,Friends,Elton John,42,34,9
45,I Play And Sing,Dawn,34,25,8
46,Rainy Days And Mondays,Carpenters,-1,46,1
47,It's Too Late/I Feel The Earth Move,Carole King,84,47,2
48,Albert Flasher/Broken,The Guess Who,55,48,5
49,Melting Pot,Booker T. & The MG's,53,49,9
50,"When You're Hot, You're Hot",Jerry Reed,61,50,2
51,That's The Way I've Always Heard It Should Be,Carly Simon,64,51,5
52,Indian Reservation (The Lament Of The Cherokee Reservation Indian),The Raiders,63,52,6
53,13 Questions,Seatrain,56,53,7
54,Do Me Right,Detroit Emeralds,54,43,13
55,I Won't Mention It Again,Ray Price,49,42,9
56,Layla,Derek & The Dominos,51,51,8
57,Nathan Jones,The Supremes,88,57,2
58,Lowdown,Chicago,83,58,2
59,Freedom,Jimi Hendrix ,59,59,7
60,Lucky Man,"Emerson, Lake & Palmer",52,48,10
61,We Were Always Sweethearts,Boz Scaggs,62,61,5
62,L.A. International Airport,Susan Raye,65,62,5
63,Feelin' Alright,Grand Funk Railroad,66,63,3
64,Funky Music Sho Nuff Turns Me On,Edwin Starr,68,64,4
65,I Cried,James Brown,71,65,2
66,Pushbike Song,The Mixtures,46,44,11
67,Bad Water,The Raelettes,58,58,10
68,Cry Baby,Janis Joplin,-1,68,1
69,She's Not Just Another Woman,The 8th Day,-1,69,1
70,House At Pooh Corner,Nitty Gritty Dirt Band,75,70,4
71,Ajax Liquor Store,Hudson and Landry,79,71,4
72,Be Nice To Me,Runt-Todd Rundgren,81,72,4
73,The Court Room,Clarence Carter,90,73,2
74,Funky Nassau-Part I,The Beginning Of The End,94,74,2
75,I'm Comin' Home,Dave Edmunds,78,75,3
76,I'll Erase Away Your Pain,Whatnauts,80,76,5
77,Reach Out Your Hand,The Brotherhood Of Man,77,77,3
78,Brownsville,Joy Of Cooking,82,78,4
79,"Try Some, Buy Some",Ronnie Spector,87,79,2
80,"Take Me Home, Country Roads",John Denver,86,80,4
81,Your Love (Means Everything to Me),Charles Wright And The Watts 103rd Street Rhythm Band,-1,81,1
82,A Mama And A Papa,Ray Stevens,85,82,3
83,Spinning Around (I Must Be Falling In Love),The Main Ingredient,93,83,2
84,Red Eye Blues,Red Eye,95,84,4
85,You're My Man,Lynn Anderson,-1,85,1
86,Can't Find The Time,Rose Colored Glass,91,86,6
87,Life/Only Believe,Elvis Presley,-1,87,1
88,Hot Love,T. Rex,92,88,2
89,Here Comes That Rainy Day Feeling Again,The Fortunes,-1,89,1
90,Double Lovin',The Osmonds,-1,90,1
91,Never Can Say Goodbye,Isaac Hayes,-1,91,1
92,Flim Flam Man,Barbra Streisand,-1,92,1
93,Sea Cruise,Johnny Rivers,98,93,2
94,And I Love You So,Bobby Goldsboro,99,94,2
95,Help Me Make It Through The Night,Joe Simon,-1,95,1
96,Tarkio Road,Brewer And Shipley,-1,96,1
97,Ooh Poo Pah Doo,Ike & Tina Turner,-1,97,1
98,There's So Much Love All Around Me,The Three Degrees,100,98,2
99,California Earthquake,Norman Greenbaum,-1,99,1
100,Wholesale Love,Buddy Miles,-1,100,1
