pos,title,artist,last_pos,peak_pos,streak
1,Boom Boom Pow,The Black Eyed Peas,1,1,9
2,Poker Face,Lady Gaga,3,1,21
3,Blame It,Jamie Foxx Featuring T-Pain,2,2,17
4,Day 'N' Nite,Kid Cudi,4,3,17
5,Halo,Beyonce,8,5,16
6,Sugar,Flo Rida Featuring Wynter,5,5,8
7,Kiss Me Thru The Phone,Soulja Boy Tell 'em Featuring Sammie,7,3,20
8,Don't Trust Me,3OH!3,9,8,22
9,Right Round,Flo Rida,6,1,15
10,The Climb,Miley Cyrus,11,4,10
11,I Know You Want Me (Calle Ocho),Pitbull,12,11,11
12,Dead And Gone,T.I. Featuring Justin Timberlake,10,2,23
13,Birthday Sex,Jeremih,23,13,5
14,Second Chance,Shinedown,15,14,24
15,No Surprise,Daughtry,-1,15,1
16,Gives You Hell,The All-American Rejects,14,4,26
17,Knock You Down,Keri Hilson Featuring Kanye West & Ne-Yo,22,17,7
18,My Life Would Suck Without You,Kelly Clarkson,16,1,17
19,Just Dance,Lady Gaga Featuring Colby O'Donis,17,1,40
20,Turn My Swag On,Soulja Boy Tell'em,19,19,10
21,Love Story,Taylor Swift,18,4,35
22,We Made You,Eminem,13,9,4
23,You Found Me,The Fray,20,7,25
24,If U Seek Amy,Britney Spears,21,19,13
25,Old Time's Sake,Eminem Featuring Dr. Dre,-1,25,1
26,I Do Not Hook Up, Kelly Clarkson,24,24,4
27,I'm Yours,Jason Mraz,25,6,56
28,Then,Brad Paisley,31,28,8
29,Fire Burning,Sean Kingston,-1,29,1
30,Goodbye,Kristinia DeBarge,42,30,3
31,She's Country,Jason Aldean,29,29,17
32,How Do You Sleep?,Jesse McCartney Featuring Ludacris,26,26,14
33,It Happens,Sugarland,38,33,10
34,"1, 2, 3, 4",Plain White T's,35,34,16
35,Mad,Ne-Yo,30,11,23
36,Turnin Me On,Keri Hilson Featuring Lil Wayne,27,15,21
37,Sober,P!nk,28,15,24
38,If Today Was Your Last Day,Nickelback,44,35,8
39,Whatever It Is,Zac Brown Band,43,39,9
40,I Told You So,Carrie Underwood Featuring Randy Travis,34,9,13
41,Know Your Enemy,Green Day,46,40,4
42,Boyfriend #2,Pleasure P,49,42,8
43,Please Don't Leave Me,P!nk,51,43,4
44,Love Sex Magic,Ciara Featuring Justin Timberlake,37,10,9
45,Heartless,Kanye West,33,2,27
46,Rockin' That Thang,The-Dream,41,22,20
47,I Run To You,Lady Antebellum,50,47,8
48,Here Comes Goodbye,Rascal Flatts,36,11,11
49,Sideways,Dierks Bentley,52,49,6
50,You Belong With Me,Taylor Swift,87,12,3
51,Waking Up In Vegas,Katy Perry,65,51,2
52,All The Above,Maino Featuring T-Pain,47,39,11
53,Kiss A Girl,Keith Urban,57,51,9
54,I Love College,Asher Roth,39,12,13
55,Use Somebody,Kings Of Leon,55,53,15
56,One In Every Crowd,Montgomery Gentry,58,56,9
57,Best Days Of Your Life,Kellie Pickler,54,48,5
58,Hoedown Throwdown,Miley Cyrus,45,18,9
59,Lucky,Jason Mraz & Colbie Caillat,59,48,18
60,Welcome To The World,Kevin Rudolf Featuring Rick Ross,60,60,4
61,LoveGame,Lady Gaga,81,61,4
62,It's America,Rodney Atkins,53,44,12
63,That's Not My Name,The Ting Tings,56,52,18
64,Not Meant To Be,Theory Of A Deadman,63,63,5
65,Careless Whisper,Seether,64,64,10
66,Crazier,Taylor Swift,61,17,7
67,Never Ever,Ciara Featuring Young Jeezy,66,66,12
68,Sissy's Song,Alan Jackson,71,68,5
69,Show Me What I'm Looking For,Carolina Liar,80,69,4
70,Ain't I,Yung L.A. Featuring Young Dro & T.I. ,62,47,15
71,Always The Love Songs,Eli Young Band,79,71,8
72,I'm On A Boat,The Lonely Island Featuring T-Pain,72,65,13
73,Where I'm From,Jason Michael Carroll,74,73,5
74,Out Last Night,Kenny Chesney,77,74,4
75,Magnificent,Rick Ross Featuring John Legend,67,62,10
76,If This Isn't Love,Jennifer Hudson,75,63,11
77,Stanky Legg,GS Boyz,69,49,14
78,Echo,Gorilla Zoe,82,78,2
79,Beggin',Madcon,84,79,4
80,It Won't Be Like This For Long,Darius Rucker,68,36,19
81,Amazing,Kanye West Featuring Young Jeezy,-1,81,2
82,People Are Crazy,Billy Currington,90,82,2
83,Halle Berry (She's Fine),Hurricane Chris Featuring SupaSTAAR,91,83,2
84,Pretty Wings,Maxwell,89,84,2
85,You Can Get It All,Bow Wow Featuring Johnta Austin,70,55,10
86,Crack A Bottle,"Eminem, Dr. Dre & 50 Cent",76,1,17
87,I'm Just Here For The Music,Paula Abdul,-1,87,1
88,Jai Ho! (You Are My Destiny),A R Rahman & The Pussycat Dolls Featuring Nicole Scherzinger,85,15,12
89,Epiphany (I'm Leaving),Chrisette Michele,92,89,2
90,Funny The Way It Is,Dave Matthews Band,73,37,3
91,sobeautiful,Musiq Soulchild,94,89,8
92,Best I Ever Had,Drake,-1,92,1
93,Lost You Anyway,Toby Keith,97,93,2
94,Always Strapped,Birdman Featuring Lil Wayne,93,65,5
95,Don't Think I Can't Love You,Jake Owen,88,57,15
96,Every Girl,Young Money,-1,96,1
97,Don't Forget,Demi Lovato,83,41,9
98,Next To You,Mike Jones,86,71,10
99,Swag Surfin',F.L.Y. (Fast Life Yungstaz),-1,99,1
100,There Goes My Baby,Charlie Wilson,98,98,2
