pos,title,artist,last_pos,peak_pos,streak
1,...Baby One More Time,Britney Spears,3,1,11
2,Have You Ever?,Brandy,1,1,9
3,Nobody's Supposed To Be Here,Deborah Cox,2,2,18
4,I'm Your Angel,R. Kelly & Celine Dion,4,1,9
5,Jumper,Third Eye Blind,12,5,9
6,Angel Of Mine,Monica,22,6,9
7,Save Tonight,Eagle-Eye Cherry,5,5,9
8,Hands,Jewel,6,6,9
9,Slide,Goo Goo Dolls,10,9,9
10,Lullaby,Shawn Mullins,7,7,9
11,Angel,Sarah McLachlan,13,11,9
12,Doo Wop (That Thing),Lauryn Hill,9,1,12
13,Lately,Divine,8,1,21
14,Trippin',Total Featuring Missy Elliott,11,7,13
15,When You Believe,Whitney Houston & Mariah Carey,25,15,9
16,Because Of You,98 Degrees,17,3,18
17,Take Me There,BLACKstreet & Mya Featuring Mase & Blinky Blink,14,14,9
18,Believe,Cher,35,18,7
19,Miami,Will Smith,18,18,9
20,From This Moment On,Shania Twain,15,4,9
21,Love Like This,Faith Evans,16,7,12
22,Ghetto Cowboy,Mo Thugs Family Featuring Bone Thugs-N-Harmony,26,15,11
23,I Don't Want To Miss A Thing,Mark Chesnutt,24,19,7
24,These Are The Times,Dru Hill,21,21,9
25,Can I Get A...,Jay-Z Featuring Amil (Of Major Coinz) & Ja,19,19,18
26,(God Must Have Spent) A Little More Time On You,'N Sync,23,23,9
27,Taking Everything,Gerald Levert,-1,27,1
28,Iris,Goo Goo Dolls,20,9,9
29,When A Woman's Fed Up,R. Kelly,40,29,6
30,Inside Out,Eve 6,31,28,9
31,Every Morning,Sugar Ray,46,31,4
32,This Kiss,Faith Hill,27,7,46
33,I Will Get There,Boyz II Men,48,33,3
34,Changes,2Pac,32,32,9
35,I'll Be,Edwin McCain,28,5,19
36,You Get What You Give,New Radicals,37,36,9
37,Stand Beside Me,Jo Dee Messina,38,37,8
38,My Favorite Mistake,Sheryl Crow,29,20,9
39,Fly Away,Lenny Kravitz,39,39,9
40,How Deep Is Your Love,Dru Hill Featuring Redman,34,3,17
41,For A Little While,Tim McGraw,45,41,9
42,"Spirit Of A Boy, Wisdom Of A Man",Randy Travis,44,42,9
43,Too Close,Next,30,1,51
44,It's All Been Done,Barenaked Ladies,51,44,6
45,Wrong Again,Martina McBride,36,36,9
46,There You Have It,BlackHawk,41,41,9
47,Unbelievable,Diamond Rio,59,47,7
48,Right On The Money,Alan Jackson,43,43,9
49,Touch It,Monifah,33,9,26
50,Hold On To Me,John Michael Montgomery,57,50,9
51,No Place That Far,Sara Evans,54,51,8
52,Ex-Factor,Lauryn Hill,55,52,4
53,Back 2 Good,matchbox 20,61,53,6
54,Pretty Fly (For A White Guy),The Offspring,53,53,9
55,Heartbreak Hotel,Whitney Houston Feat. Faith Evans & Kelly Price,58,55,6
56,Wrong Night,Reba,63,56,8
57,All I Have To Give,Backstreet Boys,-1,57,1
58,Goodbye,Spice Girls,65,11,6
59,One Week,Barenaked Ladies,47,1,18
60,Rosa Parks,OutKast,56,55,9
61,Fly (The Angel Song),The Wilkinsons,71,61,8
62,What It's Like,Everlast,64,62,7
63,Silly Ho,TLC,67,63,4
64,For You I Will,Aaron Tippin,49,49,17
65,You're Beginning To Get To Me,Clay Walker,50,39,9
66,You Were Mine,Dixie Chicks,75,66,2
67,Hard Knock Life (Ghetto Anthem),JAY-Z,52,32,13
68,Pushin' Weight,Ice Cube Featuring Mr. Short Khop,73,26,14
69,Sweet Lady,Tyrese,84,69,2
70,Busy Man,Billy Ray Cyrus,76,70,2
71,Sweetest Thing,U2,68,63,9
72,Angel In Disguise,Brandy,74,72,9
73,That Don't Impress Me Much,Shania Twain,80,73,2
74,Hold Me,Brian McKnight Featuring Tone & Kobe Bryant,66,35,9
75,Faded Pictures,Case & Joe,72,72,6
76,Father Of Mine,Everclear,77,75,9
77,Meanwhile,George Strait,90,77,2
78,The Power Of Good-Bye,Madonna,70,11,16
79,Powerful Thing,Trisha Yearwood,85,79,2
80,Never There,Cake,78,78,9
81,You're Easy On The Eyes,Terri Clark,60,40,9
82,Home Alone,R. Kelly Featuring Keith Murray,81,65,9
83,Love Me,112 Featuring Mase,69,17,15
84,Thank U,Alanis Morissette,62,17,9
85,"Luv Me, Luv Me",Shaggy Featuring Janet,79,76,7
86,Somebody's Out There Watching,The Kinleys,89,86,2
87,Someone You Used To Know,Collin Raye,83,37,11
88,Let Me Let Go,Faith Hill,82,33,9
89,It Must Be Love,Ty Herndon,86,38,9
90,A Bitter End,Deryl Dodd,88,88,5
91,Hot Spot,Foxy Brown,91,91,2
92,Celebrity Skin,Hole,92,85,9
93,Woof,Snoop Dogg Featuring Mystikal And Fiend,-1,93,1
94,Talk Show Shhh!,Shae Jones,96,94,5
95,All The Places (I Will Kiss You),Aaron Hall,87,26,16
96,Watch For The Hook,"Cool Breeze Featuring OutKast, Goodie Mob & Witchdoctor",-1,96,1
97,Wherever You Go,Voices Of Theory,97,36,16
98,Come And Get With Me,Keith Sweat Featuring Snoop Dogg,98,12,15
99,Husbands And Wives,Brooks & Dunn,93,36,9
100,Another Way,Tevin Campbell,-1,100,1
