pos,title,artist,last_pos,peak_pos,streak
1,I Gotta Feeling,The Black Eyed Peas,1,1,12
2,Down,Jay Sean Featuring Lil Wayne,3,2,9
3,Party In The U.S.A.,Miley Cyrus,2,2,3
4,Use Somebody,Kings Of Leon,6,4,31
5,You Belong With Me,Taylor Swift,4,2,19
6,Run This Town,"Jay-Z, Rihanna & Kanye West",5,3,5
7,Best I Ever Had,Drake,7,2,17
8,Knock You Down,Keri Hilson Featuring Kanye West & Ne-Yo,8,3,23
9,Hotel Room Service,Pitbull,10,9,11
10,Good Girls Go Bad,Cobra Starship Featuring Leighton Meester,9,7,14
11,Obsessed,Mariah Carey,11,11,8
12,She Wolf,Shakira,12,12,7
13,Whatcha Say,Jason Derulo,24,13,3
14,Battlefield,Jordin Sparks,16,10,16
15,Break Up,Mario Featuring Gucci Mane & Sean Garrett,17,15,11
16,Waking Up In Vegas,Katy Perry,14,9,18
17,Boom Boom Pow,The Black Eyed Peas,13,1,25
18,Fallin' For You,Colbie Caillat,46,12,9
19,Fire Burning,Sean Kingston,15,5,17
20,Throw It In The Bag,Fabolous Featuring The-Dream,22,20,13
21,Big Green Tractor,Jason Aldean,20,20,12
22,No Surprise,Daughtry,23,15,17
23,I Know You Want Me (Calle Ocho),Pitbull,19,2,27
24,LoveGame,Lady Gaga,18,5,20
25,Say Hey (I Love You),Michael Franti & Spearhead Featuring Cherine Anderson,43,25,6
26,Love Drunk,Boys Like Girls,26,22,9
27,Be On You,Flo Rida Featuring Ne-Yo,53,27,7
28,Ice Cream Paint Job,Dorrough,31,28,14
29,21 Guns,Green Day,27,24,10
30,New Divide,Linkin Park,28,6,15
31,Please Don't Leave Me,P!nk,29,17,20
32,One Time,Justin Bieber,45,32,6
33,Her Diamonds,Rob Thomas,34,23,15
34,Pretty Wings,Maxwell,33,33,18
35,I'm Yours,Jason Mraz,32,6,72
36,The Climb,Miley Cyrus,30,4,26
37,Every Girl,Young Money,25,10,17
38,Never Say Never,The Fray,41,38,12
39,Summer Nights,Rascal Flatts,38,37,14
40,Toes,Zac Brown Band,49,40,6
41,Poker Face,Lady Gaga,35,1,37
42,Second Chance,Shinedown,36,7,40
43,Send It On,Disney's Friends For Change,21,20,3
44,American Ride,Toby Keith,52,44,5
45,Alright,Darius Rucker,37,30,16
46,Sweet Dreams,Beyonce,50,46,6
47,Evacuate The Dancefloor,Cascada,57,47,3
48,People Are Crazy,Billy Currington,40,27,18
49,You're A Jerk,New Boyz,42,24,11
50,Small Town USA,Justin Moore,51,50,13
51,Make Her Say,Kid Cudi Featuring Kanye West & Common,47,43,12
52,Only You Can Love Me This Way,Keith Urban,60,52,7
53,Boots On,Randy Houser,56,53,14
54,Successful,Drake Featuring Trey Songz & Lil Wayne,63,54,7
55,Imma Star (Everywhere We Are),Jeremih,62,55,6
56,The Fixer,Pearl Jam,-1,56,1
57,Already Gone,Kelly Clarkson,65,57,5
58,Living For The Night,George Strait,61,58,12
59,I'm In Miami Trick,LMFAO,55,51,14
60,Ego,Beyonce,58,39,13
61,Wetter (Calling You Daddy),Twista Featuring Erika Shevon,59,44,14
62,Smile,Uncle Kracker,74,62,4
63,Love Your Love The Most,Eric Church,72,63,10
64,Barefoot And Crazy,Jack Ingram,70,64,10
65,Runaway,Love And Theft,-1,65,1
66,She Is Love,Parachute,67,66,5
67,Gettin' You Home,Chris Young,78,67,3
68,Not Meant To Be,Theory Of A Deadman,73,55,21
69,It's A Business Doing Pleasure With You,Tim McGraw,64,59,5
70,So Fine,Sean Paul,54,50,9
71,Welcome To The Future,Brad Paisley,79,71,4
72,Wild At Heart,Gloriana,69,53,14
73,Overcome,Creed,-1,73,1
74,Paparazzi,Lady Gaga,-1,74,1
75,God In Me,"Mary Mary Featuring Kierra ""KiKi"" Sheard",77,75,9
76,Last Chance,Ginuwine,68,63,13
77,Trust,Keyshia Cole Duet With Monica,71,70,10
78,I'll Just Hold On,Blake Shelton,76,76,9
79,Sexy Chick,David Guetta Featuring Akon,92,56,4
80,Replay,Iyaz,96,80,2
81,I'm Alive,Kenny Chesney With Dave Matthews,90,81,2
82,(If You're Wondering If I Want You To) I Want You To,Weezer,-1,82,1
83,Come Back To Me,David Cook,80,63,16
84,The One,Mary J. Blige Featuring Drake,82,63,6
85,Shake My,Three 6 Mafia Featuring Kalenna,-1,85,1
86,I Need A Girl,Trey Songz,75,59,15
87,Under,Pleasure P,-1,87,1
88,Starstrukk,3OH!3 Featuring Katy Perry,95,88,2
89,Sounds Like Life To Me,Darryl Worley,87,87,5
90,Need You Now,Lady Antebellum,86,85,3
91,Magic,Selena Gomez,84,61,4
92,Out Last Night,Kenny Chesney,83,16,20
93,Falling Down,Selena Gomez & The Scene,-1,93,1
94,Fireflies,Owl City,97,94,2
95,Closer To Love,Mat Kearney,91,91,5
96,Number One,R. Kelly Featuring Keri Hilson,-1,96,1
97,Radar,Britney Spears,88,88,3
98,I Look To You,Whitney Houston,99,74,3
99,Chillin,Wale Featuring Lady Gaga,-1,99,1
100,Awake And Alive,Skillet,-1,100,1
