pos,title,artist,last_pos,peak_pos,streak
1,Runaround Sue,Dion,2,1,5
2,Bristol Stomp,The Dovells,3,2,7
3,Big Bad John,Jimmy Dean,8,3,4
4,Hit The Road Jack,Ray Charles and his Orchestra,1,1,7
5,Sad Movies (Make Me Cry),Sue Thompson,7,5,8
6,This Time,Troy Shondell,11,6,6
7,I Love How You Love Me,The Paris Sisters,12,7,8
8,Let's Get Together,Hayley Mills and Hayley Mills,13,8,8
9,Ya Ya,Lee Dorsey,10,9,7
10,The Fly,Chubby Checker,14,10,5
11,Crying,Roy Orbison,4,2,11
12,Mexico,Bob Moore and His Orch.,9,7,11
13,The Way You Look Tonight,The Lettermen,15,13,8
14,Look In My Eyes,The Chantels,18,14,9
15,Take Good Care Of My Baby,Bobby Vee,6,1,12
16,You Must Have Been A Beautiful Baby,Bobby Darin,5,5,8
17,Tower Of Strength, Gene McDaniels,23,17,4
18,Sweets For My Sweet,The Drifters,19,18,7
19,(He's My) Dreamboat,Connie Francis,25,19,5
20,I Understand (Just How You Feel),The G-Clefs,33,20,6
21,Fool #1,Brenda Lee,31,21,4
22,Everlovin',Rick Nelson,34,22,4
23,Don't Blame Me,The Everly Brothers,20,20,5
24,You're The Reason,Bobby Edwards,24,24,9
25,Stick Shift,Duals,26,25,7
26,The Mountain's High,Dick and DeeDee,16,2,13
27,A Wonder Like You,Rick Nelson,39,27,4
28,Foot Stomping - Part 1,The Flares,32,28,8
29,I Really Love You,The Stereos,40,29,5
30,Please Mr. Postman,The Marvelettes,35,30,8
31,Anybody But Me,Brenda Lee,38,31,4
32,My True Story,The Jive Five With Joe Rene And Orchestra,27,3,17
33,Big John,The Shirelles,41,33,4
34,Little Sister,Elvis Presley,17,5,10
35,(He's) The Great Impostor,The Fleetwoods,30,30,7
36,One Track Mind,Bobby Lewis,29,9,9
37,Candy Man,Roy Orbison,43,29,9
38,Take Five,The Dave Brubeck Quartet,46,25,7
39,What A Party,Fats Domino,42,39,4
40,Bless You,Tony Orlando,21,15,11
41,(Marie's The Name) His Latest Flame,Elvis Presley,22,4,9
42,So Long Baby,Del Shannon,28,28,6
43,Moon River,Jerry Butler,50,43,3
44,Heartaches,The Marcels,58,44,3
45,It's Just A House Without You,Brook Benton,52,45,4
46,Hollywood,Connie Francis,48,46,5
47,It's Gonna Work Out Fine,Ike & Tina Turner,49,14,13
48,Without You,Johnny Tillotson,37,7,12
49,September In The Rain,Dinah Washington,77,49,2
50,Missing You,Ray Peterson,45,29,13
51,Please Don't Go,Ral Donner,67,51,5
52,Michael,The Highwaymen,44,1,16
53,Movin',Bill Black's Combo,51,41,5
54,Just Out Of Reach (Of My Two Open Arms),Solomon Burke,60,54,6
55,"Who Put The Bomp (In The Bomp, Bomp, Bomp)",Barry Mann,36,7,12
56,Feel It,Sam Cooke,64,56,5
57,Sad Movies (Make Me Cry), The Lennon Sisters,59,56,5
58,Bright Lights Big City,Jimmy Reed,62,58,6
59,School Is In,Gary U.S. Bonds,-1,59,1
60,I Wanna Thank You,Bobby Rydell,76,60,2
61,Tonight I Won't Be There,Adam Wade,71,61,6
62,Rock-A-Bye Your Baby With A Dixie Melody,Aretha Franklin,68,62,3
63,Your Last Goodbye,Floyd Cramer,66,63,5
64,"God, Country And My Baby",Johnny Burnette,81,64,2
65,Crazy,Patsy Cline,-1,65,1
66,Tonight,Ferrante & Teicher,84,66,2
67,Young Boy Blues,Ben E. King,75,67,2
68,Moon River,Henry Mancini And His Orchestra,90,68,3
69,Goodbye Cruel World,James Darren,88,69,2
70,Morning After,Mar-Keys,63,63,3
71,I'll Be Seeing You,Frank Sinatra,78,71,2
72,My Heart Belongs To Only You,Jackie Wilson,-1,72,1
73,The Astronaut (Parts 1 & 2),Jose Jimenez,47,19,10
74,Don't Get Around Much Anymore,The Belmonts,61,57,8
75,The Bridge Of Love,Joe Dowell,86,75,2
76,The Way I Am,Jackie Wilson,-1,76,1
77,Berlin Melody,Billy Vaughn And His Orchestra,74,74,5
78,Don't Cry No More,Bobby Bland,82,71,6
79,Come September,Billy Vaughn And His Orchestra,87,79,3
80,Somewhere Along The Way,Steve Lawrence,-1,80,1
81,Here Comes The Night,Ben E. King,-1,81,2
82,Under The Moon Of Love,Curtis Lee,85,82,2
83,Let True Love Begin,Nat King Cole,73,73,4
84,In The Middle Of A Heartache,Wanda Jackson,96,84,2
85,It's Your World,Marty Robbins,69,51,7
86,Everybody's Gotta Pay Some Dues,The Miracles,-1,86,1
87,More Money For You And Me,The Four Preps,56,17,11
88,Gypsy Woman,The Impressions,99,88,2
89,Wasn't The Summer Short?,Johnny Mathis,-1,89,1
90,Muskrat,The Everly Brothers,92,82,4
91,Broken Heart And A Pillow Filled With Tears,Patti Page,93,91,3
92,For Me And My Gal,Freddy Cannon,97,92,2
93,Why Not Now,Matt Monro,95,93,2
94,Human,Tommy Hunt,65,48,8
95,Soothe Me,Sims Twins,-1,95,1
96,Backtrack,Faron Young,100,96,2
97,I Apologize,Timi Yuro,72,72,3
98,Three Steps From The Altar,Shep And The Limelites,-1,98,2
99,Who Can I Count On,Patsy Cline,-1,99,1
100,Blue Moon,The Ventures,-1,100,1
