pos,title,artist,last_pos,peak_pos,streak
1,Ode To Billie Joe,Bobbie Gentry,1,1,7
2,Reflections,Diana Ross & The Supremes,2,2,6
3,Come Back When You Grow Up,Bobby Vee And The Strangers,3,3,9
4,The Letter,The Box Tops,5,4,6
5,Baby I Love You,Aretha Franklin,4,4,9
6,You're My Everything,The Temptations,7,6,8
7,"Apples, Peaches, Pumpkin Pie",Jay And The Techniques,9,7,10
8,All You Need Is Love,The Beatles,6,1,9
9,San Franciscan Nights,Eric Burdon & The Animals,10,9,7
10,Funky Broadway,Wilson Pickett,18,10,7
11,There Is A Mountain,Donovan,17,11,6
12,(Your Love Keeps Lifting Me) Higher And Higher,Jackie Wilson,19,12,6
13,You Know What I Mean,The Turtles,16,13,7
14,Brown Eyed Girl,Van Morrison,14,14,10
15,Never My Love,The Association,25,15,4
16,I Dig Rock And Roll Music,"Peter, Paul & Mary",26,16,5
17,Cold Sweat - Part 1,James Brown And The Famous Flames,11,7,10
18,Light My Fire,The Doors,8,1,16
19,I Had A Dream,Paul Revere & The Raiders Featuring Mark Lindsay,24,19,5
20,Twelve Thirty (Young Girls Are Coming To The Canyon),The Mamas & The Papas,27,20,4
21,Gimme Little Sign,Brenton Wood,33,21,6
22,(I Wanna) Testify,The Parliaments,20,20,12
23,Things I Should Have Said,The Grass Roots,28,23,6
24,Gettin' Together, Tommy James And The Shondells,29,24,4
25,Pleasant Valley Sunday,The Monkees,13,3,9
26,Groovin',Booker T. & The MG's,31,26,7
27,Thank The Lord For The Night Time,Neil Diamond,15,13,10
28,I Make A Fool Of Myself,Frankie Valli,43,28,4
29,Words,The Monkees,12,11,9
30,Love Bug Leave My Heart Alone,Martha & The Vandellas,39,30,5
31,Making Every Minute Count,Spanky And Our Gang,41,31,5
32,Little Ole Man (Uptight-Everything's Alright),Bill Cosby,55,32,3
33,Silence Is Golden,The Tremeloes,23,11,14
34,The Cat In The Window (The Bird In The Sky),Petula Clark,48,34,3
35,Get On Up,The Esquires,47,35,5
36,Zip Code,The Five Americans,42,36,6
37,The World We Knew (Over And Over),Frank Sinatra,30,30,7
38,"Little Ole Wine Drinker, Me",Dean Martin,38,38,5
39,Museum,Herman's Hermits,49,39,4
40,Blue's Theme,Davie Allan And The Arrows,40,40,15
41,Knock On Wood,Otis & Carla,51,41,6
42,Dandelion,The Rolling Stones,75,42,2
43,How Can I Be Sure,The Young Rascals,80,43,2
44,I Was Made To Love Her,Stevie Wonder,22,2,15
45,Expressway (To Your Heart),Soul Survivors,61,45,3
46,Put Your Mind At Ease,Every Mothers' Son,56,46,4
47,Memphis Soul Stew,King Curtis,57,47,4
48,Anything Goes,Harpers Bizarre,60,48,5
49,In The Heat Of The Night,Ray Charles,59,49,4
50,Happy,The Sunshine Company,52,50,10
51,You've Got To Pay The Price,Al Kent,53,51,5
52,Jill,Gary Lewis And The Playboys,54,52,6
53,"Run, Run, Run",The Third Rail,63,53,7
54,Ballad Of You & Me & Pooneil,Jefferson Airplane,64,54,3
55,Heroes And Villains,The Beach Boys,21,12,7
56,There's Always Me,Elvis Presley With The Jordanaires,58,56,4
57,A Banda (Ah Bahn-da),Herb Alpert & The Tijuana Brass,76,57,2
58,To Sir With Love,Lulu,74,58,2
59,Your Precious Love, Marvin Gaye & Tammi Terrell,73,59,2
60,It Must Be Him,Vikki Carr,72,60,3
61,Casonova (Your Playing Days Are Over),Ruby Andrews,62,61,4
62,Let Love Come Between Us,James & Bobby Purify,77,62,2
63,The Look Of Love,Dusty Springfield,68,63,6
64,I Feel Good (I Feel Bad),The Lewis & Clarke Expedition,69,64,4
65,Fakin' It,Simon & Garfunkel,35,23,8
66,Just Out Of Reach (Of My Two Empty Arms),Percy Sledge,67,66,3
67,What Now My Love,Mitch Ryder,82,67,2
68,Hey Baby (They're Playing Our Song),The Buckinghams,83,68,2
69,Turn The World Around,Eddy Arnold,70,69,5
70,Get Together,The Youngbloods,85,70,3
71,Take A Look,Aretha Franklin,71,71,3
72,The Windows Of The World,Dionne Warwick,32,32,8
73,Soul Man,Sam & Dave,79,73,2
74,It's The Little Things,Sonny & Cher,50,50,6
75,You Keep Running Away,Four Tops,-1,75,1
76,Ha Ha Said The Clown,The Yardbirds,45,45,7
77,I'll Never Fall In Love Again,Tom Jones,84,77,2
78,Sunshine Games,The Music Explosion,93,78,2
79,"Laura, What's He Got That I Ain't Got",Frankie Laine,66,66,6
80,You've Made Me So Very Happy,Brenda Holloway,81,80,2
81,Forget It,The Sandpebbles,96,81,2
82,It's Got To Be Mellow,Leon Haywood,86,82,5
83,I Can't Stay Away From You,The Impressions,88,83,3
84,Knucklehead,Bar-Kays,87,84,3
85,Turn On Your Love Light,"Oscar Toney, Jr.",65,65,6
86,We Love You,The Rolling Stones,-1,86,1
87,Baby I'm Lonely,The Intruders,-1,87,1
88,Judy,Elvis Presley,89,88,2
89,Tell Him,Patti Drew,90,89,4
90,Sweet Soul Medley - Part 1,The Magnificent Men,91,90,2
91,It Could Be We're In Love,The Cryan' Shames,-1,86,6
92,Our Song,Jack Jones,92,92,2
93,Spreadin' Honey,The Watts 103rd Street Rhythm Band,95,93,2
94,Hey Joe,Cher,94,94,2
95,Let It Out (Let It All Hang Out),The Hombres,-1,95,1
96,You're A Very Lovely Woman,The Merry-Go-Round,99,96,2
97,Wednesday,The Royal Guardsmen,98,97,2
98,Louisiana Man,Pozo Seco Singers,-1,98,1
99,Karate-Boo-Ga-Loo, Jerryo,-1,99,1
100,Time Seller,The Spencer Davis Group,-1,100,1
