pos,title,artist,last_pos,peak_pos,streak
1,Good Luck Charm,Elvis Presley With The Jordanaires,2,1,6
2,Johnny Angel,Shelley Fabares,1,1,8
3,Mashed Potato Time,Dee Dee Sharp,4,3,8
4,Slow Twistin',Chubby Checker (with Dee Dee Sharp),3,3,8
5,Young World,Rick Nelson,6,5,8
6,Soldier Boy,The Shirelles,11,6,5
7,Lover Please,Clyde McPhatter,8,7,8
8,Love Letters,Ketty Lester,5,5,9
9,Shout - Part I,Joey Dee & the Starliters,14,9,5
10,Stranger On The Shore,Mr. Acker Bilk,19,10,6
11,Dear One,Larry Finnegan,16,11,9
12,"Twist, Twist Senora",Gary U.S. Bonds,20,12,4
13,Don't Break The Heart That Loves You,Connie Francis,7,1,11
14,Love Me Warm And Tender,Paul Anka,12,12,9
15,She Cried,Jay & The Americans,22,15,6
16,Midnight In Moscow,Kenny Ball and his Jazzmen,9,2,12
17,Twistin' The Night Away,Sam Cooke,17,9,12
18,Hey! Baby,Bruce Channel,10,1,13
19,Cinderella,Jack Ross,21,19,6
20,Dream Baby (How Long Must I Dream),Roy Orbison,13,4,10
21,She Can't Find Her Keys,Paul Petersen,24,21,8
22,P.T. 109,Jimmy Dean,39,22,4
23,Ginny Come Lately,Brian Hyland,27,23,7
24,You Better Move On,Arthur Alexander,25,24,9
25,Nut Rocker,B. Bumble & The Stingers,29,23,8
26,Soul Twist,King Curtis And The Noble Knights,31,26,7
27,Johnny Jingo,Hayley Mills,34,27,6
28,Let Me In,The Sensations,15,4,16
29,The Jam - Part 1,Bobby Gregg and His Friends,32,29,6
30,Funny Way Of Laughin',Burl Ives,41,30,3
31,Anything That's Part Of You,Elvis Presley With The Jordanaires,33,31,6
32,Hide 'Nor Hair,Ray Charles and his Orchestra,49,32,3
33,Shout! Shout! (Knock Yourself Out),Ernie Maresca,43,33,4
34,What's Your Name,Don & Juan,18,7,11
35,What'd I Say (Part 1),Bobby Darin,40,35,4
36,(I've Got) Bonnie,Bobby Rydell,28,18,10
37,Please Don't Ask About Barbara,Bobby Vee,23,15,9
38,I Wish That We Were Married,Ronnie and The Hi-Lites,53,38,4
39,Old Rivers,Walter Brennan,61,39,3
40,Come Back Silly Girl,The Lettermen,26,17,10
41,Something's Got A Hold On Me,Etta James,37,37,9
42,Two Of A Kind,Sue Thompson,50,42,6
43,Uptown,The Crystals,56,43,4
44,When My Little Girl Is Smiling,The Drifters,38,28,9
45,Tell Me,Dick and DeeDee,45,45,6
46,The One Who Really Loves You,Mary Wells,55,46,5
47,Everybody Loves Me But You,Brenda Lee,66,47,2
48,Caterina,Perry Como,60,48,4
49,Where Have All The Flowers Gone,The Kingston Trio,35,21,14
50,At The Club,Ray Charles and his Orchestra,52,50,4
51,Cry Baby Cry,The Angels,46,38,10
52,You Talk About Love,Barbara George,54,52,4
53,You Are Mine,Frankie Avalon,63,53,5
54,She's Got You,Patsy Cline,30,14,13
55,Moments,Jennell Hawkins,57,55,5
56,Tra La La La La,Ike & Tina Turner,59,56,5
57,You Win Again,Fats Domino,36,22,9
58,Annie Get Your Yo-Yo,Little Junior Parker,51,51,7
59,I Will,Vic Dana,68,59,4
60,The Alvin Twist,The Chipmunks With David Seville,44,40,8
61,Duke Of Earl,Gene Chandler,42,1,15
62,Conscience,James Darren,81,62,2
63,Twistin' Matilda (and the channel),Jimmy Soul,71,63,4
64,Patti Ann,Johnny Crawford,58,43,8
65,Runaway,Lawrence Welk And His Orchestra,72,65,3
66,The Big Draft,The Four Preps,67,66,4
67,King Of Clowns,Neil Sedaka,73,67,4
68,Patricia - Twist,Perez Prado And His Orchestra,79,68,3
69,If A Woman Answers (Hang Up The Phone),Leroy Van Dyke,48,35,7
70,Itty Bitty Pieces,James Ray,83,70,3
71,Night Train,James Brown And The Famous Flames,89,71,2
72,The Ballad Of Thunder Road,Robert Mitchum,65,62,20
73,Blues (Stay Away From Me),Ace Cannon,86,73,2
74,Chapel By The Sea,Billy Vaughn And His Orchestra,69,69,6
75,Count Every Star,Linda Scott,85,75,3
76,Thou Shalt Not Steal,John D. Loudermilk,78,76,3
77,"Midnight Special, Part 1",Jimmy Smith,70,69,8
78,The Rains Came,Big Sambo and The House Wreckers,74,74,7
79,(What A Sad Way) To Love Someone,Ral Donner,84,79,5
80,I Sold My Heart To The Junkman,The Blue-Belles,-1,80,1
81,Most People Get Married,Patti Page,-1,81,1
82,(I was) Born To Cry,Dion,-1,82,1
83,The White Rose Of Athens,David Carroll And His Orchestra,80,61,7
84,Memories Of Maria,Jerry Byrd,87,74,6
85,What Am I Supposed To Do,Ann-Margret,82,82,5
86,Lovers Who Wander,Dion,-1,86,1
87,Lovesick Blues,Floyd Cramer,91,87,2
88,If I Cried Every Time You Hurt Me,Wanda Jackson,-1,88,1
89,Lollipops And Roses,Jack Jones,77,66,8
90,Meet Me At The Twistin' Place,Johnnie Morisette,98,90,2
91,So This Is Love,The Castells,100,91,2
92,Doctor Feel-Good,Dr. Feelgood And The Interns,-1,92,1
93,I Found Love,Jackie Wilson & Linda Hopkins,-1,93,1
94,Who Will The Next Fool Be,Bobby Bland,76,76,4
95,Don't Play That Song (You Lied),Ben E. King,-1,95,1
96,I Found A Love,The Falcons & Band (Ohio Untouchables),96,96,3
97,I'll Take You Home,"The Corsairs Featuring Jay ""Bird"" Uzzell",99,97,2
98,Teach Me Tonight,George Maharis,-1,98,1
99,Funny,Gene McDaniels,-1,99,1
100,Deep In The Heart Of Texas,Duane Eddy,-1,100,1
