pos,title,artist,last_pos,peak_pos,streak
1,Don't Go Breaking My Heart,Elton John & Kiki Dee,5,1,6
2,Love Is Alive,Gary Wright,2,2,17
3,Moonlight Feels Right,Starbuck,3,3,17
4,Let 'em In,Wings,10,4,6
5,You Should Be Dancing,Bee Gees,11,5,6
6,Rock And Roll Music,The Beach Boys,8,6,10
7,Got To Get You Into My Life,The Beatles,7,7,9
8,Kiss And Say Goodbye,The Manhattans,1,1,17
9,You'll Never Find Another Love Like Mine,Lou Rawls,13,9,10
10,Afternoon Delight,Starland Vocal Band,4,1,14
11,If You Know What I Mean,Neil Diamond,12,11,8
12,Turn The Beat Around,Vicki Sue Robinson,14,12,18
13,Get Closer, Seals & Crofts (Featuring Carolyn Willis),6,6,17
14,This Masquerade,George Benson,17,14,9
15,Tear The Roof Off The Sucker (Give Up The Funk),Parliament,15,15,13
16,You're My Best Friend,Queen,16,16,12
17,I'm Easy,Keith Carradine,19,17,14
18,"Baby, I Love Your Way",Peter Frampton,21,18,7
19,I'd Really Love To See You Tonight,England Dan & John Ford Coley,28,19,9
20,A Fifth Of Beethoven,Walter Murphy & The Big Apple Band,23,20,11
21,Last Child,Aerosmith,22,21,9
22,Play That Funky Music,Wild Cherry,34,22,8
23,Young Hearts Run Free,Candi Staton,24,23,11
24,Say You Love Me,Fleetwood Mac,30,24,6
25,Sophisticated Lady (She's A Different Lady),Natalie Cole,26,25,11
26,"(Shake, Shake, Shake) Shake Your Booty",KC And The Sunshine Band,37,26,5
27,Heaven Must Be Missing An Angel (part 1),Tavares,31,27,10
28,I'll Be Good To You,The Brothers Johnson,9,3,15
29,Something He Can Feel,Aretha Franklin,29,29,9
30,Summer,War,40,30,5
31,Let Her In,John Travolta,18,10,15
32,Another Rainy Day In New York City,Chicago,33,32,7
33,Who'd She Coo?,Ohio Players,35,33,7
34,"More, More, More Pt. 1",Andrea True Connection,20,4,22
35,A Little Bit More,Dr. Hook,39,35,8
36,Lowdown,Boz Scaggs,46,36,6
37,Wham Bam (Shang-A-Lang),Silver,44,37,8
38,C'mon Marianne,Donny Osmond,38,38,10
39,Shower The People,James Taylor,43,39,6
40,I'm Gonna Let My Heart Do The Walking,The Supremes,42,40,11
41,Getaway,"Earth, Wind & Fire",45,41,4
42,Devil Woman,Cliff Richard,47,42,6
43,I Need To Be In Love,Carpenters,25,25,9
44,The Boys Are Back In Town,Thin Lizzy,27,12,13
45,Springtime Mama,Henry Gross,50,45,5
46,With Your Love,Jefferson Starship,56,46,3
47,Teddy Bear,Red Sovine,52,47,3
48,Hold On,Sons Of Champlin,48,48,8
49,Take The Money And Run,Steve Miller,32,11,14
50,Steppin' Out,Neil Sedaka,36,36,7
51,Still The One,Orleans,69,51,2
52,Street Singin',Lady Flash,62,52,4
53,She's Gone,Daryl Hall John Oates,63,53,11
54,Ten Percent,Double Exposure,58,54,8
55,Gotta Be The One,Maxine Nightingale,57,55,4
56,Wake Up Susan,The Spinners,61,56,4
57,Ode To Billie Joe,Bobbie Gentry,67,1,18
58,One Love In My Lifetime,Diana Ross,-1,58,1
59,Honey Child,Bad Company,65,59,5
60,Hey Shirley (This Is Squirrely),Shirley & Squirrely,70,60,4
61,Hard Work,John Handy,-1,61,4
62,Shop Around,Captain & Tennille,41,4,15
63,Silly Love Songs,Wings,53,1,18
64,Don't Touch Me There,The Tubes,66,64,6
65,Everything's Coming Up Love,David Ruffin,49,49,9
66,Misty Blue,Dorothy Moore,54,3,21
67,"No, No, Joe",Silver Convention,-1,67,1
68,Rainbow In Your Eyes,Leon & Mary Russell,72,68,8
69,Ode To Billy Joe - Main Title,Bobbie Gentry,81,69,2
70,Light Up The World With Sunshine,"Hamilton, Joe Frank & Dennison",75,70,4
71,Devil With A Blue Dress,Pratt & McClain,71,71,4
72,Struttin' My Stuff,Elvin Bishop,73,72,3
73,Magic Man,Heart,74,73,4
74,(The System Of) Doctor Tarr And Professor Fether,The Alan Parsons Project,76,74,3
75,I Never Cry,Alice Cooper,77,75,6
76,You To Me Are Everything,The Real Thing,86,76,4
77,Funny How Time Slips Away,Dorothy Moore,82,77,3
78,I Can't Hear You No More/Music Is My Life,Helen Reddy,-1,78,1
79,"Mary Hartman, Mary Hartman",The Deadly Nightshade,79,79,4
80,Don't Stop Believin',Olivia Newton-John,-1,80,1
81,I've Been Lovin' You,Easy Street,85,81,5
82,It Keeps You Runnin',Carly Simon,84,46,8
83,(Don't Fear) The Reaper,Blue Oyster Cult,83,83,2
84,Showdown,Electric Light Orchestra,-1,53,12
85,The More You Do It (The More I Like It Done To Me),Ronnie Dyson,90,85,2
86,You To Me Are Everything,Broadway,88,86,4
87,Popsicle Toes,Michael Franks,-1,87,1
88,Superstar,Paul Davis,-1,88,1
89,Cotton Candy,The Sylvers,59,59,7
90,Rescue Me,Melissa Manchester,-1,90,1
91,Can't Change My Heart,Cate Bros.,95,91,3
92,Party Line,Andrea True Connection,-1,92,1
93,Out Of The Darkness,David Crosby/Graham Nash,-1,93,1
94,"Roots, Rock, Reggae",Bob Marley And The Wailers,51,51,6
95,Hideaway,John Sebastian,96,95,2
96,Sara Smile,Daryl Hall John Oates,55,4,28
97,Foxy Lady,Crown Heights Affair,64,49,12
98,"You To Me Are Everything, Part I",Revelation,99,98,2
99,Never Gonna Fall In Love Again,Eric Carmen,68,11,15
100,Dancin' Kid,Disco Tex & The Sex-O-Lettes Featuring Sir Monti Rock III,60,60,6
