pos,title,artist,last_pos,peak_pos,streak
1,Mack The Knife,Bobby Darin,1,1,8
2,Put Your Head On My Shoulder,Paul Anka,2,2,7
3,Mr. Blue,The Fleetwoods,8,3,6
4,Sleep Walk,Santo & Johnny,3,1,12
5,('til) I Kissed You,The Everly Brothers,4,4,9
6,Teen Beat,Sandy Nelson,6,6,6
7,Poison Ivy,The Coasters,10,7,8
8,The Three Bells,The Browns,5,1,12
9,Just Ask Your Heart,Frankie Avalon,12,9,7
10,Lonely Street,Andy Williams,14,10,6
11,Red River Rock,Johnny And The Hurricanes,9,5,11
12,I'm Gonna Get Married,Lloyd Price,7,3,10
13,Primrose Lane,Jerry Wallace With The Jewels,15,13,9
14,The Battle Of Kookamonga,Homer And Jethro,17,14,6
15,Sea Of Love,Phil Phillips With The Twilights,11,2,15
16,Broken-Hearted Melody,Sarah Vaughan,13,7,13
17,Deck Of Cards,Wink Martindale,22,17,5
18,Morgen,Ivo Robic and The Song-Masters,16,13,9
19,Battle Hymn Of The Republic,The Mormon Tabernacle Choir,19,19,6
20,"I Loves You, Porgy",Nina Simone,18,18,11
21,Hey Little Girl,Dee Clark,21,20,8
22,A Worried Man,The Kingston Trio,24,22,5
23,Don't You Know,Della Reese,23,23,4
24,Say Man, Bo Diddley,28,24,4
25,I Want To Walk You Home,Fats Domino,20,8,10
26,The Angels Listened In,The Crests,31,26,9
27,Makin' Love,Floyd Robinson,25,20,13
28,(Seven Little Girls) Sitting In The Back Seat,Paul Evans and the Curls,34,28,5
29,Come On And Get Me,Fabian,32,29,6
30,You Were Mine,Fireflies,33,30,6
31,Fools Hall Of Fame,Pat Boone,29,29,5
32,Tucumcari,Jimmie Rodgers,52,32,4
33,Mary Lou,Ronnie Hawkins and The Hawks,27,26,9
34,I Ain't Never,Webb Pierce,30,24,10
35,In The Mood,Ernie Fields & Orch.,46,35,4
36,Danny Boy,Conway Twitty,43,36,3
37,You Better Know It,Jackie Wilson,41,37,6
38,Just As Much As Ever,Bob Beckham,47,38,9
39,You're Gonna Miss Me,Connie Francis,35,34,7
40,Woo-Hoo,Rock-A-Teens,45,40,2
41,Baby Talk,Jan & Dean,26,10,11
42,Caribbean,Mitchell Torok,36,27,11
43,The Three Bells (The Jimmy Brown Story),Dick Flood,38,23,7
44,Where,The Platters,53,44,6
45,The Enchanted Sea,The Islanders,81,45,3
46,Living Doll,Cliff Richard and The Drifters,67,46,3
47,Misty,Johnny Mathis,58,47,2
48,Every Little Thing I Do,Dion & The Belmonts,48,48,5
49,Boo Boo Stick Beat,Chet Atkins,71,49,3
50,Ski King,E.C. Beatty,51,50,4
51,Torquay,Fireballs,49,49,3
52,I'll Be Seeing You,Tommy Sands,66,52,3
53,Heartaches By The Number,Guy Mitchell,88,53,2
54,Kissin' Time,Bobby Rydell,39,11,16
55,I'm Gonna Be A Wheel Some Day,Fats Domino,37,17,12
56,I'm A Hog For You,The Coasters,44,38,6
57,Some Kind-A Earthquake,Duane Eddy His Twangy Guitar And The Rebels,77,57,2
58,Two Fools,Frankie Avalon,54,54,4
59,If I Give My Heart To You,Kitty Kallen,86,59,2
60,Love Potion No. 9,The Clovers,55,55,5
61,Wish It Were Me,The Platters,89,61,5
62,Six Boys And Seven Girls,Anita Bryant,70,62,4
63,"Darling, I Love You",Al Martino,68,63,3
64,Unforgettable,Dinah Washington,94,64,2
65,Shout - Part 1,The Isley Brothers,65,65,4
66,I Got Stripes,Johnny Cash,61,43,11
67,We Got Love,Bobby Rydell,-1,67,1
68,Thank You Pretty Baby,Brook Benton,42,16,14
69,Got The Feeling,Fabian ,60,54,4
70,I Dig Girls,Bobby Rydell,-1,70,1
71,Okefenokee,Freddie Cannon,56,43,8
72,Midnight Flyer,Nat King Cole,62,51,11
73,Oh! Carol,Neil Sedaka,-1,73,1
74,I've Been There,Tommy Edwards,59,53,10
75,Plenty Good Lovin',Connie Francis,69,69,4
76,"First Love, First Tears",Duane Eddy His Twangy Guitar And The Rebels,99,76,3
77,What'd I Say (Part I & II),Ray Charles and his Orchestra,50,6,15
78,I'll Never Fall In Love Again,Johnnie Ray,75,75,5
79,The Mummy,Bob McFadden And Dor,74,39,8
80,The Caterpillar Crawl,The Strangers,92,49,7
81,My Own True Love,Jimmy Clanton,57,33,11
82,It Happened Today,The Skyliners,78,78,3
83,Running Bear,Johnny Preston,-1,83,1
84,Robbin' The Cradle,Tony Bellus,97,25,25
85,True True Happiness,Johnny Tillotson,85,54,8
86,Johnny Reb,Johnny Horton,90,54,8
87,If You Don't Want My Lovin',"Carl Dobkins, Jr.",-1,87,1
88,Poco-Loco,Gene & Eunice,80,80,6
89,Linda Lu,Ray Sharpe,82,46,13
90,Joey's Song,Bill Haley And His Comets,93,90,2
91,Lavender-Blue,Sammy Turner,40,3,17
92,I Don't Know,Ruth Brown,-1,92,1
93,Bad Girl,The Miracles,98,93,2
94,Goodbye Charlie,Patti Page,-1,94,1
95,Somethin Else,Eddie Cochran,84,58,7
96,Boogie Bear,Boyd Bennett,73,73,4
97,Dance With Me,The Drifters,-1,97,1
98,The Story Of Our Love,Johnny Mathis,-1,98,1
99,Love Walked In,The Flamingos,100,99,2
100,There Comes A Time,Jack Scott,-1,100,1
