pos,title,artist,last_pos,peak_pos,streak
1,Independent Women Part I,Destiny's Child,5,1,9
2,With Arms Wide Open,Creed,1,1,28
3,Kryptonite,3 Doors Down,3,3,33
4,Music,Madonna,2,1,15
5,Most Girls,P!nk,6,5,15
6,Gotta Tell You,Samantha Mumba,8,6,11
7,This I Promise You,'N Sync,7,6,8
8,Come On Over Baby (All I Want Is You),Christina Aguilera,4,1,16
9,Case Of The Ex (Whatcha Gonna Do),Mya,9,9,14
10,The Way You Love Me,Faith Hill,11,10,29
11,Between Me And You,Ja Rule Featuring Christina Milian,14,11,10
12,Shape Of My Heart,Backstreet Boys,12,12,6
13,She Bangs,Ricky Martin,16,13,7
14,Dance With Me,Debelah Morgan,21,14,17
15,"Jumpin', Jumpin'",Destiny's Child,10,3,28
16,Pinch Me,Barenaked Ladies,25,16,11
17,Shake Ya Ass,Mystikal,13,13,15
18,I Wish,R. Kelly,22,18,8
19,No More,Ruff Endz,18,5,21
20,Incomplete,Sisqo,17,1,22
21,Bag Lady,Erykah Badu,15,6,14
22,E.I.,Nelly,26,22,7
23,(Hot S**t) Country Grammar,Nelly,19,7,30
24,Bent,matchbox twenty,20,1,30
25,You're A God,Vertical Horizon,23,23,13
26,I Just Wanna Love U (Give It 2 Me),JAY-Z,35,26,4
27,He Loves U Not,Dream,32,27,8
28,Best Of Intentions,Travis Tritt,28,28,14
29,If You're Gone,matchbox twenty,30,29,5
30,It Wasn't Me,"Shaggy Featuring Ricardo ""RikRok"" Ducent",39,30,3
31,Don't Think I'm Not,Kandi ,27,24,16
32,What's Your Fantasy,Ludacris Featuring Shawnna,33,32,8
33,Liar,Profyle,24,14,10
34,Faded,SoulDecision Featuring Thrust,31,22,20
35,Ms. Jackson,OutKast,55,35,2
36,Give Me Just One Night (Una Noche),98 Degrees,29,2,14
37,The Little Girl,John Michael Montgomery,38,35,11
38,Just Another Day In Paradise,Phil Vassar,43,38,8
39,Wonderful,Everclear,36,11,20
40,Doesn't Really Matter,Janet,37,1,23
41,He Wasn't Man Enough,Toni Braxton,34,2,36
42,We Danced,Brad Paisley,45,42,6
43,911,Wyclef Jean Featuring Mary J. Blige,48,43,7
44,Crazy For This Girl,Evan And Jaron,50,44,3
45,Back Here,BBMak,42,13,30
46,My Next Thirty Years,Tim McGraw,52,46,5
47,Beautiful Day,U2,61,47,7
48,Without You,Dixie Chicks,49,48,7
49,Go On,George Strait,46,40,13
50,Higher,Creed,47,7,55
51,It's My Life,Bon Jovi,44,33,15
52,Feels Like Love,Vince Gill,53,52,12
53,Bounce With Me,Lil Bow Wow Featuring Xscape,40,20,14
54,Just Friends (Sunny),Musiq,54,54,6
55,Born To Fly,Sara Evans,57,55,5
56,My First Love,Avant Featuring KeKe Wyatt,62,56,3
57,Stan,Eminem Featuring Dido,67,57,3
58,I Lost It,Kenny Chesney,58,58,5
59,www.memory,Alan Jackson,59,59,3
60,Pop Ya Collar,Usher,64,60,3
61,Open My Heart,Yolanda Adams,68,57,13
62,Girls Dem Sugar,Beenie Man Featuring Mya,56,56,5
63,There You Are,Martina McBride,63,60,11
64,Last Resort,Papa Roach,66,60,17
65,Who Let The Dogs Out,Baha Men,51,40,18
66,That Other Woman,Changing Faces,65,64,8
67,Loser,3 Doors Down,69,67,5
68,Kiss This,Aaron Tippin,60,42,13
69,Hemorrhage (In My Hands),Fuel,70,69,4
70,You Should've Told Me,Kelly Price,75,70,9
71,That's The Kind Of Mood I'm In,Patty Loveless,73,71,10
72,Again,Lenny Kravitz,-1,72,1
73,Rollin',Limp Bizkit,77,73,2
74,Bad Boyz,Shyne Featuring Barrington Levy,78,57,11
75,Tell Her,Lonestar,-1,75,1
76,My Baby You,Marc Anthony,76,70,10
77,Can't Fight The Moonlight,LeAnn Rimes,79,71,11
78,Californication,Red Hot Chili Peppers,71,69,17
79,Just Be A Man About It,Toni Braxton,72,32,17
80,Sleepwalker,The Wallflowers,74,73,4
81,No More (Baby I'ma Do Right),3LW,85,81,3
82,You Won't Be Lonely Now,Billy Ray Cyrus,80,80,9
83,What Means The World To You,Cam'ron,84,83,6
84,My Love Goes On And On,Chris Cagle,87,84,5
85,I Will...But,SHeDAISY,81,43,19
86,Aaron's Party (Come Get It),Aaron Carter,83,35,13
87,Meanwhile Back At The Ranch,The Clark Family Experience,-1,87,1
88,Summer Rain,Carl Thomas,82,80,9
89,The Light,Common,86,44,16
90,Straight Up,Chante Moore,97,90,4
91,Oklahoma,Billy Gilman,94,91,2
92,Do You,Funkmaster Flex Featuring DMX,92,92,2
93,Deep Inside Of You,Third Eye Blind,95,69,12
94,Hey Papi,Jay-Z Featuring Memphis Bleek & Amil,88,76,15
95,Where I Wanna Be,Damizza Presents Shade Sheist Featuring Nate Dogg & Kurupt,96,95,2
96,Change Your Mind,Sister Hazel,98,59,19
97,Don't Call Me Baby,Madison Avenue,90,88,20
98,Souljas,Master P,-1,98,1
99,Treat Her Like A Lady,Joe,89,63,16
100,It's Always Somethin',Joe Diffie,99,57,14
