pos,title,artist,last_pos,peak_pos,streak
1,Let Me Love You,Mario,2,1,11
2,Drop It Like It's Hot,Snoop Dogg Featuring Pharrell,1,1,14
3,"1, 2 Step",Ciara Featuring Missy Elliott,3,3,10
4,Soldier,Destiny's Child Featuring T.I. & Lil Wayne,7,4,6
5,Lovers And Friends,Lil Jon & The East Side Boyz Featuring Usher & Ludacris,6,5,6
6,My Boo,Usher And Alicia Keys,4,1,17
7,Over And Over,Nelly Featuring Tim McGraw,5,3,12
8,Wonderful,Ja Rule Featuring R. Kelly & Ashanti,8,5,12
9,Lose My Breath,Destiny's Child,9,3,15
10,I Don't Want To Be,Gavin DeGraw,12,10,11
11,Disco Inferno,50 Cent,13,11,4
12,Breakaway,Kelly Clarkson,10,6,19
13,Get Back,Ludacris,18,13,7
14,Only U,Ashanti,14,14,7
15,Let's Go,Trick Daddy Featuring Lil Jon & Twista,11,7,16
16,How We Do,The Game Featuring 50 Cent,23,16,6
17,She Will Be Loved,Maroon 5,15,5,24
18,Boulevard Of Broken Dreams,Green Day,27,18,6
19,Karma,Lloyd Banks Featuring Avant,25,19,7
20,Goodies,Ciara Featuring Petey Pablo,16,1,28
21,Dare You To Move,Switchfoot,19,17,14
22,What U Gon' Do,Lil Jon & The East Side Boyz Featuring Lil Scrappy,22,22,9
23,U Make Me Wanna,Jadakiss Featuring Mariah Carey,21,21,7
24,Numb/Encore,Jay-Z/Linkin Park,37,24,6
25,Encore,"Eminem, Dr. Dre & 50 Cent",26,25,7
26,Bring Em Out,T.I.,35,26,6
27,New York,Ja Rule Featuring Fat Joe & Jadakiss,32,27,7
28,Oye Mi Canto,"N.O.R.E. Featuring Daddy Yankee, Nina Sky, Gem Star & Big Mato",17,12,19
29,True,Ryan Cabrera,39,29,4
30,Daughters,John Mayer,34,30,9
31,Some Beach,Blake Shelton,28,28,10
32,Charlene,Anthony Hamilton,29,19,18
33,Breathe,Fabolous,20,10,16
34,Go D.J.,Lil Wayne,24,14,14
35,Back When,Tim McGraw,30,30,11
36,Broken,Seether Featuring Amy Lee,31,20,18
37,Vertigo,U2,36,31,13
38,Since U Been Gone,Kelly Clarkson,53,38,3
39,One Thing,Finger Eleven,41,16,24
40,Beautiful Soul,Jesse McCartney,49,40,4
41,On The Way Down,Ryan Cabrera,42,15,23
42,"Awful, Beautiful Life",Darryl Worley,44,42,8
43,Baby It's You,JoJo Featuring Bow Wow,33,22,13
44,Karma, Alicia Keys,66,44,6
45,Shorty Wanna Ride,Young Buck,38,17,12
46,Welcome To My Life,Simple Plan,40,40,8
47,Lean Back,Terror Squad,46,1,28
48,Nobody's Home,Avril Lavigne,57,48,4
49,My Happy Ending,Avril Lavigne,43,9,23
50,Gasolina,Daddy Yankee,73,50,8
51,Just Lose It,Eminem,45,6,13
52,When I Think About Cheatin',Gretchen Wilson,55,52,4
53,Bless The Broken Road,Rascal Flatts,62,53,3
54,How Am I Doin',Dierks Bentley,51,49,11
55,Mud On The Tires,Brad Paisley,58,55,5
56,You're My Better Half,Keith Urban,56,56,5
57,Nothing On But The Radio,Gary Allan,50,32,16
58,The Woman With You,Kenny Chesney,47,33,12
59,Balla Baby,Chingy,52,20,13
60,Nothin 'Bout Love Makes Sense,LeAnn Rimes,60,59,8
61,Lady,Lenny Kravitz,65,61,4
62,Give A Little Bit,Goo Goo Dolls,68,62,6
63,Mr. Mom,Lonestar,59,33,16
64,Party For Two,Shania Twain With Billy Currington Or Mark McGrath,61,58,9
65,Monday Morning Church,Alan Jackson,67,64,5
66,Somebody Told Me,The Killers,63,51,18
67,Rich Girl,Gwen Stefani Featuring Eve,74,67,2
68,1985,Bowling For Soup,64,23,17
69,Some Cut,Trillville Featuring Cutty,70,69,2
70,Tempted To Touch,Rupee,69,39,13
71,I Changed My Mind,Keyshia Cole Featuring Shyne,82,71,6
72,Caught Up,Usher,76,72,4
73,He Gets That From Me,Reba McEntire,71,71,3
74,Mockingbird,Eminem,-1,74,1
75,Holy Water,Big & Rich,-1,75,1
76,Vitamin R (Leading Us Along),Chevelle,72,68,7
77,You're The One,Guerilla Black Featuring Mario Winans,78,77,6
78,Fall To Pieces,Velvet Revolver,77,67,15
79,So Cold,Breaking Benjamin,79,76,17
80,Come Home Soon,SHeDAISY,75,75,4
81,Cold,Crossfade,81,81,22
82,Hush,LL Cool J Featuring 7 Aurelius,54,26,15
83,Take Me Home,Terror Squad,84,62,11
84,Getting Away With Murder,Papa Roach,83,69,11
85,In A Real Love,Phil Vassar,80,38,18
86,Baby Girl,Sugarland,89,86,4
87,Knuck If You Buck,Crime Mob Featuring Lil Scrappy,85,76,20
88,What You Waiting For?,Gwen Stefani,87,47,12
89,Nolia Clap,"Juvenile, Wacko & Skip",86,31,19
90,American Idiot,Green Day,92,61,20
91,Gotta Go Solo,Patti LaBelle Featuring Ron Isley,90,89,4
92,Dangerously In Love,Beyonce,93,57,16
93,That's What It's All About,Brooks & Dunn,88,38,19
94,Okay,Nivea Featuring Lil Jon & YoungBloodZ,95,94,2
95,"I Smoke, I Drank",Body Head Bangerz Featuring YoungBloodz,91,81,10
96,Perdidos,Monchy & Alexandra,96,96,2
97,A Rose By Any Other Name,Teena Marie Featuring Gerald Levert,-1,97,1
98,Thugs Get Lonely Too,2Pac Featuring Nate Dogg,-1,98,1
99,You're My Everything,Anita Baker,99,74,20
100,Real Big,Mannie Fresh,-1,79,11
