pos,title,artist,last_pos,peak_pos,streak
1,Ring My Bell,Anita Ward,1,1,9
2,Bad Girls,Donna Summer,3,2,7
3,Hot Stuff,Donna Summer,2,1,12
4,Chuck E.'s In Love,Rickie Lee Jones,5,4,11
5,She Believes In Me,Kenny Rogers,7,5,11
6,The Logical Song,Supertramp,6,6,16
7,Boogie Wonderland,"Earth, Wind & Fire with The Emotions",8,7,9
8,We Are Family,Sister Sledge,4,2,11
9,Makin' It,David Naughton,13,9,15
10,I Want You To Want Me,Cheap Trick,12,10,11
11,Gold,John Stewart,16,11,8
12,Love You Inside Out,Bee Gees,11,1,12
13,Shine A Little Love,Electric Light Orchestra,15,13,8
14,Just When I Needed You Most,Randy VanWarmer,9,4,16
15,You Take My Breath Away,Rex Smith,10,10,12
16,Dance The Night Away,Van Halen,18,16,11
17,When You're In Love With A Beautiful Woman,Dr. Hook,19,17,13
18,Ain't No Stoppin' Us Now,McFadden & Whitehead,20,18,11
19,I Can't Stand It No More,Peter Frampton,21,19,7
20,Days Gone Down (Still Got The Light In Your Eyes),Gerry Rafferty,22,20,6
21,You Can't Change That,Raydio,24,21,11
22,Does Your Mother Know,ABBA,25,22,8
23,Heart Of The Night,Poco,23,23,9
24,I Was Made For Lovin' You,KISS,26,24,7
25,Good Times,Chic,50,25,4
26,Do It Or Die,Atlanta Rhythm Section,28,26,7
27,Mama Can't Buy You Love,Elton John,30,27,5
28,Minute By Minute,The Doobie Brothers,14,14,10
29,Shadows In The Moonlight,Anne Murray,32,29,7
30,People Of The South Wind,Kansas,33,30,6
31,Getting Closer,Wings,37,31,4
32,Up On The Roof,James Taylor,36,32,6
33,The Main Event/Fight,Barbra Streisand,47,33,4
34,One Way Or Another,Blondie,35,34,6
35,Weekend,Wet Willie,40,35,7
36,Sad Eyes,Robert John,38,36,8
37,Lead Me On,Maxine Nightingale,41,37,7
38,Reunited,Peaches & Herb,17,1,17
39,Is She Really Going Out With Him?,Joe Jackson,42,39,5
40,Married Men,Bette Midler,44,40,6
41,Rock 'n' Roll Fantasy,Bad Company,27,13,17
42,Get Used To It,Roger Voudouris,29,21,17
43,If I Said You Have A Beautiful Body Would You Hold It Against Me,Bellamy Brothers,48,43,7
44,Shakedown Cruise,Jay Ferguson,31,31,10
45,Go West,Village People,46,45,7
46,Suspicions,Eddie Rabbitt,57,46,5
47,Shake Your Body (Down To The Ground),The Jacksons,34,7,21
48,Kiss In The Dark,Pink Lady,55,48,6
49,Wasn't It Good,Cher,51,49,6
50,Do You Wanna Go Party,KC And The Sunshine Band,56,50,8
51,Vengeance,Carly Simon,52,51,5
52,My Sharona,The Knack,76,52,3
53,If You Can't Give Me Love,Suzi Quatro,45,45,7
54,I'll Never Love This Way Again,Dionne Warwick,72,54,3
55,The Devil Went Down To Georgia,The Charlie Daniels Band,71,55,3
56,Amanda,Waylon,59,56,5
57,Since I Don't Have You,Art Garfunkel,58,57,5
58,Morning Dance,Spyro Gyra,64,58,4
59,Rock Me,Nick Gilder,66,59,4
60,Heaven Must Have Sent You,Bonnie Pointer,69,60,4
61,You Angel You,Manfred Mann's Earth Band,70,61,4
62,Highway Song,Blackfoot,73,62,3
63,Renegade,Styx,39,16,17
64,Hold On, Triumph,68,64,4
65,Hot Summer Nights,Night,75,65,3
66,You Gonna Make Me Love Somebody Else,The Jones Girls,77,66,3
67,Born To Be Alive,Patrick Hernandez,78,67,3
68,Long Live Rock,The Who,84,68,2
69,Let's Go,The Cars,80,69,2
70,Last Of The Singing Cowboys,The Marshall Tucker Band,81,70,2
71,You're The Only One,Dolly Parton,82,71,2
72,We've Got Love,Peaches & Herb,83,72,2
73,Light My Fire/137 Disco Heaven,Amii Stewart,74,73,3
74,I Do Love You,GQ,85,74,2
75,Motown Review,Philly Cream,88,75,2
76,You're My Weakness,Faith Band,79,76,3
77,After The Love Has Gone,"Earth, Wind & Fire",-1,77,1
78,Goodbye Stranger,Supertramp,-1,78,1
79,I Know A Heartache When I See One,Jennifer Warnes,89,79,2
80,Goodnight Tonight,Wings,43,5,15
81,Girl Of My Dreams,Bram Tchaikovsky,-1,81,1
82,I'll Know Her When I See Her,Cooper Brothers Band,86,82,2
83,Cuba,The Gibson Brothers,87,83,3
84,Oh Well,Rockets,-1,84,1
85,Sweets For My Sweet,Tony Orlando,-1,85,1
86,When I Dream,Crystal Gayle,-1,86,1
87,Here I Go (Fallin' In Love Again),Frannie Golde,-1,87,1
88,Keep On Running Away,Lazy Racer,-1,88,1
89,Different Worlds,Maureen McGovern,-1,89,1
90,Deeper Than The Night,Olivia Newton-John,49,11,13
91,Make Love To Me,Helen Reddy,93,60,8
92,In The Navy,Village People,91,3,17
93,Disco Nights (Rock-Freak),G.Q.,53,12,17
94,Ain't Love A Bitch,Rod Stewart,54,22,12
95,Don't Ever Wanna Lose Ya,New England,60,40,10
96,Love Is The Answer,England Dan & John Ford Coley,61,10,18
97,Hot Number,Foxy,62,21,15
98,Heart Of Glass,Blondie,63,1,21
99,(Wish I Could Fly Like) Superman,The Kinks,65,41,11
100,Feel That You're Feelin',Maze Featuring Frankie Beverly,67,67,4
