pos,title,artist,last_pos,peak_pos,streak
1,I Believe,Fantasia,-1,1,1
2,Burn,Usher,1,1,18
3,Confessions Part II,Usher,2,2,11
4,The Reason,Hoobastank,3,2,17
5,If I Ain't Got You,Alicia Keys,4,4,19
6,Slow Motion,Juvenile Featuring Soulja Slim,5,5,11
7,Yeah!,Usher Featuring Lil Jon & Ludacris,8,1,27
8,Freek-A-Leek,Petey Pablo,7,7,28
9,Move Ya Body,Nina Sky Featuring Jabba,13,9,11
10,On Fire,Lloyd Banks,14,10,9
11,I Don't Wanna Know,Mario Winans Featuring Enya & P. Diddy,6,2,21
12,This Love,Maroon 5,10,5,22
13,Overnight Celebrity,Twista,9,6,16
14,Naughty Girl,Beyonce,11,3,16
15,Everytime,Britney Spears,15,15,8
16,Jesus Walks,Kanye West,16,16,10
17,Turn Me On,Kevin Lyttle Featuring Spragga Benz,17,17,8
18,Leave (Get Out),JoJo,18,18,14
19,Meant To Live,Switchfoot,19,19,15
20,Roses,OutKast,12,9,18
21,Dip It Low,Christina Milian,21,21,12
22,Heaven,Los Lonely Boys,22,22,9
23,Lean Back,Terror Squad,24,23,3
24,U Should've Known Better,Monica,25,24,6
25,Tipsy,J-Kwon,20,2,26
26,Don't Tell Me,Avril Lavigne,26,22,15
27,Southside,Lloyd Featuring Ashanti,36,27,8
28,Diary,Alicia Keys Featuring Tony! Toni! Tone!,34,28,4
29,My Immortal,Evanescence,28,7,27
30,I Like That,"Houston Featuring Chingy, Nate Dogg & I-20",37,30,4
31,Live Like You Were Dying,Tim McGraw,33,31,5
32,Whiskey Girl,Toby Keith,31,31,11
33,Hey Mama,The Black Eyed Peas,32,23,14
34,Dirt Off Your Shoulder,JAY-Z,27,5,25
35,Scandalous,Mis-Teeq,39,35,8
36,Sunshine,Lil' Flip Featuring Lea,43,36,4
37,So Sexy,Twista Featuring R. Kelly,53,37,3
38,Ocean Avenue,Yellowcard,42,37,9
39,If You Ever Stop Loving Me,Montgomery Gentry,30,30,13
40,Happy People,R. Kelly,29,19,14
41,Let's Be Us Again,Lonestar,38,38,14
42,Whats Happnin!,Ying Yang Twins Featuring Trick Daddy,51,42,10
43,I Go Back,Kenny Chesney,49,43,5
44,All Falls Down,Kanye West Featuring Syleena Johnson,23,7,18
45,Loco,David Lee Murphy,48,45,10
46,Here Without You,3 Doors Down,40,5,46
47,Someday,Nickelback,46,7,47
48,Dude,Beenie Man Featuring Ms. Thing,50,26,23
49,100 Years,Five For Fighting,47,28,22
50,Talk About Our Love,Brandy Featuring Kanye West,52,36,9
51,Welcome Back,Mase,35,32,6
52,Redneck Woman,Gretchen Wilson,41,22,14
53,Pieces Of Me,Ashlee Simpson,61,53,2
54,Culo,Pitbull Featuring Lil Jon,45,32,12
55,Accidentally In Love,Counting Crows,59,55,3
56,Somebody,Reba McEntire,60,56,5
57,99 Problems,JAY-Z,44,30,10
58,Slither,Velvet Revolver,56,56,9
59,Goodies,Ciara Featuring Petey Pablo,77,59,3
60,Whiskey Lullaby,Brad Paisley Featuring Alison Krauss,62,60,4
61,Letters From Home,John Michael Montgomery,54,24,17
62,How Come,D12,70,62,2
63,I Got A Feelin',Billy Currington,65,63,3
64,Game Over (Flip),Lil' Flip,55,15,18
65,Away From The Sun,3 Doors Down,66,65,2
66,Feelin' Way Too Damn Good,Nickelback,73,66,2
67,Selfish,Slum Village Featuring Kanye West & John Legend,67,67,8
68,Hey Good Lookin',"Jimmy Buffett With Clint Black, Kenny Chesney, Alan Jackson, Toby Keith & George Strait",63,63,4
69,Freaks,Play-N-Skillz Featuring Krayzie Bone & Adina Howard,-1,69,1
70,Locked Up,Akon Featuring Styles P.,81,70,5
71,Got It Twisted,Mobb Deep,64,64,13
72,How Far,Martina McBride,-1,72,1
73,Girls Lie Too,Terri Clark,-1,73,1
74,Jook Gal (Wine Wine),Elephant Man,71,57,12
75,I Want To Live,Josh Gracin,76,75,2
76,Love Song,311,79,72,11
77,Still In Love,Teena Marie Featuring Baby,75,70,7
78,Cold Hard Bitch,Jet,74,55,15
79,Get No Better,Cassidy Featuring Mashonda,82,79,10
80,That's What She Gets For Loving Me,Brooks & Dunn,57,53,14
81,Float On,Modest Mouse,83,81,7
82,Ch-Check It Out,Beastie Boys,69,68,9
83,I Miss You,Blink-182,86,42,17
84,Love's Divine,Seal,84,79,20
85,My Band,D12,72,6,17
86,Everything,Alanis Morissette,80,76,6
87,Don't Take Your Love Away,Avant,85,37,18
88,Let's Get Away,T.I.,-1,88,1
89,Headsprung,LL Cool J,-1,89,1
90,Lying From You,Linkin Park,87,58,14
91,Tear It Up,"Yung Wun Featuring DMX, Lil' Flip & David Banner",88,76,12
92,whoknows,Musiq,99,65,12
93,8th World Wonder,Kimberley Locke,90,49,16
94,Take My Breath Away,Jessica Simpson,78,20,15
95,New Day,Patti LaBelle,95,95,2
96,Just For You,Lionel Richie,96,92,11
97,Paint Me A Birmingham, Tracy Lawrence,97,42,15
98,Take Me Out,Franz Ferdinand,100,98,2
99,You Raise Me Up,Josh Groban,98,73,17
100,So Fly,NB Ridaz Featuring Gemini,93,93,3
