pos,title,artist,last_pos,peak_pos,streak
1,One Dance,Drake Featuring WizKid & Kyla,1,1,13
2,Can't Stop The Feeling!,Justin Timberlake,2,1,8
3,Don't Let Me Down,The Chainsmokers Featuring Daya,4,3,20
4,Panda,Desiigner,3,1,19
5,This Is What You Came For,Calvin Harris Featuring Rihanna,5,5,9
6,Cheap Thrills,Sia Featuring Sean Paul,6,6,20
7,Needed Me,Rihanna,8,7,22
8,Don't Mind,Kent Jones,9,8,9
9,Ride,twenty one pilots,10,9,16
10,Work From Home,Fifth Harmony Featuring Ty Dolla $ign,7,4,18
11,I Took A Pill In Ibiza,Mike Posner,11,4,24
12,Just Like Fire,P!nk,12,10,11
13,Send My Love (To Your New Lover),Adele,19,13,7
14,H.O.L.Y.,Florida Georgia Line,17,14,9
15,7 Years,Lukas Graham,13,2,24
16,Me Too,Meghan Trainor,18,16,7
17,Dangerous Woman,Ariana Grande,15,8,16
18,Heathens,twenty one pilots,14,14,2
19,Controlla,Drake,20,19,9
20,Work,Rihanna Featuring Drake,16,1,23
21,Close,Nick Jonas Featuring Tove Lo,21,14,14
22,For Free,DJ Khaled Featuring Drake,33,18,4
23,Stressed Out,twenty one pilots,22,2,41
24,Let It Go,James Bay,23,23,28
25,Lost Boy,Ruth B,24,24,19
26,Sorry,Beyonce,32,11,10
27,Too Good,Drake Featuring Rihanna,27,27,9
28,Love Yourself,Justin Bieber,25,1,33
29,My House,Flo Rida,26,4,34
30,All The Way Up,"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared",34,27,14
31,Low Life,Future Featuring The Weeknd,31,18,21
32,Sucker For Pain,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",-1,32,1
33,Never Forget You,Zara Larsson & MNEK,28,13,20
34,Cake By The Ocean,DNCE,29,9,37
35,Never Be Like You,Flume Featuring Kai,35,35,13
36,Pillowtalk,Zayn,30,1,22
37,Sorry,Justin Bieber,37,1,36
38,Treat You Better,Shawn Mendes,50,34,4
39,Cut It,O.T. Genasis Featuring Young Dolph,38,35,19
40,All In My Head (Flex),Fifth Harmony Featuring Fetty Wap,78,40,2
41,"Me, Myself & I",G-Eazy x Bebe Rexha,36,7,35
42,Kill Em With Kindness,Selena Gomez,39,39,5
43,Wicked,Future,41,41,11
44,Oui,Jeremih,40,19,26
45,Church Bells,Carrie Underwood,43,43,8
46,Lights Come On,Jason Aldean,49,43,12
47,Into You,Ariana Grande,44,44,7
48,Broccoli,D.R.A.M. Featuring Lil Yachty,65,48,3
49,We Don't Talk Anymore,Charlie Puth Featuring Selena Gomez,61,49,4
50,Really Really,Kevin Gates,46,46,26
51,Wasted Time,Keith Urban,57,51,10
52,"Huntin', Fishin' & Lovin' Every Day",Luke Bryan,42,37,14
53,Uber Everywhere,MadeinTYO,51,51,13
54,I Hate U I Love U,gnash Featuring Olivia O'Brien,55,54,11
55,Wake Up,Fetty Wap,53,53,7
56,I Got The Keys,DJ Khaled Featuring Jay Z & Future,-1,56,1
57,Record Year,Eric Church,59,57,11
58,Pop Style,Drake Featuring The Throne,47,16,13
59,Head Over Boots,Jon Pardi,54,54,18
60,Unsteady, X Ambassadors,60,39,7
61,T-Shirt,Thomas Rhett,56,41,18
62,No,Meghan Trainor,48,3,17
63,Gold,Kiiara,64,63,6
64,THat Part,ScHoolboy Q Featuring Kanye West,69,64,4
65,From The Ground Up,Dan + Shay,63,59,6
66,Wild Things,Alessia Cara,58,50,19
67,Peter Pan,Kelsea Ballerini,68,67,5
68,Wherever I Go,OneRepublic,66,64,7
69,"Sit Still, Look Pretty",Daya,75,69,5
70,Toothbrush,DNCE,89,70,3
71,Famous,Kanye West,-1,34,7
72,Make You Miss Me,Sam Hunt,73,72,5
73,American Country Love Song,Jake Owen,72,72,6
74,Noise,Kenny Chesney,74,72,12
75,You Don't Own Me,Grace Featuring G-Eazy,62,62,9
76,Fix,Chris Lane,83,76,5
77,Hymn For The Weekend,Coldplay,85,64,5
78,My PYT,Wale,80,78,3
79,The Sound Of Silence,Disturbed,71,42,19
80,No Limit,Usher Featuring Young Thug,-1,80,1
81,Came Here To Forget,Blake Shelton,70,36,17
82,Different For Girls,Dierks Bentley Featuring Elle King,94,82,4
83,Light It Up,Major Lazer Featuring Nyla & Fuse ODG,82,73,16
84,Hype,Drake,77,33,9
85,With You Tonight / Hasta El Amanecer,Nicky Jam,90,85,6
86,She's Got A Way With Words,Blake Shelton,-1,86,1
87,Think Of You,Chris Young Duet With Cassadee Pope,84,40,20
88,Childs Play,Drake,81,49,9
89,Money Longer,Lil Uzi Vert,95,89,3
90,Body,Dreezy Featuring Jeremih,76,62,15
91,Grammys,Drake Featuring Future,93,38,9
92,Try Everything,Shakira,87,63,9
93,Still Here,Drake,91,40,9
94,Night's On Fire,David Nail,100,94,2
95,Father Stretch My Hands Pt. 1,Kanye West,98,37,10
96,Luv,Tory Lanez,-1,96,1
97,No Problem,Chance The Rapper Featuring Lil Wayne & 2 Chainz,97,86,6
98,Champions,"Kanye West, Gucci Mane, Big Sean, 2 Chainz, Travi$ Scott, Yo Gotti, Quavo, Desiigner",79,71,3
99,Why You Always Hatin?,YG Featuring Drake & Kamaiyah,92,92,2
100,Dark Necessities,Red Hot Chili Peppers,67,67,2
