pos,title,artist,last_pos,peak_pos,streak
1,Harlem Shake,Baauer,1,1,2
2,Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz,2,1,21
3,When I Was Your Man,Bruno Mars,8,3,10
4,I Knew You Were Trouble.,Taylor Swift,5,2,19
5,Scream & Shout,will.i.am & Britney Spears,4,3,13
6,Started From The Bottom,Drake,10,6,3
7,Stay,Rihanna Featuring Mikky Ekko,3,3,3
8,Suit & Tie,Justin Timberlake Featuring JAY Z,9,4,7
9,Locked Out Of Heaven,Bruno Mars,7,1,21
10,Love Me,Lil Wayne Featuring Drake & Future,19,10,6
11,Ho Hey,The Lumineers,6,3,38
12,Don't You Worry Child,Swedish House Mafia Featuring John Martin,11,6,23
13,One Way Or Another (Teenage Kicks),One Direction,45,13,2
14,Daylight,Maroon 5,13,7,12
15,F**kin Problems,"A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar",15,8,17
16,Girl On Fire,Alicia Keys Featuring Nicki Minaj,14,11,25
17,Sweet Nothing,Calvin Harris Featuring Florence Welch,17,10,16
18,Beauty And A Beat,Justin Bieber Featuring Nicki Minaj,16,5,20
19,I Will Wait,Mumford & Sons,12,12,29
20,Try,P!nk,18,9,18
21,Pour It Up,Rihanna,22,21,8
22,Radioactive,Imagine Dragons,37,22,26
23,It's Time,Imagine Dragons,23,15,38
24,Catch My Breath,Kelly Clarkson,25,19,18
25,Diamonds,Rihanna,21,1,22
26,Little Talks,Of Monsters And Men,31,20,40
27,Gangnam Style,PSY,26,2,25
28,Feel This Moment,Pitbull Featuring Christina Aguilera,47,28,5
29,Home,Phillip Phillips,30,6,35
30,Carry On,fun.,20,20,8
31,Hall Of Fame,The Script Featuring will.i.am,33,25,22
32,Sure Be Cool If You Did,Blake Shelton,38,32,7
33,One More Night,Maroon 5,34,1,36
34,Poetic Justice,Kendrick Lamar Featuring Drake,49,34,18
35,C'mon,Ke$ha,35,27,10
36,Wanted,Hunter Hayes,29,16,44
37,Troublemaker,Olly Murs Featuring Flo Rida,44,37,6
38,Some Nights,fun.,28,3,53
39,Better Dig Two,The Band Perry,39,28,17
40,Adorn,Miguel,27,17,30
41,All Gold Everything,Trinidad James,46,36,11
42,Hey Porsche,Nelly,-1,42,1
43,Swimming Pools (Drank),Kendrick Lamar,42,17,28
44,One Of Those Nights,Tim McGraw,43,32,13
45,The A Team,Ed Sheeran,32,16,33
46,Kiss You,One Direction,51,46,9
47,Two Black Cadillacs,Carrie Underwood,41,41,11
48,I'm Different,2 Chainz,40,27,15
49,Sail,AWOLNATION,55,49,25
50,Die Young,Ke$ha,50,2,22
51,Tornado,Little Big Town,54,51,16
52,Neva End,Future,57,52,12
53,Downtown,Lady Antebellum,58,45,3
54,Wicked Games,The Weeknd,53,53,17
55,Loveeeeeee Song,Rihanna Featuring Future,63,55,4
56,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,60,26,3
57,Somebody's Heartbreak,Hunter Hayes,56,54,14
58,I Drive Your Truck,Lee Brice,61,58,8
59,R.I.P.,Young Jeezy Featuring 2 Chainz,64,59,3
60,Mama's Broken Heart,Miranda Lambert,67,60,5
61,Skyfall,Adele,83,8,19
62,Bugatti,Ace Hood Featuring Future & Rick Ross,77,62,2
63,Merry Go 'round,Kacey Musgraves,68,63,11
64,Get Your Shine On,Florida Georgia Line,72,64,5
65,Don't Stop The Party,Pitbull Featuring TJR,59,17,19
66,The Only Way I Know,Jason Aldean With Luke Bryan & Eric Church,62,40,16
67,Tip It On Back,Dierks Bentley,69,66,14
68,Pirate Flag,Kenny Chesney,71,68,3
69,Who Booty,Jonn Hart Featuring IamSU!,66,66,11
70,Bad,Wale Featuring Tiara Thomas Or Rihanna,-1,70,2
71,Give It All We Got Tonight,George Strait,74,71,8
72,Just Give Me A Reason,P!nk Featuring Nate Ruess,84,72,2
73,If I Didn't Have You,Thompson Square,75,73,8
74,I Love It,Icona Pop Featuring Charli XCX,88,69,4
75,Don't Judge Me,Chris Brown,70,67,17
76,Mirrors,Justin Timberlake,24,24,2
77,Battle Scars,Lupe Fiasco & Guy Sebastian,86,73,9
78,Remember You,Wiz Khalifa Featuring The Weeknd,79,63,14
79,Alive,Krewella,99,79,2
80,Ball,T.I. Featuring Lil Wayne,76,50,19
81,Love And War,Tamar Braxton,92,57,5
82,Little Things,One Direction,80,33,15
83,Love Sosa,Chief Keef,81,56,11
84,Stubborn Love,The Lumineers,78,70,11
85,Cups (Pitch Perfect's When I'm Gone),Anna Kendrick,89,64,9
86,Dope,Tyga Featuring Rick Ross,82,68,5
87,Wagon Wheel,Darius Rucker,95,87,3
88,As Your Friend,Afrojack Featuring Chris Brown,-1,88,1
89,Next To Me,Emeli Sande,-1,89,1
90,Va Va Voom,Nicki Minaj,90,22,19
91,Power Trip,J. Cole Featuring Miguel,91,91,2
92,Can't Hold Us,Macklemore & Ryan Lewis Featuring Ray Dalton,-1,92,3
93,Hold On,Alabama Shakes,100,93,2
94,Anything Could Happen,Ellie Goulding,85,47,20
95,Guap,Big Sean,93,71,11
96,I Can Take It From There,Chris Young,97,96,3
97,We Still In This B****,B.o.B Featuring T.I. & Juicy J,-1,95,2
98,Goodbye In Her Eyes,Zac Brown Band,94,48,20
99,Like Jesus Does,Eric Church,-1,99,1
100,Karate Chop (Remix),Future Featuring Lil Wayne,-1,100,1
