pos,title,artist,last_pos,peak_pos,streak
1,A Whole New World (Aladdin's Theme),Peabo Bryson & Regina Belle,2,1,12
2,I Will Always Love You,Whitney Houston,1,1,17
3,Ordinary World,Duran Duran,3,3,9
4,Informer,Snow,10,4,9
5,"Nuthin' But A ""G"" Thang",Dr. Dre,5,5,6
6,"I'm Every Woman (From ""The Bodyguard"")",Whitney Houston,4,4,9
7,Mr. Wendal,Arrested Development,6,6,12
8,Hip Hop Hooray,Naughty By Nature,9,8,6
9,Don't Walk Away,Jade,13,9,12
10,Bed Of Roses,Bon Jovi,14,10,7
11,7,Prince And The New Power Generation,7,7,15
12,Here We Go Again!,Portrait,12,11,17
13,"Saving Forever For You (From ""Beverly Hills, 90210"")",Shanice,8,4,20
14,Get Away,Bobby Brown,16,14,8
15,Rebirth Of Slick (Cool Like Dat),Digable Planets,17,15,8
16,I Got A Man,Positive K,21,16,12
17,Comforter,Shai,20,17,7
18,That's What Love Can Do,Boy Krazy,18,18,7
19,If I Ever Fall In Love,Shai,11,2,21
20,Two Princes,Spin Doctors,30,20,6
21,Freak Me,Silk,40,21,3
22,"The Right Kind Of Love (From ""Beverly Hills, 90210"")",Jeremy Jordan,26,22,13
23,I Have Nothing,Whitney Houston,42,23,2
24,Forever In Love,Kenny G,24,24,12
25,Ditty,Paperboy,25,23,12
26,"In The Still Of The Nite (From ""The Jacksons"")",Boyz II Men,15,3,15
27,Cat's In The Cradle,Ugly Kid Joe,41,27,4
28,Sweet Thing,Mary J. Blige,28,28,4
29,Rump Shaker,Wreckx-N-Effect,23,2,23
30,Rhythm Is A Dancer,Snap!,22,5,30
31,"Give It Up, Turn It Loose",En Vogue,19,15,14
32,Good Enough,Bobby Brown ,27,7,21
33,I'm So Into You,SWV,48,33,5
34,Heal The World,Michael Jackson,36,34,13
35,Hat 2 Da Back,TLC,37,35,5
36,"I'd Die Without You (From ""Boomerang"")",P.M. Dawn,32,3,26
37,Angel,Jon Secada,45,37,6
38,"Love Is (From ""Beverly Hills, 90210"")",Vanessa Williams/Brian McKnight,51,38,7
39,No Mistakes,Patty Smyth,33,33,11
40,Do You Believe In Us,Jon Secada,34,13,24
41,When She Cries,Restless Heart,29,11,17
42,Walk On The Ocean,Toad The Wet Sprocket,31,18,17
43,Real Love,Mary J. Blige,39,7,28
44,Man On The Moon,R.E.M.,52,44,5
45,What About Your Friends,TLC,44,7,27
46,Faithful,Go West,38,14,18
47,Dazzey Duks,Duice,47,47,9
48,Everything's Gonna Be Alright,Father M.C.,50,37,14
49,Bad Girl,Madonna,60,49,3
50,If I Ever Lose My Faith In You,Sting,62,50,3
51,Little Bird,Annie Lennox,54,51,7
52,Deeper And Deeper,Madonna,35,7,14
53,I'm Gonna Get You,Bizarre Inc,55,53,7
54,Stand,Poison,57,54,6
55,Steam,Peter Gabriel,43,32,12
56,I Got A Thang 4 Ya!,Lo-Key?,46,27,17
57,Quality Time,Hi-Five,49,38,14
58,Supermodel (You Better Work),RuPaul,64,58,4
59,Murder She Wrote,Chaka Demus & Pliers,61,57,10
60,Tell The Truth,Jude Cole,63,60,7
61,Understand This Groove,Sound Factory,66,58,11
62,Stand Up (Kick Love Into Motion), Def Leppard,53,34,13
63,"Love Shoulda Brought You Home (From ""Boomerang"")",Toni Braxton,58,33,17
64,I See Your Smile,Gloria Estefan,70,64,3
65,Never A Time,Genesis,68,21,18
66,Passionate Kisses,Mary Chapin Carpenter,73,66,4
67,Gangsta Bitch,Apache,76,67,6
68,Nothin' My Love Can't Fix,Joey Lawrence,-1,68,1
69,So Alone,Men At Large,78,69,3
70,I Feel You,Depeche Mode,-1,70,1
71,Beautiful Girl,INXS ,81,71,3
72,Homies,Lighter Shade Of Brown,71,57,13
73,The Last Song,Elton John,67,23,19
74,No Ordinary Love,Sade,56,28,18
75,Simple Life,Elton John,90,75,2
76,Come In Out Of The Rain,Wendy Moten,80,76,3
77,Knock-N-Boots,Wreckx-N-Effect,72,72,3
78,I Love You Period,Dan Baird,65,26,14
79,Love U More,Sunscreem,85,79,2
80,Reminisce,Mary J. Blige,82,57,12
81,Dedicated,R. Kelly & Public Announcement,91,81,2
82,Tap The Bottle,Young Black Teenagers,-1,82,1
83,It's Gonna Be A Lovely Day,The S.O.U.L. S.Y.S.T.E.M.,69,34,15
84,Speed,Alpha Team,83,74,6
85,Irresistible,Cathy Dennis,74,61,11
86,Feels Like Heaven,Peter Cetera (Duet With Chaka Khan),77,71,7
87,Hope Of Deliverance,Paul McCartney,84,84,3
88,Who Got The Props,Black Moon,94,88,2
89,It Was A Good Day,Ice Cube,-1,89,1
90,Love Can Move Mountains,Celine Dion,79,36,16
91,Sweet Thing,Mick Jagger,88,84,4
92,Losin' Myself,Debbie Gibson,89,86,5
93,Happy Days,Silk,86,86,5
94,Candy Everybody Wants,"10,000 Maniacs",-1,94,1
95,Baby I'm For Real/Natural High, After 7,87,55,18
96,Gangsta,Bell Biv DeVoe,93,21,17
97,Punks Jump Up To Get Beat Down,Brand Nubian,92,77,10
98,Love's Taken Over,Chante Moore,96,86,11
99,Get Up (Move Boy Move),AB Logic,97,83,11
100,Stop The World,Extreme,95,95,3
