pos,title,artist,last_pos,peak_pos,streak
1,Heartaches By The Number,Guy Mitchell,1,1,12
2,Why,Frankie Avalon,5,2,5
3,El Paso,Marty Robbins,11,3,7
4,The Big Hurt,Miss Toni Fisher,10,4,6
5,Way Down Yonder In New Orleans,Freddie Cannon,13,5,5
6,It's Time To Cry,Paul Anka,9,6,5
7,Mack The Knife,Bobby Darin,3,1,18
8,We Got Love, Bobby Rydell,6,6,11
9,Among My Souvenirs,Connie Francis,21,9,5
10,Hound Dog Man,Fabian,16,10,6
11,In The Mood,Ernie Fields & Orch.,4,4,14
12,This Friendly World,Fabian,27,12,5
13,Don't You Know,Della Reese,7,2,14
14,Scarlet Ribbons (For Her Hair),The Browns,18,14,8
15,So Many Ways,Brook Benton,8,6,10
16,Oh! Carol,Neil Sedaka,14,9,11
17,Mr. Blue,The Fleetwoods,2,1,16
18,Uh! Oh! Part 2,The Nutty Squirrels,15,15,7
19,Pretty Blue Eyes,Steve Lawrence,20,19,5
20,I Wanna Be Loved,Ricky Nelson,23,20,4
21,Be My Guest,Fats Domino,12,8,9
22,Misty,Johnny Mathis,17,12,12
23,Tear Drop,Santo & Johnny,30,23,4
24,Running Bear,Johnny Preston,41,24,10
25,You Got What It Takes,Marv Johnson,43,25,8
26,Come Into My Heart,Lloyd Price and His Orchestra,25,20,9
27,Danny Boy,Conway Twitty,19,10,13
28,Smokie - Part 2,Bill Black's Combo,48,28,4
29,Sandy,Larry Hall,31,29,5
30,Reveille Rock,Johnny And The Hurricanes,28,25,8
31,Marina,Rocco Granata and the International Quintet,34,31,7
32,First Name Initial,Annette With The Afterbeats,32,32,9
33,Dance With Me,The Drifters,24,15,11
34,Always,Sammy Turner,22,19,8
35,"Go, Jimmy, Go",Jimmy Clanton,74,35,3
36,God Bless America,Connie Francis,60,36,6
37,Just As Much As Ever,Bob Beckham,37,32,19
38,Mighty Good,Ricky Nelson,55,38,4
39,"(If You Cry) True Love, True Love",The Drifters ,33,33,8
40,Believe Me,Royal Teens,35,26,9
41,(Seven Little Girls) Sitting In The Back Seat,Paul Evans and the Curls,26,9,15
42,Unforgettable,Dinah Washington,29,17,12
43,Put Your Head On My Shoulder,Paul Anka,36,2,17
44,Talk That Talk,Jackie Wilson,56,44,5
45,Uh! Oh! Part 1,The Nutty Squirrels,54,45,3
46,Marina,Willy Alberti,46,46,4
47,The Little Drummer Boy,The Harry Simeone Chorale,99,13,11
48,Deck Of Cards,Wink Martindale,38,7,15
49,High School U.S.A.,Tommy Facenda,47,28,10
50,Primrose Lane,Jerry Wallace With The Jewels,39,8,19
51,The Clouds,The Spacemen,63,41,10
52,Not One Minute More,Della Reese,81,52,2
53,Love Potion No. 9,The Clovers,52,23,15
54,Smooth Operator,Sarah Vaughan,44,44,8
55,I'm Movin' On,Ray Charles and his Orchestra,40,40,7
56,The Village Of St. Bernadette,Andy Williams,70,56,2
57,A Year Ago Tonight,The Crests,65,57,3
58,Talk To Me,Frank Sinatra,49,38,10
59,Lonely Street,Andy Williams,42,5,16
60,Wont'cha Come Home,Lloyd Price and His Orchestra,71,43,7
61,How About That,Dee Clark,88,61,3
62,You Were Mine,Fireflies,50,21,16
63,I've Been Around,Fats Domino,51,33,9
64,Goodnight My Love (Pleasant Dreams),Ray Peterson,64,64,6
65,What About Us,The Coasters,67,65,3
66,I'll Walk The Line,Don Costa And His Orchestra And Chorus,59,59,6
67,Woo-Hoo,Rock-A-Teens,45,16,12
68,The Chipmunk Song (Christmas Don't Be Late),David Seville And The Chipmunks,89,68,2
69,Living Doll,Cliff Richard and The Drifters,61,30,13
70,If I Give My Heart To You,Kitty Kallen,58,34,12
71,Beyond The Sunset,Pat Boone,78,71,4
72,Torquay,Fireballs,68,39,13
73,Just Come Home,Hugo & Luigi,100,73,2
74,Tiny Tim,LaVern Baker,79,63,8
75,Do-Re-Mi,Mitch Miller,92,75,2
76,The Happy Reindeer,"Dancer, Prancer And Nervous",80,76,3
77,Midnight Stroll,The Revels,57,35,10
78,(New In) The Ways Of Love,Tommy Edwards,77,66,6
79,The Enchanted Sea,The Islanders,53,15,13
80,Honestly And Truly,Tommy Edwards,72,65,8
81,One More Chance,Rod Bernard,84,74,7
82,Climb Ev'ry Mountain,Tony Bennett,-1,82,1
83,We Told You Not To Marry,Titus Turner,83,83,5
84,Lucky Devil,"Carl Dobkins, Jr.",85,84,3
85,Baciare Baciare (Kissing Kissing),Dorothy Collins,-1,85,1
86,Happy Anniversary,Jane Morgan,94,83,7
87,Battle Hymn Of The Republic,The Mormon Tabernacle Choir,66,13,16
88,Run Red Run,The Coasters,-1,88,1
89,I Don't Know What It Is,The Bluenotes,96,89,2
90,"Shimmy, Shimmy, Ko-Ko-Bop",Little Anthony And The Imperials,90,90,3
91,The Little Drummer Boy,Johnny Cash,-1,91,1
92,Teen Beat,Sandy Nelson,62,4,16
93,Swingin' On A Rainbow,Frankie Avalon,-1,93,1
94,Let's Try Again,Clyde McPhatter,-1,94,1
95,Joey's Song,Bill Haley And His Comets,73,46,12
96,This Time Of The Year,Brook Benton,-1,96,1
97,Candy Apple Red,Bonnie Guitar,97,97,2
98,If I Had A Girl,Rod Lauren,-1,98,1
99,Sweet Nothin's,Brenda Lee,-1,99,1
100,Teen Angel,Mark Dinning,-1,100,1
