pos,title,artist,last_pos,peak_pos,streak
1,The Loco-Motion,Grand Funk,4,1,9
2,TSOP (The Sound Of Philadelphia),MFSB Featuring The Three Degrees,1,1,10
3,Bennie And The Jets,Elton John,2,1,12
4,Best Thing That Ever Happened To Me,Gladys Knight And The Pips,3,3,12
5,Dancing Machine,Jackson 5,8,5,8
6,The Streak,Ray Stevens,19,6,4
7,Hooked On A Feeling,Blue Swede,6,1,12
8,Tubular Bells,Mike Oldfield,12,8,11
9,The Show Must Go On,Three Dog Night,13,9,8
10,Just Don't Want To Be Lonely,The Main Ingredient,11,10,14
11,The Entertainer,"Marvin Hamlisch/""The Sting""",18,11,7
12,(i've Been) Searchin' So Long,Chicago,16,12,8
13,Oh My My,Ringo Starr,5,5,9
14,Come And Get Your Love,Redbone,7,5,17
15,Midnight At The Oasis,Maria Muldaur,22,15,11
16,I'll Have To Say I Love You In A Song,Jim Croce,9,9,10
17,You Make Me Feel Brand New,The Stylistics,21,17,7
18,Lookin' For A Love,Bobby Womack,10,10,14
19,My Mistake (Was To Love You),Diana Ross & Marvin Gaye,20,19,11
20,Sunshine On My Shoulders,John Denver,14,1,15
21,I Won't Last A Day Without You,Carpenters,35,21,4
22,Band On The Run,Paul McCartney And Wings,41,22,3
23,Help Me,Joni Mitchell,29,23,8
24,Oh Very Young,Cat Stevens,30,24,8
25,The Lord's Prayer,Sister Janet Mead,17,4,11
26,Keep On Singing,Helen Reddy,15,15,9
27,Don't You Worry 'Bout A Thing,Stevie Wonder,33,27,5
28,Seasons In The Sun,Terry Jacks,24,1,17
29,Let It Ride,Bachman-Turner Overdrive,23,23,11
30,The Payback - Part I,James Brown,32,30,7
31,A Very Special Love Song,Charlie Rich,25,11,11
32,For The Love Of Money,The O'Jays,45,32,4
33,Mockingbird,Carly Simon & James Taylor,26,5,14
34,Tell Me A Lie,Sami Jo,28,21,13
35,Mighty Mighty,"Earth, Wind & Fire",40,35,9
36,I'm In Love,Aretha Franklin,46,36,5
37,I'm A Train,Albert Hammond,31,31,10
38,Thanks For Saving My Life,Billy Paul,37,37,15
39,My Girl Bill,Jim Stafford,56,39,3
40,"Touch A Hand, Make A Friend",The Staple Singers,27,23,11
41,Let's Get Married,Al Green,43,41,6
42,Piano Man,Billy Joel,36,25,11
43,Heavenly,The Temptations,44,43,8
44,Outside Woman,Bloodstone,34,34,11
45,Eres Tu (Touch The Wind),Mocedades,39,9,17
46,Sundown,Gordon Lightfoot,63,46,4
47,Jet,Paul McCartney And Wings,38,7,13
48,Standing At The End Of The Line,Lobo,54,48,4
49,Rock Around The Clock,Bill Haley And His Comets,52,49,8
50,If You Love Me (let Me Know),Olivia Newton-John,62,50,4
51,Dark Lady,Cher,42,1,16
52,Star Baby,The Guess Who,47,39,12
53,Mighty Love - Pt. 1,The Spinners,48,20,15
54,Keep It In The Family,Leon Haywood,57,54,7
55,Chameleon,Herbie Hancock,59,55,7
56,Dance With The Devil,Cozy Powell,49,49,8
57,"Billy, Don't Be A Hero",Bo Donaldson And The Heywoods,78,57,3
58,Hollywood Swinging,Kool & The Gang ,76,58,3
59,One Hell Of A Woman,Mac Davis,64,59,6
60,Jungle Boogie,Kool & The Gang,50,4,22
61,You Won't See Me,Anne Murray,71,61,3
62,Daybreak,Nilsson,66,62,4
63,Boogie Down,Eddie Kendricks,51,2,18
64,I Am What I Am,Lois Fletcher,67,64,6
65,The Same Love That Made Me Laugh,Bill Withers,79,65,4
66,Summer Breeze (Part 1),The Isley Brothers,61,60,7
67,There Won't Be Anymore,Charlie Rich,55,18,15
68,Werewolf,Five Man Electrical Band,65,65,6
69,A Dream Goes On Forever,Todd Rundgren,70,69,5
70,Satisfaction Guaranteed (Or Take Your Love Back),Harold Melvin And The Blue Notes,73,70,5
71,No Charge,Melba Montgomery,77,71,4
72,Touch And Go,Al Wilson,68,57,9
73,"Another Park, Another Sunday",The Doobie Brothers,85,73,3
74,Silver Threads And Golden Needles,Linda Ronstadt,83,74,5
75,Happiness Is Me And You,Gilbert O'Sullivan,69,62,7
76,Under The Influence Of Love,Love Unlimited,80,76,6
77,La Grange,ZZ Top,82,77,6
78,Who Is He And What Is He To You,Creative Source,87,78,5
79,If I Were A Carpenter...,Leon Russell,88,79,3
80,I Don't See Me In Your Eyes Anymore,Charlie Rich,-1,80,1
81,(I'm A) YoYo Man,Rick Cunha,89,81,2
82,One Chain Don't Make No Prison,Four Tops,-1,82,1
83,If You Wanna Get To Heaven,Ozark Mountain Daredevils,90,83,3
84,Save The Last Dance For Me,The DeFranco Family featuring Tony DeFranco,-1,84,1
85,Time Will Tell,Tower Of Power,93,85,2
86,Teenage Love Affair,Rick Derringer,94,86,2
87,"Bad, Bad Leroy Brown",Frank Sinatra,91,87,5
88,The Air That I Breathe,The Hollies,96,88,3
89,Be Thankful For What You Got,William DeVaughn,-1,89,1
90,Help Yourself,The Undisputed Truth,97,90,2
91,Can You Handle It?,Graham Central Station,-1,91,1
92,Something,Johnny Rodriguez,-1,92,1
93,Rhapsody In White,Love Unlimited Orchestra,100,93,2
94,Wonderful,Isaac Hayes,-1,94,1
95,Daybreaker,Electric Light Orchestra,-1,95,1
96,Billy - Don't Be A Hero,Paper Lace,99,96,2
97,Already Gone,Eagles,-1,97,1
98,This Heart,Gene Redding,-1,98,1
99,Finally Got Myself Together (I'm A Changed Man),The Impressions,-1,99,1
100,Scratch,The Crusaders,98,98,2
