pos,title,artist,last_pos,peak_pos,streak
1,We Can Work It Out,The Beatles,2,1,7
2,Barbara Ann,The Beach Boys,15,2,5
3,She's Just My Style,Gary Lewis And The Playboys,3,3,8
4,No Matter What Shape (Your Stomach's In),The T-Bones,6,4,8
5,Five O'Clock World,The Vogues,4,4,10
6,As Tears Go By,The Rolling Stones,9,6,6
7,The Men In My Little Girl's Life,Mike Douglas,7,7,6
8,A Must To Avoid,Herman's Hermits,8,8,6
9,My Love,Petula Clark,17,9,6
10,Jenny Take A Ride!,Mitch Ryder And The Detroit Wheels,16,10,8
11,Just Like Me,Paul Revere & The Raiders Featuring Mark Lindsay,11,11,9
12,The Sound Of Silence,Simon & Garfunkel,1,1,11
13,Day Tripper, The Beatles,5,5,7
14,The Duck,Jackie Lee,14,14,11
15,Spanish Eyes,Al Martino,18,15,9
16,Crying Time,Ray Charles,21,16,8
17,You Didn't Have To Be So Nice,The Lovin' Spoonful,10,10,10
18,Attack,The Toys,19,18,7
19,A Well Respected Man,The Kinks,24,19,9
20,Lightnin' Strikes,Lou Christie,30,20,6
21,Uptight (Everything's Alright),Stevie Wonder,26,21,7
22,Lies,The Knickerbockers,20,20,9
23,Going To A Go-Go,The Miracles,29,23,6
24,Zorba The Greek,Herb Alpert & The Tijuana Brass,33,24,6
25,Flowers On The Wall,The Statler Brothers,12,4,12
26,My World Is Empty Without You,The Supremes,46,26,3
27,Sandy,Ronny And The Daytonas,27,27,9
28,It Was A Very Good Year,Frank Sinatra,31,28,6
29,Satin Pillows,Bobby Vinton,23,23,9
30,Like A Baby,Len Barry,36,30,5
31,Don't Mess With Bill,The Marvelettes,42,31,5
32,Look Through Any Window,The Hollies,32,32,11
33,Tell Me Why,Elvis Presley With The Jordanaires,37,33,5
34,Second Hand Rose,Barbra Streisand,38,34,7
35,Thunderball,Tom Jones,25,25,8
36,Michelle,David & Jonathan,47,36,4
37,Recovery,Fontella Bass,49,37,6
38,Under Your Spell Again,Johnny Rivers,35,35,7
39,Ebb Tide,The Righteous Brothers,13,5,9
40,Over And Over,The Dave Clark Five,22,1,12
41,Michael,The C.O.D.'s,44,41,10
42,I Got You (I Feel Good),James Brown And The Famous Flames,28,3,12
43,Are You There (With Another Girl),Dionne Warwick,39,39,8
44,California Dreamin',The Mamas & The Papas,54,44,4
45,Tijuana Taxi,Herb Alpert & The Tijuana Brass,51,45,6
46,Night Time,The Strangeloves,66,46,3
47,A Hard Day's Night,Ramsey Lewis Trio,58,47,2
48,It's Good News Week,Hedgehoppers Anonymous,52,48,9
49,A Sweet Woman Like You,Joe Tex,40,29,9
50,These Boots Are Made For Walkin',Nancy Sinatra,74,50,2
51,Hurt,Little Anthony And The Imperials,53,51,5
52,Spread It On Thick,The Gentrys,57,52,5
53,Call Me,Chris Montez,61,53,4
54,Cleo's Mood,Jr. Walker & The All Stars,62,54,3
55,I See The Light,The Five Americans,60,55,5
56,I Ain't Gonna Eat Out My Heart Anymore,The Young Rascals,59,56,6
57,When Liking Turns To Loving,Ronnie Dove,71,57,2
58,Can You Please Crawl Out Your Window?,Bob Dylan,64,58,5
59,Broomstick Cowboy,Bobby Goldsboro,56,53,7
60,Breakin' Up Is Breakin' My Heart,Roy Orbison,81,60,2
61,(You're Gonna) Hurt Yourself,Frankie Valli,67,61,3
62,"Get Out Of My Life, Woman",Lee Dorsey,68,62,5
63,Working My Way Back To You,"The 4 Seasons Featuring the ""Sound of Frankie Valli""",-1,63,1
64,I'm Too Far Gone (To Turn Around),Bobby Bland,76,64,4
65,If You Gotta Make A Fool Of Somebody,Maxine Brown,63,63,8
66,My Baby Loves Me,Martha & The Vandellas,75,66,2
67,Little Boy (In Grown Up Clothes),The 4 Seasons,65,60,6
68,What Now My Love,Sonny & Cher,-1,68,1
69,Andrea,The Sunrays,82,69,2
70,Elusive Butterfly,Bob Lind,83,70,2
71,Rainbow '65 (Part I),Gene Chandler,69,69,8
72,I Can't Believe You Love Me,Tammi Terrell,80,72,4
73,Snow Flake,Jim Reeves,79,73,3
74,This Can't Be True,Eddie Holman,89,74,3
75,I Fought The Law,Bobby Fuller Four,-1,75,1
76,Love Is All We Need,Mel Carter,84,76,2
77,My Generation,The Who,77,77,3
78,Michelle,Billy Vaughn And His Orchestra,78,78,4
79,Tired Of Being Lonely,Sharpees,87,79,3
80,Bye Bye Blues,Bert Kaempfert And His Orchestra,86,80,2
81,Love Makes The World Go Round,Deon Jackson,99,81,2
82,Michelle,Bud Shank,92,82,2
83,Something I Want To Tell You,Johnny and The Expressions,95,83,2
84,Hide & Seek,The Sheep,-1,84,1
85,A Little Bit Of Soap,The Exciters,-1,85,1
86,The Cheater,Bob Kuban And The In-Men,-1,86,1
87,My Ship Is Comin' In,The Walker Bros.,-1,87,1
88,The Loop,Johnny Lytle,93,88,2
89,The Pain Gets A Little Deeper,Darrow Fletcher,94,89,3
90,Baby Scratch My Back,Slim Harpo,-1,90,1
91,The Rains Came,Sir Douglas Quintet,-1,91,1
92,My Answer,Jimmy McCracklin,-1,92,1
93,Waitin' In Your Welfare Line,Buck Owens,-1,93,1
94,Rib Tip's (Part 1),Andre Williams & His Orch.,-1,94,1
95,Can't You See (You're Losing Me),Mary Wells,98,95,2
96,Because I Love You,Billy Stewart,100,96,2
97,Is It Me?,Barbara Mason,-1,97,1
98,Fly Me To The Moon,Sam & Bill,-1,98,1
99,Don't Forget About Me,Barbara Lewis,-1,99,1
100,Take Me For What I'm Worth,The Searchers,-1,100,1
