pos,title,artist,last_pos,peak_pos,streak,spotify_id
1,One Dance,Drake Featuring WizKid & Kyla,1,1,13,1zi7xx7UVEFkmKfv06H8x0
2,Can't Stop The Feeling!,Justin Timberlake,2,1,8,1WkMMavIMc4JZ8cfMmxHkI
3,Don't Let Me Down,The Chainsmokers Featuring Daya,4,3,20,1i1fxkWeaMmKEB4T7zqbzK
4,Panda,Desiigner,3,1,19,275a9yzwGB6ncAW4SxY7q3
5,This Is What You Came For,Calvin Harris Featuring Rihanna,5,5,9,0azC730Exh71aQlOt9Zj3y
6,Cheap Thrills,Sia Featuring Sean Paul,6,6,20,3S4px9f4lceWdKf0gWciFu
7,Needed Me,Rihanna,8,7,22,1Tt4sE4pXi57mTD1GCzsqm
8,Don't Mind,Kent Jones,9,8,9,27PmvZoffODNFW2p7ehZTQ
9,Ride,twenty one pilots,10,9,16,2Z8WuEywRWYTKe1NybPQEW
10,Work From Home,Fifth Harmony Featuring Ty Dolla $ign,7,4,18,4tCtwWceOPWzenK2HAIJSb
11,I Took A Pill In Ibiza,Mike Posner,11,4,24,1MtUq6Wp1eQ8PC6BbPCj8P
12,Just Like Fire,P!nk,12,10,11,7K5dzhGda2vRTaAWYI3hrb
13,Send My Love (To Your New Lover),Adele,19,13,7,4BHzQ9C00ceJxfG16AlNWb
14,H.O.L.Y.,Florida Georgia Line,17,14,9,0BCy325UZyR9z0t0uxwn2N
15,7 Years,Lukas Graham,13,2,24,5kqIPrATaCc2LqxVWzQGbk
16,Me Too,Meghan Trainor,18,16,7,3KwwE4sgCzMaKWq6QBebmX
17,Dangerous Woman,Ariana Grande,15,8,16,7l94dyN2hX9c6wWcZQuOGJ
18,Heathens,twenty one pilots,14,14,2,6i0V12jOa3mr6uu4WYhUBr
19,Controlla,Drake,20,19,9,4CpKEkdGbOJV51cSvx7SoG
20,Work,Rihanna Featuring Drake,16,1,23,32lmL4vQAAotg6MrJnhlQZ
21,Close,Nick Jonas Featuring Tove Lo,21,14,14,3lSDIJ2abCrOdDJ6pshUap
22,For Free,DJ Khaled Featuring Drake,33,18,4,4JDZl9nKIAhAhDjw753u4X
23,Stressed Out,twenty one pilots,22,2,41,
24,Let It Go,James Bay,23,23,28,13HVjjWUZFaWilh2QUJKsP
25,Lost Boy,Ruth B,24,24,19,4h0zU3O9R5xzuTmNO7dNDU
26,Sorry,Beyonce,32,11,10,4k8Kq3yLE7I7umYfN08YCU
27,Too Good,Drake Featuring Rihanna,27,27,9,3BtuIIrQlkujKPuWF2B85z
28,Love Yourself,Justin Bieber,25,1,33,50kpGaPAhYJ3sGmk6vplg0
29,My House,Flo Rida,26,4,34,6Knv6wdA0luoMUuuoYi2i1
30,All The Way Up,"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared",34,27,14,61QSuw5VlC0LTS8WMO356g
31,Low Life,Future Featuring The Weeknd,31,18,21,7EiZI6JVHllARrX9PUvAdX
32,Sucker For Pain,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",-1,32,1,4dASQiO1Eoo3RJvt74FtXB
33,Never Forget You,Zara Larsson & MNEK,28,13,20,6hmhG1b4LEyNuashVvuIAo
34,Cake By The Ocean,DNCE,29,9,37,76hfruVvmfQbw0eYn1nmeC
35,Never Be Like You,Flume Featuring Kai,35,35,13,5WI2ltQIdwgzf1SNE76JyR
36,Pillowtalk,Zayn,30,1,22,0PDUDa38GO8lMxLCRc4lL1
37,Sorry,Justin Bieber,37,1,36,09CtPGIpYB4BrO8qb1RGsF
38,Treat You Better,Shawn Mendes,50,34,4,3QGsuHI8jO1Rx4JWLUh9jd
39,Cut It,O.T. Genasis Featuring Young Dolph,38,35,19,376KnY4TrgBITxjlnbnmIy
40,All In My Head (Flex),Fifth Harmony Featuring Fetty Wap,78,40,2,7nD9nN3jord9wWcfW3Gkcm
41,"Me, Myself & I",G-Eazy x Bebe Rexha,36,7,35,40YcuQysJ0KlGQTeGUosTC
42,Kill Em With Kindness,Selena Gomez,39,39,5,1QNoKVgA758HFLu3TW2q7R
43,Wicked,Future,41,41,11,6BbINUfGabVyiNFJpQXn3x
44,Oui,Jeremih,40,19,26,0PJIbOdMs3bd5AT8liULMQ
45,Church Bells,Carrie Underwood,43,43,8,67citk3uzWs5qbaIVKTeg8
46,Lights Come On,Jason Aldean,49,43,12,4llYMkhHa1w7UAdDFRQcEZ
47,Into You,Ariana Grande,44,44,7,2meEiZKWkiN28gITzFwQo5
48,Broccoli,D.R.A.M. Featuring Lil Yachty,65,48,3,0qy5D3OJre7SPJNMOL9I71
49,We Don't Talk Anymore,Charlie Puth Featuring Selena Gomez,61,49,4,37FXw5QGFN7uwwsLy8uAc0
50,Really Really,Kevin Gates,46,46,26,10I3CmmwT0BkOVhduDy53o
51,Wasted Time,Keith Urban,57,51,10,13wYXGimJ5fANFu0y2pqG1
52,"Huntin', Fishin' & Lovin' Every Day",Luke Bryan,42,37,14,0dbzWSYpMcRtwjI1S7Pkql
53,Uber Everywhere,MadeinTYO,51,51,13,7zBPzAjKAqQpcv8F8GCq5s
