pos,title,artist,last_pos,peak_pos,streak,spotify_id
1,Closer,The Chainsmokers Featuring Halsey,1,1,5,7BKLCZ1jbUBVqRi2FVlTVw
2,Cold Water,Major Lazer Featuring Justin Bieber & MO,2,2,6,7zsXy7vlHdItvUSH8EwQss
3,Heathens,twenty one pilots,4,3,11,6i0V12jOa3mr6uu4WYhUBr
4,Cheap Thrills,Sia Featuring Sean Paul,3,1,29,3S4px9f4lceWdKf0gWciFu
5,Don't Let Me Down,The Chainsmokers Featuring Daya,7,3,29,1i1fxkWeaMmKEB4T7zqbzK
6,This Is What You Came For,Calvin Harris Featuring Rihanna,6,3,18,0azC730Exh71aQlOt9Zj3y
7,Ride,twenty one pilots,5,5,25,2Z8WuEywRWYTKe1NybPQEW
8,Treat You Better, Shawn Mendes,10,8,13,
9,One Dance,Drake Featuring WizKid & Kyla,8,1,22,1zi7xx7UVEFkmKfv06H8x0
10,Needed Me,Rihanna,11,7,31,1Tt4sE4pXi57mTD1GCzsqm
11,Send My Love (To Your New Lover),Adele,9,9,16,4BHzQ9C00ceJxfG16AlNWb
12,We Don't Talk Anymore,Charlie Puth Featuring Selena Gomez,13,12,13,37FXw5QGFN7uwwsLy8uAc0
13,Let Me Love You,DJ Snake Featuring Justin Bieber,16,12,4,0lYBSQXN6rCTvUZvg9S0lU
14,Can't Stop The Feeling!,Justin Timberlake,12,1,17,1WkMMavIMc4JZ8cfMmxHkI
15,Into You,Ariana Grande,15,13,16,2meEiZKWkiN28gITzFwQo5
16,Too Good,Drake Featuring Rihanna,14,14,18,3BtuIIrQlkujKPuWF2B85z
17,Make Me...,Britney Spears Featuring G-Eazy,58,17,7,0YSJCrlSWF3meRTNCu54WI
18,Broccoli,D.R.A.M. Featuring Lil Yachty,19,18,12,0qy5D3OJre7SPJNMOL9I71
19,Sucker For Pain,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",17,15,10,4dASQiO1Eoo3RJvt74FtXB
20,Gold,Kiiara,20,20,15,6ZSO7kPn8IMJFymyticbJO
21,Luv,Tory Lanez,21,21,10,16Ah4QqH4mgYVXqfC4mdSd
22,For Free,DJ Khaled Featuring Drake,18,13,13,4JDZl9nKIAhAhDjw753u4X
23,I Hate U I Love U,gnash Featuring Olivia O'Brien,25,23,20,7vRriwrloYVaoAe3a9wJHe
24,Never Be Like You,Flume Featuring Kai,23,20,22,5WI2ltQIdwgzf1SNE76JyR
25,Panda,Desiigner,22,1,28,275a9yzwGB6ncAW4SxY7q3
26,Controlla,Drake,24,16,18,4CpKEkdGbOJV51cSvx7SoG
27,Hymn For The Weekend,Coldplay,28,27,14,6s3GEN8wK0OMzzzZbXj0fu
28,"Sit Still, Look Pretty",Daya,29,28,14,0EGuSSpuu9wmHCtvb4PdLO
29,Work From Home,Fifth Harmony Featuring Ty Dolla $ign,26,4,27,4tCtwWceOPWzenK2HAIJSb
30,Just Like Fire,P!nk,27,10,20,7K5dzhGda2vRTaAWYI3hrb
31,Side To Side,Ariana Grande Featuring Nicki Minaj,-1,31,1,1pKeFVVUOPjFsOABub0OaV
32,This Girl,Kungs vs Cookin' On 3 Burners,35,32,6,1A8j067qyiNwQnZT0bzUpZ
33,No Limit,Usher Featuring Young Thug,36,33,10,4DRDMf5vftalExCy0fHbHl
34,H.O.L.Y.,Florida Georgia Line,30,14,18,0BCy325UZyR9z0t0uxwn2N
35,Work,Rihanna Featuring Drake,39,1,32,32lmL4vQAAotg6MrJnhlQZ
36,Mama Said,Lukas Graham,47,36,7,5ArQzSBevAdXTxRY6Ulhbq
37,Stressed Out,twenty one pilots,37,2,50,3CRDbSIZ4r5MsZ0YwxuEkn
38,I Took A Pill In Ibiza,Mike Posner,33,4,33,1MtUq6Wp1eQ8PC6BbPCj8P
39,Me Too,Meghan Trainor,32,13,16,3KwwE4sgCzMaKWq6QBebmX
40,All In My Head (Flex),Fifth Harmony Featuring Fetty Wap,31,24,11,7nD9nN3jord9wWcfW3Gkcm
41,Tiimmy Turner,Desiigner,34,34,6,3NJG6vMH1ZsectZkocMEm0
42,Unsteady,X Ambassadors,40,39,16,7lGKEWMXVWWTt3X71Bv44I
43,Peter Pan,Kelsea Ballerini,42,42,14,2wqXQjOmQ9KoBm9Ssgt4Fo
44,Low Life,Future Featuring The Weeknd,43,18,30,7EiZI6JVHllARrX9PUvAdX
45,Don't Mind,Kent Jones,38,8,18,27PmvZoffODNFW2p7ehZTQ
46,7 Years,Lukas Graham,46,2,33,5kqIPrATaCc2LqxVWzQGbk
47,Cake By The Ocean,DNCE,49,9,46,76hfruVvmfQbw0eYn1nmeC
48,Different For Girls,Dierks Bentley Featuring Elle King,51,48,13,5HJId22hZ2IvFnvNSy6ZbE
49,Starving,Hailee Steinfeld & Grey Featuring Zedd,53,49,5,4Ce37cRWvM1vIGGynKcs22
50,Make You Miss Me,Sam Hunt,45,45,14,0xwPzLmBAYro8BUz7MrtAo
51,Setting The World On Fire,Kenny Chesney Featuring P!nk,54,29,5,7AclP0W2jy6yrbvBiC4prQ
