pos,title,artist,last_pos,peak_pos,streak,spotify_id
1,Closer,The Chainsmokers Featuring Halsey,1,1,9,7BKLCZ1jbUBVqRi2FVlTVw
2,Heathens,twenty one pilots,2,2,15,6i0V12jOa3mr6uu4WYhUBr
3,Starboy,The Weeknd Featuring Daft Punk,40,3,2,7MXVkk9YMctZqd1Srtv4MB
4,Cold Water,Major Lazer Featuring Justin Bieber & MO,3,2,10,7zsXy7vlHdItvUSH8EwQss
5,Let Me Love You,DJ Snake Featuring Justin Bieber,4,4,8,0lYBSQXN6rCTvUZvg9S0lU
6,Treat You Better,Shawn Mendes,6,6,17,3QGsuHI8jO1Rx4JWLUh9jd
7,Cheap Thrills,Sia Featuring Sean Paul,5,1,33,3S4px9f4lceWdKf0gWciFu
8,Broccoli,D.R.A.M. Featuring Lil Yachty,8,8,16,0qy5D3OJre7SPJNMOL9I71
9,Don't Let Me Down,The Chainsmokers Featuring Daya,7,3,33,1i1fxkWeaMmKEB4T7zqbzK
10,This Is What You Came For,Calvin Harris Featuring Rihanna,10,3,22,0azC730Exh71aQlOt9Zj3y
11,We Don't Talk Anymore,Charlie Puth Featuring Selena Gomez,9,9,17,37FXw5QGFN7uwwsLy8uAc0
12,Ride,twenty one pilots,11,5,29,2Z8WuEywRWYTKe1NybPQEW
13,I Hate U I Love U,gnash Featuring Olivia O'Brien,19,13,24,7vRriwrloYVaoAe3a9wJHe
14,One Dance,Drake Featuring WizKid & Kyla,14,1,26,1zi7xx7UVEFkmKfv06H8x0
15,Gold,Kiiara,16,15,19,6ZSO7kPn8IMJFymyticbJO
16,Send My Love (To Your New Lover),Adele,13,8,20,4BHzQ9C00ceJxfG16AlNWb
17,Needed Me,Rihanna,12,7,35,1Tt4sE4pXi57mTD1GCzsqm
18,Too Good,Drake Featuring Rihanna,15,14,22,3BtuIIrQlkujKPuWF2B85z
19,Side To Side,Ariana Grande Featuring Nicki Minaj,18,18,5,1pKeFVVUOPjFsOABub0OaV
20,Can't Stop The Feeling!,Justin Timberlake,17,1,21,1WkMMavIMc4JZ8cfMmxHkI
21,Luv,Tory Lanez,22,19,14,16Ah4QqH4mgYVXqfC4mdSd
22,Sucker For Pain,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",23,15,14,4dASQiO1Eoo3RJvt74FtXB
23,Into You,Ariana Grande,20,13,20,2meEiZKWkiN28gITzFwQo5
24,Starving,Hailee Steinfeld & Grey Featuring Zedd,31,24,9,4Ce37cRWvM1vIGGynKcs22
25,Hymn For The Weekend,Coldplay,25,25,18,6s3GEN8wK0OMzzzZbXj0fu
26,Unsteady,X Ambassadors,27,26,20,7lGKEWMXVWWTt3X71Bv44I
27,My Way,Calvin Harris,24,24,2,1vvNmPOiUuyCbgWmtc6yfm
28,Panda,Desiigner,28,1,32,275a9yzwGB6ncAW4SxY7q3
29,This Girl,Kungs vs Cookin' On 3 Burners,26,26,10,1A8j067qyiNwQnZT0bzUpZ
30,The Greatest,Sia Featuring Kendrick Lamar,34,24,4,7xHWNBFm6ObGEQPaUxHuKO
31,For Free,DJ Khaled Featuring Drake,30,13,17,4JDZl9nKIAhAhDjw753u4X
32,Controlla,Drake,33,16,22,4CpKEkdGbOJV51cSvx7SoG
33,"Sit Still, Look Pretty",Daya,29,28,18,0EGuSSpuu9wmHCtvb4PdLO
34,Forever Country,"Artists Of Then, Now & Forever",21,21,2,3WWVDPjihd1VITBLF10nha
35,No Limit,Usher Featuring Young Thug,32,32,14,4DRDMf5vftalExCy0fHbHl
36,OOOUUU,Young M.A,52,36,5,0D21XvHcVsIvJM6FcGY2BT
37,Setting The World On Fire,Kenny Chesney Featuring P!nk,37,29,9,7AclP0W2jy6yrbvBiC4prQ
38,Just Like Fire,P!nk,38,10,24,7K5dzhGda2vRTaAWYI3hrb
39,Work From Home,Fifth Harmony Featuring Ty Dolla $ign,39,4,31,4tCtwWceOPWzenK2HAIJSb
40,Chill Bill,Rob $tone Featuring J. Davi$ & Spooks,43,40,9,5uDASfU19gDxSjW8cnCaBp
41,Black Beatles,Rae Sremmurd Featuring Gucci Mane,77,41,3,6fujklziTHa8uoM5OQSfIo
42,Low Life,Future Featuring The Weeknd,44,18,34,7EiZI6JVHllARrX9PUvAdX
43,Tiimmy Turner,Desiigner,35,34,10,3NJG6vMH1ZsectZkocMEm0
44,It Don't Hurt Like It Used To,Billy Currington,53,44,10,0iA1unTbTbDOWUSlbwJ1pS
45,Work,Rihanna Featuring Drake,41,1,36,32lmL4vQAAotg6MrJnhlQZ
46,I Took A Pill In Ibiza,Mike Posner,45,4,37,1MtUq6Wp1eQ8PC6BbPCj8P
47,In The Name Of Love,Martin Garrix & Bebe Rexha,49,47,7,23L5CiUhw2jV1OIMwthR3S
48,Never Be Like You,Flume Featuring Kai,36,20,26,5WI2ltQIdwgzf1SNE76JyR
49,Pick Up The Phone,Young Thug And Travis Scott Featuring Quavo,50,43,7,20dP2DaMHIAmwWAbp7peSr
50,H.O.L.Y.,Florida Georgia Line,47,14,22,0BCy325UZyR9z0t0uxwn2N
51,Scars To Your Beautiful,Alessia Cara,58,51,5,0prNGof3XqfTvNDxHonvdK
52,Caroline,Amine,65,52,4,5hTpBe8h35rJ67eAWHQsJx
53,Blue Ain't Your Color,Keith Urban,60,53,3,6wycnu8FWXsj68ig7BEot9
54,No Problem,Chance The Rapper Featuring Lil Wayne & 2 Chainz,55,54,19,0v9Wz8o0BT8DU38R4ddjeH
55,Different For Girls,Dierks Bentley Featuring Elle King,48,42,17,5HJId22hZ2IvFnvNSy6ZbE
56,Middle Of A Memory,Cole Swindell,59,56,10,38gZVjeaeR3gcnCzziAxBm
57,Father Stretch My Hands Pt. 1,Kanye West,56,37,21,4KW1lqgSr8TKrvBII0Brf8
58,Fade,Kanye West,62,47,4,3cCxoOgfi6hgt8MNteuiiD
59,Perfect Illusion,Lady Gaga,42,15,3,56ZrTFkANjeAMiS14njg4E
60,I Met A Girl,William Michael Morgan,67,60,6,4WtkYdCG4n80h08Ep5SmDI
61,Move,Luke Bryan,71,61,6,6qoH2pKeEibNUG1pnJIjmZ
62,1 Night,Lil Yachty,70,62,8,40yJGQyEaBbIkXpwMFkXip
63,This Town,Niall Horan,-1,63,1,5dTJMpqiELczVuHJP3OAEu
64,Vice,Miranda Lambert,69,47,11,4Qtw0HNKSbIRT5sWUnbRXc
65,May We All,Florida Georgia Line Featuring Tim McGraw,74,56,5,498ZVInMGDkmmNVpSWqHiZ
66,Money Longer,Lil Uzi Vert,61,54,16,
67,Rock On,Tucker Beathard,64,64,7,
68,Mercy,Shawn Mendes,-1,68,2,0AS63m1wHv9n4VVRizK6Hc
69,Peter Pan,Kelsea Ballerini,54,35,18,2wqXQjOmQ9KoBm9Ssgt4Fo
70,Come And See Me,PARTYNEXTDOOR Featuring Drake,76,65,13,1wZqJM5FGDEl3FjHDxDyQd
71,A Little More Summertime,Jason Aldean,75,69,4,3esPcn43N0CytAtcY9V30C
72,I Know Somebody,LOCASH,79,72,5,6pyshZbArprWRBXLbYVPO9
73,Mama Said,Lukas Graham,51,36,11,5ArQzSBevAdXTxRY6Ulhbq
74,You & Me,Marc E. Bassy Featuring G-Eazy,68,58,12,52qH79XktzCUPkN0dlRbUs
75,Me Too,Meghan Trainor,66,13,20,3KwwE4sgCzMaKWq6QBebmX
76,Sleep Without You,Brett Young,81,76,3,6zkHymyoD3tIqV7RwCAYUw
77,All In My Head (Flex),Fifth Harmony Featuring Fetty Wap,63,24,15,7nD9nN3jord9wWcfW3Gkcm
78,X,21 Savage & Metro Boomin Featuring Future,84,78,3,6fwdbPMwP1zVStm8FybmkO
79,Too Much Sauce,DJ ESCO Featuring Future & Lil Uzi Vert,85,79,6,5oyUurs28XRagLa8lgm6V3
80,Make You Miss Me,Sam Hunt,72,45,18,0xwPzLmBAYro8BUz7MrtAo
81,I Got The Keys,DJ Khaled Featuring Jay Z & Future,73,30,14,51Nwg5wCDDiqcTntgJUlLo
82,Do You Mind,"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross",88,82,8,4VJ7mnW4wjjIgPBM6KWvPu
83,THat Part,ScHoolboy Q Featuring Kanye West,78,40,17,2yJ9GVCLMmzBBfQAnfzlwr
84,"Wat U Mean (Aye, Aye, Aye)",Dae Dae,83,66,11,4riiAdWWB9qw9cJkfSWQfe
85,You Was Right,Lil Uzi Vert,93,85,12,2ANLarE8yHVsLWW21nj79M
86,Key To The Streets,YFN Lucci Featuring Migos & Trouble,87,86,2,23SryQFx36SXmuAj7tXxec
87,Hold Up,Beyonce,89,13,9,
88,Gangsta,Kehlani,82,41,8,1W7zkKgRv9mrLbfdQ8XyH3
89,HandClap,Fitz And The Tantrums,-1,89,1,4qRaZYiaOsSvWC7VgcxrI0
90,Why You Always Hatin?,YG Featuring Drake & Kamaiyah,86,62,15,39hnH8WdPmNT3Q3yzwC9Rg
91,Goosebumps,Travis Scott,97,91,3,6gBFPUFcJLzWGx4lenP6h2
92,Song For Another Time,Old Dominion,-1,92,1,7px4t7HGiuMUvFkEOpZEwp
93,Wishing,"DJ Drama Featuring Chris Brown, Skeme & Lyquin",95,91,7,3CBjt0dsLlaz9h2OodDYAW
94,Capsize,Frenship & Emily Warren,-1,94,1,2XMTqoHHSH0lvuXrvIEdco
95,CRZY,Kehlani,-1,95,1,6Dwtha2FtZFoMEBh5GR2sq
96,Purple Lamborghini,Skrillex & Rick Ross,90,33,10,6JyuJFedEvPmdWQW0PkbGJ
97,With You Tonight / Hasta El Amanecer,Nicky Jam,94,73,19,2GICtNjlmq5w1XIQ9s0D9y
98,Cool Girl,Tove Lo,-1,84,4,3tJ4y2Zqx6gM9xOAuFfsSF
99,You Look Like I Need A Drink,Justin Moore,80,79,8,1TGJxtVHgPHKVt6K7sPn1T
100,No Shopping,French Montana Featuring Drake,98,36,11,0Di26AbdtizzHkFstPyt7A
