pos,title,artist,last_pos,peak_pos,streak,spotify_id
61,Sleep Without You,Brett Young,68,61,6,6zkHymyoD3tIqV7RwCAYUw
62,It Don't Hurt Like It Used To,Billy Currington,53,44,13,0iA1unTbTbDOWUSlbwJ1pS
63,Too Much Sauce,DJ ESCO Featuring Future & Lil Uzi Vert,66,63,9,5oyUurs28XRagLa8lgm6V3
64,Fade,Kanye West,64,47,7,3cCxoOgfi6hgt8MNteuiiD
65,This Town,Niall Horan,54,25,4,5dTJMpqiELczVuHJP3OAEu
66,Vice,Miranda Lambert,67,47,14,4Qtw0HNKSbIRT5sWUnbRXc
67,HandClap,Fitz And The Tantrums,80,67,4,4qRaZYiaOsSvWC7VgcxrI0
68,False Alarm,The Weeknd,-1,63,2,4oeaIftdpT3JuZLcCkKmVE
69,Song For Another Time,Old Dominion,81,69,4,7px4t7HGiuMUvFkEOpZEwp
70,Key To The Streets,YFN Lucci Featuring Migos & Trouble,74,70,5,23SryQFx36SXmuAj7tXxec
71,You Was Right,Lil Uzi Vert,73,71,15,2ANLarE8yHVsLWW21nj79M
72,Blow Your Mind (Mwah),Dua Lipa,-1,72,1,7kJlTKjNZVT26iwiDUVhRm
73,Dirty Laundry,Carrie Underwood,-1,73,1,5qRRiqndqXaq2QBudIrkYU
74,Fresh Eyes,Andy Grammer,84,74,3,4nMlau89VAjmV7agkl7OY3
75,This Girl,Kungs vs Cookin' On 3 Burners,65,26,13,1A8j067qyiNwQnZT0bzUpZ
76,Wanna Be That Song,Brett Eldredge,93,76,3,
77,Wishing,"DJ Drama Featuring Chris Brown, Skeme & Lyquin",79,77,10,3CBjt0dsLlaz9h2OodDYAW
78,Capsize,Frenship & Emily Warren,91,78,4,2XMTqoHHSH0lvuXrvIEdco
79,All Eyez,The Game Featuring Jeremih,-1,79,2,3JEzGRDUsozrehZTq3dKE8
80,Bad Things,Machine Gun Kelly x Camila Cabello,-1,80,1,1KzGj3xvi9IiY05kBlkm2G
81,"Wat U Mean (Aye, Aye, Aye)",Dae Dae,86,66,14,4riiAdWWB9qw9cJkfSWQfe
82,Hold Up,Beyonce,83,13,12,
83,Different For Girls,Dierks Bentley Featuring Elle King,75,42,20,5HJId22hZ2IvFnvNSy6ZbE
84,Mercy,Shawn Mendes,89,68,5,0AS63m1wHv9n4VVRizK6Hc
85,Ain't My Fault,Zara Larsson,85,85,2,0ADG9OgdVTL7fgREP75BrZ
86,THat Part,ScHoolboy Q Featuring Kanye West,92,40,20,2yJ9GVCLMmzBBfQAnfzlwr
87,CRZY,Kehlani,90,85,4,6Dwtha2FtZFoMEBh5GR2sq
88,Why You Always Hatin?,YG Featuring Drake & Kamaiyah,-1,62,17,39hnH8WdPmNT3Q3yzwC9Rg
89,All In My Head (Flex),Fifth Harmony Featuring Fetty Wap,88,24,18,7nD9nN3jord9wWcfW3Gkcm
90,Gangsta,Kehlani,100,41,11,1W7zkKgRv9mrLbfdQ8XyH3
91,Rock On,Tucker Beathard,69,62,10,
92,You & Me,Marc E. Bassy Featuring G-Eazy,87,58,15,52qH79XktzCUPkN0dlRbUs
93,Alone,Marshmello,-1,93,1,12mGwph2YzDIlChtq3EdXP
94,I Met A Girl,William Michael Morgan,78,60,9,4WtkYdCG4n80h08Ep5SmDI
95,80s Mercedes,Maren Morris,-1,95,1,58spuRyMUsjKHQHEGwLC99
96,I Got The Keys,DJ Khaled Featuring Jay Z & Future,98,30,17,51Nwg5wCDDiqcTntgJUlLo
97,Lockjaw,French Montana Featuring Kodak Black,-1,73,12,7iaw359G2XT14uTfV9feip
98,My Sh*t,A Boogie Wit da Hoodie,-1,98,1,
99,How I'll Always Be,Tim McGraw,-1,99,1,2ZekuYUoEIBrUwHOY0gcgB
100,Goosebumps,Travis Scott,-1,91,5,6gBFPUFcJLzWGx4lenP6h2
