pos,title,artist,last_pos,peak_pos,streak,spotify_id
1,Closer,The Chainsmokers Featuring Halsey,1,1,12,7BKLCZ1jbUBVqRi2FVlTVw
2,Starboy,The Weeknd Featuring Daft Punk,2,2,5,7MXVkk9YMctZqd1Srtv4MB
3,Heathens,twenty one pilots,3,2,18,6i0V12jOa3mr6uu4WYhUBr
4,Let Me Love You,DJ Snake Featuring Justin Bieber,4,4,11,0lYBSQXN6rCTvUZvg9S0lU
5,Broccoli,D.R.A.M. Featuring Lil Yachty,6,5,19,0qy5D3OJre7SPJNMOL9I71
6,24K Magic,Bruno Mars,5,5,2,6b8Be6ljOzmkOmFslEb23P
7,Cold Water,Major Lazer Featuring Justin Bieber & MO,7,2,13,7zsXy7vlHdItvUSH8EwQss
8,Side To Side,Ariana Grande Featuring Nicki Minaj,10,8,8,1pKeFVVUOPjFsOABub0OaV
9,Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar,56,9,2,3PGdPUMdUg7a3Tgr5gkfKK
10,Treat You Better,Shawn Mendes,8,6,20,3QGsuHI8jO1Rx4JWLUh9jd
11,I Hate U I Love U,gnash Featuring Olivia O'Brien,12,10,27,7vRriwrloYVaoAe3a9wJHe
12,Cheap Thrills,Sia Featuring Sean Paul,9,1,36,3S4px9f4lceWdKf0gWciFu
13,Juju On That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall,11,11,4,1lItf5ZXJc1by9SbPeljFd
14,Gold,Kiiara,15,13,22,6ZSO7kPn8IMJFymyticbJO
15,Don't Let Me Down,The Chainsmokers Featuring Daya,13,3,36,1i1fxkWeaMmKEB4T7zqbzK
16,Ride,twenty one pilots,16,5,32,2Z8WuEywRWYTKe1NybPQEW
17,This Is What You Came For,Calvin Harris Featuring Rihanna,14,3,25,0azC730Exh71aQlOt9Zj3y
18,Starving,Hailee Steinfeld & Grey Featuring Zedd,20,18,12,4Ce37cRWvM1vIGGynKcs22
19,Can't Stop The Feeling!,Justin Timberlake,22,1,24,1WkMMavIMc4JZ8cfMmxHkI
20,Luv,Tory Lanez,21,19,17,16Ah4QqH4mgYVXqfC4mdSd
21,OOOUUU,Young M.A,28,21,8,0D21XvHcVsIvJM6FcGY2BT
22,Black Beatles,Rae Sremmurd Featuring Gucci Mane,33,22,6,6fujklziTHa8uoM5OQSfIo
23,One Dance,Drake Featuring WizKid & Kyla,17,1,29,1zi7xx7UVEFkmKfv06H8x0
24,Send My Love (To Your New Lover),Adele,19,8,23,4BHzQ9C00ceJxfG16AlNWb
25,The Greatest,Sia Featuring Kendrick Lamar,25,24,7,7xHWNBFm6ObGEQPaUxHuKO
26,Needed Me,Rihanna,18,7,38,1Tt4sE4pXi57mTD1GCzsqm
27,Sucker For Pain,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",23,15,17,4dASQiO1Eoo3RJvt74FtXB
28,Too Good,Drake Featuring Rihanna,24,14,25,3BtuIIrQlkujKPuWF2B85z
29,We Don't Talk Anymore,Charlie Puth Featuring Selena Gomez,26,9,20,37FXw5QGFN7uwwsLy8uAc0
30,Unsteady,X Ambassadors,29,26,23,7lGKEWMXVWWTt3X71Bv44I
31,Hymn For The Weekend,Coldplay,27,25,21,6s3GEN8wK0OMzzzZbXj0fu
32,Caroline,Amine,35,32,7,5hTpBe8h35rJ67eAWHQsJx
33,"Sit Still, Look Pretty",Daya,31,28,21,0EGuSSpuu9wmHCtvb4PdLO
34,Tiimmy Turner,Desiigner,37,34,13,3NJG6vMH1ZsectZkocMEm0
35,My Way,Calvin Harris,30,24,5,1vvNmPOiUuyCbgWmtc6yfm
36,Scars To Your Beautiful,Alessia Cara,42,36,8,0prNGof3XqfTvNDxHonvdK
37,Setting The World On Fire,Kenny Chesney Featuring P!nk,36,29,12,7AclP0W2jy6yrbvBiC4prQ
38,Panda,Desiigner,32,1,35,275a9yzwGB6ncAW4SxY7q3
39,Chill Bill,Rob $tone Featuring J. Davi$ & Spooks,44,39,12,5uDASfU19gDxSjW8cnCaBp
40,Blue Ain't Your Color,Keith Urban,40,40,6,6wycnu8FWXsj68ig7BEot9
41,Into You,Ariana Grande,34,13,23,2meEiZKWkiN28gITzFwQo5
42,In The Name Of Love,Martin Garrix & Bebe Rexha,39,39,10,23L5CiUhw2jV1OIMwthR3S
43,No Problem,Chance The Rapper Featuring Lil Wayne & 2 Chainz,49,43,22,0v9Wz8o0BT8DU38R4ddjeH
44,All We Know,The Chainsmokers Featuring Phoebe Ryan,38,18,3,2rizacJSyD9S1IQUxUxnsK
45,Controlla,Drake ,43,16,25,4CpKEkdGbOJV51cSvx7SoG
46,Middle Of A Memory,Cole Swindell,51,46,13,38gZVjeaeR3gcnCzziAxBm
47,For Free,DJ Khaled Featuring Drake,41,13,20,4JDZl9nKIAhAhDjw753u4X
48,No Limit,Usher Featuring Young Thug,45,32,17,4DRDMf5vftalExCy0fHbHl
49,Work From Home,Fifth Harmony Featuring Ty Dolla $ign,46,4,34,4tCtwWceOPWzenK2HAIJSb
50,May We All,Florida Georgia Line Featuring Tim McGraw,59,50,8,498ZVInMGDkmmNVpSWqHiZ
51,Pick Up The Phone,Young Thug And Travis Scott Featuring Quavo,47,43,10,20dP2DaMHIAmwWAbp7peSr
52,1 Night,Lil Yachty,57,52,11,40yJGQyEaBbIkXpwMFkXip
53,Move,Luke Bryan,58,53,9,6qoH2pKeEibNUG1pnJIjmZ
54,X,21 Savage & Metro Boomin Featuring Future,71,54,6,6fwdbPMwP1zVStm8FybmkO
55,Do You Mind,"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross",48,48,11,4VJ7mnW4wjjIgPBM6KWvPu
56,I Know Somebody,LOCASH,52,52,8,6pyshZbArprWRBXLbYVPO9
57,A Little More Summertime,Jason Aldean,63,57,7,3esPcn43N0CytAtcY9V30C
58,Money Longer,Lil Uzi Vert,72,54,19,0B8QzDH7YWih85V5SEMnyJ
59,All Time Low,Jon Bellion,82,59,2,0SuLAslEMFZAXf0SwY7syi
60,Come And See Me,PARTYNEXTDOOR Featuring Drake,62,60,16,1wZqJM5FGDEl3FjHDxDyQd
