pos,title,artist,last_pos,peak_pos,streak,spotify_id
1,Work,Rihanna Featuring Drake,1,1,5,32lmL4vQAAotg6MrJnhlQZ
2,Love Yourself,Justin Bieber,2,1,15,50kpGaPAhYJ3sGmk6vplg0
3,Stressed Out,twenty one pilots,3,2,23,3CRDbSIZ4r5MsZ0YwxuEkn
4,Sorry,Justin Bieber,4,1,18,09CtPGIpYB4BrO8qb1RGsF
5,My House,Flo Rida,5,5,16,6Knv6wdA0luoMUuuoYi2i1
6,Pillowtalk,Zayn,6,1,4,0PDUDa38GO8lMxLCRc4lL1
7,"Me, Myself & I",G-Eazy x Bebe Rexha,8,7,17,40YcuQysJ0KlGQTeGUosTC
8,Hello,Adele,7,1,18,4sPmO7WMQUAf45kwMOtONw
9,Cake By The Ocean,DNCE,10,9,19,76hfruVvmfQbw0eYn1nmeC
10,Roses,The Chainsmokers Featuring Rozes,9,6,19,3vv9phIu6Y1vX3jcqaGz5Z
11,Hands To Myself,Selena Gomez,11,7,12,1LoriJC05IrHIDwj3q0KC1
12,7 Years,Lukas Graham,20,12,6,5kqIPrATaCc2LqxVWzQGbk
13,Down In The DM,Yo Gotti Featuring Nicki Minaj,18,13,13,1LxKKYsJNPeBdOwdudsJzv
14,One Call Away,Charlie Puth,12,12,13,7soJgKhQTO8hLP2JPRkL5O
15,I Took A Pill In Ibiza,Mike Posner,24,15,6,1MtUq6Wp1eQ8PC6BbPCj8P
16,Stitches, Shawn Mendes,13,4,40,5jsw9uXEGuKyJzs0boZ1bT
17,Don't,Bryson Tiller,16,13,22,3pXF1nA74528Edde4of9CC
18,When We Were Young,Adele,14,14,14,7IWkJwX9C0J7tHurTD7ViL
19,In The Night,The Weeknd,15,12,16,25KybV9BOUlvcnv7nN3Pyo
20,Same Old Love,Selena Gomez,17,5,24,1BZG99C7Co1r6QUC3zaS59
21,Hotline Bling,Drake,19,2,30,0wwPcA6wtMf6HUMpIRdeP7
22,The Hills,The Weeknd,27,1,40,7fBv7CLKzipRk6EC6TWHOB
23,Hide Away,Daya,26,23,23,0uyZ5ckiIUbFZd3P6RWmrj
24,Jumpman,Drake & Future,23,12,23,27GmP9AWRs744SzKcpJsTZ
25,What Do You Mean?,Justin Bieber,25,1,26,4B0JvthVoAAuygILe3n4Bs
26,Here,Alessia Cara,21,5,30,1wYZZtamWTQAoj8B812uKQ
27,Say It,Tory Lanez,30,23,19,2Gyc6e2cLxA5hoX1NOvYnU
28,Oui,Jeremih,45,28,8,0PJIbOdMs3bd5AT8liULMQ
29,2 Phones,Kevin Gates,40,29,8,0wdKiSBUT7aZkXUIdJWcwC
30,679,Fetty Wap Featuring Remy Boyz,34,4,35,5NQbUaeTEOGdD6hHcre0dZ
31,Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend,29,8,34,2YlZnw2ikdb837oKMKjBkW
32,Summer Sixteen,Drake,31,6,4,17Q87zeXgsAi9iQQbMu9v0
