pos,title,artist,last_pos,peak_pos,streak,spotify_id
1,Shape Of You,Ed Sheeran,2,1,4,7qiZfU4dY1lWllzX7mPBI3
2,Bad And Boujee,Migos Featuring Lil Uzi Vert,1,1,12,4Km5HrUvYTaSUfiSGPJeQR
3,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift,5,3,8,2y5aJvzXhHPA94U5GFAcXe
4,Bad Things,Machine Gun Kelly x Camila Cabello,4,4,14,1KzGj3xvi9IiY05kBlkm2G
5,Closer,The Chainsmokers Featuring Halsey,3,1,27,7BKLCZ1jbUBVqRi2FVlTVw
6,Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar,7,6,17,3PGdPUMdUg7a3Tgr5gkfKK
7,Starboy,The Weeknd Featuring Daft Punk,8,1,20,
8,Fake Love,Drake,9,8,15,343YBumqHu19cGoGARUTsd
9,Black Beatles,Rae Sremmurd Featuring Gucci Mane,6,1,21,6fujklziTHa8uoM5OQSfIo
10,Scars To Your Beautiful,Alessia Cara,10,10,23,0prNGof3XqfTvNDxHonvdK
11,Paris,The Chainsmokers,13,7,3,15vzANxN8G9wWfwAJLLMCg
12,24K Magic,Bruno Mars,11,4,17,6b8Be6ljOzmkOmFslEb23P
13,Side To Side,Ariana Grande Featuring Nicki Minaj,12,4,23,1pKeFVVUOPjFsOABub0OaV
14,Love On The Brain, Rihanna,14,14,16,2aksifNn5ph8igDOkPBA02
15,Bounce Back,Big Sean,15,15,13,0SGkqnVQo9KPytSri1H6cF
16,I Feel It Coming,The Weeknd Featuring Daft Punk,18,16,11,3dhjNA0jGA8vHBQ1VdD6vV
17,Caroline,Amine,17,11,22,5hTpBe8h35rJ67eAWHQsJx
18,Let Me Love You,DJ Snake Featuring Justin Bieber,16,4,26,0lYBSQXN6rCTvUZvg9S0lU
19,T-Shirt,Migos,37,19,3,7KOlJ92bu51cltsD9KU5I7
20,All Time Low,Jon Bellion,19,16,17,0SuLAslEMFZAXf0SwY7syi
21,Mercy,Shawn Mendes,21,17,20,0AS63m1wHv9n4VVRizK6Hc
22,Can't Stop The Feeling!, Justin Timberlake,23,1,39,1WkMMavIMc4JZ8cfMmxHkI
23,Heathens,twenty one pilots,22,2,33,6i0V12jOa3mr6uu4WYhUBr
24,Rockabye,Clean Bandit Featuring Sean Paul & Anne-Marie,32,24,9,5knuzwU65gJK7IF5yJsuaW
25,This Town,Niall Horan,24,20,19,5dTJMpqiELczVuHJP3OAEu
26,Starving,Hailee Steinfeld & Grey Featuring Zedd,20,12,27,4Ce37cRWvM1vIGGynKcs22
27,iSpy,KYLE Featuring Lil Yachty,29,27,6,2EEeOnHehOozLq4aS0n6SL
28,Water Under The Bridge,Adele,26,26,13,4vb4mFvYsr2h6enhjJsq9Y
29,Say You Won't Let Go,James Arthur,31,29,15,5uCax9HTNlzGybIStD3vDh
30,Cheap Thrills,Sia Featuring Sean Paul,27,1,51,3S4px9f4lceWdKf0gWciFu
31,Broccoli,D.R.A.M. Featuring Lil Yachty,25,5,34,0qy5D3OJre7SPJNMOL9I71
32,Treat You Better,Shawn Mendes,28,6,35,3QGsuHI8jO1Rx4JWLUh9jd
33,Juju On That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall,30,5,19,1lItf5ZXJc1by9SbPeljFd
34,Better Man,Little Big Town,35,34,14,0jMikeoKkkSOby4ofddqYs
35,Love Me Now,John Legend,33,23,15,6hdkw1wzhIRYPlYDUtCY5m
36,Don't Let Me Down,The Chainsmokers Featuring Daya,34,3,51,1i1fxkWeaMmKEB4T7zqbzK
37,Down,Marian Hill,52,37,3,5eCkuGPZNl4mISFNPgr3Dd
38,Body Like A Back Road,Sam Hunt,-1,38,1,7mldq42yDuxiUNn08nvzHO
39,Congratulations,Post Malone Featuring Quavo,58,39,6,3a1lNhkSLSkpJE4MSHpDu9
40,The Greatest,Sia Featuring Kendrick Lamar,38,18,22,7xHWNBFm6ObGEQPaUxHuKO
41,Play That Song,Train,60,41,10,77hjM9bMmgfTGJXv14UFmi
42,Blue Ain't Your Color,Keith Urban,36,24,21,6wycnu8FWXsj68ig7BEot9
43,Dirt On My Boots,Jon Pardi,44,43,9,7f08qp3HROTkfrtNpiYGGo
44,Party,Chris Brown Featuring Usher & Gucci Mane,40,40,7,05Z7jet4VDNVgNQWcYHnrk
45,Star Of The Show,Thomas Rhett,45,45,14,63OQWdXMq0Pe6pRpWY5gO0
46,Make Me (Cry),Noah Cyrus Featuring Labrinth,57,46,8,2BrzlUj1u1CtvaJDGIKpsP
47,Deja Vu,J. Cole,46,7,8,6I6NX6tjGsxFAsIfGzY9lJ
48,Slippery,Migos Featuring Gucci Mane,-1,48,1,6p8NuHm8uCGnn2Dtbtf7zE
49,X,21 Savage & Metro Boomin Featuring Future,41,36,21,6fwdbPMwP1zVStm8FybmkO
50,Castle On The Hill,Ed Sheeran,39,6,4,6PCUP3dWmTjcTtXY02oFdT
51,Both,Gucci Mane Featuring Drake,49,41,7,5tFep7dXGd7vEJ668wTPux
52,A Guy With A Girl,Blake Shelton,42,42,12,5sjIhQzNljMVrDklI91ezp
53,HandClap,Fitz And The Tantrums,53,53,19,4qRaZYiaOsSvWC7VgcxrI0
54,Used To This,Future Featuring Drake,47,14,13,3V8sM5OOG6YfDuDLa2IIYJ
55,Party Monster,The Weeknd,50,16,11,4F7A0DXBrmUAkp32uenhZt
56,Seein' Red,Dustin Lynch,55,55,6,7pxhKtuTwofDIdgHx2DcVK
57,That's What I Like,Bruno Mars,82,57,3,0KKkJNfGyhkQ5aFogxQAPU
58,Kelly Price,Migos Featuring Travis Scott,-1,58,1,204U3zjm9kkzX25Pr4Rdld
59,I Got You,Bebe Rexha,56,53,5,6DOBk1Pxe7q8YFI9Ozbrb3
60,Location,Khalid,64,60,4,152lZdxL1OR0ZMW6KquMif
61,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,77,61,3,6rPO02ozF3bM7NnOV4h6s2
62,Call Casting,Migos,-1,62,1,0jOfl1nZf6sVBTG08Q4brn
63,Way Down We Go,Kaleo,54,54,6,0y1QJc3SJVPKJ1OvFmFqe6
64,Issues,Julia Michaels,87,64,2,7vu0JkJh0ldukEYbTVcqd0
65,Chantaje,Shakira Featuring Maluma,59,51,12,6mICuAdrwEjh6Y6lroV2Kg
66,Run Up,Major Lazer Featuring PARTYNEXTDOOR & Nicki Minaj,-1,66,1,0SujigeT7cxuxBfhN3eOcp
67,Goosebumps,Travis Scott,51,51,13,6gBFPUFcJLzWGx4lenP6h2
68,Think A Little Less,Michael Ray,62,62,6,4JjIIBNoho0V2gZjH4nEzR
69,The Weekend,Brantley Gilbert,79,69,5,48tAdjG4ng2JfECa7OQujk
70,Sober Saturday Night,Chris Young Featuring Vince Gill,63,63,5,081t95JRuDUrQYSS3h8iKk
71,I'm Better,Missy Elliott Featuring Lamb,-1,71,1,2Kf9fwIOwZwd6Aw7OxfkF0
72,Get Right Witcha,Migos,-1,72,1,76Y0gxtTxN0FyDCYh5qYQj
73,No Heart,21 Savage & Metro Boomin,61,43,15,4gmmRb6bZJffOOiww1JGTO
74,Moves,Big Sean,72,62,6,0Fv5N0cHBsl4bzCbollCAS
75,How Far I'll Go,Auli'i Cravalho,65,41,10,6mb6lVLNrcUgLnEN8QnDJd
76,Swang,Rae Sremmurd,75,61,7,6mapJIPnQ23RTAevUoE0DL
77,How Far I'll Go,Alessia Cara,68,56,9,5EbX5xL3O2xT8FxCpYzgUO
78,Selfish,PnB Rock,67,51,13,2xbI8Vmyv3TkpTdywpPyNw
79,Kill A Word,Eric Church Featuring Rhiannon Giddens,71,71,8,0ipcmHor30Y8p6hCd8QUVq
80,Road Less Traveled,Lauren Alaina,86,80,2,4nxgA1nvXvTkmsBY0vJV57
81,Today,Brad Paisley,74,70,5,1IO13V09b01gLSbmZJZ9dM
82,Call On Me,Starley,88,79,5,2L6orAlH8tBhiFTumIfMyF
83,Not Nice,PARTYNEXTDOOR,83,83,3,4STaHtfguDMkWbPEo6Fwcx
84,If The Boot Fits,Granger Smith,80,80,3,1LZNdHSaGjV2S9q8BrZwnh
85,Wanna Be That Song,Brett Eldredge,69,46,18,
86,Fast,Luke Bryan,81,81,2,2gYiCTytrSRtuaHP1Nac6u
87,Guys My Age,Hey Violet,84,84,2,0Xm8tw6qikotb8FAOZ2ks7
88,Scared To Be Lonely,Martin Garrix & Dua Lipa,-1,88,1,3ebXMykcMXOcLeJ9xZ17XH
89,80s Mercedes,Maren Morris,78,74,12,58spuRyMUsjKHQHEGwLC99
90,Dirty Laundry,Carrie Underwood,66,48,16,5qRRiqndqXaq2QBudIrkYU
91,Fresh Eyes,Andy Grammer,70,59,18,4nMlau89VAjmV7agkl7OY3
92,OTW,DJ Luke Nasty,73,71,7,5qi7piHIt9zwTYYBnIvfNZ
93,Culture,Migos Featuring DJ Khaled,-1,93,1,0Rp0bpWLnQMHXJ6m5y3tps
94,Redbone,Childish Gambino,76,48,10,3kxfsdsCpFgN412fpnW85Y
95,Any Ol' Barstool,Jason Aldean,93,93,2,4T5Z4mbTe7kuGqgLpaRtTh
96,Sex With Me,Rihanna,85,83,14,6WAxKNbZoGNzQTIvdMqkFs
97,Black,Dierks Bentley,90,90,3,2lFtnEmkIPm2ClN55e2chV
98,Alone,Marshmello,89,60,10,12mGwph2YzDIlChtq3EdXP
99,El Amante,Nicky Jam,-1,99,1,3umS4y3uQDkqekNjVpiRUs
100,Some Kind Of Drug,G-Eazy Featuring Marc E. Bassy,-1,100,1,1Bqxj0aH5KewYHKUg1IdrF
