pos,title,artist,last_pos,peak_pos,streak,spotify_id
1,Panda,Desiigner,2,1,9,275a9yzwGB6ncAW4SxY7q3
2,7 Years,Lukas Graham,3,2,14,5kqIPrATaCc2LqxVWzQGbk
3,One Dance,Drake Featuring WizKid & Kyla,13,3,3,1zi7xx7UVEFkmKfv06H8x0
4,Work,Rihanna Featuring Drake,1,1,13,32lmL4vQAAotg6MrJnhlQZ
5,I Took A Pill In Ibiza,Mike Posner,6,5,14,1MtUq6Wp1eQ8PC6BbPCj8P
6,Work From Home,Fifth Harmony Featuring Ty Dolla $ign,7,6,8,4tCtwWceOPWzenK2HAIJSb
7,No,Meghan Trainor,4,3,7,0l0CvurVUrr2w3Jj1hOVFc
8,Pillowtalk,Zayn,5,1,12,0PDUDa38GO8lMxLCRc4lL1
9,Love Yourself,Justin Bieber,8,1,23,50kpGaPAhYJ3sGmk6vplg0
10,"Me, Myself & I",G-Eazy x Bebe Rexha,10,7,25,40YcuQysJ0KlGQTeGUosTC
11,Cake By The Ocean,DNCE,9,9,27,76hfruVvmfQbw0eYn1nmeC
12,My House,Flo Rida,12,4,24,6Knv6wdA0luoMUuuoYi2i1
13,Stressed Out,twenty one pilots,11,2,31,3CRDbSIZ4r5MsZ0YwxuEkn
14,Don't Let Me Down,The Chainsmokers Featuring Daya,17,14,10,1i1fxkWeaMmKEB4T7zqbzK
15,Dangerous Woman,Ariana Grande,14,10,6,7l94dyN2hX9c6wWcZQuOGJ
16,Never Forget You,Zara Larsson & MNEK,15,15,10,6hmhG1b4LEyNuashVvuIAo
17,Purple Rain,Prince And The Revolution,-1,2,17,54X78diSLoUDI3joC2bjMz
18,Low Life,Future Featuring The Weeknd,21,18,11,7EiZI6JVHllARrX9PUvAdX
19,2 Phones,Kevin Gates,18,17,16,0wdKiSBUT7aZkXUIdJWcwC
20,When Doves Cry,Prince,-1,1,22,51H2y6YrNNXcy3dfc3qSbA
21,Sorry,Justin Bieber,16,1,26,09CtPGIpYB4BrO8qb1RGsF
22,Oui,Jeremih,20,19,16,0PJIbOdMs3bd5AT8liULMQ
23,Needed Me,Rihanna,33,23,12,1Tt4sE4pXi57mTD1GCzsqm
24,Middle,DJ Snake Featuring Bipolar Sunshine,22,20,14,0g5EKLgdKvNlln7TNqBByK
25,Pop Style,Drake Featuring The Throne,19,16,3,5mPSyjLatqB00IkPqRlbTE
26,Close,Nick Jonas Featuring Tove Lo,29,26,4,3lSDIJ2abCrOdDJ6pshUap
27,One Call Away,Charlie Puth,23,12,21,7soJgKhQTO8hLP2JPRkL5O
28,Kiss,Prince And The Revolution,-1,1,19,62LJFaYihsdVrrkgUOJC05
29,Little Red Corvette,Prince,-1,6,23,6X4JeTWCuKEzKOEHXDtyBo
30,Stitches,Shawn Mendes,26,4,48,5jsw9uXEGuKyJzs0boZ1bT
31,Let It Go,James Bay,34,30,18,13HVjjWUZFaWilh2QUJKsP
32,Exchange,Bryson Tiller,31,26,26,43PuMrRfbyyuz4QpZ3oAwN
33,Roses,The Chainsmokers Featuring Rozes,28,6,27,3vv9phIu6Y1vX3jcqaGz5Z
34,Jumpman,Drake & Future,25,12,31,27GmP9AWRs744SzKcpJsTZ
35,Hands To Myself,Selena Gomez,24,7,20,1LoriJC05IrHIDwj3q0KC1
36,Hello,Adele,27,1,26,4sPmO7WMQUAf45kwMOtONw
37,Don't,Bryson Tiller,30,13,30,3pXF1nA74528Edde4of9CC
38,Somewhere On A Beach,Dierks Bentley,35,35,12,5CG9Ps5ynNjpKJHmwc95pa
39,Let's Go Crazy,Prince And The Revolution,-1,1,20,0QeI79sp1vS8L3JgpEO7mD
40,Down In The DM,Yo Gotti Featuring Nicki Minaj,32,13,21,1LxKKYsJNPeBdOwdudsJzv
41,1999,Prince,-1,12,29,2H7PHVdQ3mXqEHXcvclTB0
42,Just Like Fire,P!nk,-1,42,1,7K5dzhGda2vRTaAWYI3hrb
43,Cut It,O.T. Genasis Featuring Young Dolph,44,43,9,376KnY4TrgBITxjlnbnmIy
44,Humble And Kind,Tim McGraw,36,30,11,3Rkk851fZjIsglV2jbBPDd
45,Think Of You,Chris Young Duet With Cassadee Pope,40,40,10,6W9W8dSswA8KNegvl3W97V
46,The Sound Of Silence,Disturbed,42,42,9,1Cj2vqUwlJVG27gJrun92y
47,Cheap Thrills,Sia Featuring Sean Paul,47,39,10,3S4px9f4lceWdKf0gWciFu
48,The Hills,The Weeknd,39,1,48,7fBv7CLKzipRk6EC6TWHOB
49,Youth,Troye Sivan,43,23,12,1cOyWWUr3oXJIxY0AjJEx9
50,Lost Boy,Ruth B,41,41,9,4h0zU3O9R5xzuTmNO7dNDU
51,Snapback,Old Dominion,50,50,13,7I5fYc4qKJddht8Ozhqqdx
52,Wild Things,Alessia Cara,56,52,9,2ZyuwVvV6Z3XJaXIFbspeE
53,Came Here To Forget,Blake Shelton,48,40,7,1N7qGCKRRnvjoy8MGyHgpS
54,Confession,Florida Georgia Line,55,53,17,6IFPfV8PNSYOmufzQ95hmm
55,You Should Be Here,Cole Swindell,38,31,19,63thx7OANplv4I4BQsanHk
56,T-Shirt,Thomas Rhett,61,56,8,1zWZvrk13cL8Sl3VLeG57F
57,Back To Sleep,Chris Brown,37,20,19,6dlpABcXrQKRU9G00i6Zba
58,Company,Justin Bieber,53,53,11,61uyGDPJ06MkxJtHgPmuyO
59,I Like The Sound Of That,Rascal Flatts,52,52,13,5S5rw0WLVCAux5B5bWCehK
60,"Huntin', Fishin' & Lovin' Every Day",Luke Bryan,60,60,4,0dbzWSYpMcRtwjI1S7Pkql
61,My Church,Maren Morris,58,50,13,1LM5zQv5pBKPyO7rm7Uz6U
62,Famous,Kanye West,49,34,3,19a3JfW8BQwqHWUMbcqSx8
63,Promise,Kid Ink Featuring Fetty Wap,57,57,10,5IZc3KIVFhjzJ0L2kiXzUl
64,Father Stretch My Hands Pt. 1,Kanye West,54,37,3,4KW1lqgSr8TKrvBII0Brf8
65,All The Way Up,"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared",69,65,4,61QSuw5VlC0LTS8WMO356g
66,Summer Sixteen,Drake,51,6,12,17Q87zeXgsAi9iQQbMu9v0
67,Team,Iggy Azalea,59,42,5,2bocAPQcUTLUXx8lAOTiK3
68,Really Really,Kevin Gates,62,54,18,10I3CmmwT0BkOVhduDy53o
69,Mind Reader,Dustin Lynch,67,67,9,2MNapHbu7QASoukvVVIxyr
70,Kiss It Better,Rihanna,83,70,3,7bmqcI1HQwx1PWwYyZO0lg
71,Might Not,Belly Featuring The Weeknd,68,68,9,5e9aFSdnkQUrm5y8Dhw0qN
72,Never Be Like You,Flume Featuring Kai,76,72,3,5WI2ltQIdwgzf1SNE76JyR
73,Wicked,Future,-1,73,1,6BbINUfGabVyiNFJpQXn3x
74,Ride,twenty one pilots,78,74,6,2Z8WuEywRWYTKe1NybPQEW
75,Acquainted,The Weeknd,72,60,17,7uJH0YdSZL6psjxI6Xy08b
76,Light It Up,Major Lazer Featuring Nyla & Fuse ODG,75,75,6,0TQ1FvC8TJ09iibSfwRP81
77,Body,Dreezy Featuring Jeremih,77,77,5,20s34XSPIiYMGSFDRSs24t
78,New Romantics,Taylor Swift,46,46,8,6rZVy6FIG7lSJQMFXHo12z
79,Head Over Boots,Jon Pardi ,84,79,8,4ly1QBXEwYoDmje9rmEgC4
80,Uber Everywhere,MadeinTYO,82,80,3,7zBPzAjKAqQpcv8F8GCq5s
81,That Don't Sound Like You,Lee Brice,64,64,10,2l1fWY1albInvAG9t8WP2p
82,Piece By Piece,Kelly Clarkson,63,8,8,2NELtMgQ8HSdrGrYQPLnC3
83,Drunk On Your Love,Brett Eldredge,65,35,15,1jNNHFZmRGXZFHlil5uhei
84,If It Ain't Love,Jason Derulo,94,84,2,5YHR8wBR5jXfGtP766NiAT
85,Moolah,Young Greatness,87,85,3,746PsZ5jTdqIJ6LgJAHcEZ
86,Law,Yo Gotti Featuring E-40,85,85,2,7mhk9WyqZZzvTTCQKfh2iV
87,Saved,Ty Dolla $ign Featuring E-40,81,81,9,5UPNBWFU2TEf9kauIITfBs
88,Little Bit Of You,Chase Bryant,71,71,11,751wKDM4y5zurzhSxcUxqP
89,Ophelia,The Lumineers,66,66,3,3d8y0t70g7hw2FOWl9Z4Fm
90,Lights Come On,Jason Aldean,93,43,3,4llYMkhHa1w7UAdDFRQcEZ
91,Wasted Time,Keith Urban,-1,74,2,13wYXGimJ5fANFu0y2pqG1
92,Might Be,DJ Luke Nasty,79,78,10,7KLB6Jptw9wyQXkSLiO8qh
93,I Hate U I Love U,gnash Featuring Olivia O'Brien,-1,93,1,7vRriwrloYVaoAe3a9wJHe
94,Faded,Alan Walker,91,91,2,7gHs73wELdeycvS48JfIos
95,You Don't Own Me,Grace Featuring G-Eazy,-1,95,1,6KI1ZpZWYAJLvmVhCJz65G
96,Noise,Kenny Chesney,95,72,4,0XN2BcoaKE4Z2hnq1ZeDY1
97,Pt. 2,Kanye West,73,54,3,1Wsbr1d2BouNGk2q92mIj7
98,Jimmy Choo,Fetty Wap,89,65,11,7s49Um7G06hq2rulrHPsIy
99,Let Me Love You,Ariana Grande Featuring Lil Wayne,-1,99,1,5AKlnLpP3WLwZseNbjquND
100,Fast Car,Jonas Blue Featuring Dakota,99,98,5,2mCF8L0brIs88eH6Kf2h9p
