pos,title,artist,last_pos,peak_pos,streak,spotify_id
1,Cheap Thrills,Sia Featuring Sean Paul,1,1,26,3S4px9f4lceWdKf0gWciFu
2,Cold Water,Major Lazer Featuring Justin Bieber & MO,5,2,3,7zsXy7vlHdItvUSH8EwQss
3,This Is What You Came For,Calvin Harris Featuring Rihanna,3,3,15,0azC730Exh71aQlOt9Zj3y
4,Heathens,twenty one pilots,11,4,8,6i0V12jOa3mr6uu4WYhUBr
5,One Dance,Drake Featuring WizKid & Kyla,2,1,19,1zi7xx7UVEFkmKfv06H8x0
6,Closer,The Chainsmokers Featuring Halsey,9,6,2,7BKLCZ1jbUBVqRi2FVlTVw
7,Ride,twenty one pilots,7,6,22,2Z8WuEywRWYTKe1NybPQEW
8,Don't Let Me Down,The Chainsmokers Featuring Daya,6,3,26,1i1fxkWeaMmKEB4T7zqbzK
9,Can't Stop The Feeling!,Justin Timberlake,4,1,14,1WkMMavIMc4JZ8cfMmxHkI
10,Needed Me,Rihanna,8,7,28,1Tt4sE4pXi57mTD1GCzsqm
11,Send My Love (To Your New Lover),Adele,10,9,13,4BHzQ9C00ceJxfG16AlNWb
12,Let Me Love You,DJ Snake Featuring Justin Bieber,-1,12,1,0lYBSQXN6rCTvUZvg9S0lU
13,Into You,Ariana Grande,22,13,13,2meEiZKWkiN28gITzFwQo5
14,Treat You Better,Shawn Mendes,18,14,10,3QGsuHI8jO1Rx4JWLUh9jd
15,Sucker For Pain,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",38,15,7,4dASQiO1Eoo3RJvt74FtXB
16,Panda,Desiigner,12,1,25,275a9yzwGB6ncAW4SxY7q3
17,Too Good,Drake Featuring Rihanna,20,17,15,3BtuIIrQlkujKPuWF2B85z
18,For Free,DJ Khaled Featuring Drake,13,13,10,4JDZl9nKIAhAhDjw753u4X
19,We Don't Talk Anymore,Charlie Puth Featuring Selena Gomez,19,19,10,37FXw5QGFN7uwwsLy8uAc0
20,Me Too,Meghan Trainor,14,13,13,3KwwE4sgCzMaKWq6QBebmX
21,Just Like Fire,P!nk,17,10,17,7K5dzhGda2vRTaAWYI3hrb
22,Controlla,Drake,21,16,15,4CpKEkdGbOJV51cSvx7SoG
23,Work From Home,Fifth Harmony Featuring Ty Dolla $ign,16,4,24,4tCtwWceOPWzenK2HAIJSb
24,Don't Mind,Kent Jones,15,8,15,27PmvZoffODNFW2p7ehZTQ
25,Never Be Like You,Flume Featuring Kai,25,24,19,5WI2ltQIdwgzf1SNE76JyR
26,Broccoli,D.R.A.M. Featuring Lil Yachty,28,26,9,0qy5D3OJre7SPJNMOL9I71
27,H.O.L.Y.,Florida Georgia Line,23,14,15,0BCy325UZyR9z0t0uxwn2N
28,All In My Head (Flex),Fifth Harmony Featuring Fetty Wap,24,24,8,7nD9nN3jord9wWcfW3Gkcm
29,Rise,Katy Perry,43,11,4,1CwNogTShsnsn1C8UhRmYX
30,I Took A Pill In Ibiza,Mike Posner,26,4,30,1MtUq6Wp1eQ8PC6BbPCj8P
31,I Hate U I Love U,gnash Featuring Olivia O'Brien,27,27,17,7vRriwrloYVaoAe3a9wJHe
32,Gold,Kiiara,32,32,12,6ZSO7kPn8IMJFymyticbJO
33,Purple Lamborghini,Skrillex & Rick Ross,90,33,3,6JyuJFedEvPmdWQW0PkbGJ
34,Work,Rihanna Featuring Drake,31,1,29,32lmL4vQAAotg6MrJnhlQZ
35,Stressed Out,twenty one pilots,33,2,47,3CRDbSIZ4r5MsZ0YwxuEkn
36,I Got The Keys,DJ Khaled Featuring Jay Z & Future,30,30,7,51Nwg5wCDDiqcTntgJUlLo
37,No Limit,Usher Featuring Young Thug,63,37,7,4DRDMf5vftalExCy0fHbHl
38,Tiimmy Turner,Desiigner,37,37,3,3NJG6vMH1ZsectZkocMEm0
39,Low Life,Future Featuring The Weeknd,35,18,27,7EiZI6JVHllARrX9PUvAdX
