pos,title,artist,last_pos,peak_pos,streak,spotify_id
1,Closer,The Chainsmokers Featuring Halsey,1,1,10,7BKLCZ1jbUBVqRi2FVlTVw
2,Starboy,The Weeknd Featuring Daft Punk,3,2,3,7MXVkk9YMctZqd1Srtv4MB
3,Heathens,twenty one pilots,2,2,16,6i0V12jOa3mr6uu4WYhUBr
4,Cold Water,Major Lazer Featuring Justin Bieber & MO,4,2,11,7zsXy7vlHdItvUSH8EwQss
5,Let Me Love You,DJ Snake Featuring Justin Bieber,5,4,9,0lYBSQXN6rCTvUZvg9S0lU
6,Broccoli,D.R.A.M. Featuring Lil Yachty,8,6,17,0qy5D3OJre7SPJNMOL9I71
7,Treat You Better,Shawn Mendes,6,6,18,3QGsuHI8jO1Rx4JWLUh9jd
8,Cheap Thrills,Sia Featuring Sean Paul,7,1,34,3S4px9f4lceWdKf0gWciFu
9,Don't Let Me Down,The Chainsmokers Featuring Daya,9,3,34,1i1fxkWeaMmKEB4T7zqbzK
10,I Hate U I Love U,gnash Featuring Olivia O'Brien,13,10,25,7vRriwrloYVaoAe3a9wJHe
11,This Is What You Came For,Calvin Harris Featuring Rihanna,10,3,23,0azC730Exh71aQlOt9Zj3y
12,Side To Side,Ariana Grande Featuring Nicki Minaj,19,12,6,1pKeFVVUOPjFsOABub0OaV
13,Gold,Kiiara,15,13,20,6ZSO7kPn8IMJFymyticbJO
14,Ride,twenty one pilots,12,5,30,2Z8WuEywRWYTKe1NybPQEW
15,Needed Me,Rihanna,17,7,36,1Tt4sE4pXi57mTD1GCzsqm
16,One Dance,Drake Featuring WizKid & Kyla,14,1,27,1zi7xx7UVEFkmKfv06H8x0
17,Send My Love (To Your New Lover),Adele,16,8,21,4BHzQ9C00ceJxfG16AlNWb
18,All We Know,The Chainsmokers Featuring Phoebe Ryan,-1,18,1,2rizacJSyD9S1IQUxUxnsK
19,Too Good,Drake Featuring Rihanna,18,14,23,3BtuIIrQlkujKPuWF2B85z
20,Starving,Hailee Steinfeld & Grey Featuring Zedd,24,20,10,4Ce37cRWvM1vIGGynKcs22
21,We Don't Talk Anymore,Charlie Puth Featuring Selena Gomez,11,9,18,37FXw5QGFN7uwwsLy8uAc0
22,Luv,Tory Lanez,21,19,15,16Ah4QqH4mgYVXqfC4mdSd
23,Can't Stop The Feeling!,Justin Timberlake,20,1,22,1WkMMavIMc4JZ8cfMmxHkI
24,Sucker For Pain,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",22,15,15,4dASQiO1Eoo3RJvt74FtXB
25,This Town,Niall Horan,63,25,2,5dTJMpqiELczVuHJP3OAEu
26,Hymn For The Weekend,Coldplay,25,25,19,6s3GEN8wK0OMzzzZbXj0fu
27,The Greatest,Sia Featuring Kendrick Lamar,30,24,5,7xHWNBFm6ObGEQPaUxHuKO
28,My Way,Calvin Harris,27,24,3,1vvNmPOiUuyCbgWmtc6yfm
29,OOOUUU,Young M.A,36,29,6,0D21XvHcVsIvJM6FcGY2BT
30,Unsteady,X Ambassadors,26,26,21,7lGKEWMXVWWTt3X71Bv44I
31,Into You,Ariana Grande,23,13,21,2meEiZKWkiN28gITzFwQo5
32,"Sit Still, Look Pretty",Daya,33,28,19,0EGuSSpuu9wmHCtvb4PdLO
33,Panda,Desiigner,28,1,33,275a9yzwGB6ncAW4SxY7q3
34,Setting The World On Fire, Kenny Chesney Featuring P!nk,37,29,10,7AclP0W2jy6yrbvBiC4prQ
35,Tiimmy Turner,Desiigner,43,34,11,3NJG6vMH1ZsectZkocMEm0
36,Controlla,Drake,32,16,23,4CpKEkdGbOJV51cSvx7SoG
37,For Free,DJ Khaled Featuring Drake,31,13,18,4JDZl9nKIAhAhDjw753u4X
38,Black Beatles,Rae Sremmurd Featuring Gucci Mane,41,38,4,6fujklziTHa8uoM5OQSfIo
39,No Limit,Usher Featuring Young Thug,35,32,15,4DRDMf5vftalExCy0fHbHl
40,Chill Bill,Rob $tone Featuring J. Davi$ & Spooks,40,40,10,5uDASfU19gDxSjW8cnCaBp
41,In The Name Of Love,Martin Garrix & Bebe Rexha,47,41,8,23L5CiUhw2jV1OIMwthR3S
42,Work From Home,Fifth Harmony Featuring Ty Dolla $ign,39,4,32,4tCtwWceOPWzenK2HAIJSb
43,Just Like Fire,P!nk,38,10,25,7K5dzhGda2vRTaAWYI3hrb
44,Caroline,Amine,52,44,5,5hTpBe8h35rJ67eAWHQsJx
45,Blue Ain't Your Color,Keith Urban,53,45,4,6wycnu8FWXsj68ig7BEot9
46,Scars To Your Beautiful,Alessia Cara,51,46,6,0prNGof3XqfTvNDxHonvdK
47,This Girl,Kungs vs Cookin' On 3 Burners,29,26,11,1A8j067qyiNwQnZT0bzUpZ
48,Pick Up The Phone,Young Thug And Travis Scott Featuring Quavo,49,43,8,20dP2DaMHIAmwWAbp7peSr
49,Low Life,Future Featuring The Weeknd,42,18,35,7EiZI6JVHllARrX9PUvAdX
50,It Don't Hurt Like It Used To,Billy Currington,44,44,11,0iA1unTbTbDOWUSlbwJ1pS
51,No Problem,Chance The Rapper Featuring Lil Wayne & 2 Chainz,54,51,20,0v9Wz8o0BT8DU38R4ddjeH
52,Do You Mind,"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross",82,52,9,4VJ7mnW4wjjIgPBM6KWvPu
53,Middle Of A Memory,Cole Swindell,56,53,11,38gZVjeaeR3gcnCzziAxBm
54,Fade,Kanye West,58,47,5,3cCxoOgfi6hgt8MNteuiiD
55,Move,Luke Bryan,61,55,7,6qoH2pKeEibNUG1pnJIjmZ
56,Father Stretch My Hands Pt. 1,Kanye West,57,37,22,4KW1lqgSr8TKrvBII0Brf8
57,1 Night,Lil Yachty,62,57,9,40yJGQyEaBbIkXpwMFkXip
58,I Know Somebody,LOCASH,72,58,6,6pyshZbArprWRBXLbYVPO9
59,May We All,Florida Georgia Line Featuring Tim McGraw,65,56,6,498ZVInMGDkmmNVpSWqHiZ
60,Say It,Flume Featuring Tove Lo,-1,60,1,1wfZdPy5FRWsdWaAEOG0Ml
61,I Met A Girl,William Michael Morgan,60,60,7,4WtkYdCG4n80h08Ep5SmDI
62,Rock On,Tucker Beathard,67,62,8,
63,False Alarm,The Weeknd,-1,63,1,4oeaIftdpT3JuZLcCkKmVE
64,Vice,Miranda Lambert,64,47,12,4Qtw0HNKSbIRT5sWUnbRXc
65,Come And See Me,PARTYNEXTDOOR Featuring Drake,70,65,14,1wZqJM5FGDEl3FjHDxDyQd
66,A Little More Summertime,Jason Aldean,71,66,5,3esPcn43N0CytAtcY9V30C
67,Different For Girls,Dierks Bentley Featuring Elle King,55,42,18,5HJId22hZ2IvFnvNSy6ZbE
68,Money Longer,Lil Uzi Vert,66,54,17,0B8QzDH7YWih85V5SEMnyJ
69,Perfect Illusion,Lady Gaga,59,15,4,56ZrTFkANjeAMiS14njg4E
70,Sleep Without You,Brett Young,76,70,4,6zkHymyoD3tIqV7RwCAYUw
