pos,title,artist,last_pos,peak_pos,streak,spotify_id
1,Cheap Thrills,Sia Featuring Sean Paul,1,1,24,3S4px9f4lceWdKf0gWciFu
2,Cold Water,Major Lazer Featuring Justin Bieber & MO,-1,2,1,7zsXy7vlHdItvUSH8EwQss
3,One Dance,Drake Featuring WizKid & Kyla,2,1,17,1zi7xx7UVEFkmKfv06H8x0
4,This Is What You Came For,Calvin Harris Featuring Rihanna,3,3,13,0azC730Exh71aQlOt9Zj3y
5,Can't Stop The Feeling!,Justin Timberlake,4,1,12,1WkMMavIMc4JZ8cfMmxHkI
6,Don't Let Me Down,The Chainsmokers Featuring Daya,5,3,24,1i1fxkWeaMmKEB4T7zqbzK
7,Ride,twenty one pilots,6,6,20,2Z8WuEywRWYTKe1NybPQEW
8,Needed Me,Rihanna,7,7,26,1Tt4sE4pXi57mTD1GCzsqm
9,Send My Love (To Your New Lover),Adele,10,9,11,4BHzQ9C00ceJxfG16AlNWb
10,Panda,Desiigner,9,1,23,275a9yzwGB6ncAW4SxY7q3
11,Don't Mind,Kent Jones,8,8,13,27PmvZoffODNFW2p7ehZTQ
12,Just Like Fire,P!nk,12,10,15,7K5dzhGda2vRTaAWYI3hrb
13,Me Too,Meghan Trainor,14,13,11,3KwwE4sgCzMaKWq6QBebmX
14,For Free,DJ Khaled Featuring Drake,19,14,8,4JDZl9nKIAhAhDjw753u4X
15,Heathens,twenty one pilots,22,14,6,6i0V12jOa3mr6uu4WYhUBr
16,Treat You Better,Shawn Mendes,21,16,8,3QGsuHI8jO1Rx4JWLUh9jd
17,Work From Home,Fifth Harmony Featuring Ty Dolla $ign,13,4,22,4tCtwWceOPWzenK2HAIJSb
18,Controlla,Drake,18,16,13,4CpKEkdGbOJV51cSvx7SoG
19,H.O.L.Y.,Florida Georgia Line,15,14,13,0BCy325UZyR9z0t0uxwn2N
20,Too Good,Drake Featuring Rihanna,20,19,13,3BtuIIrQlkujKPuWF2B85z
