pos,title,artist,last_pos,peak_pos,streak,spotify_id
1,Shape Of You,Ed Sheeran,1,1,12,7qiZfU4dY1lWllzX7mPBI3
2,That's What I Like,Bruno Mars,2,2,11,0KKkJNfGyhkQ5aFogxQAPU
3,Something Just Like This,The Chainsmokers & Coldplay,7,3,6,1dNIEtp7AY3oDAKCGg2XkH
4,I Feel It Coming,The Weeknd Featuring Daft Punk,5,4,19,3dhjNA0jGA8vHBQ1VdD6vV
5,iSpy,KYLE Featuring Lil Yachty,12,5,14,2EEeOnHehOozLq4aS0n6SL
6,Bad And Boujee,Migos Featuring Lil Uzi Vert,4,1,20,4Km5HrUvYTaSUfiSGPJeQR
7,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift,3,2,16,2y5aJvzXhHPA94U5GFAcXe
8,Tunnel Vision,Kodak Black,6,6,6,4Q3N4Ct4zCuIHuZ65E3BD4
9,Paris,The Chainsmokers,10,6,11,15vzANxN8G9wWfwAJLLMCg
10,Passionfruit, Drake,8,8,2,5mCPDVBb16L4XQwDdbRUpz
11,Rockabye,Clean Bandit Featuring Sean Paul & Anne-Marie,13,9,17,5knuzwU65gJK7IF5yJsuaW
12,Body Like A Back Road,Sam Hunt,16,12,9,7mldq42yDuxiUNn08nvzHO
13,Chained To The Rhythm,Katy Perry Featuring Skip Marley,19,4,7,5tP2TrJDgXXxAHZwcOknOI
14,Love On The Brain,Rihanna,11,5,24,2aksifNn5ph8igDOkPBA02
15,It Ain't Me,Kygo x Selena Gomez,20,12,7,12GEpg2XOPyqk03JZEZnJs
16,Bounce Back,Big Sean,14,6,21,0SGkqnVQo9KPytSri1H6cF
17,Stay,Zedd & Alessia Cara,21,17,5,6uBhi9gBXWjanegOb2Phh0
18,Mask Off,Future,24,18,6,0VgkVdmE4gld66l8iyGjgx
19,Say You Won't Let Go,James Arthur,22,19,23,5uCax9HTNlzGybIStD3vDh
20,Closer,The Chainsmokers Featuring Halsey,17,1,35,7BKLCZ1jbUBVqRi2FVlTVw
21,Portland,Drake Featuring Quavo & Travis Scott,9,9,2,2bjwRfXMk4uRgOD9IBYl9h
22,The Heart Part 4,Kendrick Lamar,-1,22,1,1zayuwd1YLZsYDArkruHdL
23,Issues,Julia Michaels,26,23,10,7vu0JkJh0ldukEYbTVcqd0
24,Location,Khalid,32,24,12,152lZdxL1OR0ZMW6KquMif
25,T-Shirt,Migos,25,19,11,7KOlJ92bu51cltsD9KU5I7
26,Mercy,Shawn Mendes,23,15,28,0AS63m1wHv9n4VVRizK6Hc
27,Fake Love,Drake,15,8,23,343YBumqHu19cGoGARUTsd
28,Congratulations,Post Malone Featuring Quavo,30,28,14,3a1lNhkSLSkpJE4MSHpDu9
29,24K Magic,Bruno Mars,27,4,25,6b8Be6ljOzmkOmFslEb23P
30,Cold,Maroon 5 Featuring Future,31,16,7,50QWA5PR501dIe2KkJkHRR
31,Can't Stop The Feeling!,Justin Timberlake,33,1,47,1WkMMavIMc4JZ8cfMmxHkI
32,Scars To Your Beautiful,Alessia Cara,34,8,31,0prNGof3XqfTvNDxHonvdK
33,Down,Marian Hill,28,21,11,5eCkuGPZNl4mISFNPgr3Dd
34,Swang,Rae Sremmurd,41,33,15,6mapJIPnQ23RTAevUoE0DL
35,Starboy,The Weeknd Featuring Daft Punk,37,1,28,7MXVkk9YMctZqd1Srtv4MB
36,Rolex,Ayo & Teo,42,34,7,0pSBuHjILhNEo55xK1zrRt
37,Million Reasons,Lady Gaga,46,4,19,7dZ1Odmx9jWIweQSatnRqo
38,Dirt On My Boots,Jon Pardi,43,37,17,7f08qp3HROTkfrtNpiYGGo
39,Bad Things,Machine Gun Kelly x Camila Cabello,39,4,22,1KzGj3xvi9IiY05kBlkm2G
40,Free Smoke,Drake,18,18,2,05KOgYg8PGeJyyWBPi5ja8
41,Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar,44,6,25,3PGdPUMdUg7a3Tgr5gkfKK
42,Look At Me!,XXXTentacion,66,42,8,7floNISpH8VF4z4459Qo18
43,Gyalchester,Drake,29,29,2,6UjfByV1lDLW0SOVQA4NAi
44,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,52,44,11,6rPO02ozF3bM7NnOV4h6s2
45,Slide,Calvin Harris Featuring Frank Ocean & Migos,55,34,5,6gpcs5eMhJwax4mIfKDYQk
46,Water Under The Bridge,Adele,53,26,21,4vb4mFvYsr2h6enhjJsq9Y
47,Party,Chris Brown Featuring Usher & Gucci Mane,56,40,15,05Z7jet4VDNVgNQWcYHnrk
48,Blem,Drake,38,38,2,2XlHu0HcujBCkWMdIAvrqt
49,XO TOUR Llif3,Lil Uzi Vert,-1,49,1,7GX5flRQZVHRAGd6B4TmDO
50,Both,Gucci Mane Featuring Drake,58,41,15,5tFep7dXGd7vEJ668wTPux
51,In Case You Didn't Know,Brett Young,67,51,8,10M2Ex445zw585Ducldzkw
52,Believer,Imagine Dragons,57,41,8,1NtIMM4N0cFa1dNzN15chl
53,Teenage Fever,Drake,35,35,2,6n3HGiq4v35D6eFOSwqYuo
54,Redbone,Childish Gambino,71,48,17,3kxfsdsCpFgN412fpnW85Y
55,Hurricane,Luke Combs,68,55,7,6xHI9KjUjYT0FPtGO8Mxa1
56,Sacrifices,Drake Featuring 2 Chainz & Young Thug,36,36,2,0xl1w2q4VLojeXp4JfazPL
57,Heavy,Linkin Park Featuring Kiiara,79,52,6,104buTcnP2AsxqB7U1FIZ4
58,How Far I'll Go,Auli'i Cravalho,63,41,16,6mb6lVLNrcUgLnEN8QnDJd
59,Green Light,Lorde,65,19,5,3I4QOvltiKcMu3xmnQjEct
60,Fast,Luke Bryan,69,60,10,2gYiCTytrSRtuaHP1Nac6u
61,Speak To A Girl,Tim McGraw & Faith Hill,-1,61,1,421ebjYqaIXEG2KloTbXlH
62,Any Ol' Barstool,Jason Aldean,74,62,10,4T5Z4mbTe7kuGqgLpaRtTh
63,Castle On The Hill,Ed Sheeran,72,6,12,6PCUP3dWmTjcTtXY02oFdT
64,Shining,DJ Khaled Featuring Beyonce & JAY Z,86,57,7,7Fa5UNizycSms5jP3SQD3F
65,Swalla,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign,98,65,2,6kex4EBAj0WHXDKZMEJaaF
66,Still Got Time,Zayn Featuring PARTYNEXTDOOR,-1,66,1,000xQL6tZNLJzIrtIgxqSl
67,Play That Song,Train,77,41,18,77hjM9bMmgfTGJXv14UFmi
68,Get It Together,Drake Featuring Jorja Smith & Black Coffee,45,45,2,7y6c07pgjZvtHI9kuMVqk1
69,Road Less Traveled,Lauren Alaina,87,69,10,4nxgA1nvXvTkmsBY0vJV57
70,Deja Vu,J. Cole,80,7,16,6I6NX6tjGsxFAsIfGzY9lJ
71,Moves,Big Sean,83,38,14,0Fv5N0cHBsl4bzCbollCAS
72,Hometown Girl,Josh Turner,92,72,5,5C6uh95eAL0RBTSGXKQwvk
73,Selfish,Future Featuring Rihanna,85,37,5,6yHkPtl6UQ7RjtJLBPzbJw
74,The Fighter,Keith Urban Featuring Carrie Underwood,78,53,8,5OUSPcqhYTOzpbXzoEvKim
75,No Frauds,"Nicki Minaj, Drake & Lil Wayne",84,14,3,7KcGEssn7BnJdTgildK5y0
76,No Long Talk,Drake Featuring Giggs,40,40,2,6CfrYuD3YRDYdYvH9jNtXY
77,Losin Control,Russ,91,77,5,4cxMGhkinTocPSVVKWIw0d
78,Think A Little Less,Michael Ray,81,54,14,4JjIIBNoho0V2gZjH4nEzR
79,KMT,Drake Featuring Giggs,48,48,2,2jTujnt0y344ai1rNOywgr
80,Call On Me,Starley,90,70,13,2L6orAlH8tBhiFTumIfMyF
81,The Weekend,Brantley Gilbert,93,69,13,48tAdjG4ng2JfECa7OQujk
82,4422,Drake Featuring Sampha,50,50,2,2fkeWbM6iqTw7oGHTYm2lw
83,Jorja Interlude,Drake,49,49,2,13e6f8t7RKXuxZ0JdaaJRG
84,Madiba Riddim,Drake,51,51,2,76gUmNLXGQVOsGhfcshkFP
85,Ice Melts,Drake Featuring Young Thug,62,62,2,7bJ4mu7MHa3rHiNyKjOoSl
86,Do Not Disturb,Drake,60,60,2,2KvHC9z14GSl4YpkNMX384
87,Black,Dierks Bentley,-1,87,8,2lFtnEmkIPm2ClN55e2chV
88,Yeah Boy,Kelsea Ballerini,-1,88,6,2WaOQWSv0D1tZNxyLvnGAI
89,Glow,Drake Featuring Kanye West,54,54,2,28irpKCCK9nn9DZSik2zEx
90,Draco,Future,95,46,6,4GkkxswcdEt1tkSyiRzgnC
91,How Far I'll Go,Alessia Cara,100,56,17,5EbX5xL3O2xT8FxCpYzgUO
92,Scared To Be Lonely,Martin Garrix & Dua Lipa ,-1,88,4,3ebXMykcMXOcLeJ9xZ17XH
93,Galway Girl,Ed Sheeran,89,53,4,0afhq8XCExXpqazXczTSve
94,Everyday,Ariana Grande Featuring Future,75,55,7,6yL2kTsdVwYnGwPkKGtMd5
95,Good Drank,2 Chainz x Gucci Mane x Quavo,-1,92,3,39pS70eeDvyCAF3t8NAlVV
96,Prblms,6LACK,-1,95,2,4AtZRwSR8BOTTQg5ihSggt
97,Can't Have Everything,Drake,82,82,2,5f5r2N4Lp9WoULWPH9zp2W
98,Party Monster,The Weeknd,99,16,19,4F7A0DXBrmUAkp32uenhZt
