pos,title,artist,last_pos,peak_pos,streak,spotify_id
1,Starboy,The Weeknd Featuring Daft Punk,2,1,14,7MXVkk9YMctZqd1Srtv4MB
2,Black Beatles,Rae Sremmurd Featuring Gucci Mane,1,1,15,6fujklziTHa8uoM5OQSfIo
3,Closer,The Chainsmokers Featuring Halsey,3,1,21,7BKLCZ1jbUBVqRi2FVlTVw
4,24K Magic,Bruno Mars,4,4,11,6b8Be6ljOzmkOmFslEb23P
5,Juju On That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall,8,5,13,
6,Side To Side,Ariana Grande Featuring Nicki Minaj,5,4,17,1pKeFVVUOPjFsOABub0OaV
7,Let Me Love You,DJ Snake Featuring Justin Bieber,9,4,20,0lYBSQXN6rCTvUZvg9S0lU
8,Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar,10,7,11,3PGdPUMdUg7a3Tgr5gkfKK
9,Bad Things,Machine Gun Kelly x Camila Cabello,14,9,8,1KzGj3xvi9IiY05kBlkm2G
10,Fake Love,Drake,12,10,9,343YBumqHu19cGoGARUTsd
11,Caroline,Amine,16,11,16,5hTpBe8h35rJ67eAWHQsJx
12,Heathens,twenty one pilots,15,2,27,6i0V12jOa3mr6uu4WYhUBr
13,Bad And Boujee,Migos Featuring Lil Uzi Vert,26,13,6,4Km5HrUvYTaSUfiSGPJeQR
14,Scars To Your Beautiful,Alessia Cara,18,13,17,0prNGof3XqfTvNDxHonvdK
15,Broccoli,D.R.A.M. Featuring Lil Yachty,17,5,28,0qy5D3OJre7SPJNMOL9I71
16,All I Want For Christmas Is You,Mariah Carey,20,11,18,0bYg9bo50gSsH3LtXe2SQn
17,Starving,Hailee Steinfeld & Grey Featuring Zedd,19,12,21,4Ce37cRWvM1vIGGynKcs22
18,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift,6,6,2,2y5aJvzXhHPA94U5GFAcXe
19,OOOUUU,Young M.A,47,19,17,0D21XvHcVsIvJM6FcGY2BT
20,Love On The Brain,Rihanna,27,20,10,2aksifNn5ph8igDOkPBA02
21,Bounce Back,Big Sean,31,21,7,0SGkqnVQo9KPytSri1H6cF
22,The Greatest,Sia Featuring Kendrick Lamar,28,18,16,7xHWNBFm6ObGEQPaUxHuKO
23,Hallelujah,Pentatonix,45,23,9,0HZk0QsXPhMNAWNDR3rYE8
24,All Time Low,Jon Bellion,36,24,11,0SuLAslEMFZAXf0SwY7syi
25,I Feel It Coming,The Weeknd Featuring Daft Punk,33,22,5,3dhjNA0jGA8vHBQ1VdD6vV
26,Treat You Better,Shawn Mendes,32,6,29,3QGsuHI8jO1Rx4JWLUh9jd
27,Rockin' Around The Christmas Tree,Brenda Lee,48,14,18,28fuXrmmF9dYWx25dMW9dP
28,Mercy,Shawn Mendes,44,28,14,0AS63m1wHv9n4VVRizK6Hc
29,Jingle Bell Rock,Bobby Helms,46,29,19,6xE98wKYt4vZk8j7cctjw8
30,In The Name Of Love,Martin Garrix & Bebe Rexha,35,24,19,23L5CiUhw2jV1OIMwthR3S
31,I Hate U I Love U,gnash Featuring Olivia O'Brien,25,10,36,7vRriwrloYVaoAe3a9wJHe
32,Can't Stop The Feeling!,Justin Timberlake,39,1,33,1WkMMavIMc4JZ8cfMmxHkI
33,Blue Ain't Your Color,Keith Urban,38,24,15,6wycnu8FWXsj68ig7BEot9
34,Don't Let Me Down,The Chainsmokers Featuring Daya,43,3,45,1i1fxkWeaMmKEB4T7zqbzK
35,Deja Vu,J. Cole,7,7,2,6I6NX6tjGsxFAsIfGzY9lJ
36,Cheap Thrills,Sia Featuring Sean Paul,41,1,45,
37,This Town,Niall Horan,50,25,13,5dTJMpqiELczVuHJP3OAEu
38,Cold Water,Major Lazer Featuring Justin Bieber & MO,40,2,22,7zsXy7vlHdItvUSH8EwQss
39,Chill Bill,Rob $tone Featuring J. Davi$ & Spooks,49,29,21,5uDASfU19gDxSjW8cnCaBp
40,Love Me Now,John Legend,37,23,9,6hdkw1wzhIRYPlYDUtCY5m
41,Both,Gucci Mane Featuring Drake,-1,41,1,5tFep7dXGd7vEJ668wTPux
42,Unsteady,X Ambassadors,42,20,32,7lGKEWMXVWWTt3X71Bv44I
43,X,21 Savage & Metro Boomin Featuring Future,51,36,15,6fwdbPMwP1zVStm8FybmkO
44,Feliz Navidad,Jose Feliciano,-1,44,1,0oPdaY4dXtc3ZsaG17V972
45,"Mary, Did You Know?",Pentatonix,-1,26,7,4z8sz6E4YyFuEkv5o7IJni
46,A Holly Jolly Christmas,Burl Ives,-1,46,1,33BcB8XVwJU4qB7bDSkVya
47,The Christmas Song (Merry Christmas To You),Nat King Cole,-1,38,8,1l2CvcIAL1MtPbtZhh0Z77
48,It's The Most Wonderful Time Of The Year,Andy Williams,-1,48,1,5hslUAKq9I9CG2bAulFkHN
49,Party Monster,The Weeknd,53,16,5,4F7A0DXBrmUAkp32uenhZt
50,Last Christmas,Wham!,-1,50,1,2FRnf9qhLbvw8fu4IBXx78
51,Water Under The Bridge,Adele,61,51,7,4vb4mFvYsr2h6enhjJsq9Y
52,You Was Right,Lil Uzi Vert,58,49,24,2ANLarE8yHVsLWW21nj79M
53,No Heart,21 Savage & Metro Boomin,55,53,9,4gmmRb6bZJffOOiww1JGTO
54,Neighbors,J. Cole,13,13,2,0utlOiJy2weVl9WTkcEWHy
55,Used To This,Future Featuring Drake,64,14,7,3V8sM5OOG6YfDuDLa2IIYJ
56,How Far I'll Go,Auli'i Cravalho,66,52,4,6mb6lVLNrcUgLnEN8QnDJd
57,Do You Mind,"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross ",60,27,20,4VJ7mnW4wjjIgPBM6KWvPu
58,Party,Chris Brown Featuring Usher & Gucci Mane,-1,58,1,05Z7jet4VDNVgNQWcYHnrk
