pos,title,artist,last_pos,peak_pos,streak,spotify_id
1,One Dance,Drake Featuring WizKid & Kyla,1,1,8,1zi7xx7UVEFkmKfv06H8x0
2,Panda,Desiigner,2,1,14,275a9yzwGB6ncAW4SxY7q3
3,Can't Stop The Feeling!,Justin Timberlake,3,1,3,1WkMMavIMc4JZ8cfMmxHkI
4,Work From Home,Fifth Harmony Featuring Ty Dolla $ign,5,4,13,4tCtwWceOPWzenK2HAIJSb
5,Don't Let Me Down,The Chainsmokers Featuring Daya,6,5,15,1i1fxkWeaMmKEB4T7zqbzK
6,7 Years,Lukas Graham,4,2,19,5kqIPrATaCc2LqxVWzQGbk
7,I Took A Pill In Ibiza,Mike Posner,7,4,19,1MtUq6Wp1eQ8PC6BbPCj8P
8,Dangerous Woman,Ariana Grande,14,8,11,7l94dyN2hX9c6wWcZQuOGJ
9,Needed Me,Rihanna,10,9,17,1Tt4sE4pXi57mTD1GCzsqm
10,Work,Rihanna Featuring Drake,8,1,18,32lmL4vQAAotg6MrJnhlQZ
11,This Is What You Came For,Calvin Harris Featuring Rihanna,12,9,4,0azC730Exh71aQlOt9Zj3y
12,Pillowtalk,Zayn,9,1,17,0PDUDa38GO8lMxLCRc4lL1
13,Never Forget You,Zara Larsson & MNEK,13,13,15,6hmhG1b4LEyNuashVvuIAo
14,Cake By The Ocean,DNCE,17,9,32,76hfruVvmfQbw0eYn1nmeC
15,Close,Nick Jonas Featuring Tove Lo,24,15,9,3lSDIJ2abCrOdDJ6pshUap
16,Just Like Fire,P!nk,26,16,6,7K5dzhGda2vRTaAWYI3hrb
17,Love Yourself,Justin Bieber,11,1,28,50kpGaPAhYJ3sGmk6vplg0
18,Stressed Out,twenty one pilots,15,2,36,3CRDbSIZ4r5MsZ0YwxuEkn
19,My House,Flo Rida,16,4,29,6Knv6wdA0luoMUuuoYi2i1
20,"Me, Myself & I",G-Eazy x Bebe Rexha,18,7,30,40YcuQysJ0KlGQTeGUosTC
21,Controlla,Drake,22,21,4,4CpKEkdGbOJV51cSvx7SoG
