pos,title,artist,last_pos,peak_pos,streak,spotify_id
1,Closer,The Chainsmokers Featuring Halsey,1,1,11,7BKLCZ1jbUBVqRi2FVlTVw
2,Starboy,The Weeknd Featuring Daft Punk,2,2,4,7MXVkk9YMctZqd1Srtv4MB
3,Heathens,twenty one pilots,3,2,17,6i0V12jOa3mr6uu4WYhUBr
4,Let Me Love You,DJ Snake Featuring Justin Bieber,5,4,10,0lYBSQXN6rCTvUZvg9S0lU
5,24K Magic,Bruno Mars,-1,5,1,6b8Be6ljOzmkOmFslEb23P
6,Broccoli,D.R.A.M. Featuring Lil Yachty,6,6,18,0qy5D3OJre7SPJNMOL9I71
7,Cold Water,Major Lazer Featuring Justin Bieber & MO,4,2,12,7zsXy7vlHdItvUSH8EwQss
8,Treat You Better,Shawn Mendes,7,6,19,3QGsuHI8jO1Rx4JWLUh9jd
9,Cheap Thrills,Sia Featuring Sean Paul,8,1,35,3S4px9f4lceWdKf0gWciFu
10,Side To Side,Ariana Grande Featuring Nicki Minaj,12,10,7,1pKeFVVUOPjFsOABub0OaV
11,Juju On That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall,89,11,3,1lItf5ZXJc1by9SbPeljFd
12,I Hate U I Love U,gnash Featuring Olivia O'Brien,10,10,26,7vRriwrloYVaoAe3a9wJHe
13,Don't Let Me Down,The Chainsmokers Featuring Daya ,9,3,35,1i1fxkWeaMmKEB4T7zqbzK
14,This Is What You Came For,Calvin Harris Featuring Rihanna,11,3,24,0azC730Exh71aQlOt9Zj3y
15,Gold,Kiiara,13,13,21,6ZSO7kPn8IMJFymyticbJO
16,Ride,twenty one pilots,14,5,31,2Z8WuEywRWYTKe1NybPQEW
17,One Dance,Drake Featuring WizKid & Kyla,16,1,28,1zi7xx7UVEFkmKfv06H8x0
18,Needed Me,Rihanna,15,7,37,1Tt4sE4pXi57mTD1GCzsqm
19,Send My Love (To Your New Lover),Adele,17,8,22,4BHzQ9C00ceJxfG16AlNWb
20,Starving,Hailee Steinfeld & Grey Featuring Zedd,20,20,11,4Ce37cRWvM1vIGGynKcs22
21,Luv,Tory Lanez,22,19,16,16Ah4QqH4mgYVXqfC4mdSd
22,Can't Stop The Feeling!,Justin Timberlake,23,1,23,1WkMMavIMc4JZ8cfMmxHkI
23,Sucker For Pain,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",24,15,16,4dASQiO1Eoo3RJvt74FtXB
24,Too Good,Drake Featuring Rihanna,19,14,24,3BtuIIrQlkujKPuWF2B85z
25,The Greatest,Sia Featuring Kendrick Lamar,27,24,6,7xHWNBFm6ObGEQPaUxHuKO
26,We Don't Talk Anymore,Charlie Puth Featuring Selena Gomez,21,9,19,37FXw5QGFN7uwwsLy8uAc0
27,Hymn For The Weekend,Coldplay,26,25,20,6s3GEN8wK0OMzzzZbXj0fu
28,OOOUUU,Young M.A,29,28,7,0D21XvHcVsIvJM6FcGY2BT
29,Unsteady,X Ambassadors,30,26,22,7lGKEWMXVWWTt3X71Bv44I
30,My Way,Calvin Harris,28,24,4,1vvNmPOiUuyCbgWmtc6yfm
31,"Sit Still, Look Pretty",Daya,32,28,20,0EGuSSpuu9wmHCtvb4PdLO
32,Panda,Desiigner,33,1,34,275a9yzwGB6ncAW4SxY7q3
33,Black Beatles,Rae Sremmurd Featuring Gucci Mane,38,33,5,6fujklziTHa8uoM5OQSfIo
34,Into You,Ariana Grande,31,13,22,2meEiZKWkiN28gITzFwQo5
35,Caroline,Amine,44,35,6,5hTpBe8h35rJ67eAWHQsJx
36,Setting The World On Fire,Kenny Chesney Featuring P!nk,34,29,11,7AclP0W2jy6yrbvBiC4prQ
37,Tiimmy Turner,Desiigner,35,34,12,3NJG6vMH1ZsectZkocMEm0
38,All We Know,The Chainsmokers Featuring Phoebe Ryan,18,18,2,2rizacJSyD9S1IQUxUxnsK
39,In The Name Of Love,Martin Garrix & Bebe Rexha,41,39,9,23L5CiUhw2jV1OIMwthR3S
40,Blue Ain't Your Color,Keith Urban,45,40,5,6wycnu8FWXsj68ig7BEot9
41,For Free,DJ Khaled Featuring Drake,37,13,19,4JDZl9nKIAhAhDjw753u4X
42,Scars To Your Beautiful,Alessia Cara,46,42,7,0prNGof3XqfTvNDxHonvdK
43,Controlla,Drake,36,16,24,4CpKEkdGbOJV51cSvx7SoG
44,Chill Bill,Rob $tone Featuring J. Davi$ & Spooks,40,40,11,5uDASfU19gDxSjW8cnCaBp
45,No Limit,Usher Featuring Young Thug,39,32,16,4DRDMf5vftalExCy0fHbHl
46,Work From Home,Fifth Harmony Featuring Ty Dolla $ign,42,4,33,4tCtwWceOPWzenK2HAIJSb
47,Pick Up The Phone,Young Thug And Travis Scott Featuring Quavo,48,43,9,20dP2DaMHIAmwWAbp7peSr
