pos,title,artist,last_pos,peak_pos,streak,spotify_id
1,One Dance,Drake Featuring WizKid & Kyla,1,1,12,1zi7xx7UVEFkmKfv06H8x0
2,Can't Stop The Feeling!,Justin Timberlake,2,1,7,1WkMMavIMc4JZ8cfMmxHkI
3,Panda,Desiigner,3,1,18,275a9yzwGB6ncAW4SxY7q3
4,Don't Let Me Down,The Chainsmokers Featuring Daya,4,4,19,1i1fxkWeaMmKEB4T7zqbzK
5,This Is What You Came For,Calvin Harris Featuring Rihanna,6,5,8,0azC730Exh71aQlOt9Zj3y
6,Cheap Thrills,Sia Featuring Sean Paul,8,6,19,3S4px9f4lceWdKf0gWciFu
7,Work From Home,Fifth Harmony Featuring Ty Dolla $ign,5,4,17,4tCtwWceOPWzenK2HAIJSb
8,Needed Me,Rihanna,7,7,21,1Tt4sE4pXi57mTD1GCzsqm
9,Don't Mind,Kent Jones,10,9,8,27PmvZoffODNFW2p7ehZTQ
10,Ride,twenty one pilots,13,10,15,2Z8WuEywRWYTKe1NybPQEW
11,I Took A Pill In Ibiza,Mike Posner,9,4,23,1MtUq6Wp1eQ8PC6BbPCj8P
12,Just Like Fire,P!nk,12,10,10,7K5dzhGda2vRTaAWYI3hrb
13,7 Years,Lukas Graham,11,2,23,5kqIPrATaCc2LqxVWzQGbk
14,Heathens,twenty one pilots,-1,14,1,6i0V12jOa3mr6uu4WYhUBr
15,Dangerous Woman,Ariana Grande,15,8,15,7l94dyN2hX9c6wWcZQuOGJ
16,Work,Rihanna Featuring Drake,16,1,22,32lmL4vQAAotg6MrJnhlQZ
17,H.O.L.Y., Florida Georgia Line,17,17,8,0BCy325UZyR9z0t0uxwn2N
18,Me Too,Meghan Trainor,18,18,6,3KwwE4sgCzMaKWq6QBebmX
19,Send My Love (To Your New Lover),Adele,20,19,6,4BHzQ9C00ceJxfG16AlNWb
20,Controlla,Drake,23,20,8,4CpKEkdGbOJV51cSvx7SoG
21,Close,Nick Jonas Featuring Tove Lo,14,14,13,3lSDIJ2abCrOdDJ6pshUap
22,Stressed Out,twenty one pilots,21,2,40,3CRDbSIZ4r5MsZ0YwxuEkn
23,Let It Go,James Bay,27,23,27,13HVjjWUZFaWilh2QUJKsP
24,Lost Boy,Ruth B,24,24,18,4h0zU3O9R5xzuTmNO7dNDU
25,Love Yourself,Justin Bieber,19,1,32,50kpGaPAhYJ3sGmk6vplg0
26,My House,Flo Rida,28,4,33,6Knv6wdA0luoMUuuoYi2i1
27,Too Good,Drake Featuring Rihanna,29,27,8,3BtuIIrQlkujKPuWF2B85z
28,Never Forget You,Zara Larsson & MNEK,22,13,19,6hmhG1b4LEyNuashVvuIAo
29,Cake By The Ocean,DNCE,25,9,36,76hfruVvmfQbw0eYn1nmeC
30,Pillowtalk,Zayn,26,1,21,0PDUDa38GO8lMxLCRc4lL1
31,Low Life,Future Featuring The Weeknd,30,18,20,7EiZI6JVHllARrX9PUvAdX
32,Sorry,Beyonce,38,11,9,4k8Kq3yLE7I7umYfN08YCU
