pos,title,artist,last_pos,peak_pos,streak,spotify_id
1,Humble.,Kendrick Lamar,3,1,3,7KXjTSCq5nL1LoYtL7XAwS
2,Shape Of You,Ed Sheeran,1,1,15,7qiZfU4dY1lWllzX7mPBI3
3,That's What I Like,Bruno Mars,2,2,14,0KKkJNfGyhkQ5aFogxQAPU
4,DNA.,Kendrick Lamar,-1,4,1,6HZILIRieu8S0iqY8kIKhj
5,Mask Off,Future,7,5,9,0VgkVdmE4gld66l8iyGjgx
6,iSpy,KYLE Featuring Lil Yachty,6,4,17,2EEeOnHehOozLq4aS0n6SL
7,Stay,Zedd & Alessia Cara,14,7,8,6uBhi9gBXWjanegOb2Phh0
8,Something Just Like This,The Chainsmokers & Coldplay,5,3,9,1dNIEtp7AY3oDAKCGg2XkH
9,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,48,9,14,6rPO02ozF3bM7NnOV4h6s2
10,XO TOUR Llif3,Lil Uzi Vert,8,8,4,7GX5flRQZVHRAGd6B4TmDO
11,Body Like A Back Road,Sam Hunt,9,6,12,7mldq42yDuxiUNn08nvzHO
12,Issues,Julia Michaels,12,12,13,7vu0JkJh0ldukEYbTVcqd0
13,It Ain't Me,Kygo x Selena Gomez,11,11,10,12GEpg2XOPyqk03JZEZnJs
14,Loyalty.,Kendrick Lamar Featuring Rihanna,-1,14,1,6SwRhMLwNqEi6alNPVG00n
15,Congratulations,Post Malone Featuring Quavo,19,15,17,3a1lNhkSLSkpJE4MSHpDu9
16,Element.,Kendrick Lamar,-1,16,1,1EaKU4dMbesXXd3BrLCtYG
17,Say You Won't Let Go,James Arthur,16,16,26,5uCax9HTNlzGybIStD3vDh
18,Love.,Kendrick Lamar Featuring Zacari,-1,18,1,6PGoSes0D9eUDeeAafB2As
19,Paris,The Chainsmokers,10,6,14,15vzANxN8G9wWfwAJLLMCg
20,Rockabye,Clean Bandit Featuring Sean Paul & Anne-Marie,13,9,20,5knuzwU65gJK7IF5yJsuaW
21,Tunnel Vision,Kodak Black,15,6,9,4Q3N4Ct4zCuIHuZ65E3BD4
22,Sign Of The Times,Harry Styles,4,4,2,5Ohxk2dO5COHF1krpoPigN
23,Cold,Maroon 5 Featuring Future,21,16,10,50QWA5PR501dIe2KkJkHRR
24,I Feel It Coming,The Weeknd Featuring Daft Punk,17,4,22,3dhjNA0jGA8vHBQ1VdD6vV
25,Location,Khalid,20,20,15,152lZdxL1OR0ZMW6KquMif
26,Bad And Boujee,Migos Featuring Lil Uzi Vert,18,1,23,4Km5HrUvYTaSUfiSGPJeQR
27,Passionfruit,Drake,22,8,5,5mCPDVBb16L4XQwDdbRUpz
