pos,title,artist,last_pos,peak_pos,streak,spotify_id
1,Black Beatles,Rae Sremmurd Featuring Gucci Mane,1,1,11,6fujklziTHa8uoM5OQSfIo
2,Closer,The Chainsmokers Featuring Halsey,2,1,17,7BKLCZ1jbUBVqRi2FVlTVw
3,Starboy,The Weeknd Featuring Daft Punk ,3,2,10,7MXVkk9YMctZqd1Srtv4MB
4,24K Magic,Bruno Mars,6,4,7,6b8Be6ljOzmkOmFslEb23P
5,Juju On That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall,8,5,9,1lItf5ZXJc1by9SbPeljFd
6,Side To Side,Ariana Grande Featuring Nicki Minaj,4,4,13,1pKeFVVUOPjFsOABub0OaV
7,Heathens,twenty one pilots,5,2,23,6i0V12jOa3mr6uu4WYhUBr
8,Let Me Love You,DJ Snake Featuring Justin Bieber,7,4,16,0lYBSQXN6rCTvUZvg9S0lU
9,Broccoli,D.R.A.M. Featuring Lil Yachty,9,5,24,0qy5D3OJre7SPJNMOL9I71
10,Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar,10,9,7,3PGdPUMdUg7a3Tgr5gkfKK
11,Fake Love,Drake,14,10,5,343YBumqHu19cGoGARUTsd
12,Caroline,Amine,12,12,12,5hTpBe8h35rJ67eAWHQsJx
13,Starving,Hailee Steinfeld & Grey Featuring Zedd,15,13,17,4Ce37cRWvM1vIGGynKcs22
14,I Hate U I Love U,gnash Featuring Olivia O'Brien,11,10,32,7vRriwrloYVaoAe3a9wJHe
15,Scars To Your Beautiful,Alessia Cara,17,15,13,0prNGof3XqfTvNDxHonvdK
16,Cold Water,Major Lazer Featuring Justin Bieber & MO,13,2,18,7zsXy7vlHdItvUSH8EwQss
17,Treat You Better,Shawn Mendes,16,6,25,3QGsuHI8jO1Rx4JWLUh9jd
18,The Greatest,Sia Featuring Kendrick Lamar,20,18,12,7xHWNBFm6ObGEQPaUxHuKO
19,Can't Stop The Feeling!,Justin Timberlake,18,1,29,1WkMMavIMc4JZ8cfMmxHkI
20,Unsteady,X Ambassadors,21,20,28,7lGKEWMXVWWTt3X71Bv44I
21,Cheap Thrills,Sia Featuring Sean Paul,19,1,41,3S4px9f4lceWdKf0gWciFu
22,OOOUUU,Young M.A,22,19,13,0D21XvHcVsIvJM6FcGY2BT
23,Don't Let Me Down,The Chainsmokers Featuring Daya,23,3,41,1i1fxkWeaMmKEB4T7zqbzK
24,In The Name Of Love,Martin Garrix & Bebe Rexha,26,24,15,23L5CiUhw2jV1OIMwthR3S
25,Blue Ain't Your Color,Keith Urban,24,24,11,6wycnu8FWXsj68ig7BEot9
26,This Is What You Came For,Calvin Harris Featuring Rihanna,25,3,30,0azC730Exh71aQlOt9Zj3y
27,Do You Mind,"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross",34,27,16,4VJ7mnW4wjjIgPBM6KWvPu
28,Bad Things,Machine Gun Kelly x Camila Cabello,46,28,4,1KzGj3xvi9IiY05kBlkm2G
29,This Town,Niall Horan,61,25,9,5dTJMpqiELczVuHJP3OAEu
30,Chill Bill,Rob $tone Featuring J. Davi$ & Spooks,29,29,17,5uDASfU19gDxSjW8cnCaBp
31,Ride,twenty one pilots,28,5,37,2Z8WuEywRWYTKe1NybPQEW
32,All Time Low,Jon Bellion,35,32,7,0SuLAslEMFZAXf0SwY7syi
33,May We All,Florida Georgia Line Featuring Tim McGraw,30,30,13,498ZVInMGDkmmNVpSWqHiZ
34,Love On The Brain,Rihanna,50,34,6,2aksifNn5ph8igDOkPBA02
35,Mercy,Shawn Mendes,47,35,10,0AS63m1wHv9n4VVRizK6Hc
36,X,21 Savage & Metro Boomin Featuring Future,36,36,11,6fwdbPMwP1zVStm8FybmkO
37,One Dance,Drake Featuring WizKid & Kyla,33,1,34,1zi7xx7UVEFkmKfv06H8x0
38,Needed Me,Rihanna,32,7,43,1Tt4sE4pXi57mTD1GCzsqm
39,Party Monster,The Weeknd,-1,39,1,4F7A0DXBrmUAkp32uenhZt
40,Used To This,Future Featuring Drake,31,14,3,3V8sM5OOG6YfDuDLa2IIYJ
41,Gold,Kiiara,27,13,27,6ZSO7kPn8IMJFymyticbJO
42,Sucker For Pain,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",37,15,22,4dASQiO1Eoo3RJvt74FtXB
43,Love Me Now,John Legend,41,41,5,6hdkw1wzhIRYPlYDUtCY5m
44,Panda,Desiigner,42,1,40,275a9yzwGB6ncAW4SxY7q3
45,Tiimmy Turner,Desiigner,38,34,18,3NJG6vMH1ZsectZkocMEm0
46,Luv,Tory Lanez,40,19,22,16Ah4QqH4mgYVXqfC4mdSd
47,Sleep Without You,Brett Young,51,47,11,6zkHymyoD3tIqV7RwCAYUw
48,I Feel It Coming,The Weeknd Featuring Daft Punk,-1,48,1,3dhjNA0jGA8vHBQ1VdD6vV
49,Pick Up The Phone,Young Thug And Travis Scott Featuring Quavo,45,43,15,20dP2DaMHIAmwWAbp7peSr
50,Sneakin',Drake Featuring 21 Savage,44,28,5,4ckuS4Nj4FZ7i3Def3Br8W
51,Bounce Back,Big Sean,60,51,3,0SGkqnVQo9KPytSri1H6cF
52,You Was Right,Lil Uzi Vert,57,52,20,2ANLarE8yHVsLWW21nj79M
53,Love On The Weekend,John Mayer,-1,53,1,0j2WBxWZnWti5TpSxjJvPb
54,Bad And Boujee,Migos Featuring Lil Uzi Vert,76,54,2,4Km5HrUvYTaSUfiSGPJeQR
55,1 Night,Lil Yachty,53,49,16,40yJGQyEaBbIkXpwMFkXip
56,Come And See Me,PARTYNEXTDOOR Featuring Drake,55,55,21,1wZqJM5FGDEl3FjHDxDyQd
57,Wanna Be That Song,Brett Eldredge,64,57,8,
58,Middle Of A Memory,Cole Swindell,52,46,18,38gZVjeaeR3gcnCzziAxBm
59,Fresh Eyes,Andy Grammer,67,59,8,4nMlau89VAjmV7agkl7OY3
60,Song For Another Time,Old Dominion,62,60,9,7px4t7HGiuMUvFkEOpZEwp
61,No Heart,21 Savage & Metro Boomin,65,57,5,4gmmRb6bZJffOOiww1JGTO
62,Too Much Sauce,DJ ESCO Featuring Future & Lil Uzi Vert,63,61,14,5oyUurs28XRagLa8lgm6V3
63,HandClap,Fitz And The Tantrums,78,63,9,4qRaZYiaOsSvWC7VgcxrI0
64,A Little More Summertime,Jason Aldean,54,52,12,3esPcn43N0CytAtcY9V30C
65,Hallelujah, Pentatonix,56,32,5,0HZk0QsXPhMNAWNDR3rYE8
66,All We Know,The Chainsmokers Featuring Phoebe Ryan,68,18,8,2rizacJSyD9S1IQUxUxnsK
67,Setting The World On Fire,Kenny Chesney Featuring P!nk,58,29,17,7AclP0W2jy6yrbvBiC4prQ
68,Say You Won't Let Go,James Arthur,75,68,5,5uCax9HTNlzGybIStD3vDh
69,Better Man,Little Big Town,70,53,4,0jMikeoKkkSOby4ofddqYs
70,Dirty Laundry,Carrie Underwood,71,69,6,5qRRiqndqXaq2QBudIrkYU
71,Fade,Kanye West,66,47,12,3cCxoOgfi6hgt8MNteuiiD
72,Look Alive,Rae Sremmurd,72,72,5,2IGr3q6ljcpLvHDFLtI0yW
73,That's My Girl,Fifth Harmony,-1,73,1,2ACOWPLUe4A4KuQ5ioD2od
74,My Way,Calvin Harris,74,24,10,1vvNmPOiUuyCbgWmtc6yfm
75,Redbone,Childish Gambino,-1,75,1,3kxfsdsCpFgN412fpnW85Y
76,Ain't My Fault,Zara Larsson,79,76,7,0ADG9OgdVTL7fgREP75BrZ
77,Chantaje,Shakira Featuring Maluma,-1,77,2,6mICuAdrwEjh6Y6lroV2Kg
78,Move,Luke Bryan,73,50,14,6qoH2pKeEibNUG1pnJIjmZ
79,That's What I Like,Bruno Mars,-1,79,1,0KKkJNfGyhkQ5aFogxQAPU
80,Water Under The Bridge,Adele,94,70,3,4vb4mFvYsr2h6enhjJsq9Y
81,Selfish,PnB Rock,87,81,3,2xbI8Vmyv3TkpTdywpPyNw
82,Star Of The Show,Thomas Rhett,82,82,4,63OQWdXMq0Pe6pRpWY5gO0
83,What They Want,Russ,83,83,5,3pndPhlQWjuSoXhcIIdBjv
84,Capsize,Frenship & Emily Warren,80,78,9,2XMTqoHHSH0lvuXrvIEdco
85,Key To The Streets,YFN Lucci Featuring Migos & Trouble,81,70,10,23SryQFx36SXmuAj7tXxec
86,Slumber Party,Britney Spears Featuring Tinashe,-1,86,1,2i9q8CteBmpslOJeQdMGqA
87,How I'll Always Be,Tim McGraw,88,87,6,2ZekuYUoEIBrUwHOY0gcgB
88,Vice,Miranda Lambert,84,47,19,4Qtw0HNKSbIRT5sWUnbRXc
89,Litty,Meek Mill Featuring Tory Lanez,85,49,4,5J5PXmMdQ2nh1lZOal8KmK
90,PPAP (Pen-Pineapple-Apple-Pen),PIKOTARO,93,77,4,4bw49rU057FSUTpGF4pnxq
91,Play That Song,Train,-1,91,1,77hjM9bMmgfTGJXv14UFmi
92,A Guy With A Girl,Blake Shelton,97,92,2,5sjIhQzNljMVrDklI91ezp
93,My Sh*t,A Boogie Wit da Hoodie,89,89,6,
94,Kill A Word,Eric Church Featuring Rhiannon Giddens,-1,94,2,0ipcmHor30Y8p6hCd8QUVq
95,Sex With Me,Rihanna,92,92,5,6WAxKNbZoGNzQTIvdMqkFs
96,Greenlight,Pitbull Featuring Flo Rida & LunchMoney Lewis,96,95,4,2q95XoeFGixx8b5LNF6Ey1
97,Infinite,Eminem,-1,97,1,01xhMrdCefADl7HSttJaf7
98,Versace On The Floor,Bruno Mars,-1,98,1,0kN8xEmgMW9mh7UmDYHlJP
99,Parachute,Chris Stapleton,-1,99,1,5jROdl6MhcmP3O7h2sVgtw
100,80s Mercedes,Maren Morris,90,90,6,58spuRyMUsjKHQHEGwLC99
