pos,title,artist,last_pos,peak_pos,streak,spotify_id
1,Closer,The Chainsmokers Featuring Halsey,1,1,7,7BKLCZ1jbUBVqRi2FVlTVw
2,Heathens,twenty one pilots,2,2,13,6i0V12jOa3mr6uu4WYhUBr
3,Cold Water,Major Lazer Featuring Justin Bieber & MO,3,2,8,7zsXy7vlHdItvUSH8EwQss
4,Cheap Thrills,Sia Featuring Sean Paul ,4,1,31,3S4px9f4lceWdKf0gWciFu
5,Don't Let Me Down,The Chainsmokers Featuring Daya,5,3,31,1i1fxkWeaMmKEB4T7zqbzK
6,Let Me Love You,DJ Snake Featuring Justin Bieber,12,6,6,0lYBSQXN6rCTvUZvg9S0lU
7,This Is What You Came For,Calvin Harris Featuring Rihanna,7,3,20,0azC730Exh71aQlOt9Zj3y
8,Treat You Better,Shawn Mendes,13,8,15,3QGsuHI8jO1Rx4JWLUh9jd
9,Ride,twenty one pilots,6,5,27,2Z8WuEywRWYTKe1NybPQEW
10,Send My Love (To Your New Lover),Adele,8,8,18,4BHzQ9C00ceJxfG16AlNWb
11,Needed Me,Rihanna,9,7,33,1Tt4sE4pXi57mTD1GCzsqm
12,Broccoli,D.R.A.M. Featuring Lil Yachty,14,12,14,0qy5D3OJre7SPJNMOL9I71
13,We Don't Talk Anymore,Charlie Puth Featuring Selena Gomez,10,10,15,37FXw5QGFN7uwwsLy8uAc0
14,One Dance,Drake Featuring WizKid & Kyla,11,1,24,1zi7xx7UVEFkmKfv06H8x0
15,Perfect Illusion,Lady Gaga,-1,15,1,56ZrTFkANjeAMiS14njg4E
16,Too Good,Drake Featuring Rihanna,17,14,20,3BtuIIrQlkujKPuWF2B85z
17,Into You,Ariana Grande,15,13,18,2meEiZKWkiN28gITzFwQo5
18,Can't Stop The Feeling!,Justin Timberlake,16,1,19,1WkMMavIMc4JZ8cfMmxHkI
19,Side To Side,Ariana Grande Featuring Nicki Minaj,18,18,3,1pKeFVVUOPjFsOABub0OaV
20,Gold,Kiiara,20,20,17,6ZSO7kPn8IMJFymyticbJO
21,Luv,Tory Lanez,19,19,12,16Ah4QqH4mgYVXqfC4mdSd
22,Sucker For Pain,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",21,15,12,4dASQiO1Eoo3RJvt74FtXB
23,I Hate U I Love U,gnash Featuring Olivia O'Brien,22,22,22,7vRriwrloYVaoAe3a9wJHe
24,The Greatest,Sia Featuring Kendrick Lamar,52,24,2,7xHWNBFm6ObGEQPaUxHuKO
25,Panda,Desiigner,24,1,30,275a9yzwGB6ncAW4SxY7q3
26,Hymn For The Weekend,Coldplay,26,26,16,6s3GEN8wK0OMzzzZbXj0fu
27,For Free,DJ Khaled Featuring Drake,23,13,15,4JDZl9nKIAhAhDjw753u4X
28,Never Be Like You,Flume Featuring Kai,25,20,24,5WI2ltQIdwgzf1SNE76JyR
29,Unsteady,X Ambassadors,29,29,18,7lGKEWMXVWWTt3X71Bv44I
30,Controlla,Drake,27,16,20,4CpKEkdGbOJV51cSvx7SoG
31,This Girl,Kungs vs Cookin' On 3 Burners,30,30,8,1A8j067qyiNwQnZT0bzUpZ
32,"Sit Still, Look Pretty",Daya,28,28,16,0EGuSSpuu9wmHCtvb4PdLO
33,Starving,Hailee Steinfeld & Grey Featuring Zedd,39,33,7,4Ce37cRWvM1vIGGynKcs22
34,Tiimmy Turner,Desiigner,34,34,8,3NJG6vMH1ZsectZkocMEm0
35,Work From Home,Fifth Harmony Featuring Ty Dolla $ign,31,4,29,4tCtwWceOPWzenK2HAIJSb
36,Just Like Fire,P!nk,32,10,22,7K5dzhGda2vRTaAWYI3hrb
37,No Limit,Usher Featuring Young Thug,36,33,12,4DRDMf5vftalExCy0fHbHl
38,Stressed Out,twenty one pilots,37,2,52,3CRDbSIZ4r5MsZ0YwxuEkn
39,Peter Pan,Kelsea Ballerini,35,35,16,2wqXQjOmQ9KoBm9Ssgt4Fo
40,Setting The World On Fire,Kenny Chesney Featuring P!nk,49,29,7,7AclP0W2jy6yrbvBiC4prQ
41,Work,Rihanna Featuring Drake,38,1,34,32lmL4vQAAotg6MrJnhlQZ
42,Different For Girls,Dierks Bentley Featuring Elle King,46,42,15,5HJId22hZ2IvFnvNSy6ZbE
43,I Took A Pill In Ibiza,Mike Posner,41,4,35,1MtUq6Wp1eQ8PC6BbPCj8P
44,Low Life,Future Featuring The Weeknd,44,18,32,7EiZI6JVHllARrX9PUvAdX
45,7 Years,Lukas Graham,45,2,35,5kqIPrATaCc2LqxVWzQGbk
46,Mama Said,Lukas Graham,42,36,9,5ArQzSBevAdXTxRY6Ulhbq
47,Fade,Kanye West,98,47,2,3cCxoOgfi6hgt8MNteuiiD
48,Pick Up The Phone,Young Thug And Travis Scott Featuring Quavo,43,43,5,20dP2DaMHIAmwWAbp7peSr
49,H.O.L.Y.,Florida Georgia Line,40,14,20,0BCy325UZyR9z0t0uxwn2N
50,Chill Bill,Rob $tone Featuring J. Davi$ & Spooks,51,50,7,5uDASfU19gDxSjW8cnCaBp
51,In The Name Of Love,Martin Garrix & Bebe Rexha,56,51,5,23L5CiUhw2jV1OIMwthR3S
52,All In My Head (Flex),Fifth Harmony Featuring Fetty Wap,47,24,13,7nD9nN3jord9wWcfW3Gkcm
53,Me Too,Meghan Trainor,48,13,18,3KwwE4sgCzMaKWq6QBebmX
54,Money Longer,Lil Uzi Vert,57,54,14,0B8QzDH7YWih85V5SEMnyJ
55,It Don't Hurt Like It Used To,Billy Currington,67,55,8,0iA1unTbTbDOWUSlbwJ1pS
56,Father Stretch My Hands Pt. 1,Kanye West,59,37,19,4KW1lqgSr8TKrvBII0Brf8
57,Make You Miss Me,Sam Hunt,53,45,16,0xwPzLmBAYro8BUz7MrtAo
58,Don't Mind,Kent Jones,50,8,20,27PmvZoffODNFW2p7ehZTQ
59,I Got The Keys,DJ Khaled Featuring Jay Z & Future,55,30,12,51Nwg5wCDDiqcTntgJUlLo
60,Vice,Miranda Lambert,54,47,9,4Qtw0HNKSbIRT5sWUnbRXc
61,You & Me,Marc E. Bassy Featuring G-Eazy,58,58,10,52qH79XktzCUPkN0dlRbUs
62,Scars To Your Beautiful,Alessia Cara,79,62,3,0prNGof3XqfTvNDxHonvdK
63,No Problem,Chance The Rapper Featuring Lil Wayne & 2 Chainz,76,63,17,0v9Wz8o0BT8DU38R4ddjeH
64,Middle Of A Memory,Cole Swindell,68,64,8,38gZVjeaeR3gcnCzziAxBm
65,Rock On,Tucker Beathard,74,65,5,
66,THat Part,ScHoolboy Q Featuring Kanye West,61,40,15,2yJ9GVCLMmzBBfQAnfzlwr
67,OOOUUU,Young M.A,82,67,3,0D21XvHcVsIvJM6FcGY2BT
68,"Wat U Mean (Aye, Aye, Aye)",Dae Dae,66,66,9,4riiAdWWB9qw9cJkfSWQfe
69,A Little More Summertime,Jason Aldean ,-1,69,2,3esPcn43N0CytAtcY9V30C
