pos,title,artist,last_pos,peak_pos,streak,spotify_id
1,One Dance,Drake Featuring WizKid & Kyla,2,1,7,1zi7xx7UVEFkmKfv06H8x0
2,Panda,Desiigner,3,1,13,275a9yzwGB6ncAW4SxY7q3
3,Can't Stop The Feeling!,Justin Timberlake,1,1,2,1WkMMavIMc4JZ8cfMmxHkI
4,7 Years,Lukas Graham,4,2,18,5kqIPrATaCc2LqxVWzQGbk
5,Work From Home,Fifth Harmony Featuring Ty Dolla $ign,6,5,12,4tCtwWceOPWzenK2HAIJSb
6,Don't Let Me Down,The Chainsmokers Featuring Daya,7,6,14,1i1fxkWeaMmKEB4T7zqbzK
7,I Took A Pill In Ibiza,Mike Posner,5,4,18,1MtUq6Wp1eQ8PC6BbPCj8P
8,Work,Rihanna Featuring Drake,8,1,17,32lmL4vQAAotg6MrJnhlQZ
9,Pillowtalk,Zayn,9,1,16,0PDUDa38GO8lMxLCRc4lL1
10,Needed Me,Rihanna,10,10,16,1Tt4sE4pXi57mTD1GCzsqm
11,Love Yourself,Justin Bieber,11,1,27,50kpGaPAhYJ3sGmk6vplg0
12,This Is What You Came For,Calvin Harris Featuring Rihanna,15,9,3,0azC730Exh71aQlOt9Zj3y
13,Never Forget You,Zara Larsson & MNEK,14,13,14,6hmhG1b4LEyNuashVvuIAo
14,Dangerous Woman,Ariana Grande,16,10,10,7l94dyN2hX9c6wWcZQuOGJ
15,Stressed Out,twenty one pilots,13,2,35,3CRDbSIZ4r5MsZ0YwxuEkn
16,My House,Flo Rida,12,4,28,6Knv6wdA0luoMUuuoYi2i1
17,Cake By The Ocean,DNCE,17,9,31,76hfruVvmfQbw0eYn1nmeC
18,"Me, Myself & I",G-Eazy x Bebe Rexha,18,7,29,40YcuQysJ0KlGQTeGUosTC
19,No,Meghan Trainor,19,3,11,0l0CvurVUrr2w3Jj1hOVFc
20,Low Life,Future Featuring The Weeknd,21,18,15,7EiZI6JVHllARrX9PUvAdX
21,H.O.L.Y.,Florida Georgia Line,20,20,3,0BCy325UZyR9z0t0uxwn2N
