pos,title,artist,last_pos,peak_pos,streak,spotify_id
1,Closer,The Chainsmokers Featuring Halsey,1,1,13,7BKLCZ1jbUBVqRi2FVlTVw
2,Starboy,The Weeknd Featuring Daft Punk,2,2,6,7MXVkk9YMctZqd1Srtv4MB
3,Heathens,twenty one pilots,3,2,19,6i0V12jOa3mr6uu4WYhUBr
4,Let Me Love You,DJ Snake Featuring Justin Bieber,4,4,12,0lYBSQXN6rCTvUZvg9S0lU
5,Broccoli,D.R.A.M. Featuring Lil Yachty,5,5,20,0qy5D3OJre7SPJNMOL9I71
6,24K Magic,Bruno Mars,6,5,3,6b8Be6ljOzmkOmFslEb23P
7,Side To Side,Ariana Grande Featuring Nicki Minaj,8,7,9,1pKeFVVUOPjFsOABub0OaV
8,Cold Water,Major Lazer Featuring Justin Bieber & MO,7,2,14,7zsXy7vlHdItvUSH8EwQss
9,Juju On That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall,13,9,5,1lItf5ZXJc1by9SbPeljFd
10,I Hate U I Love U,gnash Featuring Olivia O'Brien,11,10,28,7vRriwrloYVaoAe3a9wJHe
11,Treat You Better,Shawn Mendes,10,6,21,3QGsuHI8jO1Rx4JWLUh9jd
12,Cheap Thrills,Sia Featuring Sean Paul,12,1,37,3S4px9f4lceWdKf0gWciFu
13,Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar,9,9,3,3PGdPUMdUg7a3Tgr5gkfKK
14,Starving,Hailee Steinfeld & Grey Featuring Zedd,18,14,13,4Ce37cRWvM1vIGGynKcs22
15,Gold,Kiiara,14,13,23,6ZSO7kPn8IMJFymyticbJO
16,Black Beatles,Rae Sremmurd Featuring Gucci Mane,22,16,7,6fujklziTHa8uoM5OQSfIo
17,Don't Let Me Down,The Chainsmokers Featuring Daya,15,3,37,1i1fxkWeaMmKEB4T7zqbzK
18,This Is What You Came For,Calvin Harris Featuring Rihanna,17,3,26,0azC730Exh71aQlOt9Zj3y
19,The Greatest,Sia Featuring Kendrick Lamar,25,19,8,7xHWNBFm6ObGEQPaUxHuKO
20,Ride,twenty one pilots,16,5,33,2Z8WuEywRWYTKe1NybPQEW
21,Can't Stop The Feeling!,Justin Timberlake,19,1,25,1WkMMavIMc4JZ8cfMmxHkI
22,OOOUUU,Young M.A,21,21,9,0D21XvHcVsIvJM6FcGY2BT
23,One Dance,Drake Featuring WizKid & Kyla,23,1,30,1zi7xx7UVEFkmKfv06H8x0
24,Fake Love,Drake,-1,24,1,343YBumqHu19cGoGARUTsd
25,Caroline,Amine,32,25,8,5hTpBe8h35rJ67eAWHQsJx
26,Send My Love (To Your New Lover),Adele,24,8,24,4BHzQ9C00ceJxfG16AlNWb
27,Unsteady,X Ambassadors,30,26,24,7lGKEWMXVWWTt3X71Bv44I
28,Needed Me,Rihanna ,26,7,39,1Tt4sE4pXi57mTD1GCzsqm
29,Luv,Tory Lanez,20,19,18,16Ah4QqH4mgYVXqfC4mdSd
30,Scars To Your Beautiful,Alessia Cara,36,30,9,0prNGof3XqfTvNDxHonvdK
31,Sucker For Pain,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",27,15,18,4dASQiO1Eoo3RJvt74FtXB
32,Hallelujah,Pentatonix,-1,32,1,0HZk0QsXPhMNAWNDR3rYE8
33,Too Good,Drake Featuring Rihanna,28,14,26,3BtuIIrQlkujKPuWF2B85z
34,"Sit Still, Look Pretty",Daya,33,28,22,0EGuSSpuu9wmHCtvb4PdLO
35,We Don't Talk Anymore,Charlie Puth Featuring Selena Gomez,29,9,21,37FXw5QGFN7uwwsLy8uAc0
36,Hymn For The Weekend,Coldplay,31,25,22,6s3GEN8wK0OMzzzZbXj0fu
37,Tiimmy Turner,Desiigner,34,34,14,3NJG6vMH1ZsectZkocMEm0
38,Sneakin',Drake Featuring 21 Savage,-1,38,1,4ckuS4Nj4FZ7i3Def3Br8W
39,Setting The World On Fire,Kenny Chesney Featuring P!nk,37,29,13,7AclP0W2jy6yrbvBiC4prQ
40,Chill Bill,Rob $tone Featuring J. Davi$ & Spooks,39,39,13,5uDASfU19gDxSjW8cnCaBp
41,My Way, Calvin Harris,35,24,6,1vvNmPOiUuyCbgWmtc6yfm
42,Blue Ain't Your Color,Keith Urban,40,40,7,6wycnu8FWXsj68ig7BEot9
43,Panda,Desiigner,38,1,36,275a9yzwGB6ncAW4SxY7q3
44,In The Name Of Love,Martin Garrix & Bebe Rexha,42,39,11,23L5CiUhw2jV1OIMwthR3S
45,Into You,Ariana Grande,41,13,24,2meEiZKWkiN28gITzFwQo5
46,No Problem,Chance The Rapper Featuring Lil Wayne & 2 Chainz,43,43,23,0v9Wz8o0BT8DU38R4ddjeH
47,May We All,Florida Georgia Line Featuring Tim McGraw,50,47,9,498ZVInMGDkmmNVpSWqHiZ
48,Middle Of A Memory,Cole Swindell,46,46,14,38gZVjeaeR3gcnCzziAxBm
49,Controlla,Drake,45,16,26,4CpKEkdGbOJV51cSvx7SoG
50,X,21 Savage & Metro Boomin Featuring Future,54,50,7,6fwdbPMwP1zVStm8FybmkO
