pos,title,artist,last_pos,peak_pos,streak,spotify_id
1,Closer,The Chainsmokers Featuring Halsey,1,1,8,7BKLCZ1jbUBVqRi2FVlTVw
2,Heathens,twenty one pilots,2,2,14,6i0V12jOa3mr6uu4WYhUBr
3,Cold Water,Major Lazer Featuring Justin Bieber & MO,3,2,9,7zsXy7vlHdItvUSH8EwQss
4,Let Me Love You,DJ Snake Featuring Justin Bieber,6,4,7,0lYBSQXN6rCTvUZvg9S0lU
5,Cheap Thrills,Sia Featuring Sean Paul,4,1,32,3S4px9f4lceWdKf0gWciFu
6,Treat You Better,Shawn Mendes,8,6,16,3QGsuHI8jO1Rx4JWLUh9jd
7,Don't Let Me Down,The Chainsmokers Featuring Daya,5,3,32,1i1fxkWeaMmKEB4T7zqbzK
8,Broccoli,D.R.A.M. Featuring Lil Yachty,12,8,15,0qy5D3OJre7SPJNMOL9I71
9,We Don't Talk Anymore,Charlie Puth Featuring Selena Gomez,13,9,16,37FXw5QGFN7uwwsLy8uAc0
10,This Is What You Came For,Calvin Harris Featuring Rihanna,7,3,21,0azC730Exh71aQlOt9Zj3y
11,Ride,twenty one pilots,9,5,28,2Z8WuEywRWYTKe1NybPQEW
12,Needed Me,Rihanna,11,7,34,1Tt4sE4pXi57mTD1GCzsqm
13,Send My Love (To Your New Lover),Adele,10,8,19,4BHzQ9C00ceJxfG16AlNWb
14,One Dance,Drake Featuring WizKid & Kyla,14,1,25,1zi7xx7UVEFkmKfv06H8x0
15,Too Good,Drake Featuring Rihanna,16,14,21,3BtuIIrQlkujKPuWF2B85z
16,Gold,Kiiara,20,16,18,6ZSO7kPn8IMJFymyticbJO
17,Can't Stop The Feeling!,Justin Timberlake,18,1,20,1WkMMavIMc4JZ8cfMmxHkI
18,Side To Side,Ariana Grande Featuring Nicki Minaj,19,18,4,1pKeFVVUOPjFsOABub0OaV
19,I Hate U I Love U,gnash Featuring Olivia O'Brien,23,19,23,7vRriwrloYVaoAe3a9wJHe
20,Into You,Ariana Grande,17,13,19,2meEiZKWkiN28gITzFwQo5
21,Forever Country,"Artists Of Then, Now & Forever",-1,21,1,3WWVDPjihd1VITBLF10nha
22,Luv,Tory Lanez,21,19,13,16Ah4QqH4mgYVXqfC4mdSd
23,Sucker For Pain,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",22,15,13,4dASQiO1Eoo3RJvt74FtXB
24,My Way,Calvin Harris,-1,24,1,1vvNmPOiUuyCbgWmtc6yfm
25,Hymn For The Weekend,Coldplay,26,25,17,6s3GEN8wK0OMzzzZbXj0fu
26,This Girl,Kungs vs Cookin' On 3 Burners,31,26,9,1A8j067qyiNwQnZT0bzUpZ
27,Unsteady,X Ambassadors,29,27,19,7lGKEWMXVWWTt3X71Bv44I
28,Panda,Desiigner,25,1,31,275a9yzwGB6ncAW4SxY7q3
29,"Sit Still, Look Pretty",Daya,32,28,17,0EGuSSpuu9wmHCtvb4PdLO
30,For Free,DJ Khaled Featuring Drake,27,13,16,4JDZl9nKIAhAhDjw753u4X
31,Starving,Hailee Steinfeld & Grey Featuring Zedd,33,31,8,4Ce37cRWvM1vIGGynKcs22
32,No Limit,Usher Featuring Young Thug,37,32,13,4DRDMf5vftalExCy0fHbHl
33,Controlla,Drake,30,16,21,4CpKEkdGbOJV51cSvx7SoG
34,The Greatest,Sia Featuring Kendrick Lamar,24,24,3,7xHWNBFm6ObGEQPaUxHuKO
35,Tiimmy Turner,Desiigner,34,34,9,3NJG6vMH1ZsectZkocMEm0
36,Never Be Like You,Flume Featuring Kai,28,20,25,5WI2ltQIdwgzf1SNE76JyR
37,Setting The World On Fire,Kenny Chesney Featuring P!nk,40,29,8,7AclP0W2jy6yrbvBiC4prQ
38,Just Like Fire,P!nk,36,10,23,7K5dzhGda2vRTaAWYI3hrb
39,Work From Home,Fifth Harmony Featuring Ty Dolla $ign,35,4,30,4tCtwWceOPWzenK2HAIJSb
