pos,title,artist,last_pos,peak_pos,streak,spotify_id
1,Black Beatles,Rae Sremmurd Featuring Gucci Mane,1,1,10,6fujklziTHa8uoM5OQSfIo
2,Closer,The Chainsmokers Featuring Halsey,2,1,16,7BKLCZ1jbUBVqRi2FVlTVw
3,Starboy,The Weeknd Featuring Daft Punk,3,2,9,7MXVkk9YMctZqd1Srtv4MB
4,Side To Side,Ariana Grande Featuring Nicki Minaj,7,4,12,1pKeFVVUOPjFsOABub0OaV
5,Heathens,twenty one pilots,4,2,22,6i0V12jOa3mr6uu4WYhUBr
6,24K Magic,Bruno Mars,6,5,6,6b8Be6ljOzmkOmFslEb23P
7,Let Me Love You,DJ Snake Featuring Justin Bieber,5,4,15,0lYBSQXN6rCTvUZvg9S0lU
8,Juju On That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall ,8,8,8,1lItf5ZXJc1by9SbPeljFd
9,Broccoli,D.R.A.M. Featuring Lil Yachty,9,5,23,0qy5D3OJre7SPJNMOL9I71
10,Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar,10,9,6,3PGdPUMdUg7a3Tgr5gkfKK
11,I Hate U I Love U,gnash Featuring Olivia O'Brien,11,10,31,7vRriwrloYVaoAe3a9wJHe
12,Caroline,Amine,18,12,11,5hTpBe8h35rJ67eAWHQsJx
13,Cold Water,Major Lazer Featuring Justin Bieber & MO,12,2,17,7zsXy7vlHdItvUSH8EwQss
14,Fake Love,Drake,17,10,4,343YBumqHu19cGoGARUTsd
15,Starving,Hailee Steinfeld & Grey Featuring Zedd,19,14,16,4Ce37cRWvM1vIGGynKcs22
16,Treat You Better,Shawn Mendes,13,6,24,3QGsuHI8jO1Rx4JWLUh9jd
17,Scars To Your Beautiful,Alessia Cara,22,17,12,0prNGof3XqfTvNDxHonvdK
18,Can't Stop The Feeling!,Justin Timberlake,16,1,28,1WkMMavIMc4JZ8cfMmxHkI
19,Cheap Thrills,Sia Featuring Sean Paul,15,1,40,3S4px9f4lceWdKf0gWciFu
20,The Greatest,Sia Featuring Kendrick Lamar,21,19,11,7xHWNBFm6ObGEQPaUxHuKO
21,Unsteady,X Ambassadors,25,21,27,7lGKEWMXVWWTt3X71Bv44I
22,OOOUUU,Young M.A,20,19,12,0D21XvHcVsIvJM6FcGY2BT
23,Don't Let Me Down,The Chainsmokers Featuring Daya,23,3,40,1i1fxkWeaMmKEB4T7zqbzK
24,Blue Ain't Your Color,Keith Urban,26,24,10,6wycnu8FWXsj68ig7BEot9
25,This Is What You Came For,Calvin Harris Featuring Rihanna,27,3,29,0azC730Exh71aQlOt9Zj3y
26,In The Name Of Love,Martin Garrix & Bebe Rexha,31,26,14,23L5CiUhw2jV1OIMwthR3S
27,Gold,Kiiara,24,13,26,6ZSO7kPn8IMJFymyticbJO
28,Ride,twenty one pilots,28,5,36,2Z8WuEywRWYTKe1NybPQEW
29,Chill Bill,Rob $tone Featuring J. Davi$ & Spooks,29,29,16,5uDASfU19gDxSjW8cnCaBp
30,May We All,Florida Georgia Line Featuring Tim McGraw,30,30,12,498ZVInMGDkmmNVpSWqHiZ
31,Used To This,Future Featuring Drake,14,14,2,3V8sM5OOG6YfDuDLa2IIYJ
32,Needed Me,Rihanna,34,7,42,1Tt4sE4pXi57mTD1GCzsqm
33,One Dance,Drake Featuring WizKid & Kyla,32,1,33,1zi7xx7UVEFkmKfv06H8x0
34,Do You Mind,"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross",39,34,15,4VJ7mnW4wjjIgPBM6KWvPu
35,All Time Low,Jon Bellion,42,35,6,0SuLAslEMFZAXf0SwY7syi
36,X,21 Savage & Metro Boomin Featuring Future,37,36,10,6fwdbPMwP1zVStm8FybmkO
37,Sucker For Pain,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",35,15,21,4dASQiO1Eoo3RJvt74FtXB
38,Tiimmy Turner,Desiigner,36,34,17,3NJG6vMH1ZsectZkocMEm0
39,Send My Love (To Your New Lover),Adele,33,8,27,4BHzQ9C00ceJxfG16AlNWb
40,Luv,Tory Lanez,40,19,21,16Ah4QqH4mgYVXqfC4mdSd
41,Love Me Now,John Legend,66,41,4,6hdkw1wzhIRYPlYDUtCY5m
42,Panda,Desiigner,41,1,39,275a9yzwGB6ncAW4SxY7q3
43,No Problem,Chance The Rapper Featuring Lil Wayne & 2 Chainz,46,43,26,0v9Wz8o0BT8DU38R4ddjeH
44,Sneakin',Drake Featuring 21 Savage,43,28,4,4ckuS4Nj4FZ7i3Def3Br8W
45,Pick Up The Phone,Young Thug And Travis Scott Featuring Quavo,50,43,14,20dP2DaMHIAmwWAbp7peSr
46,Bad Things,Machine Gun Kelly x Camila Cabello,73,46,3,1KzGj3xvi9IiY05kBlkm2G
47,Mercy,Shawn Mendes,58,47,9,0AS63m1wHv9n4VVRizK6Hc
48,Too Good,Drake Featuring Rihanna,45,14,29,3BtuIIrQlkujKPuWF2B85z
49,We Don't Talk Anymore,Charlie Puth Featuring Selena Gomez,44,9,24,37FXw5QGFN7uwwsLy8uAc0
50,Love On The Brain,Rihanna,65,50,5,2aksifNn5ph8igDOkPBA02
51,Sleep Without You,Brett Young,51,51,10,6zkHymyoD3tIqV7RwCAYUw
52,Middle Of A Memory,Cole Swindell,47,46,17,38gZVjeaeR3gcnCzziAxBm
53,1 Night,Lil Yachty,49,49,15,40yJGQyEaBbIkXpwMFkXip
54,A Little More Summertime,Jason Aldean,52,52,11,3esPcn43N0CytAtcY9V30C
55,Come And See Me,PARTYNEXTDOOR Featuring Drake,56,55,20,1wZqJM5FGDEl3FjHDxDyQd
56,Hallelujah,Pentatonix,81,32,4,0HZk0QsXPhMNAWNDR3rYE8
57,You Was Right,Lil Uzi Vert,59,57,19,2ANLarE8yHVsLWW21nj79M
58,Setting The World On Fire,Kenny Chesney Featuring P!nk,48,29,16,7AclP0W2jy6yrbvBiC4prQ
59,Hallelujah,Leonard Cohen,-1,59,1,7yzbimr8WVyAtBX3Eg6UL9
60,Bounce Back,Big Sean,61,60,2,0SGkqnVQo9KPytSri1H6cF
61,This Town,Niall Horan,64,25,8,5dTJMpqiELczVuHJP3OAEu
62,Song For Another Time,Old Dominion,63,62,8,7px4t7HGiuMUvFkEOpZEwp
63,Too Much Sauce,DJ ESCO Featuring Future & Lil Uzi Vert,68,61,13,5oyUurs28XRagLa8lgm6V3
64,Wanna Be That Song,Brett Eldredge,74,64,7,
65,No Heart,21 Savage & Metro Boomin,57,57,4,4gmmRb6bZJffOOiww1JGTO
66,Fade,Kanye West,67,47,11,3cCxoOgfi6hgt8MNteuiiD
67,Fresh Eyes,Andy Grammer,75,67,7,4nMlau89VAjmV7agkl7OY3
68,All We Know,The Chainsmokers Featuring Phoebe Ryan,60,18,7,2rizacJSyD9S1IQUxUxnsK
69,Me And Your Mama,Childish Gambino,-1,69,1,4r0GVpjSsKSR1biv4fOoa5
70,Better Man,Little Big Town,53,53,3,0jMikeoKkkSOby4ofddqYs
71,Dirty Laundry,Carrie Underwood,72,69,5,5qRRiqndqXaq2QBudIrkYU
72,Look Alive,Rae Sremmurd,76,72,4,2IGr3q6ljcpLvHDFLtI0yW
73,Move,Luke Bryan,54,50,13,6qoH2pKeEibNUG1pnJIjmZ
74,My Way,Calvin Harris,55,24,9,1vvNmPOiUuyCbgWmtc6yfm
75,Say You Won't Let Go,James Arthur,80,75,4,5uCax9HTNlzGybIStD3vDh
76,Bad And Boujee,Migos Featuring Lil Uzi Vert,-1,76,1,4Km5HrUvYTaSUfiSGPJeQR
77,We The People....,A Tribe Called Quest,-1,77,1,3wUX7HpXS382s1DHTRouVk
78,HandClap,Fitz And The Tantrums,78,67,8,4qRaZYiaOsSvWC7VgcxrI0
79,Ain't My Fault,Zara Larsson,83,79,6,0ADG9OgdVTL7fgREP75BrZ
80,Capsize,Frenship & Emily Warren,85,78,8,2XMTqoHHSH0lvuXrvIEdco
81,Key To The Streets,YFN Lucci Featuring Migos & Trouble,77,70,9,23SryQFx36SXmuAj7tXxec
82,Star Of The Show,Thomas Rhett,89,82,3,63OQWdXMq0Pe6pRpWY5gO0
83,What They Want,Russ,84,83,4,3pndPhlQWjuSoXhcIIdBjv
84,Vice,Miranda Lambert,70,47,18,4Qtw0HNKSbIRT5sWUnbRXc
85,Litty,Meek Mill Featuring Tory Lanez,79,49,3,5J5PXmMdQ2nh1lZOal8KmK
86,Setting Fires,The Chainsmokers Featuring XYLO,71,71,2,2PC9Tl8SWVO2yhDDtJcrAi
87,Selfish,PnB Rock,87,87,2,2xbI8Vmyv3TkpTdywpPyNw
88,How I'll Always Be, Tim McGraw,88,88,5,2ZekuYUoEIBrUwHOY0gcgB
89,My Sh*t,A Boogie Wit da Hoodie,90,89,5,
90,80s Mercedes,Maren Morris,91,90,5,58spuRyMUsjKHQHEGwLC99
91,It Don't Hurt Like It Used To,Billy Currington,86,44,17,0iA1unTbTbDOWUSlbwJ1pS
