pos,title,artist,last_pos,peak_pos,streak,spotify_id
1,Shape Of You,Ed Sheeran,1,1,6,7qiZfU4dY1lWllzX7mPBI3
2,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift,3,2,10,2y5aJvzXhHPA94U5GFAcXe
3,Bad And Boujee,Migos Featuring Lil Uzi Vert,2,1,14,4Km5HrUvYTaSUfiSGPJeQR
4,Chained To The Rhythm,Katy Perry Featuring Skip Marley,-1,4,1,5tP2TrJDgXXxAHZwcOknOI
5,Closer,The Chainsmokers Featuring Halsey,7,1,29,7BKLCZ1jbUBVqRi2FVlTVw
6,Bad Things,Machine Gun Kelly x Camila Cabello,5,4,16,1KzGj3xvi9IiY05kBlkm2G
7,That's What I Like,Bruno Mars,37,7,5,0KKkJNfGyhkQ5aFogxQAPU
8,Love On The Brain,Rihanna,13,8,18,2aksifNn5ph8igDOkPBA02
9,I Feel It Coming,The Weeknd Featuring Daft Punk,16,9,13,3dhjNA0jGA8vHBQ1VdD6vV
10,Bounce Back,Big Sean,6,6,15,0SGkqnVQo9KPytSri1H6cF
11,Paris,The Chainsmokers,10,7,5,15vzANxN8G9wWfwAJLLMCg
12,Fake Love,Drake,11,8,17,343YBumqHu19cGoGARUTsd
13,24K Magic,Bruno Mars,15,4,19,6b8Be6ljOzmkOmFslEb23P
14,Starboy,The Weeknd Featuring Daft Punk,12,1,22,7MXVkk9YMctZqd1Srtv4MB
15,Scars To Your Beautiful,Alessia Cara,8,8,25,0prNGof3XqfTvNDxHonvdK
16,Black Beatles,Rae Sremmurd Featuring Gucci Mane,14,1,23,6fujklziTHa8uoM5OQSfIo
17,Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar,9,6,19,3PGdPUMdUg7a3Tgr5gkfKK
18,Million Reasons,Lady Gaga,4,4,13,7dZ1Odmx9jWIweQSatnRqo
19,Mercy,Shawn Mendes,19,17,22,0AS63m1wHv9n4VVRizK6Hc
20,iSpy,KYLE Featuring Lil Yachty,28,20,8,2EEeOnHehOozLq4aS0n6SL
21,Caroline,Amine,17,11,24,5hTpBe8h35rJ67eAWHQsJx
22,Rockabye,Clean Bandit Featuring Sean Paul & Anne-Marie,23,22,11,5knuzwU65gJK7IF5yJsuaW
23,Say You Won't Let Go,James Arthur,27,23,17,5uCax9HTNlzGybIStD3vDh
24,Side To Side,Ariana Grande Featuring Nicki Minaj,18,4,25,1pKeFVVUOPjFsOABub0OaV
25,Can't Stop The Feeling!,Justin Timberlake,25,1,41,1WkMMavIMc4JZ8cfMmxHkI
26,All Time Low,Jon Bellion,24,16,19,0SuLAslEMFZAXf0SwY7syi
27,Body Like A Back Road,Sam Hunt,21,21,3,7mldq42yDuxiUNn08nvzHO
28,Let Me Love You,DJ Snake Featuring Justin Bieber,20,4,28,0lYBSQXN6rCTvUZvg9S0lU
29,T-Shirt,Migos,26,19,5,7KOlJ92bu51cltsD9KU5I7
30,Down,Marian Hill,31,30,5,5eCkuGPZNl4mISFNPgr3Dd
31,Water Under The Bridge,Adele,30,26,15,4vb4mFvYsr2h6enhjJsq9Y
32,Heathens,twenty one pilots,29,2,35,6i0V12jOa3mr6uu4WYhUBr
33,Congratulations,Post Malone Featuring Quavo,39,33,8,3a1lNhkSLSkpJE4MSHpDu9
34,Issues,Julia Michaels,41,34,4,7vu0JkJh0ldukEYbTVcqd0
35,Better Man,Little Big Town,40,34,16,0jMikeoKkkSOby4ofddqYs
36,Treat You Better,Shawn Mendes,36,6,37,3QGsuHI8jO1Rx4JWLUh9jd
