pos,title,artist,last_pos,peak_pos,streak,spotify_id
1,Shape Of You,Ed Sheeran,1,1,13,7qiZfU4dY1lWllzX7mPBI3
2,Humble.,Kendrick Lamar,-1,2,1,7KXjTSCq5nL1LoYtL7XAwS
3,That's What I Like,Bruno Mars,2,2,12,0KKkJNfGyhkQ5aFogxQAPU
4,iSpy,KYLE Featuring Lil Yachty,5,4,15,2EEeOnHehOozLq4aS0n6SL
5,Something Just Like This,The Chainsmokers & Coldplay,3,3,7,1dNIEtp7AY3oDAKCGg2XkH
6,Body Like A Back Road,Sam Hunt,12,6,10,7mldq42yDuxiUNn08nvzHO
7,I Feel It Coming,The Weeknd Featuring Daft Punk,4,4,20,3dhjNA0jGA8vHBQ1VdD6vV
8,Tunnel Vision,Kodak Black,8,6,7,4Q3N4Ct4zCuIHuZ65E3BD4
9,Paris,The Chainsmokers,9,6,12,15vzANxN8G9wWfwAJLLMCg
10,Rockabye,Clean Bandit Featuring Sean Paul & Anne-Marie,11,9,18,5knuzwU65gJK7IF5yJsuaW
11,Mask Off,Future,18,11,7,0VgkVdmE4gld66l8iyGjgx
12,Bad And Boujee,Migos Featuring Lil Uzi Vert,6,1,21,4Km5HrUvYTaSUfiSGPJeQR
13,It Ain't Me,Kygo x Selena Gomez,15,12,8,12GEpg2XOPyqk03JZEZnJs
14,Stay,Zedd & Alessia Cara,17,14,6,6uBhi9gBXWjanegOb2Phh0
15,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift,7,2,17,2y5aJvzXhHPA94U5GFAcXe
16,XO TOUR Llif3,Lil Uzi Vert,49,16,2,7GX5flRQZVHRAGd6B4TmDO
17,Say You Won't Let Go,James Arthur,19,17,24,5uCax9HTNlzGybIStD3vDh
18,Love On The Brain,Rihanna,14,5,25,2aksifNn5ph8igDOkPBA02
19,Chained To The Rhythm,Katy Perry Featuring Skip Marley,13,4,8,5tP2TrJDgXXxAHZwcOknOI
20,Bounce Back,Big Sean,16,6,22,0SGkqnVQo9KPytSri1H6cF
21,Closer,The Chainsmokers Featuring Halsey,20,1,36,7BKLCZ1jbUBVqRi2FVlTVw
22,Issues,Julia Michaels,23,22,11,7vu0JkJh0ldukEYbTVcqd0
23,Passionfruit,Drake,10,8,3,5mCPDVBb16L4XQwDdbRUpz
24,Location,Khalid,24,24,13,152lZdxL1OR0ZMW6KquMif
25,Congratulations,Post Malone Featuring Quavo,28,25,15,3a1lNhkSLSkpJE4MSHpDu9
26,T-Shirt,Migos,25,19,12,7KOlJ92bu51cltsD9KU5I7
27,24K Magic,Bruno Mars,29,4,26,6b8Be6ljOzmkOmFslEb23P
28,Cold,Maroon 5 Featuring Future,30,16,8,50QWA5PR501dIe2KkJkHRR
29,Swang,Rae Sremmurd,34,29,16,6mapJIPnQ23RTAevUoE0DL
30,Scars To Your Beautiful,Alessia Cara,32,8,32,0prNGof3XqfTvNDxHonvdK
31,Fake Love,Drake,27,8,24,343YBumqHu19cGoGARUTsd
32,Can't Stop The Feeling!,Justin Timberlake,31,1,48,1WkMMavIMc4JZ8cfMmxHkI
33,Mercy,Shawn Mendes,26,15,29,0AS63m1wHv9n4VVRizK6Hc
34,Look At Me!,XXXTentacion,42,34,9,7floNISpH8VF4z4459Qo18
35,Down,Marian Hill,33,21,12,5eCkuGPZNl4mISFNPgr3Dd
36,Portland,Drake Featuring Quavo & Travis Scott,21,9,3,2bjwRfXMk4uRgOD9IBYl9h
37,Starboy,The Weeknd Featuring Daft Punk,35,1,29,7MXVkk9YMctZqd1Srtv4MB
38,The Fighter,Keith Urban Featuring Carrie Underwood,74,38,9,5OUSPcqhYTOzpbXzoEvKim
39,Rolex,Ayo & Teo,36,34,8,0pSBuHjILhNEo55xK1zrRt
40,Slide,Calvin Harris Featuring Frank Ocean & Migos,45,34,6,6gpcs5eMhJwax4mIfKDYQk
41,Million Reasons,Lady Gaga,37,4,20,7dZ1Odmx9jWIweQSatnRqo
42,Dirt On My Boots,Jon Pardi,38,37,18,7f08qp3HROTkfrtNpiYGGo
43,Goosebumps,Travis Scott,-1,43,21,6gBFPUFcJLzWGx4lenP6h2
44,In Case You Didn't Know,Brett Young,51,44,9,10M2Ex445zw585Ducldzkw
45,Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar,41,6,26,3PGdPUMdUg7a3Tgr5gkfKK
46,Both,Gucci Mane Featuring Drake,50,41,16,5tFep7dXGd7vEJ668wTPux
47,Water Under The Bridge,Adele,46,26,22,4vb4mFvYsr2h6enhjJsq9Y
48,Believer,Imagine Dragons,52,41,9,1NtIMM4N0cFa1dNzN15chl
49,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,44,44,12,6rPO02ozF3bM7NnOV4h6s2
50,Bad Things,Machine Gun Kelly x Camila Cabello,39,4,23,1KzGj3xvi9IiY05kBlkm2G
51,Party,Chris Brown Featuring Usher & Gucci Mane,47,40,16,05Z7jet4VDNVgNQWcYHnrk
52,Swalla,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign,65,52,3,6kex4EBAj0WHXDKZMEJaaF
53,Craving You,Thomas Rhett Featuring Maren Morris,-1,53,1,2d48mamATjby7wgPjdrSOQ
54,Any Ol' Barstool,Jason Aldean,62,54,11,4T5Z4mbTe7kuGqgLpaRtTh
55,Green Light,Lorde,59,19,6,3I4QOvltiKcMu3xmnQjEct
56,Redbone,Childish Gambino,54,48,18,3kxfsdsCpFgN412fpnW85Y
57,Hurricane,Luke Combs,55,55,8,6xHI9KjUjYT0FPtGO8Mxa1
58,Fast,Luke Bryan,60,58,11,2gYiCTytrSRtuaHP1Nac6u
59,Everybody,Logic,-1,59,1,7cGFbx7MP0H23iHZTZpqMM
60,You Look Good,Lady Antebellum,-1,60,1,1dFLowBW25EaL2OC7eKEa2
61,Heavy,Linkin Park Featuring Kiiara,57,52,7,104buTcnP2AsxqB7U1FIZ4
62,Gyalchester,Drake,43,29,3,6UjfByV1lDLW0SOVQA4NAi
