pos,title,artist,last_pos,peak_pos,streak,spotify_id
1,Panda,Desiigner,1,1,10,275a9yzwGB6ncAW4SxY7q3
2,One Dance,Drake Featuring WizKid & Kyla,3,2,4,1zi7xx7UVEFkmKfv06H8x0
3,7 Years,Lukas Graham,2,2,15,5kqIPrATaCc2LqxVWzQGbk
4,Purple Rain,Prince And The Revolution,17,2,18,54X78diSLoUDI3joC2bjMz
5,I Took A Pill In Ibiza,Mike Posner,5,5,15,1MtUq6Wp1eQ8PC6BbPCj8P
6,Work,Rihanna Featuring Drake,4,1,14,32lmL4vQAAotg6MrJnhlQZ
7,Work From Home,Fifth Harmony Featuring Ty Dolla $ign,6,6,9,4tCtwWceOPWzenK2HAIJSb
8,When Doves Cry,Prince,20,1,23,51H2y6YrNNXcy3dfc3qSbA
9,Pillowtalk,Zayn,8,1,13,0PDUDa38GO8lMxLCRc4lL1
10,Formation,Beyonce,-1,10,1,
11,Sorry,Beyonce,-1,11,1,4k8Kq3yLE7I7umYfN08YCU
12,No,Meghan Trainor,7,3,8,0l0CvurVUrr2w3Jj1hOVFc
13,Hold Up,Beyonce,-1,13,1,
14,Don't Let Me Down,The Chainsmokers Featuring Daya,14,14,11,1i1fxkWeaMmKEB4T7zqbzK
15,Love Yourself,Justin Bieber,9,1,24,50kpGaPAhYJ3sGmk6vplg0
16,Stressed Out,twenty one pilots,13,2,32,3CRDbSIZ4r5MsZ0YwxuEkn
17,"Me, Myself & I",G-Eazy x Bebe Rexha,10,7,26,40YcuQysJ0KlGQTeGUosTC
18,6 Inch,Beyonce Featuring The Weeknd,-1,18,1,
19,My House,Flo Rida,12,4,25,6Knv6wdA0luoMUuuoYi2i1
20,Little Red Corvette,Prince,29,6,24,6X4JeTWCuKEzKOEHXDtyBo
21,Dangerous Woman, Ariana Grande,15,10,7,7l94dyN2hX9c6wWcZQuOGJ
22,Needed Me,Rihanna,23,22,13,1Tt4sE4pXi57mTD1GCzsqm
23,Kiss,Prince And The Revolution,28,1,20,62LJFaYihsdVrrkgUOJC05
24,Cake By The Ocean,DNCE,11,9,28,76hfruVvmfQbw0eYn1nmeC
25,Let's Go Crazy,Prince And The Revolution,39,1,21,0QeI79sp1vS8L3JgpEO7mD
26,Never Forget You,Zara Larsson & MNEK,16,15,11,6hmhG1b4LEyNuashVvuIAo
27,1999,Prince,41,12,30,2H7PHVdQ3mXqEHXcvclTB0
28,Don't Hurt Yourself,Beyonce Featuring Jack White,-1,28,1,
29,Low Life,Future Featuring The Weeknd,18,18,12,7EiZI6JVHllARrX9PUvAdX
30,Oui,Jeremih,22,19,17,0PJIbOdMs3bd5AT8liULMQ
31,Sorry,Justin Bieber,21,1,27,09CtPGIpYB4BrO8qb1RGsF
32,2 Phones,Kevin Gates,19,17,17,0wdKiSBUT7aZkXUIdJWcwC
33,Raspberry Beret,Prince And The Revolution,-1,2,18,5jSz894ljfWE0IcHBSM39i
34,Middle,DJ Snake Featuring Bipolar Sunshine,24,20,15,0g5EKLgdKvNlln7TNqBByK
35,Freedom,Beyonce Featuring Kendrick Lamar,-1,35,1,
36,Close,Nick Jonas Featuring Tove Lo,26,26,5,3lSDIJ2abCrOdDJ6pshUap
37,Pray You Catch Me,Beyonce,-1,37,1,
38,All Night,Beyonce,-1,38,1,
39,I Would Die 4 U,Prince And The Revolution,-1,8,16,6fBwVe6udYdnRqwqo06if8
40,Pop Style,Drake Featuring The Throne,25,16,4,5mPSyjLatqB00IkPqRlbTE
41,Daddy Lessons,Beyonce,-1,41,1,7tTElNyvXsfFcxDXIiH5cm
42,Let It Go,James Bay ,31,30,19,13HVjjWUZFaWilh2QUJKsP
43,Sandcastles,Beyonce,-1,43,1,
44,Exchange,Bryson Tiller,32,26,27,43PuMrRfbyyuz4QpZ3oAwN
45,Stitches,Shawn Mendes,30,4,49,5jsw9uXEGuKyJzs0boZ1bT
46,One Call Away,Charlie Puth,27,12,22,7soJgKhQTO8hLP2JPRkL5O
47,Love Drought,Beyonce,-1,47,1,
48,Roses,The Chainsmokers Featuring Rozes,33,6,28,3vv9phIu6Y1vX3jcqaGz5Z
49,Jumpman,Drake & Future,34,12,32,27GmP9AWRs744SzKcpJsTZ
50,Don't,Bryson Tiller,37,13,31,3pXF1nA74528Edde4of9CC
51,Somewhere On A Beach,Dierks Bentley,38,35,13,5CG9Ps5ynNjpKJHmwc95pa
52,Think Of You,Chris Young Duet With Cassadee Pope,45,40,11,6W9W8dSswA8KNegvl3W97V
53,Humble And Kind,Tim McGraw,44,30,12,3Rkk851fZjIsglV2jbBPDd
54,Cheap Thrills,Sia Featuring Sean Paul,47,39,11,3S4px9f4lceWdKf0gWciFu
55,Lost Boy,Ruth B,50,41,10,4h0zU3O9R5xzuTmNO7dNDU
56,Cut It,O.T. Genasis Featuring Young Dolph,43,43,10,376KnY4TrgBITxjlnbnmIy
57,Wild Things,Alessia Cara,52,52,10,2ZyuwVvV6Z3XJaXIFbspeE
58,Youth,Troye Sivan,49,23,13,1cOyWWUr3oXJIxY0AjJEx9
59,The Sound Of Silence,Disturbed,46,42,10,1Cj2vqUwlJVG27gJrun92y
