pos,title,artist,last_pos,peak_pos,streak,spotify_id
1,Black Beatles,Rae Sremmurd Featuring Gucci Mane,1,1,13,6fujklziTHa8uoM5OQSfIo
2,Starboy,The Weeknd Featuring Daft Punk,2,2,12,7MXVkk9YMctZqd1Srtv4MB
3,Closer,The Chainsmokers Featuring Halsey,3,1,19,7BKLCZ1jbUBVqRi2FVlTVw
4,24K Magic,Bruno Mars,5,4,9,6b8Be6ljOzmkOmFslEb23P
5,Side To Side,Ariana Grande Featuring Nicki Minaj,4,4,15,1pKeFVVUOPjFsOABub0OaV
6,Juju On That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall,6,5,11,1lItf5ZXJc1by9SbPeljFd
7,Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar,8,7,9,3PGdPUMdUg7a3Tgr5gkfKK
8,Let Me Love You,DJ Snake Featuring Justin Bieber,7,4,18,0lYBSQXN6rCTvUZvg9S0lU
9,Heathens,twenty one pilots,9,2,25,6i0V12jOa3mr6uu4WYhUBr
10,Bad Things,Machine Gun Kelly x Camila Cabello,17,10,6,1KzGj3xvi9IiY05kBlkm2G
11,Fake Love,Drake,11,10,7,343YBumqHu19cGoGARUTsd
12,Broccoli,D.R.A.M. Featuring Lil Yachty,10,5,26,0qy5D3OJre7SPJNMOL9I71
13,Scars To Your Beautiful,Alessia Cara,15,13,15,0prNGof3XqfTvNDxHonvdK
14,Starving,Hailee Steinfeld & Grey Featuring Zedd,12,12,19,4Ce37cRWvM1vIGGynKcs22
15,Caroline,Amine,14,12,14,5hTpBe8h35rJ67eAWHQsJx
16,I Hate U I Love U,gnash Featuring Olivia O'Brien,13,10,34,7vRriwrloYVaoAe3a9wJHe
17,All I Want For Christmas Is You,Mariah Carey,23,11,16,0bYg9bo50gSsH3LtXe2SQn
18,The Greatest,Sia Featuring Kendrick Lamar,18,18,14,7xHWNBFm6ObGEQPaUxHuKO
19,Treat You Better,Shawn Mendes,20,6,27,3QGsuHI8jO1Rx4JWLUh9jd
20,Love On The Brain,Rihanna,30,20,8,2aksifNn5ph8igDOkPBA02
21,Cold Water,Major Lazer Featuring Justin Bieber & MO,19,2,20,7zsXy7vlHdItvUSH8EwQss
22,Unsteady,X Ambassadors,21,20,30,7lGKEWMXVWWTt3X71Bv44I
23,Love Me Now,John Legend,53,23,7,6hdkw1wzhIRYPlYDUtCY5m
24,Bad And Boujee,Migos Featuring Lil Uzi Vert,49,24,4,4Km5HrUvYTaSUfiSGPJeQR
25,In The Name Of Love, Martin Garrix & Bebe Rexha,28,24,17,23L5CiUhw2jV1OIMwthR3S
26,Cheap Thrills,Sia Featuring Sean Paul,24,1,43,3S4px9f4lceWdKf0gWciFu
27,OOOUUU,Young M.A,26,19,15,0D21XvHcVsIvJM6FcGY2BT
28,I Feel It Coming,The Weeknd Featuring Daft Punk,22,22,3,3dhjNA0jGA8vHBQ1VdD6vV
29,Party Monster,The Weeknd,16,16,3,4F7A0DXBrmUAkp32uenhZt
30,Blue Ain't Your Color,Keith Urban,32,24,13,6wycnu8FWXsj68ig7BEot9
31,Don't Let Me Down,The Chainsmokers Featuring Daya,29,3,43,1i1fxkWeaMmKEB4T7zqbzK
32,Can't Stop The Feeling!,Justin Timberlake,25,1,31,1WkMMavIMc4JZ8cfMmxHkI
33,All Time Low,Jon Bellion,35,32,9,0SuLAslEMFZAXf0SwY7syi
34,Chill Bill,Rob $tone Featuring J. Davi$ & Spooks,36,29,19,5uDASfU19gDxSjW8cnCaBp
35,Jingle Bell Rock,Bobby Helms,-1,35,17,6xE98wKYt4vZk8j7cctjw8
36,This Is What You Came For,Calvin Harris Featuring Rihanna,33,3,32,0azC730Exh71aQlOt9Zj3y
37,Rockin' Around The Christmas Tree,Brenda Lee,-1,14,16,28fuXrmmF9dYWx25dMW9dP
38,Mercy,Shawn Mendes,50,35,12,0AS63m1wHv9n4VVRizK6Hc
39,Bounce Back,Big Sean,51,39,5,0SGkqnVQo9KPytSri1H6cF
40,Ride,twenty one pilots,38,5,39,2Z8WuEywRWYTKe1NybPQEW
41,This Town,Niall Horan,40,25,11,5dTJMpqiELczVuHJP3OAEu
42,May We All,Florida Georgia Line Featuring Tim McGraw,39,30,15,498ZVInMGDkmmNVpSWqHiZ
43,X,21 Savage & Metro Boomin Featuring Future,41,36,13,6fwdbPMwP1zVStm8FybmkO
44,Do You Mind,"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross",37,27,18,4VJ7mnW4wjjIgPBM6KWvPu
45,Hallelujah,Pentatonix,56,32,7,0HZk0QsXPhMNAWNDR3rYE8
46,Needed Me,Rihanna,42,7,45,1Tt4sE4pXi57mTD1GCzsqm
47,One Dance,Drake Featuring WizKid & Kyla,45,1,36,1zi7xx7UVEFkmKfv06H8x0
48,Redbone,Childish Gambino,-1,48,2,3kxfsdsCpFgN412fpnW85Y
49,You Was Right,Lil Uzi Vert,57,49,22,2ANLarE8yHVsLWW21nj79M
50,Reminder,The Weeknd,31,31,2,37F0uwRSrdzkBiuj0D5UHI
51,Used To This,Future Featuring Drake,54,14,5,3V8sM5OOG6YfDuDLa2IIYJ
52,Million Reasons,Lady Gaga,-1,52,5,7dZ1Odmx9jWIweQSatnRqo
53,Wanna Be That Song,Brett Eldredge,59,53,10,
54,Sidewalks,The Weeknd Featuring Kendrick Lamar,27,27,2,4h90qkbnW1Qq6pBhoPvwko
55,Six Feet Under,The Weeknd,34,34,2,4mU5iXHeLgbR94siF7p1sY
56,Come And See Me,PARTYNEXTDOOR Featuring Drake,60,55,23,1wZqJM5FGDEl3FjHDxDyQd
57,No Heart,21 Savage & Metro Boomin,70,57,7,4gmmRb6bZJffOOiww1JGTO
58,Water Under The Bridge,Adele,78,58,5,4vb4mFvYsr2h6enhjJsq9Y
59,Song For Another Time,Old Dominion,64,59,11,7px4t7HGiuMUvFkEOpZEwp
60,Say You Won't Let Go,James Arthur,76,60,7,5uCax9HTNlzGybIStD3vDh
61,Tiimmy Turner,Desiigner,62,34,20,3NJG6vMH1ZsectZkocMEm0
