pos,title,artist,last_pos,peak_pos,streak,spotify_id
1,Shape Of You,Ed Sheeran,1,1,11,7qiZfU4dY1lWllzX7mPBI3
2,That's What I Like,Bruno Mars,2,2,10,0KKkJNfGyhkQ5aFogxQAPU
3,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift,4,2,15,2y5aJvzXhHPA94U5GFAcXe
4,Bad And Boujee,Migos Featuring Lil Uzi Vert,3,1,19,4Km5HrUvYTaSUfiSGPJeQR
5,I Feel It Coming,The Weeknd Featuring Daft Punk,5,5,18,3dhjNA0jGA8vHBQ1VdD6vV
6,Tunnel Vision,Kodak Black,6,6,5,4Q3N4Ct4zCuIHuZ65E3BD4
7,Something Just Like This,The Chainsmokers & Coldplay,8,5,5,1dNIEtp7AY3oDAKCGg2XkH
8,Passionfruit,Drake,-1,8,1,5mCPDVBb16L4XQwDdbRUpz
9,Portland,Drake Featuring Quavo & Travis Scott ,-1,9,1,2bjwRfXMk4uRgOD9IBYl9h
10,Paris,The Chainsmokers,9,6,10,15vzANxN8G9wWfwAJLLMCg
11,Love On The Brain,Rihanna,7,5,23,2aksifNn5ph8igDOkPBA02
12,iSpy,KYLE Featuring Lil Yachty,10,10,13,2EEeOnHehOozLq4aS0n6SL
13,Rockabye,Clean Bandit Featuring Sean Paul & Anne-Marie,12,9,16,5knuzwU65gJK7IF5yJsuaW
14,Bounce Back,Big Sean,11,6,20,0SGkqnVQo9KPytSri1H6cF
15,Fake Love,Drake,31,8,22,343YBumqHu19cGoGARUTsd
16,Body Like A Back Road,Sam Hunt,18,16,8,7mldq42yDuxiUNn08nvzHO
17,Closer,The Chainsmokers Featuring Halsey,13,1,34,7BKLCZ1jbUBVqRi2FVlTVw
18,Free Smoke,Drake,-1,18,1,05KOgYg8PGeJyyWBPi5ja8
19,Chained To The Rhythm,Katy Perry Featuring Skip Marley,15,4,6,5tP2TrJDgXXxAHZwcOknOI
20,It Ain't Me,Kygo x Selena Gomez,17,12,6,12GEpg2XOPyqk03JZEZnJs
21,Stay,Zedd & Alessia Cara,27,21,4,6uBhi9gBXWjanegOb2Phh0
22,Say You Won't Let Go,James Arthur,21,21,22,5uCax9HTNlzGybIStD3vDh
23,Mercy,Shawn Mendes,20,15,27,0AS63m1wHv9n4VVRizK6Hc
24,Mask Off,Future,19,19,5,0VgkVdmE4gld66l8iyGjgx
25,T-Shirt,Migos ,26,19,10,7KOlJ92bu51cltsD9KU5I7
26,Issues,Julia Michaels,24,24,9,7vu0JkJh0ldukEYbTVcqd0
27,24K Magic,Bruno Mars,22,4,24,6b8Be6ljOzmkOmFslEb23P
28,Down,Marian Hill,23,21,10,5eCkuGPZNl4mISFNPgr3Dd
29,Gyalchester,Drake,-1,29,1,6UjfByV1lDLW0SOVQA4NAi
30,Congratulations,Post Malone Featuring Quavo,32,30,13,3a1lNhkSLSkpJE4MSHpDu9
31,Cold,Maroon 5 Featuring Future,16,16,6,50QWA5PR501dIe2KkJkHRR
32,Location,Khalid,35,32,11,152lZdxL1OR0ZMW6KquMif
33,Can't Stop The Feeling!,Justin Timberlake,28,1,46,1WkMMavIMc4JZ8cfMmxHkI
34,Scars To Your Beautiful,Alessia Cara,25,8,30,0prNGof3XqfTvNDxHonvdK
35,Teenage Fever,Drake,-1,35,1,6n3HGiq4v35D6eFOSwqYuo
36,Sacrifices,Drake Featuring 2 Chainz & Young Thug,-1,36,1,0xl1w2q4VLojeXp4JfazPL
37,Starboy,The Weeknd Featuring Daft Punk,30,1,27,7MXVkk9YMctZqd1Srtv4MB
38,Blem,Drake,-1,38,1,2XlHu0HcujBCkWMdIAvrqt
39,Bad Things,Machine Gun Kelly x Camila Cabello,29,4,21,1KzGj3xvi9IiY05kBlkm2G
40,No Long Talk,Drake Featuring Giggs,-1,40,1,6CfrYuD3YRDYdYvH9jNtXY
41,Swang,Rae Sremmurd,33,33,14,6mapJIPnQ23RTAevUoE0DL
42,Rolex,Ayo & Teo,34,34,6,0pSBuHjILhNEo55xK1zrRt
43,Dirt On My Boots,Jon Pardi,37,37,16,7f08qp3HROTkfrtNpiYGGo
44,Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar,36,6,24,3PGdPUMdUg7a3Tgr5gkfKK
45,Get It Together,Drake Featuring Jorja Smith & Black Coffee,-1,45,1,7y6c07pgjZvtHI9kuMVqk1
46,Million Reasons,Lady Gaga,38,4,18,7dZ1Odmx9jWIweQSatnRqo
47,Let Me Love You,DJ Snake Featuring Justin Bieber,41,4,33,0lYBSQXN6rCTvUZvg9S0lU
48,KMT,Drake Featuring Giggs,-1,48,1,2jTujnt0y344ai1rNOywgr
49,Jorja Interlude,Drake,-1,49,1,13e6f8t7RKXuxZ0JdaaJRG
50,4422,Drake Featuring Sampha,-1,50,1,2fkeWbM6iqTw7oGHTYm2lw
51,Madiba Riddim,Drake,-1,51,1,76gUmNLXGQVOsGhfcshkFP
52,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,53,52,10,6rPO02ozF3bM7NnOV4h6s2
53,Water Under The Bridge,Adele,43,26,20,4vb4mFvYsr2h6enhjJsq9Y
54,Glow,Drake Featuring Kanye West,-1,54,1,28irpKCCK9nn9DZSik2zEx
55,Slide,Calvin Harris Featuring Frank Ocean & Migos,48,34,4,6gpcs5eMhJwax4mIfKDYQk
56,Party,Chris Brown Featuring Usher & Gucci Mane,44,40,14,05Z7jet4VDNVgNQWcYHnrk
57,Believer,Imagine Dragons,42,41,7,1NtIMM4N0cFa1dNzN15chl
58,Both,Gucci Mane Featuring Drake,51,41,14,5tFep7dXGd7vEJ668wTPux
59,Goosebumps,Travis Scott,50,50,20,6gBFPUFcJLzWGx4lenP6h2
60,Do Not Disturb,Drake,-1,60,1,2KvHC9z14GSl4YpkNMX384
61,Nothings Into Somethings,Drake,-1,61,1,6MbH1QiphMCPTqVEVC7UYi
62,Ice Melts,Drake Featuring Young Thug,-1,62,1,7bJ4mu7MHa3rHiNyKjOoSl
63,How Far I'll Go,Auli'i Cravalho,46,41,15,6mb6lVLNrcUgLnEN8QnDJd
64,Lose You,Drake,-1,64,1,2Na0z2gfN67Rzf0vp74Wi3
65,Green Light,Lorde,39,19,4,3I4QOvltiKcMu3xmnQjEct
66,Look At Me!,XXXTentacion,65,61,7,7floNISpH8VF4z4459Qo18
67,In Case You Didn't Know,Brett Young,68,67,7,10M2Ex445zw585Ducldzkw
68,Hurricane,Luke Combs,66,66,6,6xHI9KjUjYT0FPtGO8Mxa1
69,Fast,Luke Bryan,64,64,9,2gYiCTytrSRtuaHP1Nac6u
70,Since Way Back,Drake Featuring PARTYNEXTDOOR,-1,70,1,5JUu0unA8VwhTZ9LkMWUVI
71,Redbone,Childish Gambino,56,48,16,3kxfsdsCpFgN412fpnW85Y
72,Castle On The Hill,Ed Sheeran,52,6,11,6PCUP3dWmTjcTtXY02oFdT
73,Make Me (Cry),Noah Cyrus Featuring Labrinth,47,46,15,2BrzlUj1u1CtvaJDGIKpsP
74,Any Ol' Barstool,Jason Aldean,70,70,9,4T5Z4mbTe7kuGqgLpaRtTh
75,Everyday,Ariana Grande Featuring Future,55,55,6,6yL2kTsdVwYnGwPkKGtMd5
