pos,title,artist,last_pos,peak_pos,streak,spotify_id
1,That's What I Like,Bruno Mars,3,1,15,0KKkJNfGyhkQ5aFogxQAPU
2,Shape Of You,Ed Sheeran,2,1,16,7qiZfU4dY1lWllzX7mPBI3
3,Humble.,Kendrick Lamar,1,1,4,7KXjTSCq5nL1LoYtL7XAwS
4,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,9,4,15,6rPO02ozF3bM7NnOV4h6s2
5,Mask Off,Future,5,5,10,0VgkVdmE4gld66l8iyGjgx
6,Something Just Like This,The Chainsmokers & Coldplay,8,3,10,1dNIEtp7AY3oDAKCGg2XkH
7,DNA.,Kendrick Lamar,4,4,2,6HZILIRieu8S0iqY8kIKhj
8,iSpy,KYLE Featuring Lil Yachty,6,4,18,2EEeOnHehOozLq4aS0n6SL
9,XO TOUR Llif3,Lil Uzi Vert,10,8,5,7GX5flRQZVHRAGd6B4TmDO
10,It Ain't Me,Kygo x Selena Gomez,13,10,11,12GEpg2XOPyqk03JZEZnJs
11,Stay,Zedd & Alessia Cara,7,7,9,6uBhi9gBXWjanegOb2Phh0
12,Body Like A Back Road,Sam Hunt,11,6,13,7mldq42yDuxiUNn08nvzHO
13,Say You Won't Let Go,James Arthur,17,13,27,5uCax9HTNlzGybIStD3vDh
14,Issues,Julia Michaels,12,12,14,7vu0JkJh0ldukEYbTVcqd0
15,Congratulations,Post Malone Featuring Quavo,15,15,18,3a1lNhkSLSkpJE4MSHpDu9
16,Location,Khalid,25,16,16,152lZdxL1OR0ZMW6KquMif
17,Rockabye,Clean Bandit Featuring Sean Paul & Anne-Marie,20,9,21,5knuzwU65gJK7IF5yJsuaW
18,Passionfruit,Drake,27,8,6,5mCPDVBb16L4XQwDdbRUpz
19,Paris,The Chainsmokers,19,6,15,15vzANxN8G9wWfwAJLLMCg
20,Tunnel Vision,Kodak Black,21,6,10,4Q3N4Ct4zCuIHuZ65E3BD4
21,I Feel It Coming,The Weeknd Featuring Daft Punk,24,4,23,3dhjNA0jGA8vHBQ1VdD6vV
22,Bad And Boujee,Migos Featuring Lil Uzi Vert,26,1,24,4Km5HrUvYTaSUfiSGPJeQR
23,Closer,The Chainsmokers Featuring Halsey,28,1,39,7BKLCZ1jbUBVqRi2FVlTVw
24,T-Shirt,Migos,29,19,15,7KOlJ92bu51cltsD9KU5I7
25,Sign Of The Times,Harry Styles,22,4,3,5Ohxk2dO5COHF1krpoPigN
26,Swang,Rae Sremmurd,34,26,19,6mapJIPnQ23RTAevUoE0DL
27,Love.,Kendrick Lamar Featuring Zacari,18,18,2,6PGoSes0D9eUDeeAafB2As
28,Cold,Maroon 5 Featuring Future,23,16,11,50QWA5PR501dIe2KkJkHRR
29,Love On The Brain,Rihanna,31,5,28,2aksifNn5ph8igDOkPBA02
30,Slide,Calvin Harris Featuring Frank Ocean & Migos,44,30,9,6gpcs5eMhJwax4mIfKDYQk
31,Bounce Back,Big Sean,30,6,25,0SGkqnVQo9KPytSri1H6cF
32,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift,36,2,20,2y5aJvzXhHPA94U5GFAcXe
33,Loyalty.,Kendrick Lamar Featuring Rihanna,14,14,2,6SwRhMLwNqEi6alNPVG00n
34,In Case You Didn't Know,Brett Young,45,34,12,10M2Ex445zw585Ducldzkw
35,24K Magic,Bruno Mars,41,4,29,6b8Be6ljOzmkOmFslEb23P
36,Element.,Kendrick Lamar,16,16,2,1EaKU4dMbesXXd3BrLCtYG
37,Believer,Imagine Dragons,51,37,12,1NtIMM4N0cFa1dNzN15chl
38,Can't Stop The Feeling!,Justin Timberlake,47,1,51,1WkMMavIMc4JZ8cfMmxHkI
39,Rolex,Ayo & Teo,40,32,11,0pSBuHjILhNEo55xK1zrRt
40,Scars To Your Beautiful,Alessia Cara,43,8,35,0prNGof3XqfTvNDxHonvdK
41,Hurricane,Luke Combs,55,41,11,6xHI9KjUjYT0FPtGO8Mxa1
42,Goosebumps,Travis Scott,46,42,24,6gBFPUFcJLzWGx4lenP6h2
43,Both,Gucci Mane Featuring Drake,48,41,19,5tFep7dXGd7vEJ668wTPux
