pos,title,artist,last_pos,peak_pos,streak,spotify_id
1,Work,Rihanna Featuring Drake,1,1,9,32lmL4vQAAotg6MrJnhlQZ
2,7 Years,Lukas Graham,3,2,10,5kqIPrATaCc2LqxVWzQGbk
3,Love Yourself,Justin Bieber,2,1,19,50kpGaPAhYJ3sGmk6vplg0
4,My House,Flo Rida,5,4,20,6Knv6wdA0luoMUuuoYi2i1
5,Stressed Out,twenty one pilots,4,2,27,3CRDbSIZ4r5MsZ0YwxuEkn
6,No,Meghan Trainor,12,6,3,0l0CvurVUrr2w3Jj1hOVFc
7,"Me, Myself & I",G-Eazy x Bebe Rexha,7,7,21,40YcuQysJ0KlGQTeGUosTC
8,Pillowtalk,Zayn,6,1,8,0PDUDa38GO8lMxLCRc4lL1
9,Cake By The Ocean,DNCE,9,9,23,76hfruVvmfQbw0eYn1nmeC
10,I Took A Pill In Ibiza,Mike Posner,11,10,10,1MtUq6Wp1eQ8PC6BbPCj8P
11,Sorry,Justin Bieber,8,1,22,09CtPGIpYB4BrO8qb1RGsF
12,Work From Home,Fifth Harmony Featuring Ty Dolla $ign,13,12,4,4tCtwWceOPWzenK2HAIJSb
13,Dangerous Woman,Ariana Grande,10,10,2,7l94dyN2hX9c6wWcZQuOGJ
14,One Call Away,Charlie Puth,14,12,17,7soJgKhQTO8hLP2JPRkL5O
15,Hands To Myself,Selena Gomez,15,7,16,1LoriJC05IrHIDwj3q0KC1
16,Roses,The Chainsmokers Featuring Rozes,17,6,23,3vv9phIu6Y1vX3jcqaGz5Z
17,Never Forget You,Zara Larsson & MNEK,19,17,6,6hmhG1b4LEyNuashVvuIAo
18,2 Phones,Kevin Gates,18,18,12,0wdKiSBUT7aZkXUIdJWcwC
19,Hello,Adele,16,1,22,4sPmO7WMQUAf45kwMOtONw
20,Middle,DJ Snake Featuring Bipolar Sunshine,26,20,10,0g5EKLgdKvNlln7TNqBByK
21,Panda,Desiigner,33,21,5,275a9yzwGB6ncAW4SxY7q3
22,Stitches,Shawn Mendes,20,4,44,5jsw9uXEGuKyJzs0boZ1bT
